"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"JEFE DE ADMINISTRACIÓN","SALINAS DEL ALMIRON RESORT TERMAL","Jefe","Administración - Secretariado","Hace 4 semanas ","•	Analizar e interpretar los resultados financieros y presupuestos operacionales. •	Elaborar informes de Estado de situación Patrimonial y Estado de Result ...","paysandu","/anuncio/jefe-de-administracion-ags83",2019-02-06 21:36:46
"EJECUTIVO DE CUENTAS","ADVICE","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Será responsable por: El desarrollo de su cartera de clientes para maximizar las oportunidades de venta tanto con clientes actuales como nuevos para alcanz ...","paysandu","/anuncio/ejecutivo-de-cuentas-g3tme",2019-02-06 21:36:46
"ASESORES, AGENTES INMOBILIARIOS Y PROFESIONALES CON EXPERIENCIA EN VENTAS PARA MALDONADO","COLDWELL BANKER OVERSEAS REAL ESTATE","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","asesor en bienes raíces  COLDWELL BANKER OVERSEAS REAL ESTATE, adherido al sistema Coldwell Banker, empresa líder en servicios inmobiliarios a nivel mundia ...","maldonado","/anuncio/asesores-agentes-inmobiliarios-y-profesionales-con-experiencia-en-ventas-hsp8y",2019-02-06 21:36:46
"EMPLEADO","ice and rolls","Auxiliar","Servicios - Oficios","Hace 1 mes ","elaborar y servir helados en Gorlero, punta del este las mismas que las funciones","maldonado","/anuncio/empleado-q3dda",2019-02-06 21:36:46
"ACOMPAÑANTE MALDONADO","Importante empresa","Auxiliar","Salud","Hace 5 días ","Seleccionamos Acompañantes  ¿Quieres ser un acompañante profesional?  ¡Sé parte de nuestro equipo!  Seleccionamos personal para el cargo de acompañantes.  ...","maldonado","/anuncio/acompanante-ttjn4",2019-02-06 21:36:46
"COORDINADOR DE VENTA: MALDONADO, COLONIA, SAN JOSE, SORIANO, PAYSANDU","saint denise","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","Empresa de Venta Directa en expansión, líder en productos de Cama, Mesa y Baño, busca Para los departamentos de SAN JOSE, COLONIA, SORIANO, MALDONADO, PAYS ...","maldonado","/anuncio/coordinador-de-venta-maldonado-colonia-san-jose-soriano-paysandu-n9ed5",2019-02-06 21:36:46
"VENDEDOR Y ENCARGADO DE LOCAL",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","-Vendedor comercial y atención al publico. -Persona Proactiva -Con conocimientos de Redes sociales e internet.  - Controlar stock - Inventario - Sistema de ...","maldonado","/anuncio/vendedor-y-encargado-de-local-brqph",2019-02-06 21:36:46
"SERENO","EMPRESA SOBRE RUTA 101","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","SERENO para 7 horas martes a viernes + 8 horas sábado,domingo y feriados. Imprescindible: Excelentes antecedentes y referencias. Certificado de Buena Condu ...","canelones","/anuncio/sereno-b33z5",2019-02-06 21:36:46
"SERENO","EMPRESA SOBRE RUTA 101","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","SERENO para 7 horas lunes y martes y 8 horas sábado,domingo y feriados.  Imprescindible:  Excelentes antecedentes y referencias. Certificado de Buena Condu ...","canelones","/anuncio/sereno-6t8um",2019-02-06 21:36:46
"OPERATIVA COMERCIAL","Empresa Selecciona","Asistente","Administración - Secretariado","Hace 1 semana ","Requisitos: - Tener mas de 25 años - Predisposicion al cambio - Actitud de servicio - Disponibilidad Horaria Se valorara:  - Idiomas - Proactivo Se Ofrece ...","canelones","/anuncio/operativa-comercial-4are9",2019-02-06 21:36:46
"PEON PARA DEPOSITO CARGA Y DESCARGA","EMPRESA SOBRE RUTA 101","Peon","Servicios - Oficios","Hace 2 semanas ","PEON PARA DEPOSITO CARGA Y DESCARGA.  LUNES A VIERNES. TRABAJO TEMPORAL. ENVIAR CV CON ANTECEDENTES Y  REFERENCIAS","canelones","/anuncio/peon-para-deposito-carga-y-descarga-rt8yz",2019-02-06 21:36:46
"DOCENTE ÁREA RECURSOS HUMANOS","Instituto Europa - Centro de Formación Profesional y Capacitación.","Analista","Marketing - Publicidad","Hace 3 semanas ","Somos un instituto con sede en Salinas, Canelones. Llamado a interesados en presentar Currículum PARA DICTAR CLASES en cursos, talleres y capacitaciones en ...","canelones","/anuncio/aasasasa-njbz8",2019-02-06 21:36:46
"DOCENTE ÁREAS ADMINISTRACIÓN Y CONTABILIDAD.","Instituto Europa - Centro de Formación Profesional y Capacitación.","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Somos un Instituto con sede en Salinas, Canelones. Llamado a interesados en presentar Currículum para registro DOCENTE en las áreas: - Administración - Con ...","canelones","/anuncio/llamado-docente-en-varias-areas-5qab2",2019-02-06 21:36:46
"ENCARGADO","Empanadas Don Pedro","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Supervición en general, menejo de personal, compras, conocimientos basicos de excel y world Seriedad puntualidad. compromiso con el trabajo, viva en zon a  ...","canelones","/anuncio/encargado-a3v89",2019-02-06 21:36:46
"VENDEDOR DE MOSTRADOR - ZONA SOLYMAR","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Seleccionamos Vendedor de Mostrador para importante empresa de insumos eléctricos ubicada en la zona de Solymar, Canelones.  Orientamos la búsqueda a pers ...","canelones","/anuncio/vendedor-de-mostrador-zona-solymar-434jn",2019-02-06 21:36:46
"ASISTENTE CONTABLE","Montich Uruguay S.A.","Asistente","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Registros contables Trabajo con excel Mandar Mail Control horas para realizar recibos Responsable registro contable Responsable de horas control Responsabl ...","canelones","/anuncio/asistente-contable-29ydr",2019-02-06 21:36:46
"MEDIO OFICIAL MECÁNICO",NA,"Medio Oficial","Producción","Hace 1 mes ","Mecánica general de automóviles Realizar trabajos de mecánica indicados","canelones","/anuncio/medio-oficial-mecanico-ve3dd",2019-02-06 21:36:46
"CHOFER CATEGORÍA C ZAFRAL","Empresa de Transporte","Peon","Servicios - Oficios","Hace 1 mes ","Chofer categoría C o superior para reparto en el interior del país. Trabajo zafral. Excluyente viva en Ciudad de la Costa o Costa de Oro. Chofer categoría  ...","canelones","/anuncio/chofer-categoria-c-zafral-v7pqr",2019-02-06 21:36:46
"CONFITERO.SANWICHERO","Panaderia Punto Cero","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaborar masas secas.Productos de hojaldre.Bizcochuelos tortas para cumpleaños.Ojitos polvorones sanwiches. Producir y hornear correctamente sus productos. ...","canelones","/anuncio/confitero-sanwichero-g43a4",2019-02-06 21:36:46
"ENCARGADA/O PARA SHOPPING","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en el Shopping de Costa Urbana.   La posición tiene como principal responsabilidad el ...","canelones","/anuncio/encargada-o-para-shopping-b824j",2019-02-06 21:36:46
"CAJERO/A ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Tareas inherentes a cajero y tareas administrativas tales como ingresar facturas al sistema Memory. Con conocimientos contables, preferentemente Memory y q ...","canelones","/anuncio/cajero-a-administrativo-643sg",2019-02-06 21:36:46
"CADETE CON MOTO PARA LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 2 días ","Debe tener moto en condiciones, puntualidad, buena presencia y compromiso. Se necesita cadete con moto para delivery en Las piedras, con experiencia y  que ...","canelones","/anuncio/cadete-con-moto-para-las-piedras-yp3b7",2019-02-06 21:36:46
"VIGILANTE O GUARDIA EN ZONA PINAMAR CON EXPERIENCIA COMPROBABLE","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","VIGILANCIA DEL SALÓN CONTROL DE FUNCIONARIOS VIGILANTE  o Guardia  para supermercado viva próximo a la zona de Pinamar","canelones","/anuncio/vigilante-o-guardia-en-zona-pinamar-con-experiencia-comprobable-rrugm",2019-02-06 21:36:46
"CADETE CON MOTO PARA DELIVERY EN LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 3 semanas ","Se necesita Delivery con moto para local de comidas en las piedras, trabajo estable y en caja. Debe tener moto en condiciones, buena presencia, responsabil ...","canelones","/anuncio/cadete-con-moto-para-delivery-en-las-piedras-6yesy",2019-02-06 21:36:46
"AUXILIAR ADMINISTRATIVO Y DE VENTAS","Importante empresa inmobiliaria","Auxiliar","Administración - Secretariado","Hace 4 semanas ","Atención a clientes, gestiones ante oficinas publicas y privadas, realizacion de inventarios e inspecciones de fincas, pagos varios de clientes, mantenimie ...","canelones","/anuncio/auxiliar-administrativo-y-de-ventas-ptv56",2019-02-06 21:36:46
"PEON Y MEDIO OFICIAL","CONSULTORA","Peon","Producción","Hace 4 semanas ","Área producción tareas de peón y medio oficial Puntualidad, Responsabilidad,","canelones","/anuncio/peon-y-medio-oficial-7n3pd",2019-02-06 21:36:46
"ADMINISTRATIVO","CONSULTORA","Auxiliar","Administración - Secretariado","Hace 4 semanas ","Funciones en el área administrativa, recursos humanos y registraciones contables Buen trato con el personal, buena presencia,","canelones","/anuncio/administrativo-v734m",2019-02-06 21:36:46
"VENDEDOR TÉCNICO","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Promoción de la línea de productos químicos y materias primas que maneja la empresa, entre nuestros clientes. Asesoramiento técnico a nuestros clientes sob ...","canelones","/anuncio/vendedor-tecnico-6p2dr",2019-02-06 21:36:46
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-eyyu9",2019-02-06 21:36:46
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-v6y3a",2019-02-06 21:36:46
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-en-zona-pinamar-canelones-con-experiencia-comprobable-ett3d",2019-02-06 21:36:46
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-b76hm",2019-02-06 21:36:46
"COCINERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Nuestro restaurante sirve desayuno, almuerzo y cena buffet a los huéspedes del complejo así como también a los comensales que nos visitan por el día. El eq ...","canelones","/anuncio/cocinero-bs5v9",2019-02-06 21:36:46
"AYUDANTE DE COCINA, PASTELERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaboración de buffet, mesa de ensaladas. Trabajar en equipo y a las órdenes de lo que indica Jefe/a de cocina. Indispensable vivir en la zona.","canelones","/anuncio/ayudante-de-cocina-pastelero-s6sq9",2019-02-06 21:36:46
"ENCARGADO DE SEGURIDAD BARRIOS PRIVADOS","Importante empresa","Jefe","Seguridad - Vigilancia","Hace 1 mes ","Buscamos incorporar un Encargado de Seguridad para Barrios Privados en Cuidad de la Costa Su función consta en: Gestionar y liderar al equipo,  Trato con ...","canelones","/anuncio/jefe-de-seguridad-para-barrios-privados-msb5t",2019-02-06 21:36:46
"BRUSHINISTA MANICURA ","Cecilia","Auxiliar","Producción","Hace 4 horas ","Se solicita personal como brushinista manicura y pedicura (excluyente) para los días jueves viérnes y sábados pago horas extras, ubicación lomas de solymar ...","canelones","/anuncio/brushinista-manicura-g6gb2",2019-02-06 21:36:46
"CARPINTERO","Grupo El Solar","Técnico / Especialista","Servicios - Oficios","Hace 1 día ","Carpintero con habilidades para buenas terminaciones, trabajos en placas, con buena predisposición, puntualidad, compañerismo y dispuesto para las funcione ...","canelones","/anuncio/carpintero-rvn9j",2019-02-06 21:36:46
"DIBUJANTE TECNICO","Grupo El Solar","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 día ","Dibujante Técnico para Mobiliarios, con conocimiento de SketchUp, AutoCad, etc. Se busca una persona responsable comprometida con la empresa.","canelones","/anuncio/dibujante-tecnico-645td",2019-02-06 21:36:46
"PISTERO LAVADOR","Importante empresa","Auxiliar","Atención al cliente","Hace 2 días ","Nos orientamos a la búsqueda de personas responsables, pro-activas y con marcado perfil orientado al cliente, para estación de servicio ubicada en CIUDAD D ...","canelones","/anuncio/pistero-lavador-z3zya",2019-02-06 21:36:46
"CAJERO/A MINIMERCADO CIUDAD DE LA COSTA.",NA,"Auxiliar","Ventas - Comercial","Hace 2 días ","Nos orientamos a la búsqueda de personas responsables, confiables, proactivas y con marcado perfil orientado al cliente. Para cubrir puesto en la caja del ...","canelones","/anuncio/cajero-a-minimercado-ciudad-de-la-costa-mehmv",2019-02-06 21:36:46
"ACOMPAÑANTE","Gente Servicio de compañía","Auxiliar","Salud","Hace 1 semana ","Asistir al paciente en todas sus necesidades básicas. Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada. ACOMPAÑANTE  ...","canelones","/anuncio/acompanante-u6s9r",2019-02-06 21:36:46
"CHOFER","Urgente","Peon","Servicios - Oficios","Hace 1 mes ","Chofer para Uber turno de 5  a 17. Libreta categoria E con experiencia. Empresa unipersonal abierta o dispuesto a tramitarla.","montevideo","/anuncio/chofer-qrsjv",2019-02-06 21:36:46
"ENCUESTADORES/AS","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Para relevamiento en punto de venta Toma de datos en punto de venta","montevideo","/anuncio/encuestadores-as-venzy",2019-02-06 21:36:46
"APRENDICES PARA MANTENIMIENTO DE EQUIPOS DE AIRE ACONDICIONADO Y REFRIGERACIÓN-CALEFACCIÓN -IMPORTANTE EMPRESA EN PLAZA-","Importante empresa","Peon","Producción","Hace 1 mes ","Acordes al cargo Disponibilidad en flexibilidad de horario.","montevideo","/anuncio/aprendices-para-mantenimiento-de-equipos-de-aire-acondicionado-y-refrigeracion-calefaccion-importante-empresa-en-plaza-3dp2s",2019-02-06 21:36:46
"DOCENTE ÁREA CONTABLE -, MARTES Y JUEVES DE 18:30 A 22 HS.","UNIÓN INFORMÁTICA","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","El Instituto de enseñanza UNIÓN INFORMÁTICA solicita un docente para el área contable (contabilidad. finanzas, programas contables, liquidación de haberes  ...","montevideo","/anuncio/docente-area-contable-martes-y-jueves-de-18-30-a-22-hs-e8347",2019-02-06 21:36:46
"AUXILIAR CONTABLE","MAZARS","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","MAZARS es una firma internacional de origen francés, especializada en auditoría, contabilidad, impuestos y servicios de consultoría. Se encuentra presente  ...","montevideo","/anuncio/auxiliar-contable-mp4ye",2019-02-06 21:36:46
"CHAPISTA COMPETENTE NECESITO.","Taller Reyles","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","chapista competente necesito. chapista competente necesito.","montevideo","/anuncio/chapista-competente-necesito-099696789-ts5js",2019-02-06 21:36:46
"PINTOR COMPETENTE NECESITO.","Taller Reyles","Oficial","Servicios - Oficios","Hace 1 mes ","pintor competente necesito. pintor competente necesito.","montevideo","/anuncio/pintor-competente-necesito-099696789-44h2g",2019-02-06 21:36:46
"TÉCNICO DE CAMPO","ADVICE","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Objetivos de la posición: Asegurará el correcto funcionamiento de todos los dispositivos instalados a través de periódicos chequeos técnicos en cada uno de ...","montevideo","/anuncio/tecnico-de-campo-b9nss",2019-02-06 21:36:46
"ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Objetivos de la posición: Trabajará junto al equipo legal y contable de la casa matriz del grupo en lo referente a temas administrativos y legales. Dará so ...","montevideo","/anuncio/abogado-junior-49tr4",2019-02-06 21:36:46
"ENCARGADO ADMINISTRATIVO CONTABLE","ADVICE","Supervisor / Encargado","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Objetivos de la posición: Gestionar el área administrativa contable. Administrar la base en el Departamento de Maldonado. Supervisar y distribuir el trabaj ...","montevideo","/anuncio/encargado-administrativo-contable-7brg7",2019-02-06 21:36:46
"AUXILIAR DE VENTAS","SUPER EDISON","Auxiliar","Atención al cliente","Hace 1 mes ","Super en zona Colón busca personal para fiambrería ,se valorará experiencia, buena presencia y muy buen trato con el público, buena actitud y responsabilid ...","montevideo","/anuncio/auxiliar-de-ventas-a2u5d",2019-02-06 21:36:46
"AUXILIAR DE ENFERMERÍA","Zelve","Auxiliar","Salud","Hace 1 mes ","Administrar medicación, acompañar adolescentes, reducir, etc. Sexo masculino, para Residencial de adolescentes, convenio INAU. Jornal diario nominal: $1.05 ...","montevideo","/anuncio/auxiliar-de-enfermeria-r96p5",2019-02-06 21:36:46
"REPONEDOR EXTERNO","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 mes ","Lograr una buena exhibición de los productos en el salón de venta de los supermercados. Guiados por los parámetros de calidad que marca la empresa contrata ...","montevideo","/anuncio/reponedor-externo-ptt5d",2019-02-06 21:36:46
"AUXILIAR DE DEPOSITO EN EMPRESA DE SERVICIOS","Empresa de servicios Sanitarios","Auxiliar","Logística - Distribución","Hace 1 mes ","Horario de 7:30 a 17.30 horas  De lunes a Viernes  Mantenimiento  del Stock  en el Deposito de la empresa. Apoyo al funcionamiento interno y externo de la  ...","montevideo","/anuncio/auxiliar-de-deposito-en-empresa-de-servicios-88tza",2019-02-06 21:36:46
"AUXILIAR DE VENTAS","BETTASUL S.A.","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Venta, atención telefónica y presupuestos Conocimiento de office y Web ATENCION A CLIENTES y ASISTENTE AL EQUIPO DE VENTAS","montevideo","/anuncio/auxiliar-de-ventas-v52de",2019-02-06 21:36:46
"VENDEDOR PARA INTERIOR",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Experiencia en ventas en el interior del país. Manejo de herramientas informáticas (e-mail, office) Buena presencia y proactivo Se ofrece, sueldo base, pro ...","montevideo","/anuncio/vendedor-para-interior-tsjtr",2019-02-06 21:36:46
"CHOFER PARA TAXÍMETRO",NA,"Peon","Servicios - Oficios","Hace 1 mes ","Chofer CAT E Montevideo, para ambos turnos. Trato directo con dueño. Coches nuevos. Buen ambiente laboral.  Se valora responsabilidad y compromiso. Comprom ...","montevideo","/anuncio/chofer-para-taximetro-z4s9d",2019-02-06 21:36:46
"RESPONSABLE DE RRHH","ADVICE","Jefe","Recursos Humanos","Hace 1 mes ","Importante empresa multinacional. Buscamos: Profesional egresado de la carrera de Contador Público, Licenciado en Administración de empresas, Relaciones L ...","montevideo","/anuncio/responsable-de-rrhh-upgqs",2019-02-06 21:36:46
"ASESOR COMERCIAL","  ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Empresa líder en instalación de sistemas de audio busca asesor para proyectos tecnológicos. Se requiere persona proactiva y responsable para desempeñarse c ...","montevideo","/anuncio/asesor-comercial-jvjsu",2019-02-06 21:36:46
"AYUDANTE","Mollo Seguridad Electrónica","Técnico / Especialista","Producción","Hace 1 mes ","Ayudante Técnico para inst. de sist. de Seguridad electrónicos.  Remuneración acorde al trabajo a realizar. Cumplir horarios, tareas a realizar y disponibi ...","montevideo","/anuncio/ayudante-tpm65",2019-02-06 21:36:46
"APRENDIZ INSTALADOR PARABRISAS",NA,"Oficial","Servicios - Oficios","Hace 1 mes ","Instalar parabrisas en taller o domicilio. Ayudar a Instalar parabrisas de autos, camiones y buses. Libreta de conducir al día y carnet de salud vigente. S ...","montevideo","/anuncio/aprendiz-instalador-parabrisas-phdv3",2019-02-06 21:36:46
"OPERADOR CALL CENTER","SHOPPING TU MEJOR OPCION","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Somos una empresa joven en pleno crecimiento. Buscamos personal joven, dinámico, entusiasta, visionario, con muchas ganas de crecer y ganar lo que realment ...","montevideo","/anuncio/operador-call-center-tu9qr",2019-02-06 21:36:46
"PERSONAS QUE BUSQUEN CRECER ECONÓMICAMENTE ","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Si quieres trabajar para vos  Tenemos una propuesta para vos  Tener tu propio negocio de ventas  Si tu sueldo no es suficiente podes usarlo para complement ...","montevideo","/anuncio/vendedor-a-o-emprendedores-3tyv6",2019-02-06 21:36:46
"CHOFER REPARTIDOR","empresa de distribución","Peon","Servicios - Oficios","Hace 1 mes ","Se solicita chofer repartidor para carga pesada part time, preferible con propio camión con conocimiento de calles y referencias, para cubrir licencia  y   ...","montevideo","/anuncio/chofer-repartidor-n28uv",2019-02-06 21:36:46
"DESARROLLADOR FULL STACK JUNIOR","Confidencial","Analista","Tecnologías de la información","Hace 1 mes ","Desarrollo de proyectos Web pequeños y medianos en .Net (C#, Visual), Java (Android), PHP con SQL Server y Oracle. Programar y documentar desarrollos a med ...","montevideo","/anuncio/desarrollador-full-stack-junior-qgdu9",2019-02-06 21:36:46
"JEFE DE INVESTIGACIÓN Y BI","ADVICE","Jefe","Marketing - Publicidad","Hace 1 mes ","Será responsable de la realización de investigaciones de mercado, la gestión del proyecto de BI de la organización y la generación de insumos para la toma  ...","montevideo","/anuncio/jefe-de-investigacion-y-bi-mpjn3",2019-02-06 21:36:46
"ANALISTA Y DISEÑADOR DIGITAL","Importante empresa","Analista","Marketing - Publicidad","Hace 1 mes ","Empresa líder en Retail selecciona: Analista y diseñador digital. Nos orientamos a personas con marcado perfil en Herramientas digitales y conocimiento en  ...","montevideo","/anuncio/analista-y-disenador-digital-zd8rq",2019-02-06 21:36:46
"TELEMARKETER","STUDENTEN SRL","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","vendedor Operador Call Center","montevideo","/anuncio/telemarketer-y522t",2019-02-06 21:36:46
"DISTRIBUIDOR INDEPENDIENTE","Nutri Sa","Auxiliar","Logística - Distribución","Hace 1 mes ","Marketing Emprendedores","montevideo","/anuncio/distribuidor-independiente-er7ra",2019-02-06 21:36:46
"VENDEDOR PARA FERRETERIA CON EXPERIENCIA EN EL RAMO","FERRETERIA CARBALLIDO","Auxiliar","Servicios - Oficios","Hace 1 mes ","VENDEDOR PARA MOSTRADOR CON EXPERIENCIA EN EL RAMO ATENCION AMABLE CON EL PUBLICO PUNTUALIDAD EN EL HORARIO DE LUNES A VIERNES DE 8 A 12 Y 14 A 19 SABADOS  ...","montevideo","/anuncio/vendedor-para-ferreteria-con-experiencia-en-el-ramo-d6896",2019-02-06 21:36:46
"AUXILIAR DEPOSITO",NA,"Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Recepción de cargas: control y alta de stock Almacenamiento y orden de la mercadería Armado de pedidos diarios para abastecer al local, y para abastecer cl ...","montevideo","/anuncio/auxiliar-deposito-eujuv",2019-02-06 21:36:46
"DELIVERY","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Delivery Nocturno de 2030a 0030 de martes a domingo, Zona Centro , ciudad vieja y cordon. Con todos los benef. legales combustible, comida, trabajo estable ...","montevideo","/anuncio/delivery-652zt",2019-02-06 21:36:46
