"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"TECNICO COMERCIAL","NETUY","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Prospección y búsqueda de nuevos clientes, asesorar sobre consultas por nuevos servicios a adquirir. Mantenimiento de cartera actual. Encargase de todo el  ...","maldonado","/anuncio/tecnico-comercial-evnq8",2019-05-23 14:47:54
"ASISTENTE DE DIRECCION","NETUY","Asistente","Administración - Secretariado","Hace 1 mes ","Contestar teléfono, emails, organizar,  seguimiento de tareas, seguimiento de proyectos. Se busca un profesional técnico, calificado, con conocimientos en  ...","maldonado","/anuncio/asistente-de-direccion-ndz8a",2019-05-23 14:47:54
"ENCARGADO DE INFRAESTRUCTURA (MALDONADO)","NETUY","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Coordinar y ejecutar todas las tareas inherentes al área de infraestructura física, sistemas operativos (instalación, configuración, mantenimiento, Linux y ...","maldonado","/anuncio/encargado-de-infraestructura-2pdv8",2019-05-23 14:47:54
"ATENCIÓN TECNICA AL CLIENTE (MALDONADO)","NETUY","Técnico / Especialista","Tecnologías de la información","Hace 1 mes ","Soporte al cliente mediante vías de comunicación (chat, tickets de soporte y teléfono) Asistencia al cliente en el uso y funcionamiento de los servicios ad ...","maldonado","/anuncio/atencion-tecnica-al-cliente-6qd58",2019-05-23 14:47:54
"PUNTA SHOPPING APRENDIZ DE VENTAS - APRENDIZ DE CAJAS","MOSCA","Auxiliar","Ventas - Comercial","Hace 1 mes ","Buscamos personas con gusto por la atención al cliente y ventas, para trabajar en tienda ubicada en PUNTA SHOPPING. Si tenés más de 18 años, sos estudiant ...","maldonado","/anuncio/aprendiz-de-ventas-aprendiz-de-cajas-nv4ye",2019-05-23 14:47:54
"DIRECTOR ADMINISTRATIVO","CEREMA","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Coordinar las actividades del  área administrativa Trabajará con el Director Técnico y la Comisión Directiva del centro Resolver o contribuir a la solución ...","maldonado","/anuncio/director-administrativo-8q7rq",2019-05-23 14:47:54
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos jóvenes carismáticos para la venta en calle de productos de telefonía móvil para todo Maldonado. Los postulantes deben residir en Maldonado, deben ...","maldonado","/anuncio/vendedor-de-calle-z5mnd",2019-05-23 14:47:54
"RESPONSABLE DE OPERACIONES Y MANTENIMIENTO","ADVICE","Supervisor / Encargado","Producción","Hace 1 día ","Será responsable de las operaciones y mantenimiento para el Parque Eólico, principalmente de instalaciones eléctricas.  Realizará el seguimiento de la oper ...","maldonado","/anuncio/responsable-de-operaciones-y-mantenimiento-t384t",2019-05-23 14:47:54
"ASESOR DE RRHH","SANATORIO MAUTONE","Técnico / Especialista","Consultoría","Hace 1 semana ","Cargo part-time (aprox. 12 horas semanales), dependiente de Gerencia General Requisitos: •	Escolaridad: nivel terciario. •	Probada experiencia en gestión  ...","maldonado","/anuncio/asesor-de-rrhh-62eqs",2019-05-23 14:47:54
"ODONTOLOGO GRAL CON ESTUDIOS EN ORTODONCIA","Consultorio Odontologico","Profesional","Salud","Hace 3 semanas ","Odontología gral - Armado, control y seguimiento de ortodoncia Odontología gral - diagnostico, tratamiento y seguimiento del paciente Ortodoncia - diagnost ...","maldonado","/anuncio/odontologo-gral-con-estudios-en-ortodoncia-b4hd9",2019-05-23 14:47:54
"ENCARGADO PARA SUPERMERCADO, PINAMAR CANELONES","SUPERMERCADO ZONA PINAMAR, CANELONES","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","SE NECESITA ENCARGADO/A PARA SUPERMERCADO, CON EXPERIENCIA EN MANEJO DE PERSONAL Y DINÁMICA DE VENTA. SE VALORARÁ EXPERIENCIA EN EL MANEJO DE FIAMBRERÍA, R ...","canelones","/anuncio/encargado-para-supermercado-pinamar-canelones-pen65",2019-05-23 14:47:54
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-2u53n",2019-05-23 14:47:54
"ENCARGADA DE FIAMBRERÍA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ENCARGADA DE LA FIAMBRERÍA HORARIOS, CONTROL DE STOCK, VENCIMIENTOS, ETC.","canelones","/anuncio/encargada-de-fiambreria-e6mds",2019-05-23 14:47:54
"ADMINISTRATIVO","METALFRIG","Asistente","Finanzas - Contabilidad - Auditoria","Hace 23 horas ","MANEJO DE PROGRAMAS CONTABLES MANEJO DE PROGRAMAS","canelones","/anuncio/administrativo-398rs",2019-05-23 14:47:54
"AUXILIAR DE VENTA DE REPUESTOS - MAQUINARIA AGRÍCOLA","White Consultant","Auxiliar","Ventas - Comercial","Hace 2 días ","Persona con conocimiento y experiencia en Venta de Repuestos, preferentemente de Maquinaria Agrícola que resida en el departamento de Canelones (no excluye ...","canelones","/anuncio/auxiliar-de-venta-de-repuestos-maquinaria-agricola-ejsh3",2019-05-23 14:47:54
"FIAMBRERO, REPONEDOR, CAJERO","CONVIXION","Peon","Producción","Hace 3 días ","Para servicio eventual, esta vez con foco en personal de supermercados: Reponedor, cajero, fiambrero Estamos buscando personas con experiencia en el sector ...","canelones","/anuncio/fiambrero-reponedor-cajero-ugbnh",2019-05-23 14:47:54
"PEON PRACTICO HERRERO",NA,"Peon","Producción","Hace 5 días ","Peón practico en herrería para funciones básicas, dispuesto a aprender Puntualidad, buena disposición y actitud laboral. vivir en ciudad de la costa (exclu ...","canelones","/anuncio/peon-practico-herrero-nvtag",2019-05-23 14:47:54
"OPERARIO DE SEGURIDAD Y MANTENIMIENTO.","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","- Custodiar el perímetro externo del Centro de distribución. - Asegurar que todas las puertas y portones de acceso perimetral estén siempre cerrados y con  ...","canelones","/anuncio/operario-de-seguridad-y-mantenimiento-jabtm",2019-05-23 14:47:54
"OFICIAL CARPINTERO","Carpinteria Ciudad de la costa / Madera DURA","Oficial","Producción","Hace 2 semanas ","Colaborar activamente en sacar la producción de la empresa. Se deja claro que es madera DURA , pesada, de excelentes terminaciones y calidad los productos. ...","canelones","/anuncio/oficial-carpintero-bnndb",2019-05-23 14:47:54
"SUSHIMAN HOMBRE/MUJER","Origami","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Cocina, sushi, woks, ensaladas. Control de stock, cocina. Cocina Preparación y servicio","canelones","/anuncio/sushiman-hombre-mujer-dy3re",2019-05-23 14:47:54
"MOZ@ Y ASISTENTE DE COCINA","Empresa en crecimiento","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Atender clientes Servir mesas Limpieza del local Ayuda en la elaboración de productos en la cocina Asistir en controles de stock Deberá tener actitud proac ...","canelones","/anuncio/moz-y-asistente-de-cocina-dzp49",2019-05-23 14:47:54
"ENCARGADO/A DE CAJAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 4 semanas ","Seleccionamos para local comercial en Costa Urbana: Encargada/o de Cajas Deberá residir en zonas próximas  o estar dispuesto/a al traslado hasta el lugar.  ...","canelones","/anuncio/encargado-a-de-cajas-46jyz",2019-05-23 14:47:54
"ENCARGADO LIMPIEZA Y MANTENIMIENTO CENTRO LOGÍSTICO","Zona Progreso","Supervisor / Encargado","Logística - Distribución","Hace 1 mes ","Importante centro logístico ubicado en Ruta Nº5 Progreso/Canelones, selecciona: Encargado para tareas de seguridad y mantenimiento. Excluyente: vivir en zo ...","canelones","/anuncio/administrativo-calificado-de83m",2019-05-23 14:47:54
"CORTADOR/ COLORISTA","Peluquería Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Se necesita peluquera/o con experiencia  para tareas de corte unisex, color y manicuria. Buena presencia con referencias. Puesto seguro. Tareas en lavado y ...","canelones","/anuncio/cortador-colorista-q2b4n",2019-05-23 14:47:54
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-tr9az",2019-05-23 14:47:54
"ASISTENTE",NA,"Auxiliar","Producción","Hace 1 mes ","Curtiembre en Las Piedras selecciona Asistente de Laboratorio y Depósito para Dpto Técnico Nos enfocamos en la búsqueda de mujeres entre 20 y 30 años cono ...","canelones","/anuncio/asistente-5dpb3",2019-05-23 14:47:54
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 22 minutos ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-d5hgn",2019-05-23 14:47:54
"SUPERVISOR DE DISTRIBUCIÓN","PwC Uruguay","Supervisor / Encargado","Producción","Hace 1 día ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-distribucion-e6be8",2019-05-23 14:47:54
"ATENCIÓN AL CLIENTE","Importante empresa de Retail","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día ","Buscamos personas con gusto por la atención al cliente y ventas, para trabajar en tiendas ubicadas en la zona de Portones Shopping, Costa Urbana Shopping y ...","canelones","/anuncio/atencion-al-cliente-vgdje",2019-05-23 14:47:54
"SUPERVISOR DE COMPRAS","PwC Uruguay","Supervisor / Encargado","Producción","Hace 2 días ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-compras-jdvea",2019-05-23 14:47:54
"SUPERVISOR DE TURNO","PwC Uruguay","Supervisor / Encargado","Producción","Hace 2 días ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-turno-qapye",2019-05-23 14:47:54
"INGENIERO DE PROYECTOS Y PROCESOS","PwC Uruguay","Profesional","Producción","Hace 2 días ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/ingeniero-de-proyectos-y-procesos-vebyj",2019-05-23 14:47:54
"GENERALISTA DE RR.HH","PwC Uruguay","Técnico / Especialista","Consultoría","Hace 2 días ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/generalista-de-rr-hh-9uhjn",2019-05-23 14:47:54
"ANALISTA DE NÓMINA","PwC Uruguay","Analista","Finanzas - Contabilidad - Auditoria","Hace 2 días ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación. Requisit ...","canelones","/anuncio/analista-de-nomina-zrs5b",2019-05-23 14:47:54
"AUXILIAR ADMINISTRATIVO","veterinaria san jacinto","Auxiliar","Administración - Secretariado","Hace 2 días ","FULL TIME, LUNES A VIERNES Y SABADOS DE MAÑANA   Control de pago a proveedores, control de cobranza a clientes, ingreso de facturas de compras, control de  ...","canelones","/anuncio/auxiliar-administrativo-4sre5",2019-05-23 14:47:54
"OFICIAL FRESADOR","Imoler SA ","Oficial","Producción","Hace 6 días ","Operario de Fresadora/Talladora Tallado en Fresadora de Coronas Sin Fin , de engranajes Cilíndricos y Cónicos de dientes rectos y helicoidales, y Copiado d ...","canelones","/anuncio/oficial-fresador-3zz4v",2019-05-23 14:47:54
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-tdv3u",2019-05-23 14:47:54
"VIGILANTE DE SALÓN EN ZONA PINAMAR CON EXPERIENCIA COMPROBABLE","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","VIGILANCIA DEL SALÓN CONTROL DE FUNCIONARIOS VIGILANTE DE SALÓN para supermercado viva próximo a la zona de Pinamar","canelones","/anuncio/vigilante-o-guardia-en-zona-pinamar-con-experiencia-comprobable-vuqdr",2019-05-23 14:47:54
"VENDEDORA","Salud bienestar y calidad de vida ","Auxiliar","Atención al cliente","Hace 2 semanas ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-y5tq7",2019-05-23 14:47:54
"CASERO PARA CHACRA CERCA DE MONTEVIDEO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Se busca matrimonio para ir a vivir a una chacra cerca de Montevideo donde contamos con gallinas, chanchos, caballos, vacas y ovejas. Además contamos con u ...","canelones","/anuncio/casero-para-chacra-cerca-de-montevideo-qqbdj",2019-05-23 14:47:54
"AUXILIAR MECÁNICO AUTOMOTRIZ - LAGOMAR","Importante empresa","Técnico / Especialista","Producción","Hace 2 semanas ","Nos orientamos a la búsqueda de personas responsables, proactivas y con marcado perfil orientado al cliente, para estación de servicio ubicada en Lagomar.  ...","canelones","/anuncio/mecanico-lagomar-juatg",2019-05-23 14:47:54
"PANDO APRENDIZ DE VENTAS - CAJA","Importante empresa de Retail","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Buscamos personas con gusto por la atención al cliente y ventas, para formar parte del equipo de nuestra nueva tienda en PANDO. Si tenés más de 18 años, s ...","canelones","/anuncio/pando-aprendiz-de-ventas-aprendiz-de-cajas-yemum",2019-05-23 14:47:54
"COCINERO","Empanadas Don Pedro","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Cocina tradicional. Empanadas pastas minutas etc. responsable en su trabajo, puntualidad, viva en la zona de Ciudad de la costa. trabajo fijo en el horario ...","canelones","/anuncio/cocinero-2774u",2019-05-23 14:47:54
"EXPERTO EN REDES SOCIALES","Importante empresa","Supervisor / Encargado","Tecnologías de la información","Hace 3 semanas ","Manejo de redes sociales, atención al público, ventas, tareas administrativas Manejo perfecto de redes sociales","canelones","/anuncio/experto-en-redes-sociales-pdy6h",2019-05-23 14:47:54
"MAESTRO PANADERO","EMPRESA ZONA PINAMAR","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ELABORACIÓN (PANES, BIZCOCHOS, PIZZAS, OJITOS, POLVORONES,) HIGIENE DEL LUGAR Y MAQUINARIA.","canelones","/anuncio/maestro-panadero-aydqq",2019-05-23 14:47:54
"CONSEJEROS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Nuestra propuesta se orienta a personas mayores de 18 años, residentes en la localidad de Santa Lucía y se encuentra relacionada al área de ventas. Se trat ...","canelones","/anuncio/consejeros-sd39a",2019-05-23 14:47:54
"GUARDIA DE SEGURIDAD","SABROSO","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Estamos buscando guardia de seguridad para trabajar en local comercial en el barrio Cordón.  Contar con disponibilidad inmediata. Preferentemente vivir en  ...","montevideo","/anuncio/guardia-de-seguridad-4qv52",2019-05-23 14:47:54
"AUXILIAR DE VENTA (MEDIO HORARIO)","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 mes ","Experiencia probada en Venta al Público Control de Stock Manejo de Caja Expedición de Mercadería Facturación Online Disposición para trabajar en equipo Ven ...","montevideo","/anuncio/auxiliar-de-venta-medio-horario-4pjm4",2019-05-23 14:47:54
"BACHERO/A","Grupo Bayton","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Nos encontramos en la búsqueda de bacheros/as eventuales para importante Hotel.  La persona se encargará de la higienización de las herramientas de trabaj ...","montevideo","/anuncio/bachero-a-gj6rq",2019-05-23 14:47:54
"DIRECTOR DE OBRA","Importante empresa","Profesional","Producción","Hace 1 mes ","Descripción de tareas que implica el cargo: - Planificación y seguimientos de los trabajos. - Armado de procedimientos de montaje. - Coordinación en obra c ...","montevideo","/anuncio/director-de-obra-qt5ya",2019-05-23 14:47:54
"DISEÑADOR GRÁFICO CON CONOCIMIENTO EN COMMUNITY MANAGER","Rumilfax SA","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","Diseñador gráfico con experiencia.  Conocimiento en Community Manager. Atención al cliente (telefónica y vía mail) Responsable. Buen trato. Experiencia. Cr ...","montevideo","/anuncio/disenador-grafico-con-conocimiento-en-community-manager-a25ga",2019-05-23 14:47:54
"DATAOPS","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Más de 2T de datos son generados y procesados todos los días en Bluekiri.com, y estamos muy contentos de usar todos estos datos para crear productos intuit ...","montevideo","/anuncio/dataops-86gm4",2019-05-23 14:47:54
"AUXILIAR DE LIMPIEZA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","Orientamos nuestra búsqueda a personal femenino, con experiencia para realizar limpieza de oficinas en Destacada Empresa. Persona proactiva y detallista.   ...","montevideo","/anuncio/auxiliar-de-limpieza-j83aj",2019-05-23 14:47:54
"AYUDANTE DE COCINA CON EXPERIENCIA EN HOTELERÍA","Grupo Bayton","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Nos encontramos en búsqueda de ayudantes de Cocina, con formación previa en el área correspondiente a cualquier institución acreditada en nuestro país. Exp ...","montevideo","/anuncio/ayudante-de-cocina-con-experiencia-en-hoteleria-pzzu8",2019-05-23 14:47:54
"MUCAMAS CON EXPERIENCIA EN HOTELERÍA","Grupo Bayton","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Nos encontramos en la búsqueda de personal, para desempeñarse en el cargo de Mucama en Hotelería. Requisitos: -Poseer experiencia previa en tareas similar ...","montevideo","/anuncio/mucamas-con-experiencia-en-hoteleria-eh8vh",2019-05-23 14:47:54
"SUPERVISOR","Chanalt","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Buscamos supervisor/a con experiencia para el turno de la tarde. Trabajara los fines de semana y librara un día entre semana. Debe tener libreta de conduci ...","montevideo","/anuncio/supervisor-zaden",2019-05-23 14:47:54
"VENDEDORA MOSTRADOR CON OPCIÓN A CAJERA","Panaderia Aires Puros","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedora para mostrador con opción  a cajera Acorde al puesto","montevideo","/anuncio/vendedora-mostrador-con-opcion-a-cajera-jsvy4",2019-05-23 14:47:54
"CAJERA / ADMINISTRATIVA / VENDEDORA","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 mes ","Se busca Cajera / vendedora para local comercial Disponibilidad en Horario comercial, de lunes a viernes, y sabados por la mañana. En su fucion, predomina  ...","montevideo","/anuncio/cajera-administrativa-vendedora-89nhb",2019-05-23 14:47:54
"COMERCIAL","Grupo Bayton","Auxiliar","Ventas - Comercial","Hace 1 mes ","Nos encontramos en la búsqueda de un Comercial Junior para venta de servicios intangibles.  Se ajustarán a esta posición personas con marcado perfil comerc ...","montevideo","/anuncio/comercial-n5t9s",2019-05-23 14:47:54
"ADMINISTRATIVO","Estudio Varela","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidación de sueldos con sistema GNS de industria y comercio y construcción, confección de nóminas en ATYRO, manejo del sistema online de BPS Y DGI. Buen ...","montevideo","/anuncio/administrativo-e3eru",2019-05-23 14:47:54
"GERENTE DE MARKETING","Importante empresa","Gerente","Marketing - Publicidad","Hace 1 mes ","Gerente de Marketing con experiencia para sólida empresa en constante crecimiento. Se requiere conocimiento y experiencia con Marketing Digital. Se valoran ...","montevideo","/anuncio/gerente-de-marketing-sqtvy",2019-05-23 14:47:54
"EMPLEADA DE MOSTRADOR","Que Pancito","Auxiliar","Servicios - Oficios","Hace 1 mes ","Buscamos una persona con experiencia en panadería o rotisería.  Debe de tener conocimientos en la elaboración de sandwiches.  Tareas a desempeñar: - Atenci ...","montevideo","/anuncio/empleada-de-mostrador-g8p6j",2019-05-23 14:47:54
