"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"CONFITERO REPOSTERO","Importante empresa en la paloma","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Buscamos confitero/a - responderle/a para trabajar en la paloma, algunos días de la semana. Horario flexible, pago pasajes. Elaboración de postres y masas. ...","rocha","/anuncio/confitero-repostero-ndm8e",2019-04-14 15:16:16
"CONFITERO RESPOSTERO","ChinoyNacho","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaboración de masas finas y postres para mostrador Trabajo jornalero en la paloma Rocha, elaboración de productos de mostrador y pedidos.","rocha","/anuncio/confitero-respostero-4mhga",2019-04-14 15:16:16
"GUARDIAS DE SEGURIDAD (LIBERTAD - CIUDAD DEL PLATA)","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD (ÚNICAMENTE HOMBRES) que residan en las ciudades de Libertad y Ciudad del Plata. Se ofre ...","san-jose","/anuncio/guardias-de-seguridad-libertad-ciudad-del-plata-77qn6",2019-04-14 15:16:16
"CAPATAZ","COVIECILDA","Supervisor / Encargado","Construcción - Arquitectura","Hace 3 semanas ","CAPATAZ para cooperativa de ayuda mutua de 48 viviendas de una planta y dúplex en Ecilda Paullier, San José a iniciarse en mayo-junio. Curriculums contenie ...","san-jose","/anuncio/capataz-ajhv6",2019-04-14 15:16:16
"VIGILANCIA.","RECAITE LETICIA","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad para el departamento de San Jose, Libertad. Vigilancia.","san-jose","/anuncio/vigilancia-apzbj",2019-04-14 15:16:16
"ENCARGADA/O DE TIENDA PARA SAN JOSÉ","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Gestión integral de la tienda. La posición tiene como principal responsabilidad el gestionar de forma integral la tienda. Orientamos nuestra búsqueda a pe ...","san-jose","/anuncio/encargada-o-de-tienda-para-san-jose-j85s6",2019-04-14 15:16:16
"ENCARGADO DE INFRAESTRUCTURA (MALDONADO)","NETUY","Supervisor / Encargado","Tecnologías de la información","Hace 2 días ","Coordinar y ejecutar todas las tareas inherentes al área de infraestructura física, sistemas operativos (instalación, configuración, mantenimiento, Linux y ...","maldonado","/anuncio/encargado-de-infraestructura-2pdv8",2019-04-14 15:16:16
"ATENCIÓN TECNICA AL CLIENTE (MALDONADO)","NETUY","Técnico / Especialista","Tecnologías de la información","Hace 2 días ","Soporte al cliente mediante vías de comunicación (chat, tickets de soporte y teléfono) Asistencia al cliente en el uso y funcionamiento de los servicios ad ...","maldonado","/anuncio/atencion-tecnica-al-cliente-6qd58",2019-04-14 15:16:16
"PUNTA SHOPPING APRENDIZ DE VENTAS - APRENDIZ DE CAJAS","MOSCA","Auxiliar","Ventas - Comercial","Hace 1 semana ","Buscamos personas con gusto por la atención al cliente y ventas, para trabajar en tienda ubicada en PUNTA SHOPPING. Si tenés más de 18 años, sos estudiant ...","maldonado","/anuncio/aprendiz-de-ventas-aprendiz-de-cajas-nv4ye",2019-04-14 15:16:16
"DIRECTOR ADMINISTRATIVO","CEREMA","Gerente","Directivos - Ejecutivos","Hace 1 semana ","Coordinar las actividades del  área administrativa Trabajará con el Director Técnico y la Comisión Directiva del centro Resolver o contribuir a la solución ...","maldonado","/anuncio/director-administrativo-8q7rq",2019-04-14 15:16:16
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos jóvenes carismáticos para la venta en calle de productos de telefonía móvil para todo Maldonado. Los postulantes deben residir en Maldonado, deben ...","maldonado","/anuncio/vendedor-de-calle-z5mnd",2019-04-14 15:16:16
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Buscamos vendedores de calle para trabajar en el rubro de Telefonía móvil, visitando clientes, kioscos y almacenes de la zona de Maldonado. Se necesita que ...","maldonado","/anuncio/vendedor-de-calle-p92v4",2019-04-14 15:16:16
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Buscamos jóvenes carismáticos para vender productos de telefonía móvil en la calle, en todo Maldonado. Necesitamos gente que viva en Maldonado, tenga buena ...","maldonado","/anuncio/vendedor-de-calle-v6ras",2019-04-14 15:16:16
"VENDEDOR/A CON VEHÍCULO","Guía en Movimiento","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Somos una empresa en crecimiento en el rubro de las comunicaciones y publicidad. Buscamos persona que le interese integrarse de forma permanente en el sect ...","maldonado","/anuncio/vendedor-a-con-vehiculo-mg7bn",2019-04-14 15:16:16
"SUPERVISORES Y ENCARGADOS DE CUADRILLAS","Zafrales","Supervisor / Encargado","Producción","Hace 1 mes ","Supervisores y Encargados de grandes cantidades de trabajadores a su cargo para trabajos operativos en diversos sectores de producción agropecuaria como vi ...","maldonado","/anuncio/supervisores-y-encargados-de-cuadrillas-2gdev",2019-04-14 15:16:16
"MARKETING INDEPENDIENTE","Porvenir","Asistente","Marketing - Publicidad","Hace 3 semanas ","Estar abierto a aprender técnicas de marketing actualizadas, capacitarse, liderar equipos Aprender y liderar","maldonado","/anuncio/marketing-independiente-9th87",2019-04-14 15:16:16
"ACOMPAÑANTE DE SERVICIO PARA SUC MALDONADO","Amec Amec Amec","Auxiliar","Salud","Hace 3 semanas ","Requisitos: •	Secundaria: Ciclo básico con tercer año aprobado •	Se valorará experiencia en la tarea. •	Se valorará formación en cuidados.  Te brindamos:  ...","maldonado","/anuncio/acompanante-de-servicio-rvmaq",2019-04-14 15:16:16
"EJECUTIVO DE CUENTAS","Importante empresa constructora","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Atención de la relación con clientes, pre-venta, venta y pos venta. Sus principales responsabilidades son las propias del puesto, fundamentalmente la atenc ...","maldonado","/anuncio/ejecutivo-de-cuentas-uydde",2019-04-14 15:16:16
"TAREAS DOMÉSTICAS Y CUIDADO ADULTO MAYOR","miarano","Auxiliar","Servicios - Oficios","Hace 1 mes ","tareas domesticas y cuidado de adulto mayor enfermo, respetuosa, responsable y educada Tareas domésticas generales, como limpieza y lavado de ropa y atenci ...","maldonado","/anuncio/tareas-domesticas-y-cuidado-adulto-mayor-vrz32",2019-04-14 15:16:16
"CASEROS","Chacra en Jose Ignacio","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Caseros Se necesita pareja de caseros para chacra en Jose Ignacio. El: cuidado del parque y conocimiento de caballos. Ella: cuidado de la casa y desempeño  ...","maldonado","/anuncio/caseros-39jb3",2019-04-14 15:16:16
"AUXILIAR DE DEPÓSITO PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","canelones","/anuncio/auxiliar-de-deposito-para-las-piedras-9v4ya",2019-04-14 15:16:16
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Empresa en Las Piedras selecciona personal para portería y vigilancia de su predio industrial en turnos rotativos Dirigimos nuestra búsqueda a hombres proa ...","canelones","/anuncio/vigilante-7zujd",2019-04-14 15:16:16
"ATENCIÓN A CLIENTE Y VENTA DE SEGUROS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Solicitamos un funcionario de sexo masculino, de buena presencia, con bachillerato completo, conocimientos de computación, licencia de conducir, carné de s ...","canelones","/anuncio/atencion-a-cliente-y-venta-de-seguros-3nj5r",2019-04-14 15:16:16
"LIDER DE EQUIPO","Miguel Angel asiciados","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Ser líder de equipo formando su red de consumidores Ser líder de su equipo de trabajo para crear generaciones libre de jefes","canelones","/anuncio/lider-de-equipo-77nss",2019-04-14 15:16:16
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Controlar el ingreso de personas a la empresa y avisar al sector correspondiente Control de ingresos y retiros de toda persona a la empresa","canelones","/anuncio/vigilante-qa6rs",2019-04-14 15:16:16
"COCINERO/AYUDANTE DE COCINA/ PEON GENERAL DE COCINA /LIMPIADOR","Importante empresa Ciudad de la Costa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Asistir el proceso de elaboración de alimentos y la limpieza de equipos, utensilios e instalaciones. Se requiere experiencia previa, referencias comprobabl ...","canelones","/anuncio/ayudante-de-cocina-peon-general-de-cocina-limpiador-3vyg6",2019-04-14 15:16:16
"ASISTENTE",NA,"Auxiliar","Producción","Hace 2 semanas ","Curtiembre en Las Piedras selecciona Asistente de Laboratorio y Depósito para Dpto Técnico Nos enfocamos en la búsqueda de mujeres entre 20 y 30 años cono ...","canelones","/anuncio/asistente-5dpb3",2019-04-14 15:16:16
"ELEVADORISTA PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 3 semanas ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","canelones","/anuncio/elevadorista-para-las-piedras-adzq8",2019-04-14 15:16:16
"ESTUDIANTE DE QUIMICA","drogueriapina","Profesional","Producción","Hace 3 semanas ","Importante empresa en el area de produccion y formulacion quimica se encuentra en la busqueda de estudiante o egresado quimico con conocimientos en elabora ...","canelones","/anuncio/estidiante-de-quimica-snpy2",2019-04-14 15:16:16
"ACOMPAÑANTE DE CHOFER - ZONA LAS PIEDRAS","AGLH Consultores","Auxiliar","Logística - Distribución","Hace 3 semanas ","Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.   Nos orientamos a personas con ciclo básico completo, ...","canelones","/anuncio/acompanante-de-chofer-zona-las-piedras-ep9b8",2019-04-14 15:16:16
"PEÓN DE MANTENIMIENTO CON LIBRETA ''B''","Importante empresa","Peon","Servicios - Oficios","Hace 3 semanas ","Se necesita personal de mantenimiento, el cual debe desempeñar tareas varias acordes con el puesto. Debe contar con libreta categoria  ''B'' para poder hac ...","canelones","/anuncio/peon-de-mantenimiento-con-libreta-b-ymgqb",2019-04-14 15:16:16
"AUXILIAR DE CALIDAD","Montich Uruguay S.A.","Auxiliar","Producción","Hace 1 mes ","Controlar las piezas terminadas evaluando la calidad y aspecto de los trabajos y dimensiones finales de acuerdo a estándares establecidos. Conocimientos de ...","canelones","/anuncio/auxiliar-de-calidad-bry8t",2019-04-14 15:16:16
"TAPICERO DE MUEBLES","Marvic","Oficial","Servicios - Oficios","Hace 1 mes ","Tapicería de muebles, lisos y capitoneados Tapicería de muebles","canelones","/anuncio/tapicero-de-muebles-d2zjh",2019-04-14 15:16:16
"CAJERA, REPONEDORES Y VIGILANTES PARA PANDO","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Seleccionamos personal para nueva apertura de Supermercado en Pando. Buscamos cajeras, reponedores y personal de vigilancia con experiencia. Se trata de un ...","canelones","/anuncio/cajera-reponedores-y-vigilantes-h4vtj",2019-04-14 15:16:16
"ADMINISTRATIVO OPERATIVO","ocs","Auxiliar","Administración - Secretariado","Hace 1 mes ","Debe manejar ecxel dos , buen trato, soportar la presion. depende el area opertativa de la empresa de este puesto","canelones","/anuncio/administrativo-operativo-b9man",2019-04-14 15:16:16
"PROMO VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Ventas de puerta en puerta. Con experiencia en ventas (excluyente). Imprescindible vivir en Ciudad de la costa. Puntualidad Compromiso y cumplimiento","canelones","/anuncio/promo-vendedor-8eyq5",2019-04-14 15:16:16
"OFICIAL HERRERO","Importante empresa busca Oficial Herrero","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Debe cumplir con las tareas de corte,armado, soldadura y pulido de todo tipo de estructuras inherente al oficio. Deberá adaptarse y cumplir los reglamentos ...","canelones","/anuncio/oficial-herrero-sbbg7",2019-04-14 15:16:16
"AUXILIAR ADMINISTRATIVO C. DE LA COSTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas, para tareas administrativas en Estación de Servicio ubicada en CIUDAD de la ...","canelones","/anuncio/auxiliar-administrativo-c-de-la-costa-3z477",2019-04-14 15:16:16
"FOGUISTA","NAUSSA","Oficial","Producción","Hace 1 mes ","Industria en Las Piedras selecciona personal para cubrir el puesto de FOGUISTA Dirigimos nuestra búsqueda a hombres dinámicos, proactivos entre 25 y 50 año ...","canelones","/anuncio/foguista-m8phg",2019-04-14 15:16:16
"CONDUCTOR INTERNO/EXTERNO","NAUSSA","Medio Oficial","Producción","Hace 1 mes ","Industria en Las Piedras selecciona personal para la conducción de vehículos (camión y autoelevador) Dirigimos nuestra búsqueda a hombres proactivos que t ...","canelones","/anuncio/conductor-interno-externo-963nv",2019-04-14 15:16:16
"ELECTROMECÁNICO","NAUSSA","Técnico / Especialista","Producción","Hace 1 mes ","Industria en Las Piedras selecciona ELECTROMECÁNICO para incorporar al equipo de mantenimiento Dirigimos nuestra búsqueda a hombres proactivos egresados de ...","canelones","/anuncio/electromecanico-rer5d",2019-04-14 15:16:16
"COMUNICADOR","La100","Profesional","Arte - Diseño - Comunicación","Hace 1 mes ","Periodistas, comunicadores, productores en radio, . experiencia en audiovisuales,   interesado en trabajar en co producción con la radio y tenes un proyect ...","canelones","/anuncio/comunicador-5zytd",2019-04-14 15:16:16
"MECÁNICO","DOMS LTDA","Técnico / Especialista","Producción","Hace 1 mes ","Preferentemente menor de 30 años. Técnico en mecánica automotriz. Vivir  zona de El Pinar o inmediaciones. Disponibilidad para trabajar fines de semana de  ...","canelones","/anuncio/mecanico-jzgy4",2019-04-14 15:16:16
"EDUCADOR","Jardin de infantes","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","Se necesita cubrir puesto de educador o educadora para jardín de infantes en la cuidad de la costa Requisitos excluyentes: tener formación reconocidos por  ...","canelones","/anuncio/educador-2enmg",2019-04-14 15:16:16
"INSTRUCTORES: ZUMBA, PILATES, CYCLING, YOGA","Armour Fitness","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","Diagramar clases, días y horarios de las mismas. Sera imprescindible vivir cerca o tener locomoción propia. Dictar las clases de forma profesional. Buscamo ...","canelones","/anuncio/instructores-zumba-pilates-cycling-yoga-6ey8q",2019-04-14 15:16:16
"ENCARGADA/O DE CAJAS","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Buscamos Encargada de Cajas con Experiencia para conocido Supermercado. Requisitos: Disponibilidad para horarios de Shopping  Residir preferentemente en zo ...","canelones","/anuncio/encargada-o-de-cajas-n9uy4",2019-04-14 15:16:16
"ENCARGADO PARA SUPERMERCADO, PINAMAR CANELONES","SUPERMERCADO ZONA PINAMAR, CANELONES","Supervisor / Encargado","Ventas - Comercial","Hace 4 días ","SE NECESITA ENCARGADO/A PARA SUPERMERCADO, CON EXPERIENCIA EN MANEJO DE PERSONAL Y DINÁMICA DE VENTA. SE VALORARÁ EXPERIENCIA EN EL MANEJO DE FIAMBRERÍA, R ...","canelones","/anuncio/encargado-para-supermercado-pinamar-canelones-pen65",2019-04-14 15:16:16
"MEDIO OFICIAL","Las Piedras Shopping","Técnico / Especialista","Producción","Hace 5 días ","Gestionar ordenes de servicio Tareas: - Atender necesidades de mantenimiento en locales comerciales, áreas comunes y áreas técnicas del Centro Comercial. ...","canelones","/anuncio/medio-oficial-un3h9",2019-04-14 15:16:16
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 2 semanas ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-2u53n",2019-04-14 15:16:16
"ENCARGADA DE FIAMBRERÍA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","ENCARGADA DE LA FIAMBRERÍA HORARIOS, CONTROL DE STOCK, VENCIMIENTOS, ETC.","canelones","/anuncio/encargada-de-fiambreria-e6mds",2019-04-14 15:16:16
"MÓVIL DE RESPUESTA","CDM","Peon","Servicios - Oficios","Hace 3 semanas ","Respuesta de alarmas Movil de respuesta de alarmas","canelones","/anuncio/movil-de-respuesta-ujqdv",2019-04-14 15:16:16
"COLOCADOR Y CHOFER",NA,"Oficial","Construcción - Arquitectura","Hace 4 semanas ","Colocador, armador y chofer para Carpinteria zona El Pinar. Armado en Taller y colocacion  en Obra, debe poseer buena presencia y libreta de conducir prefe ...","canelones","/anuncio/colocador-y-chofer-d4gz6",2019-04-14 15:16:16
"OFICIAL CARPINTERO",NA,"Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","Oficial Carpintero, para Carpinteria en Melaminico, con experiencia comprobable. Preferentemente de la zona, estamos ubicados en El Pinar. Acordes al cargo ...","canelones","/anuncio/oficial-carpintero-qpg9b",2019-04-14 15:16:16
"PROMOTOR/VENDEDOR SERVICIO DE COMPAÑÍA","GENTE SERVICIO DE COMPAÑÍA","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","Venta puerta a puerta y en stand, en las ciudades de: La Paz, Las Piedras, Progreso, Sauce y juanicó. Realizar afiliaciones de acuerdo a las pautas de la e ...","canelones","/anuncio/promotor-vendedor-servicio-de-compania-e4t6j",2019-04-14 15:16:16
"ASISTENTE DE MARKETING","Costa Urbana Shopping","Asistente","Marketing - Publicidad","Hace 1 mes ","Busca incorporar un Asistente de Marketing enfocado el análisis de: • Variables de Ventas. • Resultados de promociones. • Variables de Ventas y sistema de ...","canelones","/anuncio/asistente-de-marketing-54qu7",2019-04-14 15:16:16
"REPONEDOR EXTERNO ZONAS DE MONTEVIDEO Y LAS PIEDRAS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 mes ","Seleccionamos personas con libreta de moto y moto propia. Se desplazarán por la ruta que se les asigne con este vehículo. En los comercios se realizará rep ...","canelones","/anuncio/reponedor-externo-zonas-de-montevideo-y-las-piedras-r7shz",2019-04-14 15:16:16
"SECRETARIA - ADMINISTRATIVA- ZONA SOLYMAR ","ebamil sa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Atencion Publico Control Documentacion Control Personal  Pago Proveedores La funcion Principal sera el seguimiento de la documentacion de los clientes de l ...","canelones","/anuncio/secretaria-administrativa-d5d6y",2019-04-14 15:16:16
"AUXILIAR ADMINISTRATIVO CONTABLE","Estudio Contable en Pando","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Contabilización de comprobantes - Memory Manejo de conexión remota BPS Liquidación de sueldos - GNS Trámites BPS, DGI Atención a clientes Es requisito excl ...","canelones","/anuncio/auxiliar-administrativo-contable-y53rd",2019-04-14 15:16:16
"CUIDADORA CASA SALUD ZONA SOLYMAR","ebamil sa","Auxiliar","Salud","Hace 1 mes ","Cuidadora Residencial Tercera Edad Todo Correspondiente al Cuidado del Adulto Mayor Limpieza Atencion adulto Mayor","canelones","/anuncio/cuidadora-casa-salud-zona-solymar-7n8sd",2019-04-14 15:16:16
"MANTENIMIENTO EN GENERAL",NA,"Supervisor / Encargado","Producción","Hace 1 mes ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-t8uev",2019-04-14 15:16:16
"DOCENTE DE INGLÉS","Importante empresa","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Orientamos la búsqueda a docentes pro-activos, dinámicos, motivados a encarar los desafíos de la era digital con alegría y positivismo! Dictado de clases,  ...","canelones","/anuncio/docente-de-ingles-qsse8",2019-04-14 15:16:16
"AUXILIAR ADMINISTRATIVO","Empresa de consumo masivo","Auxiliar","Administración - Secretariado","Hace 1 mes ","Tareas administrativas varias en ciudad de Canelones. Residencia en Canelones ciudad o zonas aledañas. Sexo: Masculino Edad: 18-35 años  Buena disposición ...","canelones","/anuncio/auxiliar-administrativo-8ea5t",2019-04-14 15:16:16
"OFICIAL FRESADOR","Imoler SA ","Oficial","Producción","Hace 1 mes ","TRABAJOS EN TALLADORA DE ENGRANAJES CONOCIMIENTO TEÓRICO Y PRACTICO DE CÁLCULOS PARA TALLADO DE FRESA DE ENGRANAJES CÓNICOS, RECTOS Y CILÍNDRICOS, CON DIEN ...","canelones","/anuncio/oficial-fresador-yv9ay",2019-04-14 15:16:16
"ENCARGADO CENTRO LOGÍSTICO","Zona Progreso","Supervisor / Encargado","Logística - Distribución","Hace 1 semana ","Importante empresa del sector logístico ubicada en Progreso/Canelones, selecciona: Encargado/a del polo logístico en tareas de: -	Manejo de personal de seg ...","canelones","/anuncio/administrativo-calificado-de83m",2019-04-14 15:16:16
"CORTADOR/ COLORISTA","Peluquería Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","Se necesita peluquera/o con experiencia  para tareas de corte unisex, color y manicuria. Buena presencia con referencias. Puesto seguro. Tareas en lavado y ...","canelones","/anuncio/cortador-colorista-q2b4n",2019-04-14 15:16:16
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-tr9az",2019-04-14 15:16:16
"COCINERO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Importante restaurant en el Prado busca cocinero/a con experiencia en el rubro. Capaz de desenvolverse en las diferentes áreas de la cocina, plancha, frita ...","montevideo","/anuncio/cocinero-planchero-sjat9",2019-04-14 15:16:16
"AUXILIAR CONTABLE MEDIO HORARIO","Contador Público","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Estudiante CCEE 1er año. Se valorarán conocimentos de Memory. Indicar aspiraciones salariales. Colabora con contador en registraciones contables y trámites ...","montevideo","/anuncio/auxiliar-contable-medio-horario-72z3r",2019-04-14 15:16:16
"RECEPCIONISTA","HOTEL RADISSON","Auxiliar","Administración - Secretariado","Hace 1 mes ","Realizar Check in - out tareas administrativas Vocación de Servicio  Dinámico Disponibilidad horaria","montevideo","/anuncio/recepcionista-jbdzh",2019-04-14 15:16:16
"COCINERO","HOTEL RADISSON","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Realizar Bocados  Mise en Place Conocimiento despacho Restaurante Acorde a la función de Cocinero","montevideo","/anuncio/cocinero-p39a2",2019-04-14 15:16:16
"OFICIAL SANITARIO PARA OBRA","Sanitaria","Oficial","Servicios - Oficios","Hace 1 mes ","Oficial sanitario para obra Únicamente con referencias comprobables","montevideo","/anuncio/oficial-sanitario-para-obra-2r4rb",2019-04-14 15:16:16
"DISEÑADOR 3D","Importante empresa","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","Diseño, idea y visualización gráfica 3d de proyectos de diseño interior y ambientaciones. Diseño y presentación gráfica con imágenes 3D para presentación d ...","montevideo","/anuncio/disenador-3d-63dv9",2019-04-14 15:16:16
"AUXILIAR DE NOMINA","Importante empresa de Transporte de carga terrestre nacional e internacional","Analista","Recursos Humanos","Hace 1 mes ","* Realizar la liquidación de sueldos, tanto de los empleados mensuales como jornaleros. * Control de horas del personal, de asistencias, registro de licenc ...","montevideo","/anuncio/auxiliar-de-nomina-7pnqy",2019-04-14 15:16:16
"AUXILIAR ADMINISTRATIVO / CONTABLE","Grupo Pradis","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Orientamos la búsqueda a personas con formación y experiencia técnica en el rubro administrativo, contable o de recursos humanos, que sepa liquidar sueldos ...","montevideo","/anuncio/auxiliar-administrativo-contable-ha7jv",2019-04-14 15:16:16
"ANALISTA FUNCIONAL","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Estudiantes avanzados o recientemente egresados de carreras universitarias de informática. Deberán contar como mínimo con tres años de experiencia en análi ...","montevideo","/anuncio/analista-funcional-6m6gn",2019-04-14 15:16:16
