"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"ENCARGADO GENERAL TAMBO/AGRICULTURA/GANADERÍA","Bolsa de Trabajo Rural del Uruguay","Supervisor / Encargado","Producción","Hace 1 mes ","Sera el responsable de la coordinación de todos los trabajos de campo, supervisión y registros. Tendrá un grupo de 15 personas a su cargo. Deberá tener bue ...","colonia","/anuncio/encargado-general-tambo-agricultura-ganaderia-a3sb5",2019-01-14 00:30:37
"ENCARGADA PARA SHOPPING EN COLONIA","CHIC PARISIEN ","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en Shopping en el Departamento de Colonia.  La posición tiene como principal respons ...","colonia","/anuncio/encargada-para-shopping-en-colonia-m4b3e",2019-01-14 00:30:37
"EMPRESA = OPORTUNIDAD","OPORTUNIDAD ONLINE","Ejecutivo Comercial","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ATENCION!! Empresa De Turismo, 18 Años de Trayectoria Da  Oportunidad Única, Tiempo Limitado. Emprende Tu Propio Negocio! Acceso Super Accesible!! Pasajes  ...","colonia","/anuncio/empresa-oportunidad-q8j2p",2019-01-14 00:30:37
"ENCARGADO DE RESATURANT","Importante empresa en Colonia","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Encargado de personal  Encargado de funcionamiento  Manejo de efectivo Puesto vacante para llevar la organización de Restaurant, y administracion !! Dispon ...","colonia","/anuncio/encargado-de-resaturant-bt6pb",2019-01-14 00:30:37
"EMPLEADO","ice and rolls","Auxiliar","Servicios - Oficios","Hace 4 semanas ","elaborar y servir helados en Gorlero, punta del este las mismas que las funciones","maldonado","/anuncio/empleado-q3dda",2019-01-14 00:30:37
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...","maldonado","/anuncio/delivery-con-moto-para-punta-del-este-edduj",2019-01-14 00:30:37
"VENDEDOR Y ENCARGADO DE LOCAL",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","-Vendedor comercial y atención al publico. -Persona Proactiva -Con conocimientos de Redes sociales e internet.  - Controlar stock - Inventario - Sistema de ...","maldonado","/anuncio/vendedor-y-encargado-de-local-brqph",2019-01-14 00:30:37
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...","maldonado","/anuncio/vendedor-para-importante-concesionaria-de-automoviles-en-punta-del-este-98vh2",2019-01-14 00:30:37
"COCINERA PARA PUNTA DEL ESTE POR TEMPORADA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Seleccionamos: Cocinera con experiencia para casa de familia para trabajar por la temporada en Punta del Este, desde el 20/12/2018 al 4/ 03/2019. Sexo Feme ...","maldonado","/anuncio/cocinera-para-punta-del-este-por-temporada-8nmv5",2019-01-14 00:30:37
"TÉCNICO DE MANTENIMIENTO PARA PLANTA LÁCTEA EN MALDONADO","  ","Técnico / Especialista","Producción","Hace 1 mes ","Velar por el buen funcionamiento electromecánico de la planta. Será responsable por el buen funcionamiento electromecánico de su turno de producción.","maldonado","/anuncio/tecnico-de-mantenimiento-para-planta-lactea-en-maldonado-jhhzv",2019-01-14 00:30:37
"ASESOR EN BIENESTAR","Monica Coli","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","PRIMER PLATAFORMA PARA EMPRENDEDORES.  Totalmente en español. Buscamos 5 personas para desarrollar SU PROPIO NEGOCIO EN INTERNET. Trabajando en REDES SOCIA ...","canelones","/anuncio/asesor-en-bienestar-ytztj",2019-01-14 00:30:37
"ENCARGADO","Empanadas Don Pedro","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 2 días ","Supervición en general, menejo de personal, compras, conocimientos basicos de excel y world Seriedad puntualidad. compromiso con el trabajo, viva en zon a  ...","canelones","/anuncio/encargado-a3v89",2019-01-14 00:30:37
"VENDEDOR DE MOSTRADOR - ZONA SOLYMAR","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Seleccionamos Vendedor de Mostrador para importante empresa de insumos eléctricos ubicada en la zona de Solymar, Canelones.  Orientamos la búsqueda a pers ...","canelones","/anuncio/vendedor-de-mostrador-zona-solymar-434jn",2019-01-14 00:30:37
"ASISTENTE CONTABLE","Montich Uruguay S.A.","Asistente","Finanzas - Contabilidad - Auditoria","Hace 4 días ","Registros contables Trabajo con excel Mandar Mail Control horas para realizar recibos Responsable registro contable Responsable de horas control Responsabl ...","canelones","/anuncio/asistente-contable-29ydr",2019-01-14 00:30:37
"MEDIO OFICIAL MECÁNICO",NA,"Medio Oficial","Producción","Hace 1 semana ","Mecánica general de automóviles Realizar trabajos de mecánica indicados","canelones","/anuncio/medio-oficial-mecanico-ve3dd",2019-01-14 00:30:37
"CHOFER CATEGORÍA C ZAFRAL","Empresa de Transporte","Peon","Servicios - Oficios","Hace 1 semana ","Chofer categoría C o superior para reparto en el interior del país. Trabajo zafral. Excluyente viva en Ciudad de la Costa o Costa de Oro. Chofer categoría  ...","canelones","/anuncio/chofer-categoria-c-zafral-v7pqr",2019-01-14 00:30:37
"CONFITERO.SANWICHERO","Panaderia Punto Cero","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Elaborar masas secas.Productos de hojaldre.Bizcochuelos tortas para cumpleaños.Ojitos polvorones sanwiches. Producir y hornear correctamente sus productos. ...","canelones","/anuncio/confitero-sanwichero-g43a4",2019-01-14 00:30:37
"ENCARGADA/O PARA SHOPPING","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en el Shopping de Costa Urbana.   La posición tiene como principal responsabilidad el ...","canelones","/anuncio/encargada-o-para-shopping-b824j",2019-01-14 00:30:37
"CAJERO/A ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Tareas inherentes a cajero y tareas administrativas tales como ingresar facturas al sistema Memory. Con conocimientos contables, preferentemente Memory y q ...","canelones","/anuncio/cajero-a-administrativo-643sg",2019-01-14 00:30:37
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-asd4a",2019-01-14 00:30:37
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.","canelones","/anuncio/vendedora-587bz",2019-01-14 00:30:37
"VENDEDOR","aromas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","preventa levantar pedidos visitas planificadas a los clientes seguimiento y reposición de los productos","canelones","/anuncio/vendedor-83daa",2019-01-14 00:30:37
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER para empresa en C.de la Costa. Libreta profesional categoría C o D.Requisito Excluyente experiencia mínima 3 años. Buena presencia. Carga y descarga ...","canelones","/anuncio/chofer-u2a32",2019-01-14 00:30:37
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaborar y preparar platos de la carta, así como preparaciones, salsas, mise en place y todo lo necesario . Carnes, pescados, mariscos, pastas, ensaladas,  ...","canelones","/anuncio/cocinero-2me9r",2019-01-14 00:30:37
"AUXILIAR PARA DEPOSITO CON TAREAS DE MANTENIMIENTO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Tareas relacionadas a logística de la empresa y tareas de mantenimiento Recibir y controlar mercadería de proveedores Preparar pedidos Ordenar el depósito  ...","canelones","/anuncio/auxiliar-para-deposito-con-tareas-de-mantenimiento-vhztd",2019-01-14 00:30:37
"VENDEDOR PARA DISTINTAS ZONAS DE CANELONES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesita vendedor con experiencia para distintas zonas de el departamento de Canelones   Deberá hacerse cargo de la venta y el posterior seguimiento de  ...","canelones","/anuncio/vendedor-para-distintas-zonas-de-canelones-zshug",2019-01-14 00:30:37
"LICENCIADO/A EN ENFERMERIA",NA,"Técnico / Especialista","Salud","Hace 1 mes ","Aspirantes para cobertura de cargos Licenciado/as en Enfermería Requisitos:  - Título habilitado por M.S.P  - Disponibilidad horaria. Presentar Currículu ...","canelones","/anuncio/licenciado-a-en-enfermeria-272z2",2019-01-14 00:30:37
"INSTRUCTOR DE COCHE ESCUELA CON AUTO ","Escuela de conducir en Canelones","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","instructor de manejo de autos, categoría A Coordinar agenda con alumnos, cumplir con los horarios pactados, presentar exámenes en los municipios correspond ...","canelones","/anuncio/instructor-de-coche-escuela-vp3d5",2019-01-14 00:30:37
"AUXILIAR ADMINISTRATIVO Y DE VENTAS","Importante empresa inmobiliaria","Auxiliar","Administración - Secretariado","Hace 4 días ","Atención a clientes, gestiones ante oficinas publicas y privadas, realizacion de inventarios e inspecciones de fincas, pagos varios de clientes, mantenimie ...","canelones","/anuncio/auxiliar-administrativo-y-de-ventas-ptv56",2019-01-14 00:30:37
"PEON Y MEDIO OFICIAL","CONSULTORA","Peon","Producción","Hace 5 días ","Área producción tareas de peón y medio oficial Puntualidad, Responsabilidad,","canelones","/anuncio/peon-y-medio-oficial-7n3pd",2019-01-14 00:30:37
"ADMINISTRATIVO","CONSULTORA","Auxiliar","Administración - Secretariado","Hace 5 días ","Funciones en el área administrativa, recursos humanos y registraciones contables Buen trato con el personal, buena presencia,","canelones","/anuncio/administrativo-v734m",2019-01-14 00:30:37
"VENDEDOR TÉCNICO","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Promoción de la línea de productos químicos y materias primas que maneja la empresa, entre nuestros clientes. Asesoramiento técnico a nuestros clientes sob ...","canelones","/anuncio/vendedor-tecnico-6p2dr",2019-01-14 00:30:37
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR",NA,"Auxiliar","Servicios - Oficios","Hace 1 semana ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-eyyu9",2019-01-14 00:30:37
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 1 semana ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-v6y3a",2019-01-14 00:30:37
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 1 semana ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-en-zona-pinamar-canelones-con-experiencia-comprobable-ett3d",2019-01-14 00:30:37
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 semana ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-b76hm",2019-01-14 00:30:37
"COCINERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Nuestro restaurante sirve desayuno, almuerzo y cena buffet a los huéspedes del complejo así como también a los comensales que nos visitan por el día. El eq ...","canelones","/anuncio/cocinero-bs5v9",2019-01-14 00:30:37
"AYUDANTE DE COCINA, PASTELERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Elaboración de buffet, mesa de ensaladas. Trabajar en equipo y a las órdenes de lo que indica Jefe/a de cocina. Indispensable vivir en la zona.","canelones","/anuncio/ayudante-de-cocina-pastelero-s6sq9",2019-01-14 00:30:37
"ENCARGADO DE SEGURIDAD BARRIOS PRIVADOS","Importante empresa","Jefe","Seguridad - Vigilancia","Hace 3 semanas ","Buscamos incorporar un Encargado de Seguridad para Barrios Privados en Cuidad de la Costa Su función consta en: Gestionar y liderar al equipo,  Trato con ...","canelones","/anuncio/jefe-de-seguridad-para-barrios-privados-msb5t",2019-01-14 00:30:37
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...","canelones","/anuncio/fiambrera-supermercado-en-zona-pinamar-con-experiencia-comprobable-9b7ru",2019-01-14 00:30:37
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 1 mes ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto","canelones","/anuncio/oficial-mecanico-aire-acondicionado-armador-desarmador-8889v",2019-01-14 00:30:37
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...","canelones","/anuncio/auxiliar-contable-calificado-ut954",2019-01-14 00:30:37
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...","canelones","/anuncio/auxiliares-administrativos-asmgj",2019-01-14 00:30:37
"INSTRUCTOR","AbySa Academia de Choferes","Peon","Servicios - Oficios","Hace 1 mes ","Estamos incorporando a nuestro equipo instructor de manejo preferentemente con experiencia.  (Medio horario) Es indispensable contar con muy buen trato, pa ...","canelones","/anuncio/instructor-dr7gh",2019-01-14 00:30:37
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 1 mes ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...","canelones","/anuncio/operario-de-reposicion-y-deposito-tuujh",2019-01-14 00:30:37
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...","canelones","/anuncio/asistente-en-turismo-ingles-excluyente-mrg4m",2019-01-14 00:30:37
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto","canelones","/anuncio/chapista-oficial-8gy9z",2019-01-14 00:30:37
"ADMINISTRATIVO ESTACIÓN DE SERVICIO LAGOMAR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas,para tareas administrativas en estación de servicio ubicada en LAGOMAR. Se r ...","canelones","/anuncio/administrativo-estacion-de-servicio-lagomar-e8ypg",2019-01-14 00:30:37
"ADMINISTRATIVA CALIFICADA","Empresa logística","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de una administrativa calificada, proactiva y con motivación a afrontar tareas varias, con experiencia comprobada en liquidaci ...","montevideo","/anuncio/administrativa-calificada-mes6b",2019-01-14 00:30:37
"JEFE DE OBRA - (ZONA OESTE DEL URUGUAY)","ADVICE","Jefe","Construcción - Arquitectura","Hace 1 mes ","Empresa agro-medicinal Buscamos: Profesionales egresados de la carrera de Ingeniería Civil. Deberá contar con dominio en instalaciones mecánicas, automati ...","montevideo","/anuncio/jefe-de-obra-zona-oeste-del-uruguay-ngrtg",2019-01-14 00:30:37
"JEFE DE MANTENIMIENTO - (ZONA OESTE DEL URUGUAY)","ADVICE","Jefe","Producción","Hace 1 mes ","Empresa agro-medicinal Buscamos: Profesionales egresados de Ingeniería industrial, Mecánica o Eléctrica. Conocimiento en maquinaria industrial. Manejo de  ...","montevideo","/anuncio/jefe-de-mantenimiento-zona-oeste-del-uruguay-ez2s7",2019-01-14 00:30:37
"INGENIERO DE DISEÑO","ADVICE","Profesional","Producción","Hace 1 mes ","Empresa agro-medicinal Formación en Ingeniería Eléctrica, Industrial Mecánica o Ingeniería de Producción.  Dominio de idioma inglés.  Experiencia mínima d ...","montevideo","/anuncio/ingeniero-de-diseno-36dh9",2019-01-14 00:30:37
"VENDEDOR","EMPRESA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos vendedor o distribuidor en el interior del pais, preferentemente tenga cartera de clientes, que se dedique a vender , vajilla, cristalerìa , bazar ...","montevideo","/anuncio/vendedor-z4sve",2019-01-14 00:30:37
"CLARO: EJECUTIVO DE VENTAS CORPORATIVO","ADVICE","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Nos esforzamos por ser protagonistas de nuestro desarrollo y alcanzar una mejora continua en los servicios, productos y soluciones que brindamos a nuestros ...","montevideo","/anuncio/claro-ejecutivo-de-ventas-corporativo-vngdg",2019-01-14 00:30:37
"CHOFER TAXI.","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Chofer Chófer de taxi con libreta categoría E montevideo, turno noche y dia. Puesto para titulares y suplentes, con o sin experiencia en taxi pero si de ma ...","montevideo","/anuncio/chofer-taxi-tsubb",2019-01-14 00:30:37
"MUSICOS PARA ORQUESTA TROPICAL","conjuno tropical","Otros","Arte - Diseño - Comunicación","Hace 1 mes ","Se necesitan músicos para orquesta tropical, con experiencia, seriedad y compromiso. Trabajo pactado luego de conformada la misma. Instrumento y disponibi ...","montevideo","/anuncio/musicos-para-orquesta-tropical-bsmp6",2019-01-14 00:30:37
"COCINERA PARA RESIDENCIAL","JOSVAL S.R.L.","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Cocinera imprescindible con experiencia en el rubro residenciales. Horario de 07 a 15. Sueldo a mes completo $20.800 en mano. Residencial Las Condes Con ca ...","montevideo","/anuncio/cocinera-para-residencial-ztes4",2019-01-14 00:30:37
"VENDEDOR EN MONTEVIDEO","Empresa de bebidas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se busca una persona con buena presencia y excelente capacidad de relacionamiento. Es importante que sea proactiva y capaz de comprender nuestro mercado ge ...","montevideo","/anuncio/vendedor-en-montevideo-2r28t",2019-01-14 00:30:37
"BRUSHINISTA","peluquería","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","ayudante de peluquería sepa manos depilación  poner numero de contacto ayudante  de peluquería, tiene que saber manos excluyente. buen trato, cumplidora pa ...","montevideo","/anuncio/manicura-67bzj",2019-01-14 00:30:37
"VENDEDOR/A","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Venta y atención al público. Se valorará conocimientos de inglés y portugués. Inherentes al cargo.","montevideo","/anuncio/vendedor-a-77b9y",2019-01-14 00:30:37
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER DE TAXI. 1 PUESTO PARA TURNO DIURNO DE 3 A 15 HS Y 1 PUESTO PARA TURNO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. LIBRETA CAT. E. CHOFER DE TAXI ...","montevideo","/anuncio/chofer-de-taxi-9s27y",2019-01-14 00:30:37
"VENDEDORA","Helados artesanales la chicharra","Auxiliar","Atención al cliente","Hace 1 mes ","Atención al público al mostrador y realizar tareas en la Plata de producción Ser puntal en el horario , responsable , dinámica y con ganas de trabajar","montevideo","/anuncio/vendedora-ztsu2",2019-01-14 00:30:37
"DELIVERY CON MOTO","Cadeteria JAIRO","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Se necesita delivery con moto en buen estado, buena presencia, conocimiento de calles, Para Zona Buceo, Blanqueada, Malvin, turno noche. Indispensable cump ...","montevideo","/anuncio/delivery-con-moto-ybj8m",2019-01-14 00:30:37
"VENTAS, ADMINISTRACION Y EXPEDICION EN LOCAL COMERCIAL DE PUNTA DEL ESTE","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 mes ","Atencion a clientes de forma telefonica y presencial Asesoraramiento sobre los productos ofrecidos Cierre de ventas , cobranza Despacho de mercaderia Puntu ...","montevideo","/anuncio/ventas-administracion-y-expedicion-en-local-comercial-de-punta-del-este-smmv4",2019-01-14 00:30:37
"VIGILANTES - ZONA CENTRO, MONTEVIDEO.","LINCE SRL","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","LINCE S.R.L - Empresa de Seguridad y Vigilancia - selecciona: VIGILANTES SIN ARMA para diferentes puestos en zona Centro-Montevideo. Requisitos: Tener ent ...","montevideo","/anuncio/vigilantes-zona-centro-montevideo-uhzh2",2019-01-14 00:30:37
"PINTOR PREPARADOR AUTOS",NA,"Oficial","Servicios - Oficios","Hace 1 mes ","INICIAR Y TERMINAR EL PROCESO DE PREPARACION DE UN VEHICULO PARA SU PINTURA MEDIA,ALTA","montevideo","/anuncio/pintor-preparador-autos-uay8s",2019-01-14 00:30:37
"TECNICO COMERCIAL","Mecalux Uruguay","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Mecalux Uruguay estamos buscando asesor con marcado perfil comercial, fuerte orientación a objetivos, buen nivel de comunicación y facilidad de aprendizaje ...","montevideo","/anuncio/tecnico-comercial-3g429",2019-01-14 00:30:37
"DOCENTE DE FRANCÉS","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Dictar clases de frances Dictar clases de frances","montevideo","/anuncio/dicente-de-frances-p6qmu",2019-01-14 00:30:37
"RECEPCIONISTA","MAZARS","Auxiliar","Administración - Secretariado","Hace 1 mes ","Seleccionamos para reconocida empresa internacional, Recepcionista.  La función del cargo consiste en recepcionar las personas que llegan a la empresa, rea ...","montevideo","/anuncio/recepcionista-bz8ad",2019-01-14 00:30:37
"VENDEDOR BIJOUTERIE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Nos encontramos en la búsqueda de una persona responsable, con ganas de trabajar y experiencia en el rubro ventas, especialmente en el área bijou. Horario  ...","montevideo","/anuncio/vendedor-bijouterie-pn6sz",2019-01-14 00:30:37
"RECEPCIONISTA - CAJERO -",NA,"Auxiliar","Administración - Secretariado","Hace 1 mes ","Varias, como por ejemplo, 1) Disposición con el cliente:  Ser atento y cordial con los huéspedes, tener iniciativa para responder inquietudes que le puedan ...","montevideo","/anuncio/recepcionista-cajero-6vpqr",2019-01-14 00:30:37
