"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"RESPONSABLE DE RECURSOS HUMANOS - SALTO","Importante empresa","Supervisor / Encargado","Recursos Humanos","Hace 2 días ","Empresa líder de servicios en SALTO selecciona: Responsable de RRHH. El cargo reporta a Dirección y tiene como objetivo diseñar, planificar y ejecutar la ...","salto","/anuncio/responsable-de-recursos-humanos-6tqhq",2019-03-28 16:38:26
"GUARDIAS DE SEGURIDAD (LIBERTAD - CIUDAD DEL PLATA)","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 2 horas ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD (ÚNICAMENTE HOMBRES) que residan en las ciudades de Libertad y Ciudad del Plata. Se ofre ...","san-jose","/anuncio/guardias-de-seguridad-libertad-ciudad-del-plata-77qn6",2019-03-28 16:38:26
"CAPATAZ","COVIECILDA","Supervisor / Encargado","Construcción - Arquitectura","Hace 1 semana ","CAPATAZ para cooperativa de ayuda mutua de 48 viviendas de una planta y dúplex en Ecilda Paullier, San José a iniciarse en mayo-junio. Curriculums contenie ...","san-jose","/anuncio/capataz-ajhv6",2019-03-28 16:38:26
"VIGILANCIA.","RECAITE LETICIA","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Guardia de seguridad para el departamento de San Jose, Libertad. Vigilancia.","san-jose","/anuncio/vigilancia-apzbj",2019-03-28 16:38:26
"ENCARGADA/O DE TIENDA PARA SAN JOSÉ","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Gestión integral de la tienda. La posición tiene como principal responsabilidad el gestionar de forma integral la tienda. Orientamos nuestra búsqueda a pe ...","san-jose","/anuncio/encargada-o-de-tienda-para-san-jose-j85s6",2019-03-28 16:38:26
"ENCARGADO DE SEGURIDAD","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Importante empresa de seguridad selecciona: ENCARGADO DE SEGURIDAD  que residan en la ciudad de lIBERTAD o cercanías (DEPARTAMENTO DE SAN JOSÉ) Se ofrece  ...","san-jose","/anuncio/encargado-de-seguridad-bhr6h",2019-03-28 16:38:26
"LIC. EN FISIOTERAPIA","APR SALUD","Técnico / Especialista","Salud","Hace 1 mes ","Fisioterapeuta para brindar tratamientos en prevención y rehabilitación de los ptes. La correcta rehabilitación y recuperación de los pacientes mediante el ...","san-jose","/anuncio/lic-en-fisioterapia-a2q8u",2019-03-28 16:38:26
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos vendedores de calle para trabajar en el rubro de Telefonía móvil, visitando clientes, kioscos y almacenes de la zona de Maldonado. Se necesita que ...","maldonado","/anuncio/vendedor-de-calle-p92v4",2019-03-28 16:38:26
"VENDEDOR DE CALLE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos jóvenes carismáticos para vender productos de telefonía móvil en la calle, en todo Maldonado. Necesitamos gente que viva en Maldonado, tenga buena ...","maldonado","/anuncio/vendedor-de-calle-v6ras",2019-03-28 16:38:26
"VENDEDOR/A CON VEHÍCULO","Guía en Movimiento","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Somos una empresa en crecimiento en el rubro de las comunicaciones y publicidad. Buscamos persona que le interese integrarse de forma permanente en el sect ...","maldonado","/anuncio/vendedor-a-con-vehiculo-mg7bn",2019-03-28 16:38:26
"SUPERVISORES Y ENCARGADOS DE CUADRILLAS","Zafrales","Supervisor / Encargado","Producción","Hace 1 mes ","Supervisores y Encargados de grandes cantidades de trabajadores a su cargo para trabajos operativos en diversos sectores de producción agropecuaria como vi ...","maldonado","/anuncio/supervisores-y-encargados-de-cuadrillas-2gdev",2019-03-28 16:38:26
"MARKETING INDEPENDIENTE","Porvenir","Asistente","Marketing - Publicidad","Hace 5 días ","Estar abierto a aprender técnicas de marketing actualizadas, capacitarse, liderar equipos Aprender y liderar","maldonado","/anuncio/marketing-independiente-9th87",2019-03-28 16:38:26
"ACOMPAÑANTE DE SERVICIO","Amec Amec Amec","Auxiliar","Salud","Hace 6 días ","Requisitos: •	Secundaria: Ciclo básico con tercer año aprobado •	Se valorará experiencia en la tarea. •	Se valorará formación en cuidados.  Te brindamos:  ...","maldonado","/anuncio/acompanante-de-servicio-rvmaq",2019-03-28 16:38:26
"EJECUTIVO DE CUENTAS","Importante empresa constructora","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Atención de la relación con clientes, pre-venta, venta y pos venta. Sus principales responsabilidades son las propias del puesto, fundamentalmente la atenc ...","maldonado","/anuncio/ejecutivo-de-cuentas-uydde",2019-03-28 16:38:26
"TAREAS DOMÉSTICAS Y CUIDADO ADULTO MAYOR","miarano","Auxiliar","Servicios - Oficios","Hace 1 mes ","tareas domesticas y cuidado de adulto mayor enfermo, respetuosa, responsable y educada Tareas domésticas generales, como limpieza y lavado de ropa y atenci ...","maldonado","/anuncio/tareas-domesticas-y-cuidado-adulto-mayor-vrz32",2019-03-28 16:38:26
"CASEROS","Chacra en Jose Ignacio","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Caseros Se necesita pareja de caseros para chacra en Jose Ignacio. El: cuidado del parque y conocimiento de caballos. Ella: cuidado de la casa y desempeño  ...","maldonado","/anuncio/caseros-39jb3",2019-03-28 16:38:26
"ACOMPAÑANTE MALDONADO","Importante empresa","Auxiliar","Salud","Hace 1 mes ","Seleccionamos Acompañantes  ¿Quieres ser un acompañante profesional?  ¡Sé parte de nuestro equipo!  Seleccionamos personal para el cargo de acompañantes.  ...","maldonado","/anuncio/acompanante-ttjn4",2019-03-28 16:38:26
"LIDER DE EQUIPO","Miguel Angel asiciados","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Ser líder de equipo formando su red de consumidores Ser líder de su equipo de trabajo para crear generaciones libre de jefes","canelones","/anuncio/lider-de-equipo-77nss",2019-03-28 16:38:26
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Controlar el ingreso de personas a la empresa y avisar al sector correspondiente Control de ingresos y retiros de toda persona a la empresa","canelones","/anuncio/vigilante-qa6rs",2019-03-28 16:38:26
"COCINERO/AYUDANTE DE COCINA/ PEON GENERAL DE COCINA /LIMPIADOR","Importante empresa Ciudad de la Costa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Asistir el proceso de elaboración de alimentos y la limpieza de equipos, utensilios e instalaciones. Se requiere experiencia previa, referencias comprobabl ...","canelones","/anuncio/ayudante-de-cocina-peon-general-de-cocina-limpiador-3vyg6",2019-03-28 16:38:26
"PROFESORA O PROFESOR DE INGLES","INSTITUTO EN CIUDAD DE LA COSTA","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","a conversar en una entrevista a conversar en una entrevista","canelones","/anuncio/profesora-o-profesor-de-ingles-83hnz",2019-03-28 16:38:26
"VENDEDOR CON VEHICULO ZONA LAS PIEDRAS","VENTA DE ALIMENTOS PARA MASCOTAS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","SE NECESITA VENDEDOR QUE VIVA ZONA LAS PIEDRAS / LA PAZ...CON LIBRETA DE CONDUCIR , SE VALORA CARTERA DE CLIENTES EN ALMACENES , AUTOSERVICIOS Y GRANDES SU ...","canelones","/anuncio/vendedor-con-vehiculo-zona-las-piedras-bbpqh",2019-03-28 16:38:26
"VENDEDOR PARA COMERCIOS (VISITADOR)","Importante empresa rubro alimento mascotas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","se buscan vendedores , para visitar comercios y desarrollar venta por mayor de productos para mascotas principal funcion desarrollo de venta por mayor , vi ...","canelones","/anuncio/vendedor-para-comercios-visitador-uurns",2019-03-28 16:38:26
"BRUSHINISTA MANICURA ","Cecilia","Auxiliar","Producción","Hace 1 mes ","Se solicita personal como brushinista manicura y pedicura (excluyente) para los días jueves viérnes y sábados pago horas extras, ubicación lomas de solymar ...","canelones","/anuncio/brushinista-manicura-g6gb2",2019-03-28 16:38:26
"DIBUJANTE TECNICO","Importante empresa","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","Dibujante Técnico para Mobiliarios, con conocimiento de SketchUp, AutoCad, etc. Se busca una persona responsable comprometida con la empresa.","canelones","/anuncio/dibujante-tecnico-645td",2019-03-28 16:38:26
"PISTERO LAVADOR","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, pro-activas y con marcado perfil orientado al cliente, para estación de servicio ubicada en CIUDAD D ...","canelones","/anuncio/pistero-lavador-z3zya",2019-03-28 16:38:26
"CAJERO/A MINIMERCADO CIUDAD DE LA COSTA.","Estacion Lagomar","Auxiliar","Ventas - Comercial","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables, proactivas y con marcado perfil orientado al cliente. Para cubrir puesto en la caja del ...","canelones","/anuncio/cajero-a-minimercado-ciudad-de-la-costa-mehmv",2019-03-28 16:38:26
"ACOMPAÑANTE","Gente Servicio de compañía","Auxiliar","Salud","Hace 1 mes ","Asistir al paciente en todas sus necesidades básicas. Compañía de adulto mayor en sanatorio, con buenas referencias y experiencia acreditada. ACOMPAÑANTE  ...","canelones","/anuncio/acompanante-u6s9r",2019-03-28 16:38:26
"SERENO","EMPRESA SOBRE RUTA 101","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","SERENO para 7 horas martes a viernes + 8 horas sábado,domingo y feriados. Imprescindible: Excelentes antecedentes y referencias. Certificado de Buena Condu ...","canelones","/anuncio/sereno-b33z5",2019-03-28 16:38:26
"SERENO","EMPRESA SOBRE RUTA 101","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","SERENO para 7 horas lunes y martes y 8 horas sábado,domingo y feriados.  Imprescindible:  Excelentes antecedentes y referencias. Certificado de Buena Condu ...","canelones","/anuncio/sereno-6t8um",2019-03-28 16:38:26
"ACOMPAÑANTE DE CHOFER - ZONA LAS PIEDRAS","AGLH Consultores","Auxiliar","Logística - Distribución","Hace 1 semana ","Buscamos Acompañante de Chofer para importante empresa Multinacional dedicada al rubro de alimentos.   Nos orientamos a personas con ciclo básico completo, ...","canelones","/anuncio/acompanante-de-chofer-zona-las-piedras-ep9b8",2019-03-28 16:38:26
"PEÓN DE MANTENIMIENTO CON LIBRETA ''B''","Importante empresa","Peon","Servicios - Oficios","Hace 1 semana ","Se necesita personal de mantenimiento, el cual debe desempeñar tareas varias acordes con el puesto. Debe contar con libreta categoria  ''B'' para poder hac ...","canelones","/anuncio/peon-de-mantenimiento-con-libreta-b-ymgqb",2019-03-28 16:38:26
"AUXILIAR DE CALIDAD","Montich Uruguay S.A.","Auxiliar","Producción","Hace 1 semana ","Controlar las piezas terminadas evaluando la calidad y aspecto de los trabajos y dimensiones finales de acuerdo a estándares establecidos. Conocimientos de ...","canelones","/anuncio/auxiliar-de-calidad-bry8t",2019-03-28 16:38:26
"TAPICERO DE MUEBLES","Marvic","Oficial","Servicios - Oficios","Hace 2 semanas ","Tapicería de muebles, lisos y capitoneados Tapicería de muebles","canelones","/anuncio/tapicero-de-muebles-d2zjh",2019-03-28 16:38:26
"CAJERA, REPONEDORES Y VIGILANTES PARA PANDO","Importante empresa","Auxiliar","Atención al cliente","Hace 2 semanas ","Seleccionamos personal para nueva apertura de Supermercado en Pando. Buscamos cajeras, reponedores y personal de vigilancia con experiencia. Se trata de un ...","canelones","/anuncio/cajera-reponedores-y-vigilantes-h4vtj",2019-03-28 16:38:26
"ADMINISTRATIVO OPERATIVO","ocs","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Debe manejar ecxel dos , buen trato, soportar la presion. depende el area opertativa de la empresa de este puesto","canelones","/anuncio/administrativo-operativo-b9man",2019-03-28 16:38:26
"PROMO VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Ventas de puerta en puerta. Con experiencia en ventas (excluyente). Imprescindible vivir en Ciudad de la costa. Puntualidad Compromiso y cumplimiento","canelones","/anuncio/promo-vendedor-8eyq5",2019-03-28 16:38:26
"OFICIAL HERRERO","Importante empresa busca Oficial Herrero","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Debe cumplir con las tareas de corte,armado, soldadura y pulido de todo tipo de estructuras inherente al oficio. Deberá adaptarse y cumplir los reglamentos ...","canelones","/anuncio/oficial-herrero-sbbg7",2019-03-28 16:38:26
"AUXILIAR ADMINISTRATIVO C. DE LA COSTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas, para tareas administrativas en Estación de Servicio ubicada en CIUDAD de la ...","canelones","/anuncio/auxiliar-administrativo-c-de-la-costa-3z477",2019-03-28 16:38:26
"FOGUISTA","NAUSSA","Oficial","Producción","Hace 3 semanas ","Industria en Las Piedras selecciona personal para cubrir el puesto de FOGUISTA Dirigimos nuestra búsqueda a hombres dinámicos, proactivos entre 25 y 50 año ...","canelones","/anuncio/foguista-m8phg",2019-03-28 16:38:26
"CONDUCTOR INTERNO/EXTERNO","NAUSSA","Medio Oficial","Producción","Hace 3 semanas ","Industria en Las Piedras selecciona personal para la conducción de vehículos (camión y autoelevador) Dirigimos nuestra búsqueda a hombres proactivos que t ...","canelones","/anuncio/conductor-interno-externo-963nv",2019-03-28 16:38:26
"ELECTROMECÁNICO","NAUSSA","Técnico / Especialista","Producción","Hace 3 semanas ","Industria en Las Piedras selecciona ELECTROMECÁNICO para incorporar al equipo de mantenimiento Dirigimos nuestra búsqueda a hombres proactivos egresados de ...","canelones","/anuncio/electromecanico-rer5d",2019-03-28 16:38:26
"COMUNICADOR","La100","Profesional","Arte - Diseño - Comunicación","Hace 3 semanas ","Periodistas, comunicadores, productores en radio, . experiencia en audiovisuales,   interesado en trabajar en co producción con la radio y tenes un proyect ...","canelones","/anuncio/comunicador-5zytd",2019-03-28 16:38:26
"MECÁNICO","DOMS LTDA","Técnico / Especialista","Producción","Hace 4 semanas ","Preferentemente menor de 30 años. Técnico en mecánica automotriz. Vivir  zona de El Pinar o inmediaciones. Disponibilidad para trabajar fines de semana de  ...","canelones","/anuncio/mecanico-jzgy4",2019-03-28 16:38:26
"EDUCADOR","Jardin de infantes","Técnico / Especialista","Educación - Recreación - Deportes","Hace 4 semanas ","Se necesita cubrir puesto de educador o educadora para jardín de infantes en la cuidad de la costa Requisitos excluyentes: tener formación reconocidos por  ...","canelones","/anuncio/educador-2enmg",2019-03-28 16:38:26
"INSTRUCTORES: ZUMBA, PILATES, CYCLING, YOGA","Armour Fitness","Técnico / Especialista","Educación - Recreación - Deportes","Hace 4 semanas ","Diagramar clases, días y horarios de las mismas. Sera imprescindible vivir cerca o tener locomoción propia. Dictar las clases de forma profesional. Buscamo ...","canelones","/anuncio/instructores-zumba-pilates-cycling-yoga-6ey8q",2019-03-28 16:38:26
"ENCARGADA/O DE CAJAS","Importante empresa","Auxiliar","Atención al cliente","Hace 4 semanas ","Buscamos Encargada de Cajas con Experiencia para conocido Supermercado. Requisitos: Disponibilidad para horarios de Shopping  Residir preferentemente en zo ...","canelones","/anuncio/encargada-o-de-cajas-n9uy4",2019-03-28 16:38:26
"AUXILIAR DE DEPÓSITO PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 4 semanas ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","canelones","/anuncio/auxiliar-de-deposito-para-las-piedras-9v4ya",2019-03-28 16:38:26
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Empresa en Las Piedras selecciona personal para portería y vigilancia de su predio industrial en turnos rotativos Dirigimos nuestra búsqueda a hombres proa ...","canelones","/anuncio/vigilante-7zujd",2019-03-28 16:38:26
"ATENCIÓN A CLIENTE Y VENTA DE SEGUROS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Solicitamos un funcionario de sexo masculino, de buena presencia, con bachillerato completo, conocimientos de computación, licencia de conducir, carné de s ...","canelones","/anuncio/atencion-a-cliente-y-venta-de-seguros-3nj5r",2019-03-28 16:38:26
"ENCARGADA DE FIAMBRERÍA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día ","ENCARGADA DE LA FIAMBRERÍA HORARIOS, CONTROL DE STOCK, VENCIMIENTOS, ETC.","canelones","/anuncio/encargada-de-fiambreria-e6mds",2019-03-28 16:38:26
"MÓVIL DE RESPUESTA","CDM","Peon","Servicios - Oficios","Hace 5 días ","Respuesta de alarmas Movil de respuesta de alarmas","canelones","/anuncio/movil-de-respuesta-ujqdv",2019-03-28 16:38:26
"COLOCADOR Y CHOFER",NA,"Oficial","Construcción - Arquitectura","Hace 1 semana ","Colocador, armador y chofer para Carpinteria zona El Pinar. Armado en Taller y colocacion  en Obra, debe poseer buena presencia y libreta de conducir prefe ...","canelones","/anuncio/colocador-y-chofer-d4gz6",2019-03-28 16:38:26
"OFICIAL CARPINTERO",NA,"Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","Oficial Carpintero, para Carpinteria en Melaminico, con experiencia comprobable. Preferentemente de la zona, estamos ubicados en El Pinar. Acordes al cargo ...","canelones","/anuncio/oficial-carpintero-qpg9b",2019-03-28 16:38:26
"PROMOTOR/VENDEDOR SERVICIO DE COMPAÑÍA","GENTE SERVICIO DE COMPAÑÍA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Venta puerta a puerta y en stand, en las ciudades de: La Paz, Las Piedras, Progreso, Sauce y juanicó. Realizar afiliaciones de acuerdo a las pautas de la e ...","canelones","/anuncio/promotor-vendedor-servicio-de-compania-e4t6j",2019-03-28 16:38:26
"ASESOR DE VIAJES PARA LAS PIEDRAS SHOPPING","VoydeViajeUY","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Somos VoydeViaje.uy, una nueva agencia de viaje creada por TocTocviajes.com y respaldada por 5M Travel Group, uno de los principales grupos económicos de n ...","canelones","/anuncio/asesor-de-viajes-para-las-piedras-shopping-ermu9",2019-03-28 16:38:26
"ASISTENTE DE MARKETING","Costa Urbana Shopping","Asistente","Marketing - Publicidad","Hace 2 semanas ","Busca incorporar un Asistente de Marketing enfocado el análisis de: • Variables de Ventas. • Resultados de promociones. • Variables de Ventas y sistema de ...","canelones","/anuncio/asistente-de-marketing-54qu7",2019-03-28 16:38:26
"REPONEDOR EXTERNO ZONAS DE MONTEVIDEO Y LAS PIEDRAS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Seleccionamos personas con libreta de moto y moto propia. Se desplazarán por la ruta que se les asigne con este vehículo. En los comercios se realizará rep ...","canelones","/anuncio/reponedor-externo-zonas-de-montevideo-y-las-piedras-r7shz",2019-03-28 16:38:26
"SECRETARIA - ADMINISTRATIVA- ZONA SOLYMAR ","ebamil sa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Atencion Publico Control Documentacion Control Personal  Pago Proveedores La funcion Principal sera el seguimiento de la documentacion de los clientes de l ...","canelones","/anuncio/secretaria-administrativa-d5d6y",2019-03-28 16:38:26
"AUXILIAR ADMINISTRATIVO CONTABLE","Estudio Contable en Pando","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Contabilización de comprobantes - Memory Manejo de conexión remota BPS Liquidación de sueldos - GNS Trámites BPS, DGI Atención a clientes Es requisito excl ...","canelones","/anuncio/auxiliar-administrativo-contable-y53rd",2019-03-28 16:38:26
"CUIDADORA CASA SALUD ZONA SOLYMAR","ebamil sa","Auxiliar","Salud","Hace 3 semanas ","Cuidadora Residencial Tercera Edad Todo Correspondiente al Cuidado del Adulto Mayor Limpieza Atencion adulto Mayor","canelones","/anuncio/cuidadora-casa-salud-zona-solymar-7n8sd",2019-03-28 16:38:26
"MANTENIMIENTO",NA,"Supervisor / Encargado","Producción","Hace 4 semanas ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-t8uev",2019-03-28 16:38:26
"DOCENTE DE INGLÉS","Importante empresa","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Orientamos la búsqueda a docentes pro-activos, dinámicos, motivados a encarar los desafíos de la era digital con alegría y positivismo! Dictado de clases,  ...","canelones","/anuncio/docente-de-ingles-qsse8",2019-03-28 16:38:26
"AUXILIAR ADMINISTRATIVO","Empresa de consumo masivo","Auxiliar","Administración - Secretariado","Hace 1 mes ","Tareas administrativas varias en ciudad de Canelones. Residencia en Canelones ciudad o zonas aledañas. Sexo: Masculino Edad: 18-35 años  Buena disposición ...","canelones","/anuncio/auxiliar-administrativo-8ea5t",2019-03-28 16:38:26
"OFICIAL FRESADOR","Imoler SA ","Oficial","Producción","Hace 1 mes ","TRABAJOS EN TALLADORA DE ENGRANAJES CONOCIMIENTO TEÓRICO Y PRACTICO DE CÁLCULOS PARA TALLADO DE FRESA DE ENGRANAJES CÓNICOS, RECTOS Y CILÍNDRICOS, CON DIEN ...","canelones","/anuncio/oficial-fresador-yv9ay",2019-03-28 16:38:26
"AUXILIAR DE MANTENIMIENTO (PEON) Y OFICIAL DE MANTENIMIENTO","Grange Construcciones y Mantenimiento","Oficial","Construcción - Arquitectura","Hace 1 mes ","Responsabilides y funciones Inherentes al cargo de OFICIAL Y PEON. Pintura, sanitaria, electricidad, yeso, impermeabilizaciones, etc. Los CV completos se r ...","canelones","/anuncio/auxiliar-de-mantenimiento-peon-y-oficial-de-mantenimiento-7yqrz",2019-03-28 16:38:26
"CADETE CON MOTO PARA LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Debe tener moto en condiciones, puntualidad, buena presencia y compromiso. Se necesita cadete con moto para delivery en Las piedras, con experiencia y  que ...","canelones","/anuncio/cadete-con-moto-para-las-piedras-yp3b7",2019-03-28 16:38:26
"ASISTENTE",NA,"Auxiliar","Producción","Hace 3 días ","Curtiembre en Las Piedras selecciona Asistente de Laboratorio y Depósito para Dpto Técnico Nos enfocamos en la búsqueda de mujeres entre 20 y 30 años cono ...","canelones","/anuncio/asistente-5dpb3",2019-03-28 16:38:26
"ELEVADORISTA PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 6 días ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","canelones","/anuncio/elevadorista-para-las-piedras-adzq8",2019-03-28 16:38:26
"ESTUDIANTE DE QUIMICA","drogueriapina","Profesional","Producción","Hace 1 semana ","Importante empresa en el area de produccion y formulacion quimica se encuentra en la busqueda de estudiante o egresado quimico con conocimientos en elabora ...","canelones","/anuncio/estidiante-de-quimica-snpy2",2019-03-28 16:38:26
"PROMOTOR / VENDEDOR DE SERVICIO DE COMPAÑÍA","Alcance Servicio de Compañía","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","En Alcance contamos con 23 años haciendo los que más nos gusta, acompañar a nuestros socios. Hemos crecido en forma sólida y constante, sin perder la calid ...","montevideo","/anuncio/promotor-vendedor-de-servicio-de-compania-5s52m",2019-03-28 16:38:26
