"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"ENCARGADO/A DE CAJAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Seleccionamos para local comercial en Costa Urbana: Encargada/o de Cajas Deberá residir en zonas próximas  o estar dispuesto/a al traslado hasta el lugar.  ...","canelones","/anuncio/encargado-a-de-cajas-46jyz",2019-05-05 19:55:55
"ENCARGADO LIMPIEZA Y MANTENIMIENTO CENTRO LOGÍSTICO","Zona Progreso","Supervisor / Encargado","Logística - Distribución","Hace 1 mes ","Importante centro logístico ubicado en Ruta Nº5 Progreso/Canelones, selecciona: Encargado para tareas de seguridad y mantenimiento. Excluyente: vivir en zo ...","canelones","/anuncio/administrativo-calificado-de83m",2019-05-05 19:55:55
"CORTADOR/ COLORISTA","Peluquería Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Se necesita peluquera/o con experiencia  para tareas de corte unisex, color y manicuria. Buena presencia con referencias. Puesto seguro. Tareas en lavado y ...","canelones","/anuncio/cortador-colorista-q2b4n",2019-05-05 19:55:55
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-tr9az",2019-05-05 19:55:55
"SOBRESTANTE DE OBRA","ESTUDIO COLLETLACOSTE","Asistente","Administración - Secretariado","Hace 1 mes ","compra y retiro de materiales para obra control de planillas de horas obreros metrajes armado de documentacion para obra pedido de precios visitas a obra N ...","montevideo","/anuncio/sobrestante-de-obra-99z8q",2019-05-05 19:55:55
"CHOFER PARA TAXI","TAXI","Oficial","Servicios - Oficios","Hace 1 mes ","Chofer para taxímetro. Licencia categoría E. Mayor de 35 años. Experiencia en conducción y responsabilidad, con disponibilidad horaria diurna y/o nocturna. ...","montevideo","/anuncio/chofer-para-taxi-hnbud",2019-05-05 19:55:55
"ARQUITECTO ASISTENTE DE OBRA","ESTUDIO COLLETLACOSTE","Profesional","Construcción - Arquitectura","Hace 1 mes ","Asistencia Dirección de obra Metrajes Relevamientos Pedidos de Precio Presupuestos Se solicita tener vehículo propio Tareas en oficina y en obra.","montevideo","/anuncio/arquitecto-asistente-de-obra-qbngn",2019-05-05 19:55:55
"VENDEDORES/AS PARA REDES SOCIALES","EME EMPRENDIMIENTO ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Somos una empresa de ventas directas donde formamos a profesionales de la venta. Ofrecemos capacitaciones constante  Ganancias Diarias  Quincenales  Bonos  ...","montevideo","/anuncio/vendedores-as-para-redes-sociales-78mz2",2019-05-05 19:55:55
"VENDEDOR","Yas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Asesoramientos y atención al cliente. Hacer seguimiento del proceso de ventas, mantener una cartera de clientes.","montevideo","/anuncio/vendedor-594mn",2019-05-05 19:55:55
"ATENCIÓN AL PÚBLICO","TejaCenter","Auxiliar","Atención al cliente","Hace 1 mes ","Cortador de carnicería Vendedor de Fiambreria Atención al público Control de mercadería","montevideo","/anuncio/atencion-al-publico-2quyv",2019-05-05 19:55:55
"VENDEDOR DE TELEFONIA CELULAR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedor de telefonía celular y  ramo tecnología en gral. Se valora experiencia en el área y  conocimientos en informática y conocimiento del idioma Ingles ...","montevideo","/anuncio/vendedor-de-telefonia-celular-b3hju",2019-05-05 19:55:55
"CONDUCTOR PROFESIONAL","Gonzalo Olivar","Peon","Servicios - Oficios","Hace 1 mes ","Chofer Profesional se ofrece para trabajar en el transporte de pasajeros con libreta Cat: F Responsable, Seriedad y Buen trato con el publico.","montevideo","/anuncio/conductor-profesional-j4hqv",2019-05-05 19:55:55
"AUXILIAR DE CAJA",NA,"Auxiliar","Atención al cliente","Hace 1 mes ","Atención al mostrador, apertura o cierre del local, limpieza y mantenimiento del mismo.Colaborar en funciones de caja, contar con experiencia en sistema sc ...","montevideo","/anuncio/auxiliar-de-caja-adpzm",2019-05-05 19:55:55
"AUXILIAR EN VENTAS",NA,"Auxiliar","Atención al cliente","Hace 1 mes ","Mayor de 25 años, excluyente, sexo masculino, flexibilidad horaria. Se desempeñará en todo lo inherente a la atención al público, armado o desarmado de vit ...","montevideo","/anuncio/auxiliar-en-ventas-z7v74",2019-05-05 19:55:55
"SERENO PARA PARKING.  AT. CLIENTE. MANEJO VEHÍCULOS","BT PERFORMANCE","Auxiliar","Servicios - Oficios","Hace 1 mes ","SE NECESITA CHOFER JUBILADO MASCULINO PARA ESTACIONAMIENTO QUE MANEJE MUY BIEN PARA TURNO NOCHE FUNCIONES: ESTACIONAR, DAR , RECIBIR VEHÍCULOS  VIGILANCIA  ...","montevideo","/anuncio/sereno-para-parking-at-cliente-manejo-vehiculos-rg7rb",2019-05-05 19:55:55
"VENDEDOR","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Importante empresa distribuidora de productos líder en el mercado Selecciona: Vendedor/a Buscamos Jóvenes emprendedores entre 18 y 33 años de edad comprome ...","montevideo","/anuncio/vendedor-5d4zh",2019-05-05 19:55:55
"SRA PARA TAREAS DOMESTICAS Y COCINA","CASA DE FAMILIA EN POCITOS","Auxiliar","Servicios - Oficios","Hace 1 mes ","TODA TAREA CON COCINA.  Lunes a viernes de 9 a 16 hs. Buenos hábitos personales Referencias comprobables actuales, incluir datos en la postulación.   Muy r ...","montevideo","/anuncio/sra-para-tareas-domesticas-y-cocina-a65vr",2019-05-05 19:55:55
"OFICIAL ALBAÑIL","Reformas","Oficial","Construcción - Arquitectura","Hace 1 mes ","Tareas de albañilería con conocimientos amplios del rubro Puntualidad, experiencia, hábito de trabajo.","montevideo","/anuncio/oficial-albanil-y62sr",2019-05-05 19:55:55
"MECÁNICO PARA MAQUINARIA VIAL Y CAMIONES","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Mecánico para maquinarias viales y construcción con conocimientos en hidráulica.  Se valora experiencia. Reparación de maquinarias de elevación, grúas, cam ...","montevideo","/anuncio/mecanico-para-maquinaria-essvu",2019-05-05 19:55:55
"ENCUESTADOR/A PARA LA VIA PUBLICA","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Se solicita encuestador para la vía pública. De lunes a viernes","montevideo","/anuncio/encuestador-a-para-la-via-publica-sbvn6",2019-05-05 19:55:55
"CORTADOR AY CORTADOR",NA,"Oficial","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","CORTADOR Y/ O  AYUDANTE DE CORTADOR para Supermercado CORTADOR Y/ O  AYUDANTE DE CORTADOR para Supermercado","montevideo","/anuncio/cortador-ay-cortador-te93r",2019-05-05 19:55:55
"AGENTE DE VENTAS","Vibrando Infinito","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos jóvenes, con actitud emprendedora, energía positiva y pro activos.  Valoramos la responsabilidad, la puntualidad y la capacidad de superación pers ...","montevideo","/anuncio/agente-de-ventas-b3v37",2019-05-05 19:55:55
"OPERARIO DE LÍNEA DE PRODUCCIÓN PARA FRIGORÍFICO.","AGLH Consultores","Peon","Construcción - Arquitectura","Hace 1 mes ","Desempeñará tareas tanto en la Línea de producción como tareas de depósito, carga y descarga de mercadería, limpieza, control de Stock, y tareas operativas ...","montevideo","/anuncio/operario-de-linea-de-produccion-para-frigorifico-j5a3e",2019-05-05 19:55:55
"CAJERA CON EXPERIENCIA","Nunguno","Auxiliar","Ventas - Comercial","Hace 1 mes ","Se busca cajera con experiencia para Minimercado en zona de Pocitos nuevo.  Se valora Conocimientos en caja y Facturacion  Enviar currículum con foto Horar ...","montevideo","/anuncio/cajera-con-experiencia-hevea",2019-05-05 19:55:55
"VENDEDOR DE SEGUNDA CATEGORÌA","Tienda de Vestimenta Femenina","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Responsable de local de venta de indumentaria femenina. Horarios: Lunes a Viernes de 10:30 a 19:00 y sábados de 10:00 a 14:00 hrs. Zona Centro, a pasos de  ...","montevideo","/anuncio/vendedor-de-segunda-categor-a-697ej",2019-05-05 19:55:55
"JEFE DE CONTROL DE CALIDAD","ADVICE","Jefe","Producción","Hace 1 mes ","Será responsable por asegurar un control adecuado a todos los productos comercializados por la compañía, de acuerdo a la política de calidad de la misma y  ...","montevideo","/anuncio/jefe-de-control-de-calidad-2qsgd",2019-05-05 19:55:55
"CHOFER PROFESIONAL","transporta","Peon","Servicios - Oficios","Hace 1 mes ","Transportar pasajeros mediante la aplicación de UBER Transporte de pasajeros, buen trato con estos. Cuidar y mantener la higiene del auto. Contar con horar ...","montevideo","/anuncio/chofer-profesional-u84d3",2019-05-05 19:55:55
"AUXILIAR DE VENTAS Y DESPACHO",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","Atención al cliente, cocción y despacho de mercadería Venta telefónica y presencial, preparación de los pedidos, tareas de limpieza y acondicionamiento del ...","montevideo","/anuncio/auxiliar-de-ventas-y-despacho-esbb2",2019-05-05 19:55:55
"AUXILIAR ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Seleccionamos para importante Empresa Auxiliar Administrativo (zona Cordón) Requisitos: -Estudiante de Ciencias Económicas (Contador o Administración) -Co ...","montevideo","/anuncio/auxiliar-administrativo-contable-7grb6",2019-05-05 19:55:55
