"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"DIRECTOR GENERAL","Centro Educativo Privado en el Departamento de Colonia","Gerente","Directivos - Ejecutivos","Hace 3 semanas ","Para liderar el proyecto educativo de la institución, buscamos:  •	 Personas con título docente y acentuada vocación por la enseñanza •	 Formación y experi ...","colonia","/anuncio/director-general-nh774",2018-12-27 01:41:26
"ENCARGADO GENERAL TAMBO/AGRICULTURA/GANADERÍA","Bolsa de Trabajo Rural del Uruguay","Supervisor / Encargado","Producción","Hace 1 mes ","Sera el responsable de la coordinación de todos los trabajos de campo, supervisión y registros. Tendrá un grupo de 15 personas a su cargo. Deberá tener bue ...","colonia","/anuncio/encargado-general-tambo-agricultura-ganaderia-a3sb5",2018-12-27 01:41:26
"ENCARGADA PARA SHOPPING EN COLONIA","CHIC PARISIEN ","Supervisor / Encargado","Ventas - Comercial","Hace 10 horas ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en Shopping en el Departamento de Colonia.  La posición tiene como principal respons ...","colonia","/anuncio/encargada-para-shopping-en-colonia-m4b3e",2018-12-27 01:41:26
"EMPRESA = OPORTUNIDAD","OPORTUNIDAD ONLINE","Ejecutivo Comercial","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","ATENCION!! Empresa De Turismo, 18 Años de Trayectoria Da  Oportunidad Única, Tiempo Limitado. Emprende Tu Propio Negocio! Acceso Super Accesible!! Pasajes  ...","colonia","/anuncio/empresa-oportunidad-q8j2p",2018-12-27 01:41:26
"ENCARGADO DE RESATURANT","Importante empresa en Colonia","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Encargado de personal  Encargado de funcionamiento  Manejo de efectivo Puesto vacante para llevar la organización de Restaurant, y administracion !! Dispon ...","colonia","/anuncio/encargado-de-resaturant-bt6pb",2018-12-27 01:41:26
"EMPLEADO","ice and rolls","Auxiliar","Servicios - Oficios","Hace 1 semana ","elaborar y servir helados en Gorlero, punta del este las mismas que las funciones","maldonado","/anuncio/empleado-q3dda",2018-12-27 01:41:26
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 4 semanas ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...","maldonado","/anuncio/delivery-con-moto-para-punta-del-este-edduj",2018-12-27 01:41:26
"VENDEDOR Y ENCARGADO DE LOCAL",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","-Vendedor comercial y atención al publico. -Persona Proactiva -Con conocimientos de Redes sociales e internet.  - Controlar stock - Inventario - Sistema de ...","maldonado","/anuncio/vendedor-y-encargado-de-local-brqph",2018-12-27 01:41:26
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...","maldonado","/anuncio/vendedor-para-importante-concesionaria-de-automoviles-en-punta-del-este-98vh2",2018-12-27 01:41:26
"COCINERA PARA PUNTA DEL ESTE POR TEMPORADA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Seleccionamos: Cocinera con experiencia para casa de familia para trabajar por la temporada en Punta del Este, desde el 20/12/2018 al 4/ 03/2019. Sexo Feme ...","maldonado","/anuncio/cocinera-para-punta-del-este-por-temporada-8nmv5",2018-12-27 01:41:26
"TÉCNICO DE MANTENIMIENTO PARA PLANTA LÁCTEA EN MALDONADO","  ","Técnico / Especialista","Producción","Hace 1 mes ","Velar por el buen funcionamiento electromecánico de la planta. Será responsable por el buen funcionamiento electromecánico de su turno de producción.","maldonado","/anuncio/tecnico-de-mantenimiento-para-planta-lactea-en-maldonado-jhhzv",2018-12-27 01:41:26
"EMPRENDEDOR VENDEDOR","Lpasociados","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se integran personas que esten en la busqueda de trabajo independiente. VENTAS y LIDERAZGO con facilidad de palabra para contacto en frio o por internet co ...","maldonado","/anuncio/emprendedor-vendedor-v924d",2018-12-27 01:41:26
"AUXILIAR ESTUDIO CONTABLE","Asesoria Contable","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidacion de sueldos IyC y construcción  Confeccion de nominas Secretaria Liquidacion de sueldos","maldonado","/anuncio/auxiliar-estudio-contable-7qtq8",2018-12-27 01:41:26
"RESPONSABLE DE OBRA","ejd costructora","Profesional","Construcción - Arquitectura","Hace 1 mes ","responsable de obra y de proyectos estamos en la busqueda de arquitectos con ganas de progresar y crecer a nivel profecional y economico . con muchas oport ...","maldonado","/anuncio/responsable-de-obra-93554",2018-12-27 01:41:26
"VENDEDOR","aromas","Ejecutivo Comercial","Ventas - Comercial","Hace 4 semanas ","preventa levantar pedidos visitas planificadas a los clientes seguimiento y reposición de los productos","canelones","/anuncio/vendedor-83daa",2018-12-27 01:41:26
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 4 semanas ","CHOFER para empresa en C.de la Costa. Libreta profesional categoría C o D.Requisito Excluyente experiencia mínima 3 años. Buena presencia. Carga y descarga ...","canelones","/anuncio/chofer-u2a32",2018-12-27 01:41:26
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaborar y preparar platos de la carta, así como preparaciones, salsas, mise en place y todo lo necesario . Carnes, pescados, mariscos, pastas, ensaladas,  ...","canelones","/anuncio/cocinero-2me9r",2018-12-27 01:41:26
"AUXILIAR PARA DEPOSITO CON TAREAS DE MANTENIMIENTO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Tareas relacionadas a logística de la empresa y tareas de mantenimiento Recibir y controlar mercadería de proveedores Preparar pedidos Ordenar el depósito  ...","canelones","/anuncio/auxiliar-para-deposito-con-tareas-de-mantenimiento-vhztd",2018-12-27 01:41:26
"VENDEDOR PARA DISTINTAS ZONAS DE CANELONES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesita vendedor con experiencia para distintas zonas de el departamento de Canelones   Deberá hacerse cargo de la venta y el posterior seguimiento de  ...","canelones","/anuncio/vendedor-para-distintas-zonas-de-canelones-zshug",2018-12-27 01:41:26
"LICENCIADO/A EN ENFERMERIA",NA,"Técnico / Especialista","Salud","Hace 1 mes ","Aspirantes para cobertura de cargos Licenciado/as en Enfermería Requisitos:  - Título habilitado por M.S.P  - Disponibilidad horaria. Presentar Currículu ...","canelones","/anuncio/licenciado-a-en-enfermeria-272z2",2018-12-27 01:41:26
"INSTRUCTOR DE COCHE ESCUELA CON AUTO ","Escuela de conducir en Canelones","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","instructor de manejo de autos, categoría A Coordinar agenda con alumnos, cumplir con los horarios pactados, presentar exámenes en los municipios correspond ...","canelones","/anuncio/instructor-de-coche-escuela-vp3d5",2018-12-27 01:41:26
"ADMINISTRATIVA/O PARA LAS PIEDRAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Administrativo. Administrativo.","canelones","/anuncio/administrativa-o-para-las-piedras-qv5pp",2018-12-27 01:41:26
"GUARDIA DE SEGURIDAD PARA PANDO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la Zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-de-seguridad-para-pando-msqee",2018-12-27 01:41:26
"AYUDANTE PASTERO","Empanadas Don Pedro","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Ayudante pastero, horario de la mañana de martes a Domingo zona Ciudad de la costa. Con experiencia en el rubro fabrica de pastas o panaderia Responsable,  ...","canelones","/anuncio/ayudante-pastero-mz3t3",2018-12-27 01:41:26
"ODONTOLOGO/A","Consultorio Odontológico","Profesional","Salud","Hace 1 mes ","Atención Ontológica pacientes , odontología en general. Ortodoncia. Ortopedia Necesitamos Odontologos/as para los Lunes y Martes en Pando y de Miércoles a  ...","canelones","/anuncio/odontologo-a-s2998",2018-12-27 01:41:26
"AUXILIAR ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Tareas administrativas dentro de la administración de la empresa. Auxiliar Administrativa con conocimientos contables (Excluyente) Buen manejo de Office Ex ...","canelones","/anuncio/auxiliar-administrativo-contable-348ss",2018-12-27 01:41:26
"AUXILIAR DE DEPÓSITO PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. -  Movimiento de mercadería para configuración de a ...","canelones","/anuncio/auxiliar-de-deposito-para-las-piedras-6j298",2018-12-27 01:41:26
"ENCARGADO DE SEGURIDAD BARRIOS PRIVADOS","Importante empresa","Jefe","Seguridad - Vigilancia","Hace 1 semana ","Buscamos incorporar un Encargado de Seguridad para Barrios Privados en Cuidad de la Costa Su función consta en: Gestionar y liderar al equipo,  Trato con ...","canelones","/anuncio/jefe-de-seguridad-para-barrios-privados-msb5t",2018-12-27 01:41:26
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...","canelones","/anuncio/fiambrera-supermercado-en-zona-pinamar-con-experiencia-comprobable-9b7ru",2018-12-27 01:41:26
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 3 semanas ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto","canelones","/anuncio/oficial-mecanico-aire-acondicionado-armador-desarmador-8889v",2018-12-27 01:41:26
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...","canelones","/anuncio/auxiliar-contable-calificado-ut954",2018-12-27 01:41:26
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...","canelones","/anuncio/auxiliares-administrativos-asmgj",2018-12-27 01:41:26
"INSTRUCTOR","AbySa Academia de Choferes","Peon","Servicios - Oficios","Hace 3 semanas ","Estamos incorporando a nuestro equipo instructor de manejo preferentemente con experiencia.  (Medio horario) Es indispensable contar con muy buen trato, pa ...","canelones","/anuncio/instructor-dr7gh",2018-12-27 01:41:26
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...","canelones","/anuncio/operario-de-reposicion-y-deposito-tuujh",2018-12-27 01:41:26
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...","canelones","/anuncio/asistente-en-turismo-ingles-excluyente-mrg4m",2018-12-27 01:41:26
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 4 semanas ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto","canelones","/anuncio/chapista-oficial-8gy9z",2018-12-27 01:41:26
"ADMINISTRATIVO ESTACIÓN DE SERVICIO LAGOMAR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas,para tareas administrativas en estación de servicio ubicada en LAGOMAR. Se r ...","canelones","/anuncio/administrativo-estacion-de-servicio-lagomar-e8ypg",2018-12-27 01:41:26
"ASESOR EN BIENESTAR","Monica Coli","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","PRIMER PLATAFORMA PARA EMPRENDEDORES.  Totalmente en español. Buscamos 5 personas para desarrollar SU PROPIO NEGOCIO EN INTERNET. Trabajando en REDES SOCIA ...","canelones","/anuncio/asesor-en-bienestar-ytztj",2018-12-27 01:41:26
"MANTENIMIENTO","El Descubrimiento Resort Club","Supervisor / Encargado","Producción","Hace 1 mes ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-j8238",2018-12-27 01:41:26
"AUXILIAR DE VENTAS","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Importante empresa textil ubicada en Costa Urbana Shopping busca Auxiliar de Ventas para incorporar a su staff. El horario es de 6 horas diarias con día de ...","canelones","/anuncio/auxiliar-de-ventas-j6pua",2018-12-27 01:41:26
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón + Tareas de depósito, carga, descarga, etc. ...","canelones","/anuncio/reposicion-y-tareas-de-deposito-en-supermercado-zona-pinamar-62mtd",2018-12-27 01:41:26
"GUARDIA CON LOCOMOCIÓN SOLYMAR","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-con-locomocion-solymar-hj8bg",2018-12-27 01:41:26
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Servicios - Oficios","Hace 1 mes ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-9quag",2018-12-27 01:41:26
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-apb9z",2018-12-27 01:41:26
"IDÓNEO EN FARMACIAS CON EXPERIENCIA DE VENDEDOR-CAJERO- EXCLUYENTE TENER TITULO DE IDÓNEO EN FARMACIAS Y EXPERIENCIA",NA,"Técnico / Especialista","Salud","Hace 1 mes ","Todas las inherentes al cargo. Días y horarios: Lunes a Sábados con horario a coordinar con el postulante. Disponibilidad de realizar horas extras y posibl ...","canelones","/anuncio/idoneo-en-farmacias-con-experiencia-de-vendedor-cajero-excluyente-tener-titulo-de-idoneo-en-farmacias-y-experiencia-4jp57",2018-12-27 01:41:26
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-asd4a",2018-12-27 01:41:26
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.","canelones","/anuncio/vendedora-587bz",2018-12-27 01:41:26
"JEFE DE SUPPLY CHAIN","ADVICE","Supervisor / Encargado","Producción","Hace 1 mes ","Será el responsable de la planificación del abastecimiento de mercadería a las diferentes filiales del grupo en la región. Realizará compras en tiempo y fo ...","montevideo","/anuncio/jefe-de-supply-chain-y5ud7",2018-12-27 01:41:26
"CAJERO Y RECEPCION DE PEDIDOS","delivery de pizza en punta gorda","Auxiliar","Atención al cliente","Hace 1 mes ","son 2 puestos que se buscan . nocturnos y fines de semana  MOSTRADOR : recepción de pedidos mostrador y teléfono. manejo de dinero y tarjetas. control de  ...","montevideo","/anuncio/cajero-y-recepcion-de-pedidos-a44dj",2018-12-27 01:41:26
"GUARDIA DE SEGURIDAD","SABROSO","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Buscamos guardia de seguridad para trabajar en un maxi kiosco en barrio cordón. Contar con disponibilidad inmediata. Trabajará 15 hs semanales : jueves, vi ...","montevideo","/anuncio/guardia-de-seguridad-bt5as",2018-12-27 01:41:26
"DELIVERY CON MOTO","Delivery Expedito","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Se necesita urgente DELIVERY C/MOTO para importante heladería en sucursal pocitos. Imprescindible tener conocimientos zonas pocitos punta carretas Malvin y ...","montevideo","/anuncio/delivery-con-moto-h23v3",2018-12-27 01:41:26
"CHOFER DE TAXI DE MONTEVIDEO","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER DE TAXI DE MONTEVIDEO. LIBRETA CAT E. HORARIO DIURNO DE 3 A 15 HS Y NOCTURNO DE 15 A 3 HS. CON RELEVO PUERTA A PUERTA. CHOFER DE TAXI DE MONTEVIDEO. ...","montevideo","/anuncio/chofer-de-taxi-de-montevideo-qgh68",2018-12-27 01:41:26
"CERRAJERO  ASOCIADO PARA EMERGENCIAS","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Se incorpora en relación de contrato de servicios a cerrajero independiente con sólidos conocimientos de cerrajería automotriz para atender urgencias. Debe ...","montevideo","/anuncio/tecnico-asociado-5shja",2018-12-27 01:41:26
"ARMADOR",NA,"Oficial","Producción","Hace 1 mes ","Armado y desarmado de vehículos en sección chapa. Armado y desarmado de vehículos en sección chapa.","montevideo","/anuncio/armador-j7245",2018-12-27 01:41:26
"OFICIAL, MEDIO OFICIAL Y APRENDIZ",NA,"Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Electricista Oficial, medio Oficial  y Aprendiz  para obra en Montevideo Oficial  Medio Oficial Aprendiz","montevideo","/anuncio/oficial-medio-oficial-y-aprendiz-u9u99",2018-12-27 01:41:26
"ABOGADO JUNIOR","ADVICE","Profesional","Legal","Hace 1 mes ","Tendrá como principal objetivo desempeñarse en el área corporativa. Asistirá en los deals en los que esté involucrado. Colaborará en actividades de asesora ...","montevideo","/anuncio/abogado-junior-6jq43",2018-12-27 01:41:26
"ENCUESTADORAS/ES","Importante empresa","Auxiliar","Marketing - Publicidad","Hace 1 mes ","Para relevamiento en punto de venta Tomar datos en punto de venta","montevideo","/anuncio/encuestadoras-es-dtr2h",2018-12-27 01:41:26
"AYUDANTE DE ARQUITECTO O ARQUITECTO JUNIOR","ESTUDIO COLLETLACOSTE","Asistente","Construcción - Arquitectura","Hace 1 mes ","SOBRESTANTE DE OBRA, ELABORACIÓN DE PRESUPUESTOS,PEDIDO DE PRECIOS, COMPRA DE MATERIALES, DIBUJO CAD SERÁ RESPONSABLE DE ELABORAR PRESUPUESTOS, METRAR PROY ...","montevideo","/anuncio/ayudante-de-arquitecto-o-arquitecto-junior-sr3qh",2018-12-27 01:41:26
"SYNGENTA: STATUTORY & TAX OPERATIONS ANALYST","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requirements: Public Accountant (CPA). Al least 3 years of relevant experience in multinationals or big four companies in Tax, Accounting, Finance or Audit ...","montevideo","/anuncio/syngenta-statutory-tax-operations-analyst-pghs2",2018-12-27 01:41:26
"ADMINISTRATIVO CALIFICADO","Empresa logística","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de una administrativa calificada, proactiva y con motivación a afrontar tareas varias, con experiencia comprobada en liquidaci ...","montevideo","/anuncio/administrativo-calificado-zrr3d",2018-12-27 01:41:26
"SYNGENTA: ACOUNTING TO REPORTING ANALYSTS","ADVICE","Analista","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requirements: Public Accountants (CPA) or Degree in Business Administration advanced students. At least 2 years of experience in similar positions at Accou ...","montevideo","/anuncio/syngenta-acounting-to-reporting-analysts-ejn3m",2018-12-27 01:41:26
"OPERARIO DE MANTENIMIENTO","Importante Empresa","Supervisor / Encargado","Producción","Hace 1 mes ","Mantenimiento y Reparaciones  Generales   para local en zona de Mercado Modelo y Quinta en Zona de Punta Espinillo  Requisitos fundamentales y Excluyentes  ...","montevideo","/anuncio/operario-de-mantenimiento-h8hjb",2018-12-27 01:41:26
"INSTRUCTOR DE MOTO","Importante empresa","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","1 - Tener UNIPERSONAL ABIERTA para trabajar en Academia de Choferes en Montevideo, ya que el trabajo es tercerizado (si no tiene se solicitará como condici ...","montevideo","/anuncio/instructor-de-moto-n938j",2018-12-27 01:41:26
"TECNICO","INSTALAR  S.R.L.","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","TECNICO  INSTALADOR  SATELITAL Con experiencia  En instalaciones  Para trabajos en Cable de UHF. y satelital  Si tiene conocimientos de instalaciones   ...","montevideo","/anuncio/tecnico-3zryn",2018-12-27 01:41:26
"CHEFF - COCINERO - ENCARGADO DE COCINA - ROTISERIA","IMPORTANTE ROTISERIA GOURMET/CAFETERIA/DULCERIA","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Persona responsable, proactiva, detallista, puntual, ágil y dinámica, con vocación por la cocina y dedicación hacia su trabajo. Capacidad para el diseño y  ...","montevideo","/anuncio/cocinero-encargado-de-cocina-rotiseria-6nu3r",2018-12-27 01:41:26
"MOZO DE BARRA",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","SE NECESITA MOZO DE BARRA CON GRAN EXPERIENCIA. PARA RESTAURANTE EN EL CENTRO . PRESENTARSE CON CURRICULUM EN SAN JOSE 1229 ENTRE YI Y CUAREIM TRAER CURRIC ...","montevideo","/anuncio/mozo-de-barra-vpy97",2018-12-27 01:41:26
"MUCAMA DE HOTEL",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Hotel de cadena Internacional de 3 estrellas, solicita mucama /o para el turno tarde de 13hs a 21hs. Misión •	Ordenar y limpiar las habitaciones, pasillos, ...","montevideo","/anuncio/mucama-de-hotel-43vg6",2018-12-27 01:41:26
"ENCARGADO DE LOCAL","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Empresa en crecimiento del rubro Bazar busca Encargado de Local. Tareas: *Deberá coordinar un equipo de alrededor de 15 personas *Realizar pedidos de merc ...","montevideo","/anuncio/encargado-de-local-udyv3",2018-12-27 01:41:26
"COMMUNITY MANAGER/COMERCIAL PUESTO EXCLUSIVAMENTE FEMENINO","Franquicia internacional Deportes","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","Community Manager, VENDEDORA. Profesional de marketing digital y VENTAS responsable de la gestión y desarrollo de clientes en nuestra empresa.","montevideo","/anuncio/community-manager-comercial-puesto-exclusivamente-femenino-szhqn",2018-12-27 01:41:26
