"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"COMUNICADOR","La100","Profesional","Arte - Diseño - Comunicación","Hace 1 semana ","Periodistas, comunicadores, productores en radio, . experiencia en audiovisuales,   interesado en trabajar en co producción con la radio y tenes un proyect ...","canelones","/anuncio/comunicador-5zytd",2019-03-14 03:14:25
"MECÁNICO","DOMS LTDA","Técnico / Especialista","Producción","Hace 2 semanas ","Preferentemente menor de 30 años. Técnico en mecánica automotriz. Vivir  zona de El Pinar o inmediaciones. Disponibilidad para trabajar fines de semana de  ...","canelones","/anuncio/mecanico-jzgy4",2019-03-14 03:14:25
"EDUCADOR","Jardin de infantes","Técnico / Especialista","Educación - Recreación - Deportes","Hace 2 semanas ","Se necesita cubrir puesto de educador o educadora para jardín de infantes en la cuidad de la costa Requisitos excluyentes: tener formación reconocidos por  ...","canelones","/anuncio/educador-2enmg",2019-03-14 03:14:25
"INSTRUCTORES: ZUMBA, PILATES, CYCLING, YOGA","Armour Fitness","Técnico / Especialista","Educación - Recreación - Deportes","Hace 2 semanas ","Diagramar clases, días y horarios de las mismas. Sera imprescindible vivir cerca o tener locomoción propia. Dictar las clases de forma profesional. Buscamo ...","canelones","/anuncio/instructores-zumba-pilates-cycling-yoga-6ey8q",2019-03-14 03:14:25
"ENCARGADA/O DE CAJAS","Importante empresa","Auxiliar","Atención al cliente","Hace 2 semanas ","Buscamos Encargada de Cajas con Experiencia para conocido Supermercado. Requisitos: Disponibilidad para horarios de Shopping  Residir preferentemente en zo ...","canelones","/anuncio/encargada-o-de-cajas-n9uy4",2019-03-14 03:14:25
"AUXILIAR DE DEPÓSITO PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 2 semanas ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. - Control e ingreso de mercadería.  - Organización  ...","canelones","/anuncio/auxiliar-de-deposito-para-las-piedras-9v4ya",2019-03-14 03:14:25
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 2 semanas ","Empresa en Las Piedras selecciona personal para portería y vigilancia de su predio industrial en turnos rotativos Dirigimos nuestra búsqueda a hombres proa ...","canelones","/anuncio/vigilante-7zujd",2019-03-14 03:14:25
"ATENCIÓN A CLIENTE Y VENTA DE SEGUROS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Solicitamos un funcionario de sexo masculino, de buena presencia, con bachillerato completo, conocimientos de computación, licencia de conducir, carné de s ...","canelones","/anuncio/atencion-a-cliente-y-venta-de-seguros-3nj5r",2019-03-14 03:14:25
"LIDER DE EQUIPO","Miguel Angel asiciados","Supervisor / Encargado","Tecnologías de la información","Hace 3 semanas ","Ser líder de equipo formando su red de consumidores Ser líder de su equipo de trabajo para crear generaciones libre de jefes","canelones","/anuncio/lider-de-equipo-77nss",2019-03-14 03:14:25
"VIGILANTE","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","Controlar el ingreso de personas a la empresa y avisar al sector correspondiente Control de ingresos y retiros de toda persona a la empresa","canelones","/anuncio/vigilante-qa6rs",2019-03-14 03:14:25
"COCINERO/AYUDANTE DE COCINA/ PEON GENERAL DE COCINA /LIMPIADOR","Importante empresa Ciudad de la Costa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Asistir el proceso de elaboración de alimentos y la limpieza de equipos, utensilios e instalaciones. Se requiere experiencia previa, referencias comprobabl ...","canelones","/anuncio/ayudante-de-cocina-peon-general-de-cocina-limpiador-3vyg6",2019-03-14 03:14:25
"PROFESORA O PROFESOR DE INGLES","INSTITUTO EN CIUDAD DE LA COSTA","Profesional","Educación - Recreación - Deportes","Hace 4 semanas ","a conversar en una entrevista a conversar en una entrevista","canelones","/anuncio/profesora-o-profesor-de-ingles-83hnz",2019-03-14 03:14:25
"VENDEDOR CON VEHICULO ZONA LAS PIEDRAS","VENTA DE ALIMENTOS PARA MASCOTAS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","SE NECESITA VENDEDOR QUE VIVA ZONA LAS PIEDRAS / LA PAZ...CON LIBRETA DE CONDUCIR , SE VALORA CARTERA DE CLIENTES EN ALMACENES , AUTOSERVICIOS Y GRANDES SU ...","canelones","/anuncio/vendedor-con-vehiculo-zona-las-piedras-bbpqh",2019-03-14 03:14:25
"VENDEDOR PARA COMERCIOS (VISITADOR)","Importante empresa rubro alimento mascotas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","se buscan vendedores , para visitar comercios y desarrollar venta por mayor de productos para mascotas principal funcion desarrollo de venta por mayor , vi ...","canelones","/anuncio/vendedor-para-comercios-visitador-uurns",2019-03-14 03:14:25
"BRUSHINISTA MANICURA ","Cecilia","Auxiliar","Producción","Hace 1 mes ","Se solicita personal como brushinista manicura y pedicura (excluyente) para los días jueves viérnes y sábados pago horas extras, ubicación lomas de solymar ...","canelones","/anuncio/brushinista-manicura-g6gb2",2019-03-14 03:14:25
"CARPINTERO","Grupo El Solar","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Carpintero con habilidades para buenas terminaciones, trabajos en placas, con buena predisposición, puntualidad, compañerismo y dispuesto para las funcione ...","canelones","/anuncio/carpintero-rvn9j",2019-03-14 03:14:25
"DIBUJANTE TECNICO","Importante empresa","Técnico / Especialista","Arte - Diseño - Comunicación","Hace 1 mes ","Dibujante Técnico para Mobiliarios, con conocimiento de SketchUp, AutoCad, etc. Se busca una persona responsable comprometida con la empresa.","canelones","/anuncio/dibujante-tecnico-645td",2019-03-14 03:14:25
"PISTERO LAVADOR","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, pro-activas y con marcado perfil orientado al cliente, para estación de servicio ubicada en CIUDAD D ...","canelones","/anuncio/pistero-lavador-z3zya",2019-03-14 03:14:25
"CAJERO/A MINIMERCADO CIUDAD DE LA COSTA.","Estacion Lagomar","Auxiliar","Ventas - Comercial","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables, proactivas y con marcado perfil orientado al cliente. Para cubrir puesto en la caja del ...","canelones","/anuncio/cajero-a-minimercado-ciudad-de-la-costa-mehmv",2019-03-14 03:14:25
"ASISTENTE DE MARKETING","Costa Urbana Shopping","Asistente","Marketing - Publicidad","Hace 13 horas ","Busca incorporar un Asistente de Marketing enfocado el análisis de: • Variables de Ventas. • Resultados de promociones. • Variables de Ventas y sistema de ...","canelones","/anuncio/asistente-de-marketing-54qu7",2019-03-14 03:14:25
"REPONEDOR EXTERNO ZONAS DE MONTEVIDEO Y LAS PIEDRAS","Importante empresa","Auxiliar","Ventas - Comercial","Hace 1 día ","Seleccionamos personas con libreta de moto y moto propia. Se desplazarán por la ruta que se les asigne con este vehículo. En los comercios se realizará rep ...","canelones","/anuncio/reponedor-externo-zonas-de-montevideo-y-las-piedras-r7shz",2019-03-14 03:14:25
"SECRETARIA - ADMINISTRATIVA- ZONA SOLYMAR ","ebamil sa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Atencion Publico Control Documentacion Control Personal  Pago Proveedores La funcion Principal sera el seguimiento de la documentacion de los clientes de l ...","canelones","/anuncio/secretaria-administrativa-d5d6y",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO CONTABLE","Estudio Contable en Pando","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Contabilización de comprobantes - Memory Manejo de conexión remota BPS Liquidación de sueldos - GNS Trámites BPS, DGI Atención a clientes Es requisito excl ...","canelones","/anuncio/auxiliar-administrativo-contable-y53rd",2019-03-14 03:14:25
"CUIDADORA CASA SALUD ZONA SOLYMAR","ebamil sa","Auxiliar","Salud","Hace 1 semana ","Cuidadora Residencial Tercera Edad Todo Correspondiente al Cuidado del Adulto Mayor Limpieza Atencion adulto Mayor","canelones","/anuncio/cuidadora-casa-salud-zona-solymar-7n8sd",2019-03-14 03:14:25
"MANTENIMIENTO",NA,"Supervisor / Encargado","Producción","Hace 1 semana ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-t8uev",2019-03-14 03:14:25
"DOCENTE DE INGLÉS","Importante empresa","Profesional","Educación - Recreación - Deportes","Hace 2 semanas ","Orientamos la búsqueda a docentes pro-activos, dinámicos, motivados a encarar los desafíos de la era digital con alegría y positivismo! Dictado de clases,  ...","canelones","/anuncio/docente-de-ingles-qsse8",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO","Empresa de consumo masivo","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Tareas administrativas varias en ciudad de Canelones. Residencia en Canelones ciudad o zonas aledañas. Sexo: Masculino Edad: 18-35 años  Buena disposición ...","canelones","/anuncio/auxiliar-administrativo-8ea5t",2019-03-14 03:14:25
"OFICIAL FRESADOR","Imoler SA ","Oficial","Producción","Hace 3 semanas ","TRABAJOS EN TALLADORA DE ENGRANAJES CONOCIMIENTO TEÓRICO Y PRACTICO DE CÁLCULOS PARA TALLADO DE FRESA DE ENGRANAJES CÓNICOS, RECTOS Y CILÍNDRICOS, CON DIEN ...","canelones","/anuncio/oficial-fresador-yv9ay",2019-03-14 03:14:25
"AUXILIAR DE MANTENIMIENTO (PEON) Y OFICIAL DE MANTENIMIENTO","Grange Construcciones y Mantenimiento","Oficial","Construcción - Arquitectura","Hace 1 mes ","Responsabilides y funciones Inherentes al cargo de OFICIAL Y PEON. Pintura, sanitaria, electricidad, yeso, impermeabilizaciones, etc. Los CV completos se r ...","canelones","/anuncio/auxiliar-de-mantenimiento-peon-y-oficial-de-mantenimiento-7yqrz",2019-03-14 03:14:25
"CADETE CON MOTO PARA LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Debe tener moto en condiciones, puntualidad, buena presencia y compromiso. Se necesita cadete con moto para delivery en Las piedras, con experiencia y  que ...","canelones","/anuncio/cadete-con-moto-para-las-piedras-yp3b7",2019-03-14 03:14:25
"VIGILANTE O GUARDIA EN ZONA PINAMAR CON EXPERIENCIA COMPROBABLE","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","VIGILANCIA DEL SALÓN CONTROL DE FUNCIONARIOS VIGILANTE  o Guardia  para supermercado viva próximo a la zona de Pinamar","canelones","/anuncio/vigilante-o-guardia-en-zona-pinamar-con-experiencia-comprobable-rrugm",2019-03-14 03:14:25
"CADETE CON MOTO PARA DELIVERY EN LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Se necesita Delivery con moto para local de comidas en las piedras, trabajo estable y en caja. Debe tener moto en condiciones, buena presencia, responsabil ...","canelones","/anuncio/cadete-con-moto-para-delivery-en-las-piedras-6yesy",2019-03-14 03:14:25
"CAJERA, REPONEDORES Y VIGILANTES PARA PANDO","Importante empresa","Auxiliar","Atención al cliente","Hace 12 horas ","Seleccionamos personal para nueva apertura de Supermercado en Pando. Buscamos cajeras, reponedores y personal de vigilancia con experiencia. Se trata de un ...","canelones","/anuncio/cajera-reponedores-y-vigilantes-h4vtj",2019-03-14 03:14:25
"ADMINISTRATIVO OPERATIVO","ocs","Auxiliar","Administración - Secretariado","Hace 1 día ","Debe manejar ecxel dos , buen trato, soportar la presion. depende el area opertativa de la empresa de este puesto","canelones","/anuncio/administrativo-operativo-b9man",2019-03-14 03:14:25
"PROMO VENDEDOR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 días ","Ventas de puerta en puerta. Con experiencia en ventas (excluyente). Imprescindible vivir en Ciudad de la costa. Puntualidad Compromiso y cumplimiento","canelones","/anuncio/promo-vendedor-8eyq5",2019-03-14 03:14:25
"OFICIAL HERRERO","Importante empresa busca Oficial Herrero","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","Debe cumplir con las tareas de corte,armado, soldadura y pulido de todo tipo de estructuras inherente al oficio. Deberá adaptarse y cumplir los reglamentos ...","canelones","/anuncio/oficial-herrero-sbbg7",2019-03-14 03:14:25
"AUXILIAR ADMINISTRATIVO C. DE LA COSTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas, para tareas administrativas en Estación de Servicio ubicada en CIUDAD de la ...","canelones","/anuncio/auxiliar-administrativo-c-de-la-costa-3z477",2019-03-14 03:14:25
"FOGUISTA","NAUSSA","Oficial","Producción","Hace 1 semana ","Industria en Las Piedras selecciona personal para cubrir el puesto de FOGUISTA Dirigimos nuestra búsqueda a hombres dinámicos, proactivos entre 25 y 50 año ...","canelones","/anuncio/foguista-m8phg",2019-03-14 03:14:25
"CONDUCTOR INTERNO/EXTERNO","NAUSSA","Medio Oficial","Producción","Hace 1 semana ","Industria en Las Piedras selecciona personal para la conducción de vehículos (camión y autoelevador) Dirigimos nuestra búsqueda a hombres proactivos que t ...","canelones","/anuncio/conductor-interno-externo-963nv",2019-03-14 03:14:25
"DISEÑADOR GRAFICO JUNIOR","impulso web","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","-trabajar con diferentes programas de diseño para realizar banner y post para subir en redes sociales - realizar afiches, logos, ilustraciones para diferen ...","montevideo","/anuncio/disenador-grafico-junior-tbps4",2019-03-14 03:14:25
"AGENTE COMRCIAL","impulso web","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Seguir un manual fijado por la empresa para conseguir clientes.  - llamar a diferentes empresas para ofrecer el servicio de marketing digital (sitios web,  ...","montevideo","/anuncio/agente-comrcial-q54vh",2019-03-14 03:14:25
"GUNITE POOLS: POOL SERVICE / MECHANICS MANAGER","ADVICE","Gerente","Directivos - Ejecutivos","Hace 1 mes ","He/She will be responsible for supervising and organizing the service and maintenance´s team daily work and its operational logistics. Also, will oversee a ...","montevideo","/anuncio/gunite-pools-pool-service-mechanics-manager-mm3b7",2019-03-14 03:14:25
"ABOGADO/A PARA CUBRIR LICENCIA POR UN PERIODO DE 6 MESES.","Importante empresa","Profesional","Legal","Hace 1 mes ","Abogado/a para cubrir licencia por un periodo de 6 meses con la posibilidad de formar parte del equipo de forma permanente. Dentro de las responsabilidades ...","montevideo","/anuncio/abogado-a-para-cubrir-licencia-por-un-periodo-de-6-meses-pd2my",2019-03-14 03:14:25
"CHAPISTA","nocetitalleres","Técnico / Especialista","Producción","Hace 1 mes ","CHAPISTA TALLER CHAPA Y PINTURA CHAPISTA","montevideo","/anuncio/chapista-h9pqz",2019-03-14 03:14:25
"INSTRUCTOR DE MANEJO (CHOFER)","Importante empresa","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","(LA ACADEMIA SOLICITA PERSONA CON UNIPERSONAL ABIERTA Y VEHÍCULO PROPIO CON ANTIGUEDAD MÍNIMA DE 3 AÑOS PARA INCORPORARSE) NO POSTULARSE SINO CUMPLE CON L ...","montevideo","/anuncio/instructor-de-manejo-chofer-q7vhv",2019-03-14 03:14:25
"SYNGENTA: SERVICES DESK AGENT","ADVICE","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Bachelor degree or technical studies in administration. At least 2 years of experience in  multinationals or local companies in payment processes, customer ...","montevideo","/anuncio/syngenta-services-desk-agent-54nvm",2019-03-14 03:14:25
"SYNGENTA: ACCOUNTS PAYABLE PROCESSOR","ADVICE","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Public Accountants (CPA) or Business Administration advanced students, undergraduate or Graduated. At least 2 years of experience in  multinationals or loc ...","montevideo","/anuncio/syngenta-accounts-payable-processor-q5rmz",2019-03-14 03:14:25
"JEFE DE OBRA ELÉCTRICA","Berkes","Jefe","Construcción - Arquitectura","Hace 1 mes ","Berkes es una empresa líder en el sector de la Construcción, Industria y Energía. Un pilar fundamental de la Organización, son los colaboradores que permit ...","montevideo","/anuncio/jefe-de-obra-electrica-zbj4u",2019-03-14 03:14:25
"GERENTE DE RECURSOS HUMANOS","KPMG","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Es responsable por liderar el área de Capital Humano, asegurando una  estructura organizativa eficiente, posicionándose como socio estratégico del negocio. ...","montevideo","/anuncio/gerente-de-recursos-humanos-59ndv",2019-03-14 03:14:25
