"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"OPERARIO DE SEGURIDAD Y MANTENIMIENTO.","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","- Custodiar el perímetro externo del Centro de distribución. - Asegurar que todas las puertas y portones de acceso perimetral estén siempre cerrados y con  ...","canelones","/anuncio/operario-de-seguridad-y-mantenimiento-jabtm",2019-06-17 17:38:12
"OFICIAL CARPINTERO","Carpinteria Ciudad de la costa / Madera DURA","Oficial","Producción","Hace 1 mes ","Colaborar activamente en sacar la producción de la empresa. Se deja claro que es madera DURA , pesada, de excelentes terminaciones y calidad los productos. ...","canelones","/anuncio/oficial-carpintero-bnndb",2019-06-17 17:38:12
"SUSHIMAN HOMBRE/MUJER","Origami","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Cocina, sushi, woks, ensaladas. Control de stock, cocina. Cocina Preparación y servicio","canelones","/anuncio/sushiman-hombre-mujer-dy3re",2019-06-17 17:38:12
"MOZ@ Y ASISTENTE DE COCINA","Empresa en crecimiento","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Atender clientes Servir mesas Limpieza del local Ayuda en la elaboración de productos en la cocina Asistir en controles de stock Deberá tener actitud proac ...","canelones","/anuncio/moz-y-asistente-de-cocina-dzp49",2019-06-17 17:38:12
"ENCARGADO/A DE CAJAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Seleccionamos para local comercial en Costa Urbana: Encargada/o de Cajas Deberá residir en zonas próximas  o estar dispuesto/a al traslado hasta el lugar.  ...","canelones","/anuncio/encargado-a-de-cajas-46jyz",2019-06-17 17:38:12
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-tdv3u",2019-06-17 17:38:12
"VIGILANTE DE SALÓN EN ZONA PINAMAR CON EXPERIENCIA COMPROBABLE","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","VIGILANCIA DEL SALÓN CONTROL DE FUNCIONARIOS VIGILANTE DE SALÓN para supermercado viva próximo a la zona de Pinamar","canelones","/anuncio/vigilante-o-guardia-en-zona-pinamar-con-experiencia-comprobable-vuqdr",2019-06-17 17:38:12
"VENDEDORA","Salud bienestar y calidad de vida ","Auxiliar","Atención al cliente","Hace 1 mes ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-y5tq7",2019-06-17 17:38:12
"CASERO PARA CHACRA CERCA DE MONTEVIDEO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Se busca matrimonio para ir a vivir a una chacra cerca de Montevideo donde contamos con gallinas, chanchos, caballos, vacas y ovejas. Además contamos con u ...","canelones","/anuncio/casero-para-chacra-cerca-de-montevideo-qqbdj",2019-06-17 17:38:12
"AUXILIAR MECÁNICO AUTOMOTRIZ - LAGOMAR","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, proactivas y con marcado perfil orientado al cliente, para estación de servicio ubicada en Lagomar.  ...","canelones","/anuncio/mecanico-lagomar-juatg",2019-06-17 17:38:12
"PANDO APRENDIZ DE VENTAS - CAJA","Importante empresa de Retail","Auxiliar","Ventas - Comercial","Hace 1 mes ","Buscamos personas con gusto por la atención al cliente y ventas, para formar parte del equipo de nuestra nueva tienda en PANDO. Si tenés más de 18 años, s ...","canelones","/anuncio/pando-aprendiz-de-ventas-aprendiz-de-cajas-yemum",2019-06-17 17:38:12
"COCINERO","Empanadas Don Pedro","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Cocina tradicional. Empanadas pastas minutas etc. responsable en su trabajo, puntualidad, viva en la zona de Ciudad de la costa. trabajo fijo en el horario ...","canelones","/anuncio/cocinero-2774u",2019-06-17 17:38:12
"EXPERTO EN REDES SOCIALES","Importante empresa","Supervisor / Encargado","Tecnologías de la información","Hace 1 mes ","Manejo de redes sociales, atención al público, ventas, tareas administrativas Manejo perfecto de redes sociales","canelones","/anuncio/experto-en-redes-sociales-pdy6h",2019-06-17 17:38:12
"MAESTRO PANADERO","EMPRESA ZONA PINAMAR","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ELABORACIÓN (PANES, BIZCOCHOS, PIZZAS, OJITOS, POLVORONES,) HIGIENE DEL LUGAR Y MAQUINARIA.","canelones","/anuncio/maestro-panadero-aydqq",2019-06-17 17:38:12
"ADMINISTRATIVO CONTABLE","Consultora","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 días ","CONTABLES, REGISTRACIONES CONCILIACIONES DE ACUERDO AL CARGO","canelones","/anuncio/administrativo-contable-sa2sn",2019-06-17 17:38:12
"REPONEDORES PARA LOCAL UBICADO EN SHOPPING COSTA URBANA","AGLH Consultores","Auxiliar","Ventas - Comercial","Hace 6 días ","La persona deberá realizar tareas tales como reposición de mercadería, control de stock, orden y mantenimiento del lugar de trabajo Orientamos la búsqueda  ...","canelones","/anuncio/reponedores-para-local-ubicado-en-shopping-costa-urbana-t47ma",2019-06-17 17:38:12
"COMUNICADOR - PERIODISTA","Importante empresa","Profesional","Arte - Diseño - Comunicación","Hace 1 semana ","item 1.- comunicador para radio y tv. con experiencia en ventas item 2.- vendedor  con experiencia en intangibles  item 3.- marketing comunicación radio y/ ...","canelones","/anuncio/comunicador-periodista-9he92",2019-06-17 17:38:12
"SOLDADOR EN ALTURA","EMPRESA METALURGICA","Técnico / Especialista","Producción","Hace 1 semana ","Soldador para trabajo zafral de 3 meses de montaje de galpón. Preferentemente en zona de Las Piedras o Progreso. Deberá trabajar  en equipo de armado de un ...","canelones","/anuncio/soldador-en-altura-mvj4z",2019-06-17 17:38:12
"CHOFER DE CAMIÓN","Empresa de transporte","Peon","Servicios - Oficios","Hace 2 semanas ","Chofer repartidor para distribución en Montevideo Chofer categoría B con experiencia en repartos en Montevideo. Excluyente domicilio en la Costa de Oro.","canelones","/anuncio/chofer-de-camion-yvnub",2019-06-17 17:38:12
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","- Para Joyería  Entre 25 y 45 años En Costa Urbana Shopping, Ciudad de la Costa Buena presencia Al postularse adjuntar foto ","canelones","/anuncio/vendedora-s5psb",2019-06-17 17:38:12
"ELECTRICISTA AUTOMOTRIZ","Empresa de mecánica pesada","Técnico / Especialista","Producción","Hace 2 semanas ","Electricidad de vehículos pesados. Mantenimiento de vehiculos","canelones","/anuncio/electricista-automotriz-qsm3d",2019-06-17 17:38:12
"TECNICO INSTALADOR JUNIOR","Importante Empresa","Oficial","Servicios - Oficios","Hace 2 semanas ","Instalación de equipos con sólida base en electricidad e informática. Buena presencia Horario full time Libreta de chofer vigente Instalación y mantenimien ...","canelones","/anuncio/tecnico-instalador-junior-j8daj",2019-06-17 17:38:12
"REPONEDOR EXTERNO (MONTEVIDEO-PANDO)","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","El cargo es part time en horas de la tarde. La ruta implica trabajar algunos días en Montevideo y otros en Pando. La tarea es arreglar las exhibiciones de  ...","canelones","/anuncio/reponedor-externo-montevideo-pando-p9z46",2019-06-17 17:38:12
"PEÓN","TEREFEL SA","Peon","Producción","Hace 3 semanas ","PEONES Y OFICIALES PARA LÍNEA DE PRODUCCIÓN EN FRIGORÍFICO. ASIDUIDAD, RESPONSABILIDAD EN LAS TAREAS QUE EL REFERENTE O ENCARGADO ASIGNE.","canelones","/anuncio/peon-daqgr",2019-06-17 17:38:12
"CAJA","Ferreteria y Barraca VQ","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Atención de caja  Tareas administrativas  Manejo de excel Manejo de programa zlibra Debe atender caja y manejar planilla excel así como realizar tareas de  ...","canelones","/anuncio/caja-rutds",2019-06-17 17:38:12
"CHOFER REPARTIDOR","Tres Puntos","Auxiliar","Logística - Distribución","Hace 3 días ","Armado de pedidos Visitar y crear clientes Compras y control de stock Cobranzas Preferentemente de la zona  Desarrollar y mantener cartera de clientes con  ...","canelones","/anuncio/chofer-repartidor-bpt6e",2019-06-17 17:38:12
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Se necesitan vendedoras de 18 a 33 años con o sin experiencia en ventas. Horario Part-Time o Full-Time. Buena Presencia Responsabilidad Buena actitud  Diná ...","canelones","/anuncio/vendedora-6s2am",2019-06-17 17:38:12
"OFICIAL HERRERO","Importante empresa","Oficial","Producción","Hace 1 semana ","Armado rejas, escaleras, plataformas. etc. En su cargo, cumplimiento de horarios .","canelones","/anuncio/oficial-herrero-nst25",2019-06-17 17:38:12
"OFICIAL ELECTRO CONTROL","PwC Uruguay","Oficial","Producción","Hace 1 semana ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación. Requisit ...","canelones","/anuncio/oficial-electro-control-apmhr",2019-06-17 17:38:12
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 2 semanas ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-4zth3",2019-06-17 17:38:12
"PISTERO / LAVADOR","Importante empresa","Auxiliar","Atención al cliente","Hace 2 semanas ","Nos orientamos a la búsqueda de personas responsables, pro-activas y con marcado perfil orientado al cliente, para estación de servicio ubicada en CIUDAD D ...","canelones","/anuncio/pistero-lavador-z3tzb",2019-06-17 17:38:12
"FIAMBRERA  PARA SUPER EN ZONA PINAMAR",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","FIAMBRERA HORARIOS, CONTROL DE STOCK, VENCIMIENTOS, ETC.","canelones","/anuncio/encargada-de-fiambreria-3hd3s",2019-06-17 17:38:12
"VETERINARIO O ESTUDIANTE AVANZADO","SIBLENCO S.A","Profesional","Agroindustria","Hace 2 semanas ","Veterinario o estudiante para clinica de pequeños en ciudad de la costa con dos sucursales .Part time 8hs dos dias semanales. Veterinario o estudiante para ...","canelones","/anuncio/veterinario-o-estudiante-avanzado-p3qbr",2019-06-17 17:38:12
"AUXILIAR DE OPERACIONES LOGÍSITCAS","Importante empresa","Asistente","Comercio Exterior","Hace 3 semanas ","Seguimiento de cargas -Ingreso de datos al sistema informático. Atención de proveedores.							 Confección de documentación operativa.							 Tramitación d ...","canelones","/anuncio/auxiliar-de-operaciones-logisitcas-qm65d",2019-06-17 17:38:12
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-eeszu",2019-06-17 17:38:12
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-d5hgn",2019-06-17 17:38:12
"SUPERVISOR DE DISTRIBUCIÓN","PwC Uruguay","Supervisor / Encargado","Producción","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-distribucion-e6be8",2019-06-17 17:38:12
"ATENCIÓN AL CLIENTE","Importante empresa de Retail","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Buscamos personas con gusto por la atención al cliente y ventas, para trabajar en tiendas ubicadas en la zona de Portones Shopping, Costa Urbana Shopping y ...","canelones","/anuncio/atencion-al-cliente-vgdje",2019-06-17 17:38:12
"SUPERVISOR DE COMPRAS","PwC Uruguay","Supervisor / Encargado","Producción","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-compras-jdvea",2019-06-17 17:38:12
"SUPERVISOR DE TURNO","PwC Uruguay","Supervisor / Encargado","Producción","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-turno-qapye",2019-06-17 17:38:12
"INGENIERO DE PROYECTOS Y PROCESOS","PwC Uruguay","Profesional","Producción","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/ingeniero-de-proyectos-y-procesos-vebyj",2019-06-17 17:38:12
"GENERALISTA DE RR.HH","PwC Uruguay","Técnico / Especialista","Consultoría","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/generalista-de-rr-hh-9uhjn",2019-06-17 17:38:12
"ANALISTA DE NÓMINA","PwC Uruguay","Analista","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación. Requisit ...","canelones","/anuncio/analista-de-nomina-zrs5b",2019-06-17 17:38:12
"AUXILIAR ADMINISTRATIVO","veterinaria san jacinto","Auxiliar","Administración - Secretariado","Hace 4 semanas ","FULL TIME, LUNES A VIERNES Y SABADOS DE MAÑANA   Control de pago a proveedores, control de cobranza a clientes, ingreso de facturas de compras, control de  ...","canelones","/anuncio/auxiliar-administrativo-4sre5",2019-06-17 17:38:12
