"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"DIRECTOR GENERAL","Centro Educativo Privado en el Departamento de Colonia","Gerente","Directivos - Ejecutivos","Hace 1 mes ","Para liderar el proyecto educativo de la institución, buscamos:  •	 Personas con título docente y acentuada vocación por la enseñanza •	 Formación y experi ...","colonia","/anuncio/director-general-nh774",2019-01-24 01:16:53
"ENCARGADA PARA SHOPPING EN COLONIA","CHIC PARISIEN ","Supervisor / Encargado","Ventas - Comercial","Hace 4 semanas ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en Shopping en el Departamento de Colonia.  La posición tiene como principal respons ...","colonia","/anuncio/encargada-para-shopping-en-colonia-m4b3e",2019-01-24 01:16:53
"EMPRESA = OPORTUNIDAD","OPORTUNIDAD ONLINE","Ejecutivo Comercial","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ATENCION!! Empresa De Turismo, 18 Años de Trayectoria Da  Oportunidad Única, Tiempo Limitado. Emprende Tu Propio Negocio! Acceso Super Accesible!! Pasajes  ...","colonia","/anuncio/empresa-oportunidad-q8j2p",2019-01-24 01:16:53
"ASESORES, AGENTES INMOBILIARIOS Y PROFESIONALES CON EXPERIENCIA EN VENTAS PARA MALDONADO","COLDWELL BANKER OVERSEAS REAL ESTATE","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","asesor en bienes raíces  COLDWELL BANKER OVERSEAS REAL ESTATE, adherido al sistema Coldwell Banker, empresa líder en servicios inmobiliarios a nivel mundia ...","maldonado","/anuncio/asesores-agentes-inmobiliarios-y-profesionales-con-experiencia-en-ventas-hsp8y",2019-01-24 01:16:53
"ASISTENTE DE DIRECCIÓN DE ENFERMERÍA PARA SANATORIO","SANATORIO MAUTONE","Técnico / Especialista","Salud","Hace 1 semana ","REQUISITOS EXCLUYENTES •	Licenciada/o en Enfermería con titulo habilitado por el MSP •	Especialista en Gestión de Servicios de Salud •	Formación en Sistema ...","maldonado","/anuncio/asistente-de-direccion-de-enfermeria-para-sanatorio-hejst",2019-01-24 01:16:53
"EMPLEADO","ice and rolls","Auxiliar","Servicios - Oficios","Hace 1 mes ","elaborar y servir helados en Gorlero, punta del este las mismas que las funciones","maldonado","/anuncio/empleado-q3dda",2019-01-24 01:16:53
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...","maldonado","/anuncio/delivery-con-moto-para-punta-del-este-edduj",2019-01-24 01:16:53
"COORDINADOR DE VENTA: MALDONADO, COLONIA, SAN JOSE, SORIANO, PAYSANDU","saint denise","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Empresa de Venta Directa en expansión, líder en productos de Cama, Mesa y Baño, busca Para los departamentos de SAN JOSE, COLONIA, SORIANO, MALDONADO, PAYS ...","maldonado","/anuncio/coordinador-de-venta-maldonado-colonia-san-jose-soriano-paysandu-n9ed5",2019-01-24 01:16:53
"VENDEDOR Y ENCARGADO DE LOCAL",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","-Vendedor comercial y atención al publico. -Persona Proactiva -Con conocimientos de Redes sociales e internet.  - Controlar stock - Inventario - Sistema de ...","maldonado","/anuncio/vendedor-y-encargado-de-local-brqph",2019-01-24 01:16:53
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...","maldonado","/anuncio/vendedor-para-importante-concesionaria-de-automoviles-en-punta-del-este-98vh2",2019-01-24 01:16:53
"COCINERA PARA PUNTA DEL ESTE POR TEMPORADA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Seleccionamos: Cocinera con experiencia para casa de familia para trabajar por la temporada en Punta del Este, desde el 20/12/2018 al 4/ 03/2019. Sexo Feme ...","maldonado","/anuncio/cocinera-para-punta-del-este-por-temporada-8nmv5",2019-01-24 01:16:53
"PEON PARA DEPOSITO CARGA Y DESCARGA","EMPRESA SOBRE RUTA 101","Peon","Servicios - Oficios","Hace 12 horas ","PEON PARA DEPOSITO CARGA Y DESCARGA.  LUNES A VIERNES. TRABAJO TEMPORAL. ENVIAR CV CON ANTECEDENTES Y  REFERENCIAS: 099 718 280. Sólo whatsapp.","canelones","/anuncio/peon-para-deposito-carga-y-descarga-rt8yz",2019-01-24 01:16:53
"ANALISTA, TÉCNICO O PROFESIONAL EN EL ÁREA MARKETING.","Instituto Europa - Centro de Formación Profesional y Capacitación.","Analista","Marketing - Publicidad","Hace 1 semana ","Somos un instituto con sede en Salinas, Canelones. Buscamos un profesional en el área Marketing para formar parte de un equipo multidisciplinario para brin ...","canelones","/anuncio/aasasasa-njbz8",2019-01-24 01:16:53
"LLAMADO DOCENTE EN VARIAS ÁREAS","Instituto Europa - Centro de Formación Profesional y Capacitación.","Profesional","Educación - Recreación - Deportes","Hace 1 semana ","Llamado a interesados para desempeñar la función DOCENTE en las siguientes áreas: - Administración / Contabilidad / Liquidación de Sueldos - Marketing / Ve ...","canelones","/anuncio/llamado-docente-en-varias-areas-5qab2",2019-01-24 01:16:53
"ENCARGADO","Empanadas Don Pedro","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Supervición en general, menejo de personal, compras, conocimientos basicos de excel y world Seriedad puntualidad. compromiso con el trabajo, viva en zon a  ...","canelones","/anuncio/encargado-a3v89",2019-01-24 01:16:53
"VENDEDOR DE MOSTRADOR - ZONA SOLYMAR","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Seleccionamos Vendedor de Mostrador para importante empresa de insumos eléctricos ubicada en la zona de Solymar, Canelones.  Orientamos la búsqueda a pers ...","canelones","/anuncio/vendedor-de-mostrador-zona-solymar-434jn",2019-01-24 01:16:53
"ASISTENTE CONTABLE","Montich Uruguay S.A.","Asistente","Finanzas - Contabilidad - Auditoria","Hace 2 semanas ","Registros contables Trabajo con excel Mandar Mail Control horas para realizar recibos Responsable registro contable Responsable de horas control Responsabl ...","canelones","/anuncio/asistente-contable-29ydr",2019-01-24 01:16:53
"MEDIO OFICIAL MECÁNICO",NA,"Medio Oficial","Producción","Hace 2 semanas ","Mecánica general de automóviles Realizar trabajos de mecánica indicados","canelones","/anuncio/medio-oficial-mecanico-ve3dd",2019-01-24 01:16:53
"CHOFER CATEGORÍA C ZAFRAL","Empresa de Transporte","Peon","Servicios - Oficios","Hace 2 semanas ","Chofer categoría C o superior para reparto en el interior del país. Trabajo zafral. Excluyente viva en Ciudad de la Costa o Costa de Oro. Chofer categoría  ...","canelones","/anuncio/chofer-categoria-c-zafral-v7pqr",2019-01-24 01:16:53
"CONFITERO.SANWICHERO","Panaderia Punto Cero","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Elaborar masas secas.Productos de hojaldre.Bizcochuelos tortas para cumpleaños.Ojitos polvorones sanwiches. Producir y hornear correctamente sus productos. ...","canelones","/anuncio/confitero-sanwichero-g43a4",2019-01-24 01:16:53
"ENCARGADA/O PARA SHOPPING","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en el Shopping de Costa Urbana.   La posición tiene como principal responsabilidad el ...","canelones","/anuncio/encargada-o-para-shopping-b824j",2019-01-24 01:16:53
"CAJERO/A ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Tareas inherentes a cajero y tareas administrativas tales como ingresar facturas al sistema Memory. Con conocimientos contables, preferentemente Memory y q ...","canelones","/anuncio/cajero-a-administrativo-643sg",2019-01-24 01:16:53
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-asd4a",2019-01-24 01:16:53
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.","canelones","/anuncio/vendedora-587bz",2019-01-24 01:16:53
"VENDEDOR","aromas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","preventa levantar pedidos visitas planificadas a los clientes seguimiento y reposición de los productos","canelones","/anuncio/vendedor-83daa",2019-01-24 01:16:53
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER para empresa en C.de la Costa. Libreta profesional categoría C o D.Requisito Excluyente experiencia mínima 3 años. Buena presencia. Carga y descarga ...","canelones","/anuncio/chofer-u2a32",2019-01-24 01:16:53
"VIGILANTE O GUARDIA EN ZONA PINAMAR CON EXPERIENCIA COMPROBABLE","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Seguridad - Vigilancia","Hace 6 días ","VIGILANCIA DEL SALÓN CONTROL DE FUNCIONARIOS VIGILANTE  o Guardia  para supermercado viva próximo a la zona de Pinamar","canelones","/anuncio/vigilante-o-guardia-en-zona-pinamar-con-experiencia-comprobable-rrugm",2019-01-24 01:16:53
"CADETE CON MOTO PARA DELIVERY EN LAS PIEDRAS","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 semana ","Se necesita Delivery con moto para local de comidas en las piedras, trabajo estable y en caja. Debe tener moto en condiciones, buena presencia, responsabil ...","canelones","/anuncio/cadete-con-moto-para-delivery-en-las-piedras-6yesy",2019-01-24 01:16:53
"AUXILIAR ADMINISTRATIVO Y DE VENTAS","Importante empresa inmobiliaria","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Atención a clientes, gestiones ante oficinas publicas y privadas, realizacion de inventarios e inspecciones de fincas, pagos varios de clientes, mantenimie ...","canelones","/anuncio/auxiliar-administrativo-y-de-ventas-ptv56",2019-01-24 01:16:53
"PEON Y MEDIO OFICIAL","CONSULTORA","Peon","Producción","Hace 2 semanas ","Área producción tareas de peón y medio oficial Puntualidad, Responsabilidad,","canelones","/anuncio/peon-y-medio-oficial-7n3pd",2019-01-24 01:16:53
"ADMINISTRATIVO","CONSULTORA","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Funciones en el área administrativa, recursos humanos y registraciones contables Buen trato con el personal, buena presencia,","canelones","/anuncio/administrativo-v734m",2019-01-24 01:16:53
"VENDEDOR TÉCNICO","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Promoción de la línea de productos químicos y materias primas que maneja la empresa, entre nuestros clientes. Asesoramiento técnico a nuestros clientes sob ...","canelones","/anuncio/vendedor-tecnico-6p2dr",2019-01-24 01:16:53
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-eyyu9",2019-01-24 01:16:53
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 3 semanas ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-v6y3a",2019-01-24 01:16:53
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 3 semanas ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-en-zona-pinamar-canelones-con-experiencia-comprobable-ett3d",2019-01-24 01:16:53
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 3 semanas ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-b76hm",2019-01-24 01:16:53
"COCINERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Nuestro restaurante sirve desayuno, almuerzo y cena buffet a los huéspedes del complejo así como también a los comensales que nos visitan por el día. El eq ...","canelones","/anuncio/cocinero-bs5v9",2019-01-24 01:16:53
"AYUDANTE DE COCINA, PASTELERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Elaboración de buffet, mesa de ensaladas. Trabajar en equipo y a las órdenes de lo que indica Jefe/a de cocina. Indispensable vivir en la zona.","canelones","/anuncio/ayudante-de-cocina-pastelero-s6sq9",2019-01-24 01:16:53
"ENCARGADO DE SEGURIDAD BARRIOS PRIVADOS","Importante empresa","Jefe","Seguridad - Vigilancia","Hace 1 mes ","Buscamos incorporar un Encargado de Seguridad para Barrios Privados en Cuidad de la Costa Su función consta en: Gestionar y liderar al equipo,  Trato con ...","canelones","/anuncio/jefe-de-seguridad-para-barrios-privados-msb5t",2019-01-24 01:16:53
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...","canelones","/anuncio/fiambrera-supermercado-en-zona-pinamar-con-experiencia-comprobable-9b7ru",2019-01-24 01:16:53
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 1 mes ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto","canelones","/anuncio/oficial-mecanico-aire-acondicionado-armador-desarmador-8889v",2019-01-24 01:16:53
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...","canelones","/anuncio/auxiliar-contable-calificado-ut954",2019-01-24 01:16:53
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...","canelones","/anuncio/auxiliares-administrativos-asmgj",2019-01-24 01:16:53
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 1 mes ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...","canelones","/anuncio/operario-de-reposicion-y-deposito-tuujh",2019-01-24 01:16:53
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...","canelones","/anuncio/asistente-en-turismo-ingles-excluyente-mrg4m",2019-01-24 01:16:53
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto","canelones","/anuncio/chapista-oficial-8gy9z",2019-01-24 01:16:53
"TOP SYSTEMS: DESARROLLADOR JAVA SEMI SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Personas con formación en carreras vinculadas al área de Sistemas. Deberán contar con manejo de inglés y portugués a nivel intermedio (no excluyente). Será ...","montevideo","/anuncio/top-systems-desarrollador-java-semi-senior-9syrj",2019-01-24 01:16:53
"ESPECIALISTA EN PRODUCTOS NATURALES","ADVICE","Profesional","Producción","Hace 1 mes ","Realizará tareas de producción y control de calidad en la planta de elaboración de materias primas vegetales con actividad farmacológica, para medicamentos ...","montevideo","/anuncio/especialista-en-productos-naturales-dpbp8",2019-01-24 01:16:53
"CARGA Y DESCARGA","myg","Peon","Logística - Distribución","Hace 1 mes ","carga y descarga carga y descarga","montevideo","/anuncio/carga-y-descarga-rt694",2019-01-24 01:16:53
"TELEFONISTA - RECEPCIONISTA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Principales funciones: *ATENCIÓN TELEFÓNICA y *RECEPCIÓN, tareas secundarias: colaboración con tareas simples de administración Filtrar llamadas y satisfac ...","montevideo","/anuncio/telefonista-recepcionista-78agn",2019-01-24 01:16:53
"ELECTROMECANICO","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Electromecánico para servicios de maquinarias, se valorara liberta de conducir. acordes a las funciones","montevideo","/anuncio/electromecanico-2gdst",2019-01-24 01:16:53
"DISEÑADOR GRÁFICO","Importante empresa","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","La búsqueda se encuentra orientada a jóvenes con gusto por la moda, con formación en Diseño Gráfico y conocimientos de Diseño Web y dominio de Paquete Adob ...","montevideo","/anuncio/disenador-grafico-37dj6",2019-01-24 01:16:53
"CHOFER PARA TRANSPORTE ESCOLAR","Transporte Escolar","Peon","Servicios - Oficios","Hace 1 mes ","Chofer para camioneta Escolar EXCLUYENTE LIBRETA CATEGORIA F INTACHABLES REFERENCIAS VIVA EN ZONA CERRITO DE LA VICTORIA Traslado de niños-Trato con Padres ...","montevideo","/anuncio/chofer-para-transporte-escolar-yeg75",2019-01-24 01:16:53
"AUXILIAR CONTABLE","Estudio contable","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Estudio contable. UTU o similar. Sexo Femenino. $ 15.000 líquidos, lunes a viernes 9:15 a 18 hs. .","montevideo","/anuncio/auxiliar-contable-zb24p",2019-01-24 01:16:53
"AUXILIAR CONTABLE PART-TIME","Contador Público","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Auxiliar contable part-time para apoyo a Contador Público. Estudiante CCEE (hasta 1er año), EDA, UTU o curso auxiliar contable finalizado. Lunes a Viernes  ...","montevideo","/anuncio/auxiliar-contable-part-time-52ran",2019-01-24 01:16:53
"LIMPIEZA NOCTURNA","Importante empresa","Peon","Producción","Hace 1 mes ","Nos encontramos en la búsqueda de un LIMPIADOR para la Planta de Elaboración. Es imprescindible contar con experiencia comprobada de 1 año como mínimo,en t ...","montevideo","/anuncio/limpieza-nocturna-4tgyp",2019-01-24 01:16:53
"AUXILIAR ADMINISTRAITIVA",NA,"Auxiliar","Administración - Secretariado","Hace 1 mes ","AUXILIAR ADMINISTRATIVA para Supermercado con experiencia en el rubro y  conocimientos del Programa Scanntech AUXILIAR ADMINISTRATIVA para Supermercado con ...","montevideo","/anuncio/auxiliar-administraitiva-nz7ra",2019-01-24 01:16:53
"JEFE DE MARLETING","Importante empresa","Jefe","Marketing - Publicidad","Hace 1 mes ","Requisitos: Profesional de las carreras de Licenciado en Marketing, Comunicación, Diseño de Modas o carreras afines. Sólida experiencia y conocimientos téc ...","montevideo","/anuncio/jefe-de-marleting-gvpzg",2019-01-24 01:16:53
"DIRECTOR DE MARKETING","Importante empresa","Gerente","Marketing - Publicidad","Hace 1 mes ","Nuestra búsqueda se orienta a egresados de las carreras de Marketing, Comunicación o carreras afines, para liderar y planificar  el Departamento de Marketi ...","montevideo","/anuncio/gerente-de-marketing-rqm9a",2019-01-24 01:16:53
"MECÁNICO/AUXILIADOR DE MOTOS","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 1 mes ","mecánico- auxiliador de motos con libretas de conducir A y G2. Con experiencia 8 horas, horario rotativo, puesto fijo.","montevideo","/anuncio/mecanico-auxiliador-de-motos-2ryn6",2019-01-24 01:16:53
"PARRILLERO, PLANCHERO, COCINERO",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","LIMPIEZA, PRODUCCION, ELABORACION, ETC PUNTUALIDAD, HIGIENE, TRABAJO EN EQUIPO, ELABORACION, CONTROL STOCK, ETC","montevideo","/anuncio/parrillero-planchero-cocinero-enmbb",2019-01-24 01:16:53
"DISEÑADOR GRÁFICO WEB","Importante empresa","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","Perfil del candidato: •	Diseñador gráfico con manejo de Photoshop, Ilustrator, CorelDraw •	Edición HTML •	Conocimiento de frameworks, cms o gestores de co ...","montevideo","/anuncio/disenador-grafico-web-vnqng",2019-01-24 01:16:53
"ARQUITECTO, DIBUJANTE","Gestionarte","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","Arquitecto, dibujante, ayudante técnico Arquitecto , dibujante, ayudante técnico con experiencia en trámites ante la IMM y Dirección Nacional de bomberos. ...","montevideo","/anuncio/arquitecto-dibujante-ysm4v",2019-01-24 01:16:53
"EMPLEADO","La Boutique del Automovil","Auxiliar","Servicios - Oficios","Hace 1 mes ","Auxiliar para Lavadero de vehiculos. Aspirado Secado Lavado Terminacion de vehiculos","montevideo","/anuncio/empleado-9vet4",2019-01-24 01:16:53
"GESTOR TELEFÓNICO","Pronto!","Asistente","Cadetería - Cobranzas","Hace 1 mes ","Contrato temporal por 3 meses de diciembre a marzo -De qué se trata? Brindar información, asesorar y gestionar a nuestros clientes en forma telefónica, aco ...","montevideo","/anuncio/gestor-telefonico-76su7",2019-01-24 01:16:53
"VENDEDOR DE SERVICIOS","UPA.MOTOS auxilio","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","vendedor de servicios hasta 55 años para recorrer zonas del interior  del sur del pais. Imprescindible tener locomoción. Referencias en venta. Aptitud  y a ...","montevideo","/anuncio/vendedor-de-servicios-9p7b4",2019-01-24 01:16:53
"PROFESOR DE FÍSICA","Instituto de enseñanza","Profesional","Educación - Recreación - Deportes","Hace 1 mes ","Profesor de Física para 2º y 3er. año de Bachillerato Diversificado. Enseñanza curricular de Física tanto teórica como práctica","montevideo","/anuncio/profesor-de-fisica-pu6gm",2019-01-24 01:16:53
"LIDER TECNICO DE SISTEMAS","SODEXO","Técnico / Especialista","Tecnologías de la información","Hace 1 mes ","Liderar varios proyectos de sistemas y a los programadores contratados para los mismos. Planificar y gestionar los recursos necesarios para dichos proyecto ...","montevideo","/anuncio/lider-tecnico-de-sistemas-udddg",2019-01-24 01:16:53
"DISEÑADORA/COMMUNITY MANAGER","Empresa Importadora","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","Empresa del rubro de accesorios de Celulares busca Diseñadora Junior - Auxiliar de Ventas Ubicada en la zona de Plaza Cagancha. Horario: De Lunes a Viernes ...","montevideo","/anuncio/disenadora-community-manager-dyz4s",2019-01-24 01:16:53
"ELECTRICISTA AVANZADO CON LIBRETA CATEGORÍA A","Importante empresa","Técnico / Especialista","Construcción - Arquitectura","Hace 1 mes ","* Instalaciones eléctricas industriales y domesticas de mediano y gran porte. * Realización de relevamientos y presupuestos para trabajos en el rubro. * Ma ...","montevideo","/anuncio/electricista-avanzado-con-libreta-categoria-a-athz7",2019-01-24 01:16:53
