"puesto","empresa","nivel","area","fecha","detalle","link","departamento","fecha_scraping"
"VENTAS","LUIS SOSA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Busco personas que estén interesadas en realizar una actividad independiente en el área de ventas en la industria del bienestar, oportunidad de generar ing ...","https://trabajo.gallito.com.uy/anuncio/ventas-gav8n","montevideo",2019-11-01 16:20:32
"ENSALADAS, FUEGOS, LAVANDIN","Fishmarket Carrasco","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Trabajo en cocina a la vista . Prolijidad, puntualidad.","https://trabajo.gallito.com.uy/anuncio/ensaladas-fuegos-lavandin-t6992","montevideo",2019-11-01 16:20:32
"NETWORK MARKETING","TRABAJO POR INTERNET","Jefe","Marketing - Publicidad","Hace 2 semanas ","ESTAMOS EN LA ERA DIGITAL
LO QUE TENGO PARA OFRECERTE NO ES UN TRABAJO , ES UN EMPRENDIMIENTO PARA DESARROLLARLO A TRAVÉS DE INTERNET

ABAJO HAY 5 PREGUNTA ...","https://trabajo.gallito.com.uy/anuncio/network-marketing-b3pg2","montevideo",2019-11-01 16:20:32
"ENCARGADO DE COCINA","","Jefe","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Encargado de cocina y compras Encargado de cocina y compras","https://trabajo.gallito.com.uy/anuncio/encargado-de-cocina-22sj3","montevideo",2019-11-01 16:20:32
"ASISTENTE COMERCIAL","Zureo Software","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","¿Cómo es trabajar en Zureo?

Formar parte de nuestro equipo de trabajo es rodearte con personas comprometidas y cálidas. Es compartir el día a día con prof ...","https://trabajo.gallito.com.uy/anuncio/asesor-comercial-6es57","montevideo",2019-11-01 16:20:32
"ATENCIÓN AL CLIENTE Y SOPORTE FUNCIONAL DE SOFTWARE","Zureo Software","Asistente","Tecnologías de la información","Hace 2 semanas ","Estás comenzando tu carrera de Contador Público o Administración? ¿Buscás formarte profesionalmente en el área?

¡Postulate y formá parte de nuestro equipo ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-y-soporte-funcional-de-software-m9hbj","montevideo",2019-11-01 16:20:32
"MEDICAL BILLING AGENT","CONVIXION","Auxiliar","Atención al cliente","Hace 2 semanas ","We area looking for a Medical Billing Agent to work as a part of a team for one of our important US-based clients.This is a full-time position located in M ...","https://trabajo.gallito.com.uy/anuncio/medical-billing-agent-j84y3","montevideo",2019-11-01 16:20:32
"VENTAS - DISPONIBILIDAD HORARIA","Belle Menti","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Se solicitan jóvenes de 20 a 30 años ,responsables, puntuales, buen manejo de redes sociales e Internet. Ganancias diarias , quincenales, bonos de dinero y ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-purz4","montevideo",2019-11-01 16:20:32
"DELIVERY","pizzeria DON MIGUEL","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","SE NESECITA DELIVERY CON MOTO EN BUEN ESTADO LIBRETA DE CONDUCIR Y EXPERIENCIA . QUE CONOSCA LAS ZONA; MALVIN ,MALVIN NORTE CARRASCO , MALVN , PUNTA GORDA  ...","https://trabajo.gallito.com.uy/anuncio/delivery-5bbzm","montevideo",2019-11-01 16:20:32
"VENDEDORES Y VENDEDORAS INDEPENDIENTES","Mastrusciello","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","Se integran vendedoras y vendedores para productos naturales de alta rotación
 Mayores de 18 años","https://trabajo.gallito.com.uy/anuncio/vendedores-y-vendedoras-independientes-nnm9e","montevideo",2019-11-01 16:20:32
"ATENCIÓN FRUTAS Y VERDURAS","Supermercado Los 33","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino

","https://trabajo.gallito.com.uy/anuncio/atencion-frutas-y-verduras-dq39t","montevideo",2019-11-01 16:20:32
"AYUDANTE DE CORTADOR","Supermercado Los 33","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/ayudante-de-cortador-5479u","montevideo",2019-11-01 16:20:32
"LIMPIADORA","Supermercado Los 33","Auxiliar","Servicios - Oficios","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/limpiadora-7bavg","montevideo",2019-11-01 16:20:32
"AUXILIAR DE VENTAS - CADETE","Empresa Automotriz","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Se valorara conocimientos de repuestos y conocimientos en pagina web.

Se ofrece Estabilidad y crecimiento.

","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-ventas-cadete-uzns9","montevideo",2019-11-01 16:20:32
"RECEPCIONISTA - CAJERA","Empresa Automotriz","Auxiliar","Administración - Secretariado","Hace 2 semanas "," Se valorara conocimiento informático y web.

Se ofrece Estabilidad y crecimiento.","https://trabajo.gallito.com.uy/anuncio/recepcionista-cajera-nr52v","montevideo",2019-11-01 16:20:32
"PANADERO","Supermercado Los 33","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/panadero-aq55a","montevideo",2019-11-01 16:20:32
"CORTADOR CON EXPERIENCIA","Supermercado Los 33","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/cortador-con-experiencia-mpzvu","montevideo",2019-11-01 16:20:32
"AYUDANTE DE PANADERO","Supermercado Los 33","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/ayudante-de-panadero-7gv2m","montevideo",2019-11-01 16:20:32
"FIAMBRERAS","Supermercado Los 33","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/fiambreras-nb2ma","montevideo",2019-11-01 16:20:32
"REPONEDORES","Supermercado Los 33","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino.","https://trabajo.gallito.com.uy/anuncio/reponedores-dqy3q","montevideo",2019-11-01 16:20:32
"CAJERAS","Supermercado Los 33","Auxiliar","Ventas - Comercial","Hace 2 semanas "," Supermercado Los 33 solicita para el horario vespertino","https://trabajo.gallito.com.uy/anuncio/cajeras-6qeqd","montevideo",2019-11-01 16:20:32
"TOPOGRAFO","Empresa","Profesional","Producción","Hace 2 semanas "," EMPRESA CONSTRUCTORA SOLICITA-

 

TOPÓGRAFO de obra.Interesados","https://trabajo.gallito.com.uy/anuncio/topografo-894u8","montevideo",2019-11-01 16:20:32
"GESTOR DE CRÉDITOS Y COBRANZAS","Importante Estudio Jurídico/Notarial","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Descripción: Buscamos persona para realizar gestiones telefónicas de cobranza, negociación y recuperación de activos. Opción de crecimiento en estudio reco ...","https://trabajo.gallito.com.uy/anuncio/gestor-de-creditos-y-cobranzas-gbhdg","montevideo",2019-11-01 16:20:32
"TÉCNICO EN REPARACIÓN DE EQUIPOS GASTRONÓMICOS","HOTEL RADISSON","Técnico / Especialista","Producción","Hace 2 semanas ","Deberá ser capaz de desarrollar el mantenimiento correctivo y preventivo de todas las cocinas, anafes, planchas, hornos, maquinaria de panadería, hornos in ...","https://trabajo.gallito.com.uy/anuncio/tecnico-en-reparacion-de-equipos-gastronomicos-h8stu","montevideo",2019-11-01 16:20:32
"DOCENTE DE CICLO BÁSICO","Liceo en Zona de Carrasco","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Profesores de Primer Ciclo: Física - Historia - Geografía - Matemática - Química - Artes Visuales - Inglés (experiencia en preparación de exámenes internac ...","https://trabajo.gallito.com.uy/anuncio/docente-de-ciclo-basico-d44eh","montevideo",2019-11-01 16:20:32
"DISTRIBUIDOR","Empresa","Auxiliar","Logística - Distribución","Hace 3 semanas "," EXCEPCIONAL EMPRESA FABRICANTE

OFRECE GRAN OPORTUNIDAD DE DISTRIBUIR

SU IMPORTANTE LINEA DE PRODUCTOS  DESINFECTANTES

E  HIGIENE AMBIENTAL A TODO NIVEL ...","https://trabajo.gallito.com.uy/anuncio/distribuidor-h6me5","montevideo",2019-11-01 16:20:32
"MECÁNICO CHOFER LIBRETA DF","Empresa Internacional","Técnico / Especialista","Producción","Hace 3 semanas "," Empresa Internacional selecciona



Mecánico - Chofer con libreta profesional DF



Disponibilidad para viajar al interior 



Sueldo nominal: $42952 más  ...","https://trabajo.gallito.com.uy/anuncio/mecanico-chofer-libreta-df-d82e5","montevideo",2019-11-01 16:20:32
"AUXILIAR DE ATENCIÓN AL CLIENTE","Importante empresa","Auxiliar","Atención al cliente","Hace 3 semanas ","Orientamos nuestra búsqueda a una persona para atención al cliente, sus principales tareas serán: Atender, orientar y facturar pedidos de clientes, de acue ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-de-atencion-al-cliente-4smme","montevideo",2019-11-01 16:20:32
"QUÍMICO FARMACEÚTICO","INDUSTRIA FARMACEUTICA VETERINARIA","Profesional","Producción","Hace 3 semanas "," IMPORTANTE INDUSTRIA FARMACEUTICA

VETERINARIA

Solicita:

Químico Farmacéutico o estudiante avanzado.



Para Encargado de Sector de Producción.



Se va ...","https://trabajo.gallito.com.uy/anuncio/quimico-farmaceutico-esdp5","montevideo",2019-11-01 16:20:32
"VENDEDOR","Importante Concesionaria","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Selecciona Vendedor/a
Sexo: indistinto
Edad: 25 a 35 años
Requisitos excluyentes:
Contar con experiencia comprobable en ventas
Buen conocimiento de herrami ...","https://trabajo.gallito.com.uy/anuncio/vendedor-9qtgs","montevideo",2019-11-01 16:20:32
"COORDINADOR FINANCIERO","Empresa","Analista","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","  Coordinador Financiero



Importante industria nacional selecciona profesional universitario egresado de las carreras  de Contador, Economista o afines,  ...","https://trabajo.gallito.com.uy/anuncio/coordinador-financiero-gvads","montevideo",2019-11-01 16:20:32
"VENDEDORA PARA MOSTRADOR PANADERIA-ROTISERÍA","PANADERIA","Auxiliar","Servicios - Oficios","Hace 3 semanas ","ATENCIÓN AL PUBLICO, VENDER EN EL MOSTRADOR, ORDENAR, LIMPIAR BUSCAMOS UNA PERSONA RESPONSABLE, DINÁMICA, CON CAPACIDAD PARA RESOLVER IMPREVISTOS Y GANAS D ...","https://trabajo.gallito.com.uy/anuncio/vendedora-para-mostrador-panaderia-rotiseria-37j5z","montevideo",2019-11-01 16:20:32
"ESPECIALISTA EN GOOGLE MI NEGOCIO Y DISEÑO WEB","Importante empresa","Asistente","Tecnologías de la información","Hace 3 semanas ","Se contratan servicios de experto en posicionamiento de empresas en Google Maps y desarrollo de páginas web.
Tendrá a su cargo el armado de páginas web emp ...","https://trabajo.gallito.com.uy/anuncio/especialista-en-google-mi-negocios-y-diseno-web-m3s39","montevideo",2019-11-01 16:20:32
"VENTAS. DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se solicitan jóvenes de 20 a 30 años, responsables, puntuales, buen manejo de redes sociales e Internet Ganancias diarias, quincenales y mensuales, bonos d ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-vdbbm","montevideo",2019-11-01 16:20:32
"ATENCIÓN AL CLIENTE Y VENTAS","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 3 semanas ","Jóvenes emprendedores de 18 a 33 años con deseo de superación, manejo de redes sociales, pro activos, brindamos capacitaciones constantes, ganancias diaria ...","https://trabajo.gallito.com.uy/anuncio/atencion-al-cliente-y-ventas-absme","montevideo",2019-11-01 16:20:32
"VENTAS- DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se socilitan jóvenes entre 20 y 30 años, responsables, puntuales, buen manejo de redes sociales e internet.
Ganancias diarias, quincenales, bonos de dinero ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-mnhrd","montevideo",2019-11-01 16:20:32
"GERENTE","Empresa","Gerente","Directivos - Ejecutivos","Hace 3 semanas "," Para Empresa de Servicios, con experiecia comprobable y enfasis en ventas (excluyentes)

","https://trabajo.gallito.com.uy/anuncio/gerente-zqp7m","montevideo",2019-11-01 16:20:32
"AUXILIAR CONTABLE","AUXILIAR CONTABLE","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 semanas "," AUXILIAR CONTABLE



Las tareas a desarrollar serán 

de Administración, Contabilidad, 

Trámites,entre otros.



Se valorará estudios para Contado

r Púb ...","https://trabajo.gallito.com.uy/anuncio/auxiliar-contable-rt3tb","montevideo",2019-11-01 16:20:32
"VENTAS-DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se solicitan jóvenes de 20 a 30 años, responsables, puntuales, buen manejo de redes sociales e Internet.
Ganancias diarias, quincenales, bonos de dinero y  ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-p6e3m","montevideo",2019-11-01 16:20:32
"VENDEDOR O VENDEDORAS PARA REDES SOCIALES, CON O SIN EXPERIENCIA","EME EMPRENDIMIENTO","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se buscan jóvenes con espíritu emprendedor. Con gusto y satisfacción por la venta y atención al público. 
Responsable.
Compromiso. 
Con ansias de crecimien ...","https://trabajo.gallito.com.uy/anuncio/vendedor-o-vendedoras-para-redes-sociales-con-o-sin-experiencia-j2nam","montevideo",2019-11-01 16:20:32
"ACOMPAÑANTE A DOMICILIO","Cuidados a Domicilio","Auxiliar","Salud","Hace 3 semanas ","Cuidado de pacientes en cama, cambio de pañales, baños en cama, entre otras tareas afines. Será responsable por el cuidado integral del paciente en el hora ...","https://trabajo.gallito.com.uy/anuncio/acompanante-a-domicilio-j6mnu","montevideo",2019-11-01 16:20:32
"FOGUISTA","Importante Edificio de Propiedad Horizontal","Oficial","Producción","Hace 3 semanas ","Probada  experiencia en generadores de vapor . Carne habilitante vigente (excluyente).
Para importante Edificio de Propiedad Horizontal.
Se valoraran conoc ...","https://trabajo.gallito.com.uy/anuncio/foguista-hy8y2","montevideo",2019-11-01 16:20:32
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se necesitan vendedoras jovenes entre 18 y 33 años, comprometidas, con o sin experiencia.
Con deseo de superarse tanto en lo laboral como personal Comprome ...","https://trabajo.gallito.com.uy/anuncio/vendedora-v8uep","montevideo",2019-11-01 16:20:32
"RECEPCIONISTA","Estudio Notarial","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Atención telefónica y personal, recepción de documentación, fotocopias, escaneo de documentación, archivo puntualidad","https://trabajo.gallito.com.uy/anuncio/recepcionista-3dg29","montevideo",2019-11-01 16:20:32
"VENDEDOR/A PARA REDES SOCIALES - PART TIME O FULL TIME","EME EMPRENDIMIENTO","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Se buscan jóvenes con espíritu emprendedor.
Con gusto por la venta y atención al público.
Responsable.
Comprometida.
Con ansias de crecimiento personal y e ...","https://trabajo.gallito.com.uy/anuncio/vendedor-a-para-redes-sociales-part-time-o-full-time-a78qy","montevideo",2019-11-01 16:20:32
"SUB DISTRIBUIDORES Y EMPRESAS FLETERAS","Empresa","Peon","Logística - Distribución","Hace 3 semanas "," LLAMADO A SUB DISTRIBUIDORES Y EMPRESAS FLETERAS

 

Empresas formalmente constituidas para distribución de productos de consumo masivo en Costa de Oro (p ...","https://trabajo.gallito.com.uy/anuncio/sub-distribuidores-y-empresas-fleteras-ru26t","montevideo",2019-11-01 16:20:32
"CAJERA","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Se necesita cajera con conocimientos de moza para empresa líder en el rubro confitería para nueva sucursal ubicadas en el Shopping de Tres Cruces. Trabajo  ...","https://trabajo.gallito.com.uy/anuncio/cajera-t9r25","montevideo",2019-11-01 16:20:32
"ENCARGADO DE LOCAL","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas ","Se necesita personal para encargado de local comercial  por apertura de nueva sucursal en el shopping de Tres Cruces. Con experiencia en cafetería.
Conocim ...","https://trabajo.gallito.com.uy/anuncio/encargado-de-local-e6t82","montevideo",2019-11-01 16:20:32
"PROFESOR DE QUIMICA","Institución Católica de Enseñanza","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Egresado de IPA
Disponibilidad horaria
Experiencia en modalidad de trabajo por proyectos
Conocimientos de nuevas metodologías Se valorará:
Habilidad de lid ...","https://trabajo.gallito.com.uy/anuncio/profesor-de-quimica-eqd9j","montevideo",2019-11-01 16:20:32
"PROFESOR DE BIOLOGÍA","Institución Católica de Enseñanza","Profesional","Educación - Recreación - Deportes","Hace 3 semanas ","Requisitos:
Egresado de IPA (excluyente)
Disponibilidad horaria
Experiencia en modalidad de trabajo por proyectos
Conocimientos de nuevas metodologías Se v ...","https://trabajo.gallito.com.uy/anuncio/profesor-de-biologia-eq9an","montevideo",2019-11-01 16:20:32
"TELEFONISTA Y ASISTENTE","ALFREDO HECTOR NAVARRI VIANA","Auxiliar","Administración - Secretariado","Hace 3 semanas ","ATENCIÓN TELEFÓNICA Y ALGUNAS TAREAS DE SECRETARIA PUNTUALIDAD, BUENA PRESENCIA, RESPETO, CUMPLIMIENTO DE TAREAS ASIGNADAS ENTRE OTRAS","https://trabajo.gallito.com.uy/anuncio/telefonista-y-asistente-ytj3b","montevideo",2019-11-01 16:20:32
"CAJERO AUTOSERVICIO - NOCHE","Importante empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas ","Cajero para la noche.
Deposito, reposición, orden y limpieza del local. Caja.","https://trabajo.gallito.com.uy/anuncio/cajero-autoservicio-noche-sd9v2","montevideo",2019-11-01 16:20:32
"INGENIERO O PERITO INGENIERO","Empresa","Profesional","Producción","Hace 3 semanas "," 





PARA IMPORTANTE ORGANIZACIÓN

SELECCIONAMOS 





INGENIERO O PERITO INGENIERO





ELECTRICISTA O MECÁNICO 



Edad: 25 a 35 años

* Se valorará co ...","https://trabajo.gallito.com.uy/anuncio/ingeniero-o-perito-ingeniero-tzpqb","montevideo",2019-11-01 16:20:32
"APRENDIZ","olr","Peon","Producción","Hace 3 semanas ","SELECCIONAMOS PERSONAL EXTRANJERO DE PREFERENCIA
ADJUNTE SU CURRICULUM Y ACALRE SUS HABILIDADES APRENDIZ","https://trabajo.gallito.com.uy/anuncio/aprendiz-d6ast","montevideo",2019-11-01 16:20:32
"PERSONAL DE SERVICIO","","Auxiliar","Seguridad - Vigilancia","Hace 3 semanas ","SEGURIDAD HORARIO","https://trabajo.gallito.com.uy/anuncio/personal-de-servicio-bj3qm","montevideo",2019-11-01 16:20:32
"ADMINISTRATIVOS","","Auxiliar","Administración - Secretariado","Hace 3 semanas ","ADMINISTRATIVO
ATENCION AL PUBLICO AUXILIAR","https://trabajo.gallito.com.uy/anuncio/administrativos-39pr5","montevideo",2019-11-01 16:20:32
"APRENDIZ","","Auxiliar","Teleoperadores - Call Center","Hace 3 semanas ","AUXILIAR DE CALL CENTER HORARIO","https://trabajo.gallito.com.uy/anuncio/aprendiz-ubr46","montevideo",2019-11-01 16:20:32
"PERSONAL DE SERVICIO","","Auxiliar","Servicios - Oficios","Hace 3 semanas ","LIMPIEZA LIMPIEZA","https://trabajo.gallito.com.uy/anuncio/personal-de-servicio-yq3jg","montevideo",2019-11-01 16:20:32
"VENDEDORA TELEFÓNICA","DISTRICEL","Auxiliar","Teleoperadores - Call Center","Hace 3 semanas ","Buscamos vendedoras con experiencia en venta presencial y/o telefónica.
Te invitamos a formar parte de una empresa con marcada presencia en el rubro, buen  ...","https://trabajo.gallito.com.uy/anuncio/vendedora-telefonica-zt2uy","montevideo",2019-11-01 16:20:32
"EMPRESA DE REFORMAS","Embajada de Brasil","Oficial","Construcción - Arquitectura","Hace 3 semanas ","  La embajada de Brasil informa que abre licitación para contratar empresa encargada para reformar los baños de la embajada","https://trabajo.gallito.com.uy/anuncio/empresa-de-reformas-y5n5p","montevideo",2019-11-01 16:20:32
"VENDEDOR TELEFÓNICO DE LUNES A VIERNES","CALL CENTER PREVENIR","Ejecutivo Comercial","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","*De lunes a viernes de 9 a 15hs.
*Sólo postularse con experiencia en venta telefónica de intangibles. (Seguros).
*Alta tolerancia a las frustaciones. (Excl ...","https://trabajo.gallito.com.uy/anuncio/vendedor-telefonico-de-lunes-a-viernes-s5gz7","montevideo",2019-11-01 16:20:32
"ENCARGADOS","Importante Empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/encargados-4e8ps","montevideo",2019-11-01 16:20:32
"BACHERO","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/bachero-r35ag","montevideo",2019-11-01 16:20:32
"CAJEROS","Importante Empresa","Auxiliar","Ventas - Comercial","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/cajeros-vsdp7","montevideo",2019-11-01 16:20:32
"PARRILLEROS","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/parrilleros-35jdh","montevideo",2019-11-01 16:20:32
"ENTRENADORES DE RUGBY, HOCKEY","Colegio","Técnico / Especialista","Educación - Recreación - Deportes","Hace 3 semanas "," ENTRENADORES DE Rugby, Hockey.

Titulados con experiencia.","https://trabajo.gallito.com.uy/anuncio/entrenadores-de-rugby-hockey-4q8p7","montevideo",2019-11-01 16:20:32
"PLANCHEROS","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/plancheros-96m48","montevideo",2019-11-01 16:20:32
"COORDINADOR/A PEDAGÓGICO ESPAÑOL E INGLÉS","Colegio","Supervisor / Encargado","Educación - Recreación - Deportes","Hace 3 semanas "," Colegio en Ciudad de la Costa.

Titulados con experiencia.

","https://trabajo.gallito.com.uy/anuncio/coordinador-a-pedagogico-espanol-e-ingles-jp8dt","montevideo",2019-11-01 16:20:32
"MOZOS","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/mozos-yanyj","montevideo",2019-11-01 16:20:32
"MOZO DE BARRA","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/mozo-de-barra-9yjpd","montevideo",2019-11-01 16:20:32
"PIZZEROS","Importante Empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/pizzeros-99vgh","montevideo",2019-11-01 16:20:32
"COCINEROS","Importante Empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas "," Para Importante Emprendimiento Gastronómico en el Shopping","https://trabajo.gallito.com.uy/anuncio/cocineros-bavgn","montevideo",2019-11-01 16:20:32
"RECREADORES","Colegio","Técnico / Especialista","Educación - Recreación - Deportes","Hace 3 semanas "," Colegio en Ciudad de la Costa.

Titulados con experiencia.","https://trabajo.gallito.com.uy/anuncio/recreadores-d6z79","montevideo",2019-11-01 16:20:32
"MAESTROS/AS DE ESPAÑOL","Colegio","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Colegio en Ciudad de la Costa.

Titulados con experiencia.","https://trabajo.gallito.com.uy/anuncio/maestros-as-de-espanol-syp3p","montevideo",2019-11-01 16:20:32
"ENGLISH TEACHERS","Colegio","Profesional","Educación - Recreación - Deportes","Hace 3 semanas "," Colegio en Ciudad de la Costa.

Titulados con experiencia.","https://trabajo.gallito.com.uy/anuncio/english-teachers-sbs5r","montevideo",2019-11-01 16:20:32
"VENTAS - DISPONIBILIDAD HORARIA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se solicitan jóvenes de 20 a 30 años, responsable, puntuales, buen manejo de redes sociales e internet.
Ganancias diarias, quincenales, bonos de dinero y v ...","https://trabajo.gallito.com.uy/anuncio/ventas-disponibilidad-horaria-d3dhu","montevideo",2019-11-01 16:20:32
"OPERARIO DE FÁBRICA","Importante empresa","Peon","Producción","Hace 3 semanas ","Buscamos a una persona (preferentemente mujer) con destreza manual y experiencia en áreas de producción, para tareas de desarme de equipos electrónicos.
 S ...","https://trabajo.gallito.com.uy/anuncio/operario-de-fabrica-htny5","montevideo",2019-11-01 16:20:32
"TÉCNICO EN REPARACIÓN DE COCINAS","Empresa de Servicio Técnico","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Será responsablr de realizar servicios a domicilio, presupuestación y cobro de dichos servicios.
Trabajos por comisión (más de $50000 por mes)
Horario Flex ...","https://trabajo.gallito.com.uy/anuncio/tecnico-en-reparacion-de-cocinas-yyn6h","montevideo",2019-11-01 16:20:32
"TÉCNICOS EN HELADERAS Y AIRE ACONDICIONADO","Servicio Técnico","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Técnicos en heladeras y aire acondicionado.
Será responsable de realizar servicios a domicilio, presupuestación y cobro de dichos servicios.
Trabajos por c ...","https://trabajo.gallito.com.uy/anuncio/tecnicos-en-heladeras-y-aire-acondicionado-3893p","montevideo",2019-11-01 16:20:32
"TÉCNICO EN LAVARROPAS","Servicio Técnico","Técnico / Especialista","Servicios - Oficios","Hace 3 semanas ","Reparación de lavarropas, secarropas o lavavajillas a domicilio. 
Será responsable de realizar servicios a domicilio, presupuestación y cobro de dichos ser ...","https://trabajo.gallito.com.uy/anuncio/tecnico-en-lavarropas-8u8ps","montevideo",2019-11-01 16:20:32
"VENDEDORES","1122","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas "," Forma parte de nuestro equipo de Ventas.

Buscamos 2 vendedores para nuestro departamento comercial.

Si sos vendedor de calle, te gustan los desafíos, no ...","https://trabajo.gallito.com.uy/anuncio/vendedores-4sryn","montevideo",2019-11-01 16:20:32
"CUSTODIAS VIP","Importante empresa de eventos","Técnico / Especialista","Seguridad - Vigilancia","Hace 3 semanas ","Custodiar personas y valores del Cliente, traslados seguros, se valorara experiencia y manejo de armas. Mantener bajo perfil, informar de todos los inciden ...","https://trabajo.gallito.com.uy/anuncio/custodias-vip-8nm3y","montevideo",2019-11-01 16:20:32
"COMMUNITY MANAGER","Talento  Consultores","Analista","Arte - Diseño - Comunicación","Hace 3 semanas ","Seleccionamos para importante empresa : Community manager.

Nuestra búsqueda se orienta a estudiantes de Marketing, Comunicación .
Se valorará contar con s ...","https://trabajo.gallito.com.uy/anuncio/community-manager-bhyu9","montevideo",2019-11-01 16:20:32
