"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"VENDEDOR DE REPUESTOS DE MAQUINARIA AGRÍCOLA /VIAL.","Corporación de Maquinaria SA ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","•	Formación Comercial, ventas.	 •	Manejo fluido de Office. 		 •	Experiencia en venta de repuestos para maquinaria agrícola y/o vial. •	Residencia en Durazn ...","durazno","/anuncio/vendedor-de-repuestos-de-maquinaria-agricola-vial-82zuv",2019-07-20 07:54:28
"TÉCNICO INSTALADOR SARANDÍ DEL YÍ","Consultora Human Phi","Técnico / Especialista","Producción","Hace 2 semanas ","Técnicos Instaladores Sarandí del Yí (Durazno) Seleccionamos para empresa de tecnología Técnicos que cumplan con el siguiente perfil: Los Requisitos  •	 ...","durazno","/anuncio/tecnico-instalador-sarandi-del-yi-apmu5",2019-07-20 07:54:28
"TÉCNICO INSTALADOR MERCEDES","Consultora Human Phi","Técnico / Especialista","Producción","Hace 2 semanas ","Técnicos Instaladores Mercedes (Soriano) Seleccionamos para empresa de tecnología Técnicos que cumplan con el siguiente perfil: Los Requisitos  •	Ciclo  ...","soriano","/anuncio/tecnico-instalador-mercedes-ypaz6",2019-07-20 07:54:28
"TÉCNICO INSTALADOR CARDONA","Consultora Human Phi","Técnico / Especialista","Producción","Hace 1 mes ","Seleccionamos Técnico instalador para empresa en Cardona que cumpla con el siguiente perfil: Los Requisitos •	Residencia actual en la ciudad de Cardona ( ...","soriano","/anuncio/tecnico-instalador-cardona-gtu38",2019-07-20 07:54:28
"DISTRIBUIDOR/A PARA EL INTERIOR DEL PAÍS","Empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Venta de esmaltes y tratamientos para uñas en peluquerias, farmacias, pañaleras, etc. Con cartera de clientes y experiencia. Venta y distribución","soriano","/anuncio/distribuidor-a-para-el-interior-del-pais-76ett",2019-07-20 07:54:28
"REPARACIÓN DE PALAS DE AEROGENERADORES","Importante empresa","Técnico / Especialista","Producción","Hace 3 semanas ","Requisitos: Mayores de 22 años Condiciones psicofísicas para trabajo en altura Carnet de salud vigente Disponibilidad para viajar y ausentarse por períodos ...","paysandu","/anuncio/reparacion-de-palas-de-aerogeneradores-4apr9",2019-07-20 07:54:28
"GERENTE DE MANTENIMIENTO","www.salinasdelalmiron.com","Jefe","Producción","Hace 3 semanas ","Capacidad de liderazgo de equipo Coordinación de la implementación de mejoras en las instalaciones Desarrollar mantenimiento preventivo en las instalacione ...","paysandu","/anuncio/gerente-de-mantenimiento-3v45p",2019-07-20 07:54:28
"SOUS CHEF",NA,"Jefe","Hotelería - Gastronomía - Turismo","Hace 1 mes ","•	Experiencia de 2 años en cocinas de hotel  •	Haber ocupado un puesto de responsabilidad con personal a cargo en cocina •	Buen manejo de recursos humanos  ...","paysandu","/anuncio/sous-chef-9b2yq",2019-07-20 07:54:28
"TÉCNICO INSTALADOR PAYSANDÚ","Consultora Human Phi","Técnico / Especialista","Producción","Hace 1 mes ","Seleccionamos para empresa en Paysandú Técnicos que cumplan con el siguiente perfil: Los Requisitos •	Residencia actual en la ciudad de Paysandú (excluye ...","paysandu","/anuncio/tecnico-instalador-paysandu-vnzju",2019-07-20 07:54:28
"PRODUCTION PLANNER SCHEDULER - SUPPLY CHAIN","MAZARS","Jefe","Logística - Distribución","Hace 1 mes ","Manage and coordinate material flow for purchased and sub-contracted finished goods. Partner with key personnel from demand planning, plant planning, and p ...","san-jose","/anuncio/production-planner-scheduler-supply-chain-v6tdb",2019-07-20 07:54:28
"SECRETARIO","Centro interdisciplinario en el departamento de San José de Mayo","Asistente","Administración - Secretariado","Hace 2 semanas ","Administrativo LLAMADO Centro interdisciplinario orientado a niños y adolescentes llama a secretario en tareas administrativas.   SE VALORARÁ:   - Cursos d ...","san-jose","/anuncio/secretario-m7823",2019-07-20 07:54:28
"SUPERVISOR DE MANTENIMIENTO.","  ","Supervisor / Encargado","Producción","Hace 4 semanas ","supervisar y asignar tareas al equipo oficial de mantenimiento. Seleccionamos Supervisor de mantenimiento para desempeñarse en una Industria en la zona de  ...","san-jose","/anuncio/supervisor-de-mantenimiento-3yr5h",2019-07-20 07:54:28
"VENDEDOR PARA CURSO COACHING","Enfoque Eneagrama","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","¿Te interesa el coaching y la inteligencia emocional? ¿Disfrutas hablar en pu´blico?  ¿Tienes un deseo genuino de ayudar a las empresas y su gente a tener  ...","san-jose","/anuncio/vendedor-para-curso-coaching-aqedr",2019-07-20 07:54:28
"TÉCNICO ÓPTICO","Importante empresa","Técnico / Especialista","Salud","Hace 4 días ","Maldonado -Se necesita Técnico Óptico. Varias","maldonado","/anuncio/tecnico-optico-b92hb",2019-07-20 07:54:28
"ASISTENTE DE INFRAESTRUCTURA (MALDONADO)","NETUY","Asistente","Tecnologías de la información","Hace 3 semanas ","Colaborar en todas las tareas inherentes al área de infraestructura física, sistemas operativos (instalación, configuración, mantenimiento, Linux y Windows ...","maldonado","/anuncio/asistente-de-infraestructura-maldonado-armdy",2019-07-20 07:54:28
"ENCARGADA/O DE TIENDA EN MALDONADO","CHIC PARISIEN ","Supervisor / Encargado","Ventas - Comercial","Hace 2 semanas ","Seleccionamos Encargada/o de local comercial en el Departamento de Maldonado.  Orientamos nuestra búsqueda a personas dinámicas con gusto por la venta y l ...","maldonado","/anuncio/encargada-o-de-tienda-en-maldonado-j268e",2019-07-20 07:54:28
"TALLER DE COSTURA","Estela Schenck","Oficial","Producción","Hace 3 semanas ","Se ofrece servicio de taller de costura. Todas las máquinas y tipo de prendas. Consultar Corte confección y todo lo referente al área.","maldonado","/anuncio/taller-de-costura-87zrq",2019-07-20 07:54:28
"LIDERES DE EQUIPOS Y VENTAS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Preferentemente mayores de 50 años. Profesionalizarse, adquiriendo aptitudes de venta y liderazgo de  equipos. Tarea independiente, sin sueldo fijo. Desarr ...","maldonado","/anuncio/lideres-de-equipos-y-ventas-stq9h",2019-07-20 07:54:28
"VENDEDOR CURSO DE COACHING","Enfoque Eneagrama","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","¿Te interesa el coaching y la inteligencia emocional? ¿Disfrutas hablar en pu´blico?  ¿Tienes un deseo genuino de ayudar a las empresas y su gente a tener  ...","maldonado","/anuncio/vendedor-curso-de-coaching-ayuvh",2019-07-20 07:54:28
"VENDEDOR","Angelina Accesorios","Auxiliar","Atención al cliente","Hace 1 mes ","-Atención al Publico Directo -Limpieza del salón -Reposición de Productos -Asesoramiento al cliente -Arqueo de Caja -Ventas personalizadas fuera del salón  ...","maldonado","/anuncio/vendedor-u5er3",2019-07-20 07:54:28
"VENDEDOR/A IMPORTANTE MARCA – PUNTA DEL ESTE","Consultora Human Phi","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Selecciona para local comercial de prestigiosa marca ubicado en Punta del Este: Nos encontramos en la búsqueda de una persona que sea capaz de iniciar y d ...","maldonado","/anuncio/vendedor-a-importante-marca-punta-del-este-5drt8",2019-07-20 07:54:28
"RESPONSABLE DE OPERACIONES Y MANTENIMIENTO","ADVICE","Supervisor / Encargado","Producción","Hace 1 mes ","Será responsable de las operaciones y mantenimiento para el Parque Eólico, principalmente de instalaciones eléctricas.  Realizará el seguimiento de la oper ...","maldonado","/anuncio/responsable-de-operaciones-y-mantenimiento-t384t",2019-07-20 07:54:28
"LICENCIADO/A EN ENFERMERÍA CTI","CRAMI IAMPP","Técnico / Especialista","Salud","Hace 3 semanas ","LLAMADO ABIERTO A LICENCIADOS/AS EN ENFERMERÍA SUPLENTE CTI                                           Requisitos:                        - Curso de CTI y/ ...","canelones","/anuncio/licenciado-a-en-enfermeria-cti-g9d5z",2019-07-20 07:54:28
"AUXILIAR DE MANTENIMIENTO","CHIC PARISIEN ","Auxiliar","Producción","Hace 3 semanas ","- Ejecución de tareas de albañilería, pintura, carpintería, electricidad y herrería.  - Reparar.  - Remodelar.   - Construir y reconstruir.   - Presupuesta ...","canelones","/anuncio/auxiliar-de-mantenimiento-65znm",2019-07-20 07:54:28
"CAJERO PARA IMPORTANTE LOCAL UBICADO EN SHOPPING COSTA URBANA","AGLH Consultores","Auxiliar","Ventas - Comercial","Hace 3 semanas ","La persona deberá realizar tareas tales como manejo de caja, atención al cliente. Así como también otras tareas como son reposición de mercadería, orden y  ...","canelones","/anuncio/cajero-para-importante-local-ubicado-en-shopping-costa-urbana-gn6b9",2019-07-20 07:54:28
"AUXILIAR DE CALIDAD","Montich Uruguay S.A.","Asistente","Producción","Hace 4 semanas ","Persona Idonea en control de calidad, se valora conocimientos: Norma ISO 9001-2008-16949 Conocimientos de soldadura Pintura Instrumentos de Medición Excel  ...","canelones","/anuncio/auxiliar-de-calidad-t8yye",2019-07-20 07:54:28
"CAJERO VENDEDOR","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 4 semanas ","Importante empresa de Retail con reconocimiento internacional te invita a vivir una experiencia única siendo parte de su staff de vendedores Full Time en A ...","canelones","/anuncio/cajero-vendedor-b9ur8",2019-07-20 07:54:28
"CARPINTERO-LUSTRADOR","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Fabricación y lustrado con lacas de aberturas. Fabricar, preparar y lustrar todo tipo de aberturas en madera.","canelones","/anuncio/carpintero-lustrador-32aye",2019-07-20 07:54:28
"ADMINISTRATIVO CONTABLE","Consultora","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","CONTABLES, REGISTRACIONES CONCILIACIONES DE ACUERDO AL CARGO","canelones","/anuncio/administrativo-contable-sa2sn",2019-07-20 07:54:28
"REPONEDORES PARA LOCAL UBICADO EN SHOPPING COSTA URBANA","AGLH Consultores","Auxiliar","Ventas - Comercial","Hace 1 mes ","La persona deberá realizar tareas tales como reposición de mercadería, control de stock, orden y mantenimiento del lugar de trabajo Orientamos la búsqueda  ...","canelones","/anuncio/reponedores-para-local-ubicado-en-shopping-costa-urbana-t47ma",2019-07-20 07:54:28
"COMUNICADOR - PERIODISTA","Importante empresa","Profesional","Arte - Diseño - Comunicación","Hace 1 mes ","item 1.- comunicador para radio y tv. con experiencia en ventas item 2.- vendedor  con experiencia en intangibles  item 3.- marketing comunicación radio y/ ...","canelones","/anuncio/comunicador-periodista-9he92",2019-07-20 07:54:28
"SOLDADOR EN ALTURA","EMPRESA METALURGICA","Técnico / Especialista","Producción","Hace 1 mes ","Soldador para trabajo zafral de 3 meses de montaje de galpón. Preferentemente en zona de Las Piedras o Progreso. Deberá trabajar  en equipo de armado de un ...","canelones","/anuncio/soldador-en-altura-mvj4z",2019-07-20 07:54:28
"CHOFER DE CAMIÓN","Empresa de transporte","Peon","Servicios - Oficios","Hace 1 mes ","Chofer repartidor para distribución en Montevideo Chofer categoría B con experiencia en repartos en Montevideo. Excluyente domicilio en la Costa de Oro.","canelones","/anuncio/chofer-de-camion-yvnub",2019-07-20 07:54:28
"ELECTRICISTA AUTOMOTRIZ","Empresa de mecánica pesada","Técnico / Especialista","Producción","Hace 1 mes ","Electricidad de vehículos pesados. Mantenimiento de vehiculos","canelones","/anuncio/electricista-automotriz-qsm3d",2019-07-20 07:54:28
"TECNICO INSTALADOR JUNIOR","Importante Empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Instalación de equipos con sólida base en electricidad e informática. Buena presencia Horario full time Libreta de chofer vigente Instalación y mantenimien ...","canelones","/anuncio/tecnico-instalador-junior-j8daj",2019-07-20 07:54:28
"PEÓN","TEREFEL SA","Peon","Producción","Hace 1 mes ","PEONES Y OFICIALES PARA LÍNEA DE PRODUCCIÓN EN FRIGORÍFICO. ASIDUIDAD, RESPONSABILIDAD EN LAS TAREAS QUE EL REFERENTE O ENCARGADO ASIGNE.","canelones","/anuncio/peon-daqgr",2019-07-20 07:54:28
"CAJA","Ferreteria y Barraca VQ","Auxiliar","Ventas - Comercial","Hace 1 mes ","Atención de caja  Tareas administrativas  Manejo de excel Manejo de programa zlibra Debe atender caja y manejar planilla excel así como realizar tareas de  ...","canelones","/anuncio/caja-rutds",2019-07-20 07:54:28
"ADMINISTRATIVO","METALFRIG","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","MANEJO DE PROGRAMAS CONTABLES MANEJO DE PROGRAMAS","canelones","/anuncio/administrativo-398rs",2019-07-20 07:54:28
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesitan vendedoras de 18 a 33 años con o sin experiencia en ventas. Horario Part-Time o Full-Time. Buena Presencia Responsabilidad Buena actitud  Diná ...","canelones","/anuncio/vendedora-6s2am",2019-07-20 07:54:28
"OFICIAL HERRERO","Importante empresa","Oficial","Producción","Hace 1 mes ","Armado rejas, escaleras, plataformas. etc. En su cargo, cumplimiento de horarios .","canelones","/anuncio/oficial-herrero-nst25",2019-07-20 07:54:28
"OFICIAL ELECTRO CONTROL","PwC Uruguay","Oficial","Producción","Hace 1 mes ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación. Requisit ...","canelones","/anuncio/oficial-electro-control-apmhr",2019-07-20 07:54:28
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-4zth3",2019-07-20 07:54:28
"PISTERO / LAVADOR","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, pro-activas y con marcado perfil orientado al cliente, para estación de servicio ubicada en CIUDAD D ...","canelones","/anuncio/pistero-lavador-z3tzb",2019-07-20 07:54:28
"FIAMBRERA  PARA SUPER EN ZONA PINAMAR",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","FIAMBRERA HORARIOS, CONTROL DE STOCK, VENCIMIENTOS, ETC.","canelones","/anuncio/encargada-de-fiambreria-3hd3s",2019-07-20 07:54:28
"VETERINARIO O ESTUDIANTE AVANZADO","SIBLENCO S.A","Profesional","Agroindustria","Hace 1 mes ","Veterinario o estudiante para clinica de pequeños en ciudad de la costa con dos sucursales .Part time 8hs dos dias semanales. Veterinario o estudiante para ...","canelones","/anuncio/veterinario-o-estudiante-avanzado-p3qbr",2019-07-20 07:54:28
"AUXILIAR DE OPERACIONES LOGÍSITCAS","Importante empresa","Asistente","Comercio Exterior","Hace 1 mes ","Seguimiento de cargas -Ingreso de datos al sistema informático. Atención de proveedores.							 Confección de documentación operativa.							 Tramitación d ...","canelones","/anuncio/auxiliar-de-operaciones-logisitcas-qm65d",2019-07-20 07:54:28
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesitan Vendedoras de 18 a 33 años con o sin experiencia. Horario Part-Time o Full-Time. Responsable Comprometido  Buena Presencia  Dinámico","canelones","/anuncio/vendedora-eeszu",2019-07-20 07:54:28
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 1 mes ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-d5hgn",2019-07-20 07:54:28
"SUPERVISOR DE DISTRIBUCIÓN","PwC Uruguay","Supervisor / Encargado","Producción","Hace 1 mes ","Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  ...","canelones","/anuncio/supervisor-de-distribucion-e6be8",2019-07-20 07:54:28
"REPONEDOR - CAJERO / PARA IMPORTANTE LOCAL UBICADO EN SHOPPING COSTA URBANA","AGLH Consultores","Auxiliar","Ventas - Comercial","Hace 3 días ","Orientamos la búsqueda a personas con experiencia vinculada al área de reposición, atención al cliente y/o similar. Se requiere contar con disponibilidad p ...","canelones","/anuncio/reponedor-cajero-para-importante-local-ubicado-en-shopping-costa-urbana-7at3t",2019-07-20 07:54:28
"REPONEDOR EXTERNO (MONTEVIDEO, COSTA DE ORO))","Importante empresa","Auxiliar","Ventas - Comercial","Hace 4 días ","Buscamos personas con experiencia dentro de las siguientes áreas: -Merchandisers -Reposición en supermercados, autoservicios o similares. -Manejo de mercad ...","canelones","/anuncio/reponedor-externo-montevideo-costa-de-oro-sjzvn",2019-07-20 07:54:28
"ENCARGADA/O DE CAJAS","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","Seleccionamos Encargada/o de Cajas para local en Costa Urbana Shopping. Se requiere de experiencia en la tarea (excluyente), capacidad de liderazgo, organi ...","canelones","/anuncio/encargada-o-de-cajas-m4pz7",2019-07-20 07:54:28
"VIGILANTE","Daltiro SA ","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","El Clon selecciona para su sucursal en Pando: Vigilante Se requiere de buena presencia, experiencia en el área de vigilancia y disponibilidad horaria de lu ...","canelones","/anuncio/vigilante-6d7ne",2019-07-20 07:54:28
"COCINERO/AYUDANTE DE COCINA/PEON","Importante empresa en Ciudad de la Costa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Asistir en el proceso de elaboracion de alimentos Acorde al cargo. Imprescindible: Referencias comprobables y vivir cerca de Ciudad de la Costa.","canelones","/anuncio/cocinero-ayudante-de-cocina-peon-m659q",2019-07-20 07:54:28
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-b76rt",2019-07-20 07:54:28
"BARISTAS Y PERSONAL DE COCINA CON EXPERIENCIA PARA LA CIUDAD DE LA COSTA","Emprendimiento gastronómico en la Ciudad de la Costa - Canelones","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Buscamos para nuevo emprendimiento, cocinero/a y Baristas con experiencia. Las principales funciones son:  - Preparacion de café en sus distintas modalidad ...","canelones","/anuncio/baristas-y-personal-de-cocina-con-experiencia-para-la-ciudad-de-la-costa-jy8ee",2019-07-20 07:54:28
"CHEF COCINERO","Indicó Pizza Bar ","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Seleccionamos Chef  Cocinero , responsable, puntual,  para sábados y domingos al mediodía, preferentemente viva en la zona de Ciudad de la Costa horario de ...","canelones","/anuncio/chef-cocinero-asnvh",2019-07-20 07:54:28
"LICENCIADO/A EN ENFERMERÍA","CRAMI IAMPP","Técnico / Especialista","Salud","Hace 3 semanas ","LLAMADO ABIERTO PARA LICENCIADO/AS EN ENFERMERÍA                                            Requisitos:                                - Titulo habilitado ...","canelones","/anuncio/licenciado-a-en-enfermeria-yh9zy",2019-07-20 07:54:28
"PEON","TERZANO BONINA EDUARDO ARIEL","Peon","Construcción - Arquitectura","Hace 1 día ","Nuestra Empresa Nacional Innovadora de primer Nivel, que brinda un muy bien ambiente laboral y una remuneracion acorde a las responsabilidades a traves de  ...","canelones","/anuncio/peon-j265g",2019-07-20 07:54:28
"MAESTRO PANADERO","SUPERMERCADO IMPERIO DEL ESTE EN PINAMAR","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 días ","ELABORACIÓN (PANES, BIZCOCHOS, PIZZAS, OJITOS, POLVORONES) LIMPIEZA DEL AREA DE TRABAJO HIGIENE DEL LUGAR Y MAQUINARIA.","canelones","/anuncio/maestro-panadero-7rnj7",2019-07-20 07:54:28
"OPORTUNIDAD DE SER VENDEDOR PARA UNA PRESTIGIOSA EMPRESA MULTINACIONAL ","Facing a new era ","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","-Venta directa al público. -Seguimiento a la cartera de clientes. -Manejo de las redes sociales. -Postura de negocios. Persona proactiva, disciplinado, res ...","canelones","/anuncio/oportunidad-de-ser-vendedor-para-una-prestigiosa-empresa-multinacional-p3vvm",2019-07-20 07:54:28
"VENDEDOR PARA EL INTERIOR DEL PAÍS","PwC Uruguay","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Requisitos: •	Residir en el interior del país (Paysandú, Rivera o Salto). •	Viajar mínimo dos veces al mes a las oficinas Montevideo. •	Experiencia en vent ...","canelones","/anuncio/vendedor-para-el-interior-del-pais-896ez",2019-07-20 07:54:28
"LAVADOR","RALINOS SA","Auxiliar","Servicios - Oficios","Hace 4 días ","Excluyente libreta de conducir,  limpieza completa de vehículos exterior e interior, mover autos dentro del predio, trasladar autos de una oficina a otra.  ...","canelones","/anuncio/lavador-etptd",2019-07-20 07:54:28
"MEDIO OFICIAL MECÁNICO",NA,"Medio Oficial","Producción","Hace 4 días ","Mecánica general de automóviles Realizar trabajos de mecánica : service integral, mantenimiento, frenos, correas, etc. Experiencia laboral y referencias. ...","canelones","/anuncio/medio-oficial-mecanico-3v95z",2019-07-20 07:54:28
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Se necesitan vendedoras comprometidas, con o sin experiencia. Con deseo de superarse tanto el lo laboral como personal Comprometido  Responsable Dinámico   ...","canelones","/anuncio/vendedora-36hah",2019-07-20 07:54:28
"ÁREA COMERCIAL","PROCAM","Analista","Seguridad - Vigilancia","Hace 1 semana ","Análisis de prevención, proyección de trabajo. Especial participación y presentación de Licitaciones Públicas o Privadas. Valoración de riesgo. Llevar a ca ...","canelones","/anuncio/area-comercial-aq6hb",2019-07-20 07:54:28
"VENDEDORA","MYGNS","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Se buscan jóvenes de 18 a 33 años, con o sin experiencia en ventas. Horario part-time o full-time. Ganancias diarias, cheques quincenales, bonos, viajes in ...","canelones","/anuncio/vendedora-jnneh",2019-07-20 07:54:28
"VENDEDORA","Salud bienestar y calidad de vida ","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Se necesitan vendedoras comprometidas, con o sin experiencia. Horario Part-Time o Full-Time Comprometido  Responsable Dinámico  Buena presencia","canelones","/anuncio/vendedora-7jdhn",2019-07-20 07:54:28
