"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"LIMPIADORA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," LIMPIADORA papelería mayor ista sueldo nominal $21.150 lu n. a vier. 8 a 12 y 14 a 18, sab. 8 a 12",2018-11-24 01:28:53
"OPERARIA PARA EMPAQUE","","Peon","Producción","Hace 1 semana "," OPERARIA PARA EMPAQUE",2018-11-24 01:28:53
"PINTOR","","Peon","Producción","Hace 1 semana "," PINTOR",2018-11-24 01:28:53
"PINTOR","","Peon","Producción","Hace 1 semana "," AYUDANTE MANTENIMIENTO PARA EMPRESA, MENSUAL. REBOQUES, PINTURAS, SANITARIA, PRÁCTICO. LUNES 15 HORAS. CONSITUYENTE 1621",2018-11-24 01:28:53
"PEON CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Para Solymar",2018-11-24 01:28:53
"AUXILIAR DE ELECTRONICA EN GENERAL ","Drayser ltda","Peon","Producción","Hace 1 semana ","Manejo de instrumentos de medicion,soldadura,reparacion de maquinas Persona responsable ,creativo ,con conocimientos de electrónica en gral. Pro activo y r ...",2018-11-24 01:28:53
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Rápido y practico con experiencia",2018-11-24 01:28:53
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 1 semana ","  Colorista, Cortadora, completa con experiencia.",2018-11-24 01:28:53
"AYUDANTE DE PANADERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","  con experiencia, carne de salud vigente.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Para taxi turno nocturno, sabados y domingos.",2018-11-24 01:28:53
"INSTALADOR","","Oficial","Producción","Hace 1 semana "," INSTALADOR y/o fabricador de ve ntilación industrial, ductos, campan as, extractores, con experiencia en  empresa del ramo",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 1 semana "," Turno noche, efectivo.  Con o sin experiencia y referencias.  Dueño, no flota.  Radio 141.  Buen ambiente laboral.",2018-11-24 01:28:53
"SERENO","","Peon","Servicios - Oficios","Hace 1 semana "," SERENO",2018-11-24 01:28:53
"TÉCNICO DE MANTENIMIENTO PARA PLANTA LÁCTEA EN MALDONADO","  ","Técnico / Especialista","Producción","Hace 1 semana ","Velar por el buen funcionamiento electromecánico de la planta. Será responsable por el buen funcionamiento electromecánico de su turno de producción.",2018-11-24 01:28:53
"CLARO: EJECUTIVO DE VENTAS CORPORATIVO","ADVICE","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Nos esforzamos por ser protagonistas de nuestro desarrollo y alcanzar una mejora continua en los servicios, productos y soluciones que brindamos a nuestros ...",2018-11-24 01:28:53
"PANADERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","  con experiencia en el area de bizcocheria,  buena remuneracion.",2018-11-24 01:28:53
"AYUDANTE MASCULINO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," para panaderia  responsasble",2018-11-24 01:28:53
"VENDEDORES","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Quiere ganar dinero extra,  Construya su propio negocio  productos ALOE inversion $ 1.600 en productos",2018-11-24 01:28:53
"CONFITERO/A","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," CONFITERO/ confitera para supermercado, con referencias y experiencia.",2018-11-24 01:28:53
"APRENDIZ","","Peon","Producción","Hace 1 semana "," Con conocimiento en electrica MB Uruguay",2018-11-24 01:28:53
"SUSHIMAN","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," SUSHIMAN",2018-11-24 01:28:53
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," c/exp., horario vespertino.",2018-11-24 01:28:53
"CUIDADORA","","Auxiliar","Salud","Hace 1 semana "," para Residencial de la tercera edad.",2018-11-24 01:28:53
"ENARGADO","","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","  para pizzeria y parrillada, con experiencia comprobable enviar",2018-11-24 01:28:53
"VENDEDOR/A","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Para casa de repuestos de moto con experiencia y referencias",2018-11-24 01:28:53
"AYUDANTE DE   CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," con experiencia, carne de salud vigente.",2018-11-24 01:28:53
"VENDEDOR PARA DISTINTAS ZONAS DE CANELONES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Se necesita vendedor con experiencia para distintas zonas de el departamento de Canelones   Deberá hacerse cargo de la venta y el posterior seguimiento de  ...",2018-11-24 01:28:53
"AUXILIAR DE REPUESTOS","","Auxiliar","Atención al cliente","Hace 1 semana "," Buscamos Auxiliar de Repuestos automotriz enviar CV a recursoshumanos@rcristofano.com",2018-11-24 01:28:53
"ELABORADORA","","Peon","Producción","Hace 1 semana "," ELABORACIÓN de alimentos perso nal con experiencia de 25 a 35 año s.",2018-11-24 01:28:53
"REPARTIDOR","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana ","  Indispensable mo to y experiencia. Sueldo fijo + incen tivos. De 11 a 15 hrs y 20 a 24 hrs. ",2018-11-24 01:28:53
"LICENCIADO/A EN ENFERMERIA","","Técnico / Especialista","Salud","Hace 1 semana ","Aspirantes para cobertura de cargos Licenciado/as en Enfermería Requisitos:  - Título habilitado por M.S.P  - Disponibilidad horaria. Presentar Currículu ...",2018-11-24 01:28:53
"CHOFER TAXI.","Importante empresa","Oficial","Servicios - Oficios","Hace 1 semana ","Chofer Chófer de taxi con libreta categoría E montevideo, turno noche y dia. Puesto para titulares y suplentes, con o sin experiencia en taxi pero si de ma ...",2018-11-24 01:28:53
"NEGOCIADOR GESTOR DE MOROSOS","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 semana ","Cobrar Negociar Investigar Lograr objetivos Colectivos en individuales",2018-11-24 01:28:53
"TECNICO EN REPARACION","","Asistente","Tecnologías de la información","Hace 1 semana "," De impresoras/ multifunción con libreta de conducir, full time.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Para uber para 2 turnos, libreta E., empresa (DGI-BPS) Con experiencia y referencias.",2018-11-24 01:28:53
"COCINERO/PLANCHERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," para local gastronomico,  disp. horaria y con experiencia.",2018-11-24 01:28:53
"LIMPIAVIDRIOS-LIMPIADORES","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Con  experiencia para Lagomar, Atlantida.  ",2018-11-24 01:28:53
"VENDEDOR PARA IMPORTANTE AUTOMOTORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Vendedor Sólo con experiencia en ventas para automotora.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Instructor para academia de conductores del dpto de Canelones para varias zonas  Excluyente tener licencia con 5 años de antiguedad",2018-11-24 01:28:53
"AYUDANTES","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," AYUDANTE de panadero adelanta do con experiencia y referencias",2018-11-24 01:28:53
"MUCHACHO CON LIBRETA PARA MANTENIMIENTO AUTOMOTORA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," MUCHACHO con libreta de chofer para tareas de mantenimiento en automotora Enviar mail a",2018-11-24 01:28:53
"PEON","","Oficial","Servicios - Oficios","Hace 1 semana "," MEDIO oficial y peon practico elect ricista para obra",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," CHOFER para zona EL Pinar cn libreta profesional de lunes  a viernes de 8 a 17 horas.",2018-11-24 01:28:53
"TECNICO EN REFRIGERACION","ATE","Técnico / Especialista","Producción","Hace 1 semana ","REPARACION DE REFRIGERADORES EN DOMICILIO Y TALLER. ENVIAR CV CON ASPIRACIONES SALARIALES REPARAR ELECTRODOMESTICOS",2018-11-24 01:28:53
"ADMINISTRATIVA CALIFICADA","Empresa logística","Auxiliar","Administración - Secretariado","Hace 1 semana ","Nos orientamos a la búsqueda de una administrativa calificada, proactiva y con motivación a afrontar tareas varias, con experiencia comprobada en liquidaci ...",2018-11-24 01:28:53
"JEFE DE OBRA - (ZONA OESTE DEL URUGUAY)","ADVICE","Jefe","Construcción - Arquitectura","Hace 1 semana ","Empresa agro-medicinal Buscamos: Profesionales egresados de la carrera de Ingeniería Civil. Deberá contar con dominio en instalaciones mecánicas, automati ...",2018-11-24 01:28:53
"JEFE DE MANTENIMIENTO - (ZONA OESTE DEL URUGUAY)","ADVICE","Jefe","Producción","Hace 1 semana ","Empresa agro-medicinal Buscamos: Profesionales egresados de Ingeniería industrial, Mecánica o Eléctrica. Conocimiento en maquinaria industrial. Manejo de  ...",2018-11-24 01:28:53
"INGENIERO DE DISEÑO","ADVICE","Profesional","Producción","Hace 1 semana ","Empresa agro-medicinal Formación en Ingeniería Eléctrica, Industrial Mecánica o Ingeniería de Producción.  Dominio de idioma inglés.  Experiencia mínima d ...",2018-11-24 01:28:53
"VENDEDOR","EMPRESA","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Buscamos vendedor o distribuidor en el interior del pais, preferentemente tenga cartera de clientes, que se dedique a vender , vajilla, cristalerìa , bazar ...",2018-11-24 01:28:53
"DEPILADORA","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Con experiencia en sistema de cera negra, de 18 a 35 años.",2018-11-24 01:28:53
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," PLANCHERO con experiencia.en elaboracion comprobable y excluyen te Presentarse con C.v en Nuevo Centro Shopping, plaza de comidas,  local 235.",2018-11-24 01:28:53
"VCAJERO/A","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Para local gastronomico disp. horaria y con experiencia.",2018-11-24 01:28:53
"ATENCION AL MOSTRADOR PARA ROTISERIA","Rotiseria","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","Atencion al publico  Orden y limpieza Cumplir tareas asignadas  Llegar en hora",2018-11-24 01:28:53
"TAXI - TRATO CON DUEÑO","Taxi","Peon","Servicios - Oficios","Hace 6 días ","Chofer con libreta categoría E vigente. Se busca Chofer de Taxi para turno vespertino, con experiencia. Enviar CV con zona actual de residencia. Día libre  ...",2018-11-24 01:28:53
"VENDEDOR WEB","","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días "," publicacion de productos y ventas,  freelancer y precencial.",2018-11-24 01:28:53
"CONDUCTOR PROFESIONAL CON VEHÍCULO EMPADRONADO","CORMAR Traslados Corporativos","Auxiliar","Servicios - Oficios","Hace 6 días ","Empresa regional se encuentra en la búsqueda de Conductores Profesionales con vehículo propio, para la prestación de servicios de Remise Empresarial, tanto ...",2018-11-24 01:28:53
"JEFE DEPARTAMENTO TÉCNICO","Alir ","Profesional","Producción","Hace 1 semana ","- Coordinación y planificación de Tareas. - Control de tareas en los diferentes procesos. -  Realización de informes técnicos. - Manejo de planos autocad.  ...",2018-11-24 01:28:53
"PINTRO PREPARADOR","","Oficial","Servicios - Oficios","Hace 1 semana "," Con oficio MG taller selecciona Con buena presencia Zona Costa Urbana Shopping.",2018-11-24 01:28:53
"VENDEDOR/A","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Pre-venta con lic. para moto, experiencia, conocimiento, mayorista selecciona. Ofrecemos moto.",2018-11-24 01:28:53
"BRUSHINISTAS","","Auxiliar","Servicios - Oficios","Hace 1 semana ","  con mucha experiencia en peinados y maquillaje.  horario de 16 a 22 hs fines de semana ",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Taxi 141 libreta categoria E con referencias titulares y suplentes  trato con el dueño",2018-11-24 01:28:53
"MAQUINISTA","","Oficial","Producción","Hace 1 semana "," con experiencia",2018-11-24 01:28:53
"CHOFER PARA TAXI","","Medio Oficial","Producción","Hace 1 semana ","Preferentemente viva en Buceo o con locomoción CHOFER para Taxi experiencia en taxi remis o similar. ",2018-11-24 01:28:53
"CADETE","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana "," para Supermercado.",2018-11-24 01:28:53
"LIMPIADORES - LIMPIADORAS","","Auxiliar","Servicios - Oficios","Hace 1 semana ","  Experiencia.  Referencia.  Buena presencia.  Certificado de buena conducta.  Resida en Montevideo  Al postularse adjuntar CV.",2018-11-24 01:28:53
"DELIVERY","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana "," con moto, buena p recencia Para zonas, Pocitos,  Punta Carretas y Brazo Oriental",2018-11-24 01:28:53
"CONFIRTERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia para panadería.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Particular de radio patronal con experiencia y buenas referencias. fijos o suplencias de 6  a 14 y de 14 a 22 hrs",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Con libreta E para nocturno suplencia con o sin  experiencia",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Mayor de 30 años",2018-11-24 01:28:53
"ATENCION DE MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Mostrador de panadería con experiencia",2018-11-24 01:28:53
"CADETE CON MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana "," c/moto y conocimientos de calles, buena presencia.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," Para taxi, ambos turnos, solo con experiencia ( no excluyente en taxi) y referencias",2018-11-24 01:28:53
"CONFITERIA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 días "," Con experiencia.",2018-11-24 01:28:53
"CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 días "," Con experiencia",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 4 días "," Para taxi libreta cat. E, con o sin experiencia en taxi",2018-11-24 01:28:53
"PELUQUERA","","Técnico / Especialista","Servicios - Oficios","Hace 4 días "," PELUQUERA con experiencia y referencias, part time, para zona de 3 cruces.",2018-11-24 01:28:53
"CUIDADOR","","Auxiliar","Salud","Hace 4 días "," CUIDADOR. Persona para atención, cuidado y aseo para persona con discapacidad psicomotriz y tareas vinculadas en casa de familia. Persona de buen trato, r ...",2018-11-24 01:28:53
"RECEPCIONISTA - CAJERO -","","Auxiliar","Administración - Secretariado","Hace 4 días ","Varias, como por ejemplo, 1) Disposición con el cliente:  Ser atento y cordial con los huéspedes, tener iniciativa para responder inquietudes que le puedan ...",2018-11-24 01:28:53
"MASAJISTA","","Técnico / Especialista","Salud","Hace 4 días "," Que sepa aparatologia estética, para centro estético en Pocitos.",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 4 días "," CHOFER remises y minibus, con Inglés,",2018-11-24 01:28:53
"PREPARADOR/ CONTROLADOR","","Auxiliar","Logística - Distribución","Hace 4 días "," De pedidos para importador del rubro ferreteria/ bazar.  Entre 25 y 35 años.  Se valorará experiencia en el rubro.  ",2018-11-24 01:28:53
"AUXILIAR DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 4 días "," AUXILIAR DE DEPOSITO",2018-11-24 01:28:53
"GUARDIAS DE SEGURIDAD ARMADOS","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 4 días ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD ARMADOS (ÚNICAMENTE HOMBRES) que residan en la ciudad de Montevideo y Las Piedras. Se of ...",2018-11-24 01:28:53
"ADMINISTRATIVO GASTOS COMUNES","Inmobiliaria","Auxiliar","Administración - Secretariado","Hace 4 días ","Atención Telefónica Tramites  Liquidación de Gastos Comunes Reuniones de Consorcio Atención y buen servicio a los consorcios.",2018-11-24 01:28:53
"COLORISTA","","Técnico / Especialista","Servicios - Oficios","Hace 4 días "," Que sepa corte y brushing y maquillaje, con experiencia y flexibilidad en el horario.",2018-11-24 01:28:53
"PANADERO","","Técnico / Especialista","Servicios - Oficios","Hace 4 días "," Con experiencia y referencias.",2018-11-24 01:28:53
"AYUDANTE DE CONFITERO/PANADERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 días "," Ayudante de confitero/panadero",2018-11-24 01:28:53
"BARBERO","","Técnico / Especialista","Servicios - Oficios","Hace 4 días "," Excelente presencia y con experiencia para barberia en Ciudad de la Costa. Adjuntar C.V con foto.",2018-11-24 01:28:53
"ASISTENTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 días "," Experiencia: 2 años. full time.  Disponibilidad horaria.  Adjuntar C.V con foto.",2018-11-24 01:28:53
"REFERENTE DE TURNO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 4 días ","Masculino, preferentemente retirado militar con buena presencia, ágil, disponibilidad horaria y ganas de trabajar, para cumplir tareas de Referente de Turn ...",2018-11-24 01:28:53
"ADMINISTRATIVO","Los Dominguez","Auxiliar","Administración - Secretariado","Hace 5 días ","Administrativas, ingreso de facturas, control de stock, planillas diarias, Documentación en general. Lleva las tareas asignadas al día.",2018-11-24 01:28:53
"TAROTISTA, VIDENTE","","Técnico / Especialista","Servicios - Oficios","Hace 2 días "," Para trabajar en empresa española de Tarot. Con buenos conocimientos esotericos. Se necesita telefono fijo y seriedad. Muchas llamadas.",2018-11-24 01:28:53
"TECNICO COMERCIAL","Mecalux Uruguay","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Mecalux Uruguay estamos buscando asesor con marcado perfil comercial, fuerte orientación a objetivos, buen nivel de comunicación y facilidad de aprendizaje ...",2018-11-24 01:28:53
"VETERINARIO","","Profesional","Agroindustria","Hace 3 días "," O Estudiante avanado para clinica",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," Repartidor con referencias ",2018-11-24 01:28:53
"PISTERO PARA ESTACION DE SERVICIO","","Auxiliar","Atención al cliente","Hace 3 días "," PISTERO para Estación de Servicio. Enviar CV con foto a:",2018-11-24 01:28:53
"CAJERA PARA HORARIO DE 15:00 A 23:00 HRS.","","Auxiliar","Ventas - Comercial","Hace 3 días "," CAJERA para cubrir horario de 15:00 a 23:00 hrs. Mayor de 24 años. Enviar C.V con FOTO",2018-11-24 01:28:53
"AUXILIAR DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 3 días "," AUXILIAR de deposito para empresa automotriz con conocimiento de c omputacion y libreta de conducir de  lunes a viernes de 8 a 18 hrs",2018-11-24 01:28:53
"DOCENTE DE FRANCÉS","C&B INSTITUTE","Profesional","Educación - Recreación - Deportes","Hace 3 días ","Dictar clases de frances Dictar clases de frances",2018-11-24 01:28:53
"ENCARGADA","","Supervisor / Encargado","Ventas - Comercial","Hace 3 días "," Para Residencial de 3° edad con buena presencia  Entre 25 y 55 años Con experiencia y referencias comprobables Al postularse adjuntar foto",2018-11-24 01:28:53
"CHOFER","","Peon","Servicios - Oficios","Hace 3 días "," CHOFER libreta categoria B para reparto de almacen por mayor.",2018-11-24 01:28:53
"BACHERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 3 días "," entre 18 a 35 años. Para trabajar de Lunes a Viernes de 9 a 18 hs $25.000.",2018-11-24 01:28:53
"VENDEDORA PARA LOCAL EN SHOPPING","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Marca líder en el sector de ropa interior selecciona vendedora para trabajar en local en Shopping Tres Cruces. Buscamos personas con marcado perfil comerci ...",2018-11-24 01:28:53
"MODELO","","Otros","Marketing - Publicidad","Hace 3 días "," MODELOS comerciales TV bebés niños adultos pago U$S. Productorade modelos pubicitarios",2018-11-24 01:28:53
"AMA DE CASA Y NIÑERA","","Auxiliar","Servicios - Oficios","Hace 3 días "," Para zona del Prado De lunes a viernes 6 horas por día",2018-11-24 01:28:53
"VENDEDORAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días "," Panaderia, pasteleria Dirigido solo estudiantes de 18 a 22 años 5 horas de trabajo Horario de 16:00 a 21:00 horas Libre jueves",2018-11-24 01:28:53
"ACOMPAÑANTES","","Auxiliar","Salud","Hace 3 días "," ACOMPAÑANTES (10) Sexo femenino ( Excluyente), para Sanatorio. Amplia disponibilidad horaria, con experiencia excelente presencia y vocación de  servicio ...",2018-11-24 01:28:53
"RECEPCIONISTA","MAZARS","Auxiliar","Administración - Secretariado","Hace 3 días ","Seleccionamos para reconocida empresa internacional, Recepcionista.  La función del cargo consiste en recepcionar las personas que llegan a la empresa, rea ...",2018-11-24 01:28:53
"ENCARGADO DE RESATURANT","Importante empresa en Colonia","Supervisor / Encargado","Ventas - Comercial","Hace 3 días ","Encargado de personal  Encargado de funcionamiento  Manejo de efectivo Puesto vacante para llevar la organización de Restaurant, y administracion !! Dispon ...",2018-11-24 01:28:53
"VENDEDOR BIJOUTERIE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 días ","Nos encontramos en la búsqueda de una persona responsable, con ganas de trabajar y experiencia en el rubro ventas, especialmente en el área bijou. Horario  ...",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 3 días "," Libreta cat. E de Mvdeo.  Experiencia en manejo para ambos turnos.  Mayor 35 años Viva en Mvdeo.",2018-11-24 01:28:53
"OFICIAL CARPINTERO","","Oficial","Producción","Hace 2 días "," Para obra blanca con referencias.",2018-11-24 01:28:53
"ENCARGADO","","Supervisor / Encargado","Hotelería - Gastronomía - Turismo","Hace 2 días "," ENCARGADO con experiencia y referencias,",2018-11-24 01:28:53
"LUSTRADOR","","Oficial","Servicios - Oficios","Hace 2 días "," Para carpintería laqueados PU y lustres. con experiencia.",2018-11-24 01:28:53
"REPARTIDOR","","Auxiliar","Cadetería - Cobranzas","Hace 2 días ","  que viva en la zona de Progreso o Las piedras, con experiencia en reparto en Montevideo,  conocimientos de calles y libreta profesional.",2018-11-24 01:28:53
"OPERARIO","","Peon","Producción","Hace 2 días "," Torneria mecanica necesita operario con experiencia para trabajos variados con practica en torno  fresadora banco y ajuste",2018-11-24 01:28:53
"CORTADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 días "," Con conocimiento de parrilla",2018-11-24 01:28:53
"OPERADOR COMERCIAL","","Técnico / Especialista","Marketing - Publicidad","Hace 2 días "," Importante empresa de plaza selecciona: operador comercial con conocimientos de diseño gráfico y marketing, requisitos estudios de nivel terciarios ingles ...",2018-11-24 01:28:53
"VENDEDORA","Helados artesanales la chicharra","Auxiliar","Atención al cliente","Hace 2 días ","Atención al público al mostrador y realizar tareas en la Plata de producción Ser puntal en el horario , responsable , dinámica y con ganas de trabajar",2018-11-24 01:28:53
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 2 días "," Por suplencia maternal Registros contables, manejo de caja diaria, y atención al público. ",2018-11-24 01:28:53
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 2 días "," Montevideo, libreta E, ambos sexos, con o sin experiencia.",2018-11-24 01:28:53
"COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 días "," OCINERA/O con experiencia  en salones de fiestas, trabajo eventual para viernes y sábados de 17 a 1 o 18 a 02,",2018-11-24 01:28:53
"DELIVERY CON MOTO","Cadeteria JAIRO","Auxiliar","Cadetería - Cobranzas","Hace 2 días ","Se necesita delivery con moto en buen estado, buena presencia, conocimiento de calles, Para Zona Buceo, Blanqueada, Malvin, turno noche. Indispensable cump ...",2018-11-24 01:28:53
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 días "," para pizzeria en el Prado  al postularse adjuntar foto ",2018-11-24 01:28:53
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 2 días "," para pizzeria en el Prado.",2018-11-24 01:28:53
"OFICIAL PINTOR","","Oficial","Servicios - Oficios","Hace 2 días "," OFICIAL pintor automotriz finalista con experiencia y referencias.",2018-11-24 01:28:53
"CADETE COBRADOR","Empresa de Servicios","Auxiliar","Cadetería - Cobranzas","Hace 2 días ","Gestión de cobranza  de la empresa asi como también de la Cedetería  de todo índole. compras, tramites, gestoria. etc. Hombre de de 20 a 30 años  Horario d ...",2018-11-24 01:28:53
"VENTAS, ADMINISTRACION Y EXPEDICION EN LOCAL COMERCIAL DE PUNTA DEL ESTE","Importante empresa","Auxiliar","Ventas - Comercial","Hace 2 días ","Atencion a clientes de forma telefonica y presencial Asesoraramiento sobre los productos ofrecidos Cierre de ventas , cobranza Despacho de mercaderia Puntu ...",2018-11-24 01:28:53
"ESCRIBANO","","Profesional","Legal","Hace 2 días "," para automotora part time",2018-11-24 01:28:53
"VIGILANTES - ZONA CENTRO, MONTEVIDEO.","LINCE SRL","Auxiliar","Seguridad - Vigilancia","Hace 2 días ","LINCE S.R.L - Empresa de Seguridad y Vigilancia - selecciona: VIGILANTES SIN ARMA para diferentes puestos en zona Centro-Montevideo. Requisitos: Tener ent ...",2018-11-24 01:28:53
"PINTOR PREPARADOR AUTOS","","Oficial","Servicios - Oficios","Hace 2 días ","INICIAR Y TERMINAR EL PROCESO DE PREPARACION DE UN VEHICULO PARA SU PINTURA MEDIA,ALTA",2018-11-24 01:28:53
"SANDWICHERO/A","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 día "," Con experiencia.",2018-11-24 01:28:53
"ABOGADO","","Profesional","Legal","Hace 1 día "," ABOGADO",2018-11-24 01:28:53
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 1 día "," Edad 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo . lunes a viernes 6 horas sabado 4 horas.",2018-11-24 01:28:53
"ADMINISTRACIÓN","Metro Seguridad","Auxiliar","Administración - Secretariado","Hace 1 día ","Auxiliar administrativo para atención telefónica, gestión de cobranzas, planillas de excel, facturación entre otras tareas. La persona seleccionada será en ...",2018-11-24 01:28:53
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 1 día ","tiene minimo 2 años en el gremio e impecables antecedentes en Radio y FAR y quiere trabajar solo en buen coche si Ud. es muy trabajador y buen recaudador,  ...",2018-11-24 01:28:53
"VENDEDORAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día "," a consignación sin inversión. importación directa.  Ropa colección 2018 / 2019, dama, hombre y niño.",2018-11-24 01:28:53
"ENCARGADO DE TALLER","","Supervisor / Encargado","Producción","Hace 1 día "," Chapa y pintura de alta gama con conocimiento administrativo, tasaciones de siniestro y manejo de personal Experiencia 4 años Excelente salario, ingres ...",2018-11-24 01:28:53
"ADMINISTRATIVO CONTABLE","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 día "," y atención al cliente, estudiante y/o egresado de UTU, EDA o CCEE Experiencia 2 años Ingreso inmediato Al postularse adjuntar foto.",2018-11-24 01:28:53
"VENDEDOR/A","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 día "," Con experiencia en fotocopias.",2018-11-24 01:28:53
"AUXILIAR CONTABLE ADMINISTRATIVA","LVAC","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 día ","Auxiliar Contable Administrativa para Consultora Excluyente experiencia en Estudios Contables o Consultoras. Experiencia en registraciones contables, aten ...",2018-11-24 01:28:53
"CAJERAS","","Auxiliar","Ventas - Comercial","Hace 1 día "," Para super, excelente presencia, buen sueldo.",2018-11-24 01:28:53
