"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"ENCARGADO DE RESATURANT","Importante empresa en Colonia","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Encargado de personal  Encargado de funcionamiento  Manejo de efectivo Puesto vacante para llevar la organización de Restaurant, y administracion !! Dispon ...","colonia","/anuncio/encargado-de-resaturant-bt6pb",2019-01-03 17:30:32
"EMPLEADO","ice and rolls","Auxiliar","Servicios - Oficios","Hace 2 semanas ","elaborar y servir helados en Gorlero, punta del este las mismas que las funciones","maldonado","/anuncio/empleado-q3dda",2019-01-03 17:30:32
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...","maldonado","/anuncio/delivery-con-moto-para-punta-del-este-edduj",2019-01-03 17:30:32
"VENDEDOR Y ENCARGADO DE LOCAL",NA,"Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","-Vendedor comercial y atención al publico. -Persona Proactiva -Con conocimientos de Redes sociales e internet.  - Controlar stock - Inventario - Sistema de ...","maldonado","/anuncio/vendedor-y-encargado-de-local-brqph",2019-01-03 17:30:32
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...","maldonado","/anuncio/vendedor-para-importante-concesionaria-de-automoviles-en-punta-del-este-98vh2",2019-01-03 17:30:32
"COCINERA PARA PUNTA DEL ESTE POR TEMPORADA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Seleccionamos: Cocinera con experiencia para casa de familia para trabajar por la temporada en Punta del Este, desde el 20/12/2018 al 4/ 03/2019. Sexo Feme ...","maldonado","/anuncio/cocinera-para-punta-del-este-por-temporada-8nmv5",2019-01-03 17:30:32
"TÉCNICO DE MANTENIMIENTO PARA PLANTA LÁCTEA EN MALDONADO","  ","Técnico / Especialista","Producción","Hace 1 mes ","Velar por el buen funcionamiento electromecánico de la planta. Será responsable por el buen funcionamiento electromecánico de su turno de producción.","maldonado","/anuncio/tecnico-de-mantenimiento-para-planta-lactea-en-maldonado-jhhzv",2019-01-03 17:30:32
"EMPRENDEDOR VENDEDOR","Lpasociados","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se integran personas que esten en la busqueda de trabajo independiente. VENTAS y LIDERAZGO con facilidad de palabra para contacto en frio o por internet co ...","maldonado","/anuncio/emprendedor-vendedor-v924d",2019-01-03 17:30:32
"AUXILIAR ESTUDIO CONTABLE","Asesoria Contable","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidacion de sueldos IyC y construcción  Confeccion de nominas Secretaria Liquidacion de sueldos","maldonado","/anuncio/auxiliar-estudio-contable-7qtq8",2019-01-03 17:30:32
"RESPONSABLE DE OBRA","ejd costructora","Profesional","Construcción - Arquitectura","Hace 1 mes ","responsable de obra y de proyectos estamos en la busqueda de arquitectos con ganas de progresar y crecer a nivel profecional y economico . con muchas oport ...","maldonado","/anuncio/responsable-de-obra-93554",2019-01-03 17:30:32
"GUARDIA CON LOCOMOCIÓN SOLYMAR","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-con-locomocion-solymar-hj8bg",2019-01-03 17:30:32
"CHOFER CATEGORÍA C ZAFRAL","Empresa de Transporte","Peon","Servicios - Oficios","Hace 2 horas ","Chofer categoría C o superior para reparto en el interior del país. Trabajo zafral. Excluyente viva en Ciudad de la Costa o Costa de Oro. Chofer categoría  ...","canelones","/anuncio/chofer-categoria-c-zafral-v7pqr",2019-01-03 17:30:32
"CONFITERO.SANWICHERO","Panaderia Punto Cero","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 22 horas ","Elaborar masas secas.Productos de hojaldre.Bizcochuelos tortas para cumpleaños.Ojitos polvorones sanwiches. Producir y hornear correctamente sus productos. ...","canelones","/anuncio/confitero-sanwichero-g43a4",2019-01-03 17:30:32
"ENCARGADA/O PARA SHOPPING","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 3 días ","Gestión integral de la tienda. Seleccionamos Encargadas para trabajar en el Shopping de Costa Urbana.   La posición tiene como principal responsabilidad el ...","canelones","/anuncio/encargada-o-para-shopping-b824j",2019-01-03 17:30:32
"CAJERO/A ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Tareas inherentes a cajero y tareas administrativas tales como ingresar facturas al sistema Memory. Con conocimientos contables, preferentemente Memory y q ...","canelones","/anuncio/cajero-a-administrativo-643sg",2019-01-03 17:30:32
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 3 semanas ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-asd4a",2019-01-03 17:30:32
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.","canelones","/anuncio/vendedora-587bz",2019-01-03 17:30:32
"VENDEDOR","aromas","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","preventa levantar pedidos visitas planificadas a los clientes seguimiento y reposición de los productos","canelones","/anuncio/vendedor-83daa",2019-01-03 17:30:32
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER para empresa en C.de la Costa. Libreta profesional categoría C o D.Requisito Excluyente experiencia mínima 3 años. Buena presencia. Carga y descarga ...","canelones","/anuncio/chofer-u2a32",2019-01-03 17:30:32
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Elaborar y preparar platos de la carta, así como preparaciones, salsas, mise en place y todo lo necesario . Carnes, pescados, mariscos, pastas, ensaladas,  ...","canelones","/anuncio/cocinero-2me9r",2019-01-03 17:30:32
"AUXILIAR PARA DEPOSITO CON TAREAS DE MANTENIMIENTO","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Tareas relacionadas a logística de la empresa y tareas de mantenimiento Recibir y controlar mercadería de proveedores Preparar pedidos Ordenar el depósito  ...","canelones","/anuncio/auxiliar-para-deposito-con-tareas-de-mantenimiento-vhztd",2019-01-03 17:30:32
"VENDEDOR PARA DISTINTAS ZONAS DE CANELONES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se necesita vendedor con experiencia para distintas zonas de el departamento de Canelones   Deberá hacerse cargo de la venta y el posterior seguimiento de  ...","canelones","/anuncio/vendedor-para-distintas-zonas-de-canelones-zshug",2019-01-03 17:30:32
"LICENCIADO/A EN ENFERMERIA",NA,"Técnico / Especialista","Salud","Hace 1 mes ","Aspirantes para cobertura de cargos Licenciado/as en Enfermería Requisitos:  - Título habilitado por M.S.P  - Disponibilidad horaria. Presentar Currículu ...","canelones","/anuncio/licenciado-a-en-enfermeria-272z2",2019-01-03 17:30:32
"INSTRUCTOR DE COCHE ESCUELA CON AUTO ","Escuela de conducir en Canelones","Técnico / Especialista","Educación - Recreación - Deportes","Hace 1 mes ","instructor de manejo de autos, categoría A Coordinar agenda con alumnos, cumplir con los horarios pactados, presentar exámenes en los municipios correspond ...","canelones","/anuncio/instructor-de-coche-escuela-vp3d5",2019-01-03 17:30:32
"ADMINISTRATIVA/O PARA LAS PIEDRAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Administrativo. Administrativo.","canelones","/anuncio/administrativa-o-para-las-piedras-qv5pp",2019-01-03 17:30:32
"GUARDIA DE SEGURIDAD PARA PANDO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la Zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-de-seguridad-para-pando-msqee",2019-01-03 17:30:32
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR",NA,"Auxiliar","Servicios - Oficios","Hace 1 día ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-eyyu9",2019-01-03 17:30:32
"CARNICERO CORTADOR CON EXPERIENCIA, ZONA PINAMAR, CANELONES",NA,"Auxiliar","Servicios - Oficios","Hace 1 día ","CORTAR DESARMAR LIMPIEZA ATENCIÓN AL PÚBLICO SELECCIONAMOS CARNICERO CORTADOR CON EXPERIENCIA Y REFERENCIAS COMPROBABLES","canelones","/anuncio/carnicero-cortador-con-experiencia-zona-pinamar-canelones-v6y3a",2019-01-03 17:30:32
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 1 día ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-en-zona-pinamar-canelones-con-experiencia-comprobable-ett3d",2019-01-03 17:30:32
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 día ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-b76hm",2019-01-03 17:30:32
"COCINERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 4 días ","Nuestro restaurante sirve desayuno, almuerzo y cena buffet a los huéspedes del complejo así como también a los comensales que nos visitan por el día. El eq ...","canelones","/anuncio/cocinero-bs5v9",2019-01-03 17:30:32
"AYUDANTE DE COCINA, PASTELERO","El Descubrimiento Resort Club","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 6 días ","Elaboración de buffet, mesa de ensaladas. Trabajar en equipo y a las órdenes de lo que indica Jefe/a de cocina. Indispensable vivir en la zona.","canelones","/anuncio/ayudante-de-cocina-pastelero-s6sq9",2019-01-03 17:30:32
"ENCARGADO DE SEGURIDAD BARRIOS PRIVADOS","Importante empresa","Jefe","Seguridad - Vigilancia","Hace 2 semanas ","Buscamos incorporar un Encargado de Seguridad para Barrios Privados en Cuidad de la Costa Su función consta en: Gestionar y liderar al equipo,  Trato con ...","canelones","/anuncio/jefe-de-seguridad-para-barrios-privados-msb5t",2019-01-03 17:30:32
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 4 semanas ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...","canelones","/anuncio/fiambrera-supermercado-en-zona-pinamar-con-experiencia-comprobable-9b7ru",2019-01-03 17:30:32
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 4 semanas ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto","canelones","/anuncio/oficial-mecanico-aire-acondicionado-armador-desarmador-8889v",2019-01-03 17:30:32
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 4 semanas ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...","canelones","/anuncio/auxiliar-contable-calificado-ut954",2019-01-03 17:30:32
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...","canelones","/anuncio/auxiliares-administrativos-asmgj",2019-01-03 17:30:32
"INSTRUCTOR","AbySa Academia de Choferes","Peon","Servicios - Oficios","Hace 1 mes ","Estamos incorporando a nuestro equipo instructor de manejo preferentemente con experiencia.  (Medio horario) Es indispensable contar con muy buen trato, pa ...","canelones","/anuncio/instructor-dr7gh",2019-01-03 17:30:32
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 1 mes ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...","canelones","/anuncio/operario-de-reposicion-y-deposito-tuujh",2019-01-03 17:30:32
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...","canelones","/anuncio/asistente-en-turismo-ingles-excluyente-mrg4m",2019-01-03 17:30:32
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto","canelones","/anuncio/chapista-oficial-8gy9z",2019-01-03 17:30:32
"ADMINISTRATIVO ESTACIÓN DE SERVICIO LAGOMAR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas,para tareas administrativas en estación de servicio ubicada en LAGOMAR. Se r ...","canelones","/anuncio/administrativo-estacion-de-servicio-lagomar-e8ypg",2019-01-03 17:30:32
"ASESOR EN BIENESTAR","Monica Coli","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","PRIMER PLATAFORMA PARA EMPRENDEDORES.  Totalmente en español. Buscamos 5 personas para desarrollar SU PROPIO NEGOCIO EN INTERNET. Trabajando en REDES SOCIA ...","canelones","/anuncio/asesor-en-bienestar-ytztj",2019-01-03 17:30:32
"MANTENIMIENTO",NA,"Supervisor / Encargado","Producción","Hace 1 mes ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-j8238",2019-01-03 17:30:32
"AUXILIAR DE VENTAS","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Importante empresa textil ubicada en Costa Urbana Shopping busca Auxiliar de Ventas para incorporar a su staff. El horario es de 6 horas diarias con día de ...","canelones","/anuncio/auxiliar-de-ventas-j6pua",2019-01-03 17:30:32
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón + Tareas de depósito, carga, descarga, etc. ...","canelones","/anuncio/reposicion-y-tareas-de-deposito-en-supermercado-zona-pinamar-62mtd",2019-01-03 17:30:32
"ENCARGADA","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","buscamos una encargada para local de venta de golosinas, con personal a cargo y dos encargadas mas. Dinámica, con iniciativa, responsable, experiencia con  ...","montevideo","/anuncio/encargada-6zd44",2019-01-03 17:30:32
"VENDEDORA","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","vendedora 20 a 35 años, buena presencia, dinámica, responsable, puntual, buen relacionamiento con grupo de trabajo, simpática, se valora experiencia anteri ...","montevideo","/anuncio/vendedora-pt3nd",2019-01-03 17:30:32
"CARPINTERO ABERTURAS DE MADERA ","RC Aberturas","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","armado de puertas trabajo a medida carga y descarga entrega de mercadería limpieza de taller  colocaciones a domicilio atención de reclamos  Importante emp ...","montevideo","/anuncio/carpintero-84vy3",2019-01-03 17:30:32
"VISITADOR EN COMERCIOS VETERINARIOS Y PETSHOPS","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","- VISITAR CLINICAS VETERINARIAS Y PETSHOPS - VENTAS Y COBRANZAS - PROMOCION DE PRODUCTOS - SE BUSCA ESTUDIANTE DE VETERINARIA PARA VISITA A COMERCIOS VETER ...","montevideo","/anuncio/visitador-en-comercios-veterinarios-y-petshops-nb94z",2019-01-03 17:30:32
"GRAPHIC DESIGNER","ADVICE","Analista","Arte - Diseño - Comunicación","Hace 1 mes ","We work to pursue the most innovative creative advertising for our clients through intelligence, imagination and ruthless focus. We are looking for a Seni ...","montevideo","/anuncio/graphic-designer-94v3g",2019-01-03 17:30:32
"TRAFFICKER","Importante empresa","Analista","Tecnologías de la información","Hace 1 mes ","Responsabilidades: • Planificación, programación, monitoreo e implementación de campañas digitales. • Seguimiento, optimización y análisis de resultados.  ...","montevideo","/anuncio/trafficker-4zpte",2019-01-03 17:30:32
"CHOFER DE TAXI","Importante empresa","Peon","Servicios - Oficios","Hace 1 mes ","CHOFER DE TAXI DE MONTEVIDEO. LIBRETA CAT E. HORARIO DIURNO DE 3 A 15 HS Y HORARIO NOCTURNO DE 15 A 3 HS. RELEVO PUERTA A PUERTA. CHOFER DE TAXI. HORARIO D ...","montevideo","/anuncio/chofer-de-taxi-drug7",2019-01-03 17:30:32
"AYUDANTE DE PRIMERA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 mes ","Ayudante con experiencia en peluquería femenina , piletista , sepa manos,  brushing , depilación ,etc El trabajo sería para jueves 1/2 día y viernes y sába ...","montevideo","/anuncio/ayudante-de-primera-zv64h",2019-01-03 17:30:32
"CHOFER","Empresa de transporte","Medio Oficial","Producción","Hace 1 mes ","Chofer de camión con experiencia para reparto en Montevideo. Chofer de camión con experiencia para reparto en Montevideo.","montevideo","/anuncio/chofer-pzja8",2019-01-03 17:30:32
"SYNGENTA: CONTACT CENTER HR ADVISOR JR","ADVICE","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Requirements: Student in Administration, HR or Accountant. A minimum of 1 years experience working in customer facing services role at Shared Service Cente ...","montevideo","/anuncio/syngenta-contact-center-hr-advisor-jr-thutv",2019-01-03 17:30:32
"AUXILIAR MECÁNICO AUTOMOTRIZ","MODIFER  SA","Auxiliar","Producción","Hace 1 mes ","Cambios de aceite y mantenimiento general Ayudara al mecánico presente con sus tareas","montevideo","/anuncio/auxiliar-mecanico-automotriz-6bee4",2019-01-03 17:30:32
"CHOFER","Carpag Tur","Peon","Servicios - Oficios","Hace 1 mes ","Todas las referentes a la Categoría Chofer Consejo de salario Grupo 13 Subgrupo 04 Horario Diurno de 6 a 18 y Nocturno de 18 a 02 Requisitos (Excluyentes)  ...","montevideo","/anuncio/chofer-typen",2019-01-03 17:30:32
"ENCARGADO DE FARMACIA 17 A 01 HS","Importante cadena de farmacias busca","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Busca Encargado de local Requisitos excluyentes: - Disponibilidad para trabajar 44 horas semanales, librando entre semana. - Experiencia previa en el rubr ...","montevideo","/anuncio/encargado-de-farmacia-17-a-01-hs-5um5q",2019-01-03 17:30:32
"VENDEDOR","Smile Factory Group","Otros","Llamados - Concursos","Hace 1 mes ","Ofrecer y concretar la adquisición de servicios web, paginas autogestionables, redes sociales y correos corporativos. Llevar a cabo toda la gestión de vent ...","montevideo","/anuncio/vendedor-de54j",2019-01-03 17:30:32
"RESPONSABLE DE COMERCIO EXTERIOR","ADVICE","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Administrará, controlará y dará seguimiento a todas las tareas de comercio exterior de la empresa cliente de acuerdo a las órdenes recibidas. Emitirá las f ...","montevideo","/anuncio/responsable-de-comercio-exterior-3rdh4",2019-01-03 17:30:32
"ESTETICISTA","Importante empresa","Técnico / Especialista","Servicios - Oficios","Hace 1 mes ","Depiladora, manicura y pedicura Desempeñar sus funciones con responsabilidad y excelencia.","montevideo","/anuncio/esteticista-4d6zt",2019-01-03 17:30:32
"PROMOTORAS - VOLANTERAS MIXTO","Promoción","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Todos los sistemas de Promoción con y sin volante PROMOS, VOLANTERAS/OS, EVENTOS inicia ya!! CV con foto. ","montevideo","/anuncio/promotoras-volanteras-mixto-zzdjm",2019-01-03 17:30:32
"VENDEDOR DE REPUESTOS Y AUTOPARTES","Importadora y distribuidora de repuestos y autopartes","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Somos una empresa nueva, que está en pleno proceso de ingreso en el mercado de accesorios de vehículos y tiene planes de desarrollo y crecimiento respaldad ...","montevideo","/anuncio/vendedor-de-repuestos-y-autopartes-j7bpj",2019-01-03 17:30:32
"INGENIERO INDUSTRIAL MECÁNICO","ADVICE","Profesional","Producción","Hace 1 mes ","Profesionales universitarios de Ingeniería Mecánica. Buen dominio del idioma inglés. Implica radiación excluyente en el departamento. Será responsable de p ...","montevideo","/anuncio/ingeniero-industrial-mecanico-sqj2q",2019-01-03 17:30:32
"TOP SYSTEMS: DESARROLLADOR JAVA SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 1 mes ","Desde 1987 generamos soluciones tecnológicas innovadoras, que se constituyen en partes fundamentales del funcionamiento de cada uno de nuestros clientes. E ...","montevideo","/anuncio/top-systems-desarrollador-java-senior-hgnbn",2019-01-03 17:30:32
"MECÁNICO","Importante empresa","Técnico / Especialista","Producción","Hace 1 mes ","Mantenimiento de flota de camiones semi remolque en empresa de Servicios Carga horaria semanal de 48 horas de lunes a sábado. Trabajo efectivo","montevideo","/anuncio/mecanico-6sb2t",2019-01-03 17:30:32
"CADETE GESTOR","Importante empresa","Auxiliar","Cadetería - Cobranzas","Hace 1 mes ","Estará a cargo de trámites en entes públicos y privados, haciendo seguimiento de las tareas encomendadas. Realizará tareas administrativas de soporte. La b ...","montevideo","/anuncio/cadete-gestor-nyez7",2019-01-03 17:30:32
