"puesto","empresa","nivel","area","fecha","detalle","dpto","link","fecha_scraping"
"DELIVERY CON MOTO PARA PUNTA DEL ESTE","Logistica21","Auxiliar","Cadetería - Cobranzas","Hace 2 semanas ","Horario de 12 a 16 y de 20 a 24. Puesto fijo, trabajo para todo el año. Pago por semana. Se necesita Delivery con MOTO propia, en condiciones y documentos  ...","maldonado","/anuncio/delivery-con-moto-para-punta-del-este-edduj",2018-12-14 09:51:41
"ADMINISTRATIVO CONTABLE ( PARA TRABAJAR EN MALDONADO)","AUREN","Auxiliar","Administración - Secretariado","Hace 1 mes ","Auren Capital Humano selecciona para empresa ubicada en MALDONADO,  vinculada a la construcción un Administrativo Contable.  Orientamos nuestra búsqueda a ...","maldonado","/anuncio/administrativo-contable-para-trabajar-en-maldonado-3q776",2018-12-14 09:51:41
"VENDEDOR PARA IMPORTANTE CONCESIONARIA DE AUTOMÓVILES EN PUNTA DEL ESTE","AGLH Consultores","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Orientamos la búsqueda a profesionales en el área de ventas, con sólido perfil comercial y experiencia en ventas y atención a clientes. Es requisito residi ...","maldonado","/anuncio/vendedor-para-importante-concesionaria-de-automoviles-en-punta-del-este-98vh2",2018-12-14 09:51:41
"COCINERA PARA PUNTA DEL ESTE POR TEMPORADA","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Seleccionamos: Cocinera con experiencia para casa de familia para trabajar por la temporada en Punta del Este, desde el 20/12/2018 al 4/ 03/2019. Sexo Feme ...","maldonado","/anuncio/cocinera-para-punta-del-este-por-temporada-8nmv5",2018-12-14 09:51:41
"TÉCNICO DE MANTENIMIENTO PARA PLANTA LÁCTEA EN MALDONADO","  ","Técnico / Especialista","Producción","Hace 3 semanas ","Velar por el buen funcionamiento electromecánico de la planta. Será responsable por el buen funcionamiento electromecánico de su turno de producción.","maldonado","/anuncio/tecnico-de-mantenimiento-para-planta-lactea-en-maldonado-jhhzv",2018-12-14 09:51:41
"EMPRENDEDOR VENDEDOR","Lpasociados","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Se integran personas que esten en la busqueda de trabajo independiente. VENTAS y LIDERAZGO con facilidad de palabra para contacto en frio o por internet co ...","maldonado","/anuncio/emprendedor-vendedor-v924d",2018-12-14 09:51:41
"AUXILIAR ESTUDIO CONTABLE","Asesoria Contable","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidacion de sueldos IyC y construcción  Confeccion de nominas Secretaria Liquidacion de sueldos","maldonado","/anuncio/auxiliar-estudio-contable-7qtq8",2018-12-14 09:51:41
"RESPONSABLE DE OBRA","ejd costructora","Profesional","Construcción - Arquitectura","Hace 1 mes ","responsable de obra y de proyectos estamos en la busqueda de arquitectos con ganas de progresar y crecer a nivel profecional y economico . con muchas oport ...","maldonado","/anuncio/responsable-de-obra-93554",2018-12-14 09:51:41
"ENCARGADO/A DE TIENDA-MALDONADO","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 mes ","Seleccionamos encargado de local comercial.  Se valorará experiencia en gestión y conducción de equipos de trabajo.  Será responsable de la planificación,  ...","maldonado","/anuncio/encargado-a-de-tienda-maldonado-42dnq",2018-12-14 09:51:41
"MECÁNICO DE MOTOS PARA MALDONADO","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 1 mes ","Upamotos está buscando ampliar sus servicios de auxilio en Maldonado para lo que busca mecánicos preferentemente con taller de motos propio, con  deseos de ...","maldonado","/anuncio/mecanico-de-motos-para-maldonado-574p9",2018-12-14 09:51:41
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.","canelones","/anuncio/vendedora-587bz",2018-12-14 09:51:41
"VENDEDOR","aromas","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas ","preventa levantar pedidos visitas planificadas a los clientes seguimiento y reposición de los productos","canelones","/anuncio/vendedor-83daa",2018-12-14 09:51:41
"CHOFER","Importante empresa","Peon","Servicios - Oficios","Hace 2 semanas ","CHOFER para empresa en C.de la Costa. Libreta profesional categoría C o D.Requisito Excluyente experiencia mínima 3 años. Buena presencia. Carga y descarga ...","canelones","/anuncio/chofer-u2a32",2018-12-14 09:51:41
"COCINERO",NA,"Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Elaborar y preparar platos de la carta, así como preparaciones, salsas, mise en place y todo lo necesario . Carnes, pescados, mariscos, pastas, ensaladas,  ...","canelones","/anuncio/cocinero-2me9r",2018-12-14 09:51:41
"AUXILIAR PARA DEPOSITO CON TAREAS DE MANTENIMIENTO","Importante empresa","Auxiliar","Logística - Distribución","Hace 3 semanas ","Tareas relacionadas a logística de la empresa y tareas de mantenimiento Recibir y controlar mercadería de proveedores Preparar pedidos Ordenar el depósito  ...","canelones","/anuncio/auxiliar-para-deposito-con-tareas-de-mantenimiento-vhztd",2018-12-14 09:51:41
"VENDEDOR PARA DISTINTAS ZONAS DE CANELONES","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","Se necesita vendedor con experiencia para distintas zonas de el departamento de Canelones   Deberá hacerse cargo de la venta y el posterior seguimiento de  ...","canelones","/anuncio/vendedor-para-distintas-zonas-de-canelones-zshug",2018-12-14 09:51:41
"LICENCIADO/A EN ENFERMERIA",NA,"Técnico / Especialista","Salud","Hace 3 semanas ","Aspirantes para cobertura de cargos Licenciado/as en Enfermería Requisitos:  - Título habilitado por M.S.P  - Disponibilidad horaria. Presentar Currículu ...","canelones","/anuncio/licenciado-a-en-enfermeria-272z2",2018-12-14 09:51:41
"INSTRUCTOR DE COCHE ESCUELA CON AUTO ","Escuela de conducir en Canelones","Técnico / Especialista","Educación - Recreación - Deportes","Hace 4 semanas ","instructor de manejo de autos, categoría A Coordinar agenda con alumnos, cumplir con los horarios pactados, presentar exámenes en los municipios correspond ...","canelones","/anuncio/instructor-de-coche-escuela-vp3d5",2018-12-14 09:51:41
"ADMINISTRATIVA/O PARA LAS PIEDRAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Administrativo. Administrativo.","canelones","/anuncio/administrativa-o-para-las-piedras-qv5pp",2018-12-14 09:51:41
"GUARDIA DE SEGURIDAD PARA PANDO","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la Zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-de-seguridad-para-pando-msqee",2018-12-14 09:51:41
"AYUDANTE PASTERO","Empanadas Don Pedro","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Ayudante pastero, horario de la mañana de martes a Domingo zona Ciudad de la costa. Con experiencia en el rubro fabrica de pastas o panaderia Responsable,  ...","canelones","/anuncio/ayudante-pastero-mz3t3",2018-12-14 09:51:41
"ODONTOLOGO/A","Consultorio Odontológico","Profesional","Salud","Hace 1 mes ","Atención Ontológica pacientes , odontología en general. Ortodoncia. Ortopedia Necesitamos Odontologos/as para los Lunes y Martes en Pando y de Miércoles a  ...","canelones","/anuncio/odontologo-a-s2998",2018-12-14 09:51:41
"AUXILIAR ADMINISTRATIVO CONTABLE","Importante empresa","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Tareas administrativas dentro de la administración de la empresa. Auxiliar Administrativa con conocimientos contables (Excluyente) Buen manejo de Office Ex ...","canelones","/anuncio/auxiliar-administrativo-contable-348ss",2018-12-14 09:51:41
"AUXILIAR DE DEPÓSITO PARA LAS PIEDRAS","Importante empresa","Auxiliar","Logística - Distribución","Hace 1 mes ","Funciones - Soporte en la carga y descarga de mercadería. - Armado de pedidos para futura distribución. -  Movimiento de mercadería para configuración de a ...","canelones","/anuncio/auxiliar-de-deposito-para-las-piedras-6j298",2018-12-14 09:51:41
"VENDEDOR PARA LAS PIEDRAS- CANELONES.","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Vendedor para Las Piedras de Lunes a Viernes de 9:00 a 18:00 horas. Vendedor para Las Piedras de Lunes a Viernes de 9:00 a 18:00 horas.","canelones","/anuncio/vendedor-para-las-piedras-canelones-he2dg",2018-12-14 09:51:41
"ATENCIÓN AL PÚBLICO Y TAREAS VARIAS","Importante empresa de quesos","Auxiliar","Servicios - Oficios","Hace 1 mes ","Atención al público persona simpática y con buenos modales. También tareas varias dentro del local. Fiambreria. Mantener buen trato con el público.","canelones","/anuncio/atencion-al-publico-y-tareas-varias-b925j",2018-12-14 09:51:41
"MECÁNICO DE MOTOS PARA LA CIUDAD DE LAS PIEDRAS","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 1 mes ","Upa.motos está buscando ampliar sus servicios de auxilio para motos en la ciudad de LAS PIEDRAS  y zonas cercanas,  para lo que busca mecánicos preferentem ...","canelones","/anuncio/mecanico-de-motos-para-la-ciudad-de-las-piedras-asen9",2018-12-14 09:51:41
"MECÁNICO DE MOTOS PARA LA CIUDAD DE PANDO","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 1 mes ","Upamotos está buscando ampliar sus servicios de auxilio en la Ciudad de Pando y aledaños, para lo que busca mecánicos preferentemente con taller de motos p ...","canelones","/anuncio/mecanico-de-motos-para-la-ciudad-de-pando-md3m5",2018-12-14 09:51:41
"MECÁNICO DE MOTOS PARA ATLANTIDA.","UPA.MOTOS auxilio","Técnico / Especialista","Producción","Hace 1 mes ","Upamotos está buscando ampliar sus servicios de auxilio en la ciudad de Atlántida y aledaños,  para lo que busca mecánicos preferentemente con taller de mo ...","canelones","/anuncio/mecanico-de-motos-para-atlantida-bu4t3",2018-12-14 09:51:41
"DONEA PARA FARMACIA HOMEOPÁTICA","Importante empresa","Técnico / Especialista","Salud","Hace 1 mes ","Atención al publico, tareas administrativas, manejo de caja, mantener orden y limpieza del local. Puntualidad, responsabilidad, compañerismo, honestidad y  ...","canelones","/anuncio/donea-para-farmacia-homeopatica-re5mh",2018-12-14 09:51:41
"FIAMBRERA SUPERMERCADO EN ZONA PINAMAR, CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, LIMPIEZA DE SECTOR. ATENCIÓN AL PUBLICO, ENVASADO, REPOSICIÓN DE LÁCTEOS Y CONGELADOS, L ...","canelones","/anuncio/fiambrera-supermercado-en-zona-pinamar-con-experiencia-comprobable-9b7ru",2018-12-14 09:51:41
"OFICIAL MECANICO AUTOMOTRIZ CON EXPERIENCOA / AIRE ACONDICIONADO AUTOMOTRIZ  / ARMADOR DESARMADOR","Apunto Aeropuerto ( Zona Aeropuerto)","Técnico / Especialista","Producción","Hace 1 semana ","Servicios / Diagnotico / Suspension / Frenos / Electricidad/ Cajas/ Ajustes Las del Puesto","canelones","/anuncio/oficial-mecanico-aire-acondicionado-armador-desarmador-8889v",2018-12-14 09:51:41
"AUXILIAR CONTABLE CALIFICADO","Empresa de Transporte","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Auxiliar Contable Calificado para empresa de transporte de carga, cita en San Jacinto, Canelones. Full time.  Orientamos nuestra búsqueda a persona dinámic ...","canelones","/anuncio/auxiliar-contable-calificado-ut954",2018-12-14 09:51:41
"AUXILIARES ADMINISTRATIVOS","Las Piedras Shopping","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Requisitos: •	Estudiante de Ciencias Económicas /  estudiante o egresado EDA / egresado UTU •	Radicado en Las Piedras •	Buena escolaridad •	Proactivo, Ord ...","canelones","/anuncio/auxiliares-administrativos-asmgj",2018-12-14 09:51:41
"INSTRUCTOR","AbySa Academia de Choferes","Peon","Servicios - Oficios","Hace 2 semanas ","Estamos incorporando a nuestro equipo instructor de manejo preferentemente con experiencia.  (Medio horario) Es indispensable contar con muy buen trato, pa ...","canelones","/anuncio/instructor-dr7gh",2018-12-14 09:51:41
"OPERARIO DE REPOSICIÓN Y DEPÓSITO","BRITT SHOP URUGUAY SA","Auxiliar","Ventas - Comercial","Hace 2 semanas ","Empresa del rubro de Retail busca Operario de Reposición y Depósito:  - Manejo de camión con mercadería debe contar con licencia B, C o D.  - Reponer merc ...","canelones","/anuncio/operario-de-reposicion-y-deposito-tuujh",2018-12-14 09:51:41
"ASISTENTE EN TURISMO - INGLES EXCLUYENTE","Bodega Pizzorno","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 2 semanas ","Aptitudes y actitudes para el cargo: Manejo de idiomas, capacidad de adaptación, lealtad a la empresa, polivalente, proactividad, capacidad de trabajo en e ...","canelones","/anuncio/asistente-en-turismo-ingles-excluyente-mrg4m",2018-12-14 09:51:41
"CHAPISTA OFICIAL","Apunto Aeropuerto","Técnico / Especialista","Servicios - Oficios","Hace 2 semanas ","oficial chapista con experiencia probada para taller en zona del aeropuerto de carrasco de lunes a viernes las del puesto","canelones","/anuncio/chapista-oficial-8gy9z",2018-12-14 09:51:41
"ADMINISTRATIVO ESTACIÓN DE SERVICIO LAGOMAR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 2 semanas ","Nos orientamos a la búsqueda de personas responsables, confiables y proactivas,para tareas administrativas en estación de servicio ubicada en LAGOMAR. Se r ...","canelones","/anuncio/administrativo-estacion-de-servicio-lagomar-e8ypg",2018-12-14 09:51:41
"ASESOR EN BIENESTAR","Monica Coli","Ejecutivo Comercial","Ventas - Comercial","Hace 3 semanas ","PRIMER PLATAFORMA PARA EMPRENDEDORES.  Totalmente en español. Buscamos 5 personas para desarrollar SU PROPIO NEGOCIO EN INTERNET. Trabajando en REDES SOCIA ...","canelones","/anuncio/asesor-en-bienestar-ytztj",2018-12-14 09:51:41
"MANTENIMIENTO","El Descubrimiento Resort Club","Supervisor / Encargado","Producción","Hace 1 mes ","Tareas de mantenimiento en general. Necesitamos personas proactivas con ganas de trabajar y dispuestas a solucionar problemas. Debe poseer conocimientos de ...","canelones","/anuncio/mantenimiento-j8238",2018-12-14 09:51:41
"AUXILIAR DE VENTAS","Importante empresa","Auxiliar","Atención al cliente","Hace 1 mes ","Importante empresa textil ubicada en Costa Urbana Shopping busca Auxiliar de Ventas para incorporar a su staff. El horario es de 6 horas diarias con día de ...","canelones","/anuncio/auxiliar-de-ventas-j6pua",2018-12-14 09:51:41
"REPOSICIÓN Y TAREAS DE DEPÓSITO EN SUPERMERCADO (ZONA PINAMAR)",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","Solamente se tomará en cuenta currículum con experiencia comprobable en supermercado. + Reposición del salón + Tareas de depósito, carga, descarga, etc. ...","canelones","/anuncio/reposicion-y-tareas-de-deposito-en-supermercado-zona-pinamar-62mtd",2018-12-14 09:51:41
"GUARDIA CON LOCOMOCIÓN SOLYMAR","Importante empresa","Auxiliar","Seguridad - Vigilancia","Hace 1 mes ","Guardia de seguridad en Barrio Privado de la zona Requisitos Excluyentes: Masculino de 20 a 60 años Libreta de Moto Disponibilidad Horaria para turnos Rot ...","canelones","/anuncio/guardia-con-locomocion-solymar-hj8bg",2018-12-14 09:51:41
"ENCARGADO PUESTO DE FRUTAS Y VERDURAS CON EXPERIENCIA COMPROBABLE, ZONA PINAMAR","SUPERMERCADO IMPERIO DEL ESTE","Auxiliar","Servicios - Oficios","Hace 1 mes ","ENCARGADO DEL PUESTO DE FRUTAS Y VERDURAS. EXPERIENCIA COMPROBABLE EN EL CARGO. SE ENCARGARÁ DE TODO LO RELACIONADO CON EL PUESTO EXCEPTUANDO LAS COMPRAS","canelones","/anuncio/encargado-puesto-de-frutas-y-verduras-con-experiencia-comprobable-zona-pinamar-9quag",2018-12-14 09:51:41
"CAJERA PARA SUPERMERCADO, EN ZONA PINAMAR (CANELONES), CON EXPERIENCIA COMPROBABLE",NA,"Auxiliar","Ventas - Comercial","Hace 1 mes ","- CAJERA - CON EXPERIENCIA COMPROBABLE EN CAJAS - DISPONIBILIDAD HORARIA SE VALORARÁ EXPERIENCIA EN SISTEMA SCANNTECH","canelones","/anuncio/cajera-para-supermercado-apb9z",2018-12-14 09:51:41
"IDÓNEO EN FARMACIAS CON EXPERIENCIA DE VENDEDOR-CAJERO- EXCLUYENTE TENER TITULO DE IDÓNEO EN FARMACIAS Y EXPERIENCIA",NA,"Técnico / Especialista","Salud","Hace 1 mes ","Todas las inherentes al cargo. Días y horarios: Lunes a Sábados con horario a coordinar con el postulante. Disponibilidad de realizar horas extras y posibl ...","canelones","/anuncio/idoneo-en-farmacias-con-experiencia-de-vendedor-cajero-excluyente-tener-titulo-de-idoneo-en-farmacias-y-experiencia-4jp57",2018-12-14 09:51:41
"INSTALADOR DE ALARMAS RESIDENCIALES, COMERCIALES Y CCTV","Importante empresa","Oficial","Servicios - Oficios","Hace 1 mes ","Instalación y Mantenimiento de Sistemas de Alarmas y Cámaras de Seguridad. Nuestra empresa le brinda el servicio de instalación a reconocidas empresas en e ...","canelones","/anuncio/instalador-de-alarmas-residenciales-comerciales-y-cctv-pnuz6",2018-12-14 09:51:41
"BARMAN, MOZO, MOZO DE BARRA.",NA,"Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Seleccionamos colaboradores para cubrir vacantes en el puesto de Mozo, mozo de barra y comis de mozo en nuestro Restaurante. Las vacantes son para todo el  ...","canelones","/anuncio/mozo-mozo-de-barra-comis-de-mozo-j88qd",2018-12-14 09:51:41
"COCINERA PARA HOTEL","HOTEL BAHAMAS","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 5 días ","Todo lo relacionado al puesto de trabajo, cocinar para grupos y a la carta, repostería para desayunos. Turno Nocturno de 16 a 00 Capacidad de trabajar en e ...","canelones","/anuncio/cocinera-para-hotel-asd4a",2018-12-14 09:51:41
"SYNGENTA: FINANCIAL ANALYST - SEEDS CUSTOMER MARKETING","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...","montevideo","/anuncio/syngenta-financial-analyst-seeds-customer-marketing-s96dv",2018-12-14 09:51:41
"SYNGENTA: FINANCIAL ANALYSTS - PARTNER REWARDS","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...","montevideo","/anuncio/financial-analysts-partner-rewards-jns9e",2018-12-14 09:51:41
"SYNGENTA: FINANCIAL ANALYST - ROYALTIES","ADVICE","Asistente","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development, we have oppo ...","montevideo","/anuncio/syngenta-financial-analyst-royalties-jdp2j",2018-12-14 09:51:41
".VENDEDOR  - BARRACAS - FERRETERIAS - CONSTRUCTORAS - (NO EXCLUSIVO)","bolsamax","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","VENDEDOR NO EXCLUSIVO  Barracas - Ferreterias - Constructoras Montevideo y Ciudad de la Costa Potenciar la cartera de clientes de la empresa en rubro Barra ...","montevideo","/anuncio/vendedor-barracas-ferreterias-constructoras-no-exclusivo-5ppry",2018-12-14 09:51:41
"MOZA DE SALÓN","Parrillada Tintos y Rubias","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Atención al público, orden y limpieza del salón. Buena presencia, puntualidad, preparación del salón para el turno de trabajo, orden y limpieza del mismo,  ...","montevideo","/anuncio/moza-de-salon-4hbyh",2018-12-14 09:51:41
"COCINERA","Importante Empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Autoservice necesita cocinera para sección Rotiseria con experiencia. Autoservice necesita cocinera para sección Rotisería con experiencia.","montevideo","/anuncio/cocinera-p6err",2018-12-14 09:51:41
"GESTOR DE COBRANZA PARA CALL CENTER","Importante empresa","Auxiliar","Teleoperadores - Call Center","Hace 1 mes ","Estamos en la búsqueda de personas con experiencia en cobranzas que sean dinámicas, orientadas a resultados y con buen nivel de comunicación para incorpora ...","montevideo","/anuncio/gestor-de-cobranza-para-call-center-daab6",2018-12-14 09:51:41
"PAYROLL OPERATIONS ANALYST","ADVICE","Analista","Administración - Secretariado","Hace 1 mes ","Syngenta is a world-leading agribusiness company committed to improve global food security. If you are interested in professional development in the financ ...","montevideo","/anuncio/payroll-operations-analyst-sg5yu",2018-12-14 09:51:41
"CAJERA/O","Gadager","Auxiliar","Ventas - Comercial","Hace 1 mes ","Cajero con experiencia turno vespertino para supermercado","montevideo","/anuncio/cajera-o-ma8p4",2018-12-14 09:51:41
"MOZOS/AS, COCINEROS/AS, BARMAN Y BACHEROS","Ramona","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 mes ","Ramona busca personal capacitado, con conocimiento y  buena actitud. Entregar curriculum en Ramona Pocitos Luis de la torre 701 Trabajo en equipo.","montevideo","/anuncio/mozos-as-cocineros-as-barman-y-bacheros-5vv77",2018-12-14 09:51:41
