"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Programador","www.buscojobs.com.uy/programador-ID-166985",2019-03-28 15:46:17,"OrangeLoops",NA,"Montevideo","Análisis de Sistemas",2,"Indiferente","Estudiantes o egresados de carreras de computación, con fundamentos sólidos de programación orientada a objetos, con un buen manejo de inglés.Se valorará de forma no excluyente conocimientos de tecnologías como: Java, Android, HTML & Javascript.Se ofrece un entorno de trabajo relajado, con horarios flexibles, y la posibilidad de trabajar junto a expertos en el diseño y desarrollo de productos de software para exportación.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
										Tecnologías de la Información / Aplicaciones para Celular
									
										Tecnologías de la Información / Desarrollador iOS
									
										Tecnologías de la Información / Android
									
										Tecnologías de la Información / Objective-C
									
								","
					
						
							
							
							
							Conocimientos: 
							
								JavaScript
									
										Programación
									
										Android
									
										iOS
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Agente Bilingüe Italiano","www.buscojobs.com.uy/agente-bilingue-italiano-ID-166953",2019-03-28 15:46:17,"(Confidencial)",NA,"Montevideo","Auxiliar Administrativo",1,"Medio turno mañana","Importante consultora francesa ofrece puesto de Credit Controller JUNIOR BILINGÜE EN ITALIANO (excluyente dominio FLUIDO del idioma a nivel oral y escrito).Tarea principal: Gestión de cobranza B2B de compradores italianos:- Seguimiento de cuentas activas y facturas pendientes- Respeto de los vencimientos y procedimientos acordados - Resolución de problemas internos relacionados con la cobranza: mercadería/servicios/transporte/emisión de documentos específicosRequiere:Capacidad de organizaciónMuy buena capacidad de relacionamiento y comunicaciónDedicación y compromisoConocimientos del Pack Office (Word-Excel-Outlook)Se valorará experiencia previa en atención al cliente / gestión de cobranza / call center y candidatos con conocimientos básicos de contabilidad (no excluyente)Horarios:7,5 horas diarias de lunes a viernesDe 05h30 a 13h00 (Oct-Marzo)De 04h30 a 12h00 (Marzo-Oct)Ubicación céntrica en MontevideoPor favor enviar CV con aspiraciones salariales y referencias.","Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Secretaría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Secretariado
									
										Analisis de créditos
									
										Gestor de fondos
									
										Administración de riesgo
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 55 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"DOCENTE DE INFORMÁTICA","www.buscojobs.com.uy/docente-de-informatica-ID-166950",2019-03-28 15:46:17,"(Confidencial)",NA,"Montevideo","Docencia – Informática",1,"Completa","Prestigiosa Institución educativa selecciona Docente de Informática para dictar clases en Educación Media con conocimientos avanzados de Inglés Excluyente.REQUISITOS: * Conocimientos en Tecnologías de la Información en general, conocimientos de Programación y Robótica.Misión del Cargo: Orientar estrategias de enseñanza y de aprendizaje relativos a su asignatura, planificando, desarrollando y evaluando los procesos de los estudiantes, de acuerdo a la programación curricular y el proyecto de centro. Responsabilidades Principales: • Organizar, planificar y coordinar las actividades previstas en el Proceso de Aprendizaje. • Evaluar y calificar a los alumnos, mediante la aplicación de pruebas y la realización de diagnósticos de estudiantes y de grupos. • Cumplir con los objetivos del curso y el cronograma del año. • Asistir a las reuniones de profesores, de coordinación o cualquier otra de similar naturaleza. • Fomentar competencias, habilidades, destrezas y aptitudes en el alumno. Requisitos para el cargo: • Profesores egresados de IPA o Estudiantes avanzados• Experiencia en el dictado de la materia mayor a 3 años • Conocimientos de los Reglamentos Vigentes Nacionales y Programas Internacionales. • Inglés Avanzado Ofrecemos la oportunidad de incorporarse a una Institución Educativa de reconocida y marcada trayectoria que brinda posibilidades de desarrollo personal y profesional.","Educación – Docencia / Docencia – Informática
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Docencia en informática
									
										Programación
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 25 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Instructor de Idioma","www.buscojobs.com.uy/instructor-de-idioma-ID-166956",2019-03-28 15:46:17,"Berlitz",NA,"Montevideo","Docencia – Lenguas Extranjeras",NA,"Indiferente","Industry leader Global Education Company is looking for customer oriented, dynamic individuals to join our local team. PLEASE, only apply if you have NATIVE level or NEAR-NATIVE level in ENGLISH or have excellent skills in multiple languages (e.g. English and French; English and German; English and Portuguese) To be trained as Instructors for our language department in Uruguay and/or CEIBAL. Previous teaching experience and/or Business/computer skills background is valued, but not required. We offer: - Part-time / Full-time positions - Face to face and/or Virtual instruction - Legal registration under contract of employment - Initial and ongoing training and development - Career Path - Professional working environment - Challenging and exciting atmosphere Compañía Líder en Educación Global busca personas flexibles, con orientación al cliente, dinámicas y con los siguientes requisitos: Los seleccionados serán entrenados como instructores para sumarse al equipo de idiomas de Uruguay y/o para el Plan CEIBAL. Experiencia previa y formación en el área de negocios e informática será valorada, pero no excluyente. Ofrecemos: -Trabajo part/full time -Presencial y/o virtual -Relación de dependencia -Training completo y desarrollo dentro de la Cía. -Ambiente de trabajo profesional y desafiante","Educación – Docencia / Docencia – Lenguas Extranjeras
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Docencia en lenguas extranjeras
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 24 Hasta 58 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Ingeniero para el área de Investigación y Soporte de Ingeniería.","www.buscojobs.com.uy/ingeniero-para-el-area-de-investigacion-y-soporte-de-ingenieria-ID-166979",2019-03-28 15:46:17,"Urudata",NA,"Montevideo","Administración / Instalación de Redes",NA,"Completa","Orientamos la búsqueda a profesionales universitarios en carreras de Ingeniería Informática, Telecomunicaciones o afines, para integrarse a nuestra área de Investigación y Soporte de Ingeniería. Sus principales actividades involucrarán el diseño de soluciones informáticas, investigación de productos para la incorporación al portafolio tanto técnico como comercial, así como el Gerenciamiento de Implementación de Proyectos. Son condiciones excluyentes, capacidad de liderar equipos de trabajo, desarrolladas habilidades comunicacionales, marcada ambición de superación y buen nivel de inglés. La posición ofrece posibilidades únicas de evolución profesional, con objetivos claramente definidos, permanente inversión en capacitación (la cual podrá desarrollarse tanto a nivel local como en el exterior) y excelente nivel de remuneración.","Tecnologías de la Información / Administración / Instalación de Redes
									
										Tecnologías de la Información / Administración de Base de datos
									
										Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Arquitectura de Sistemas
									
										Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
									
										Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / Gestión de Proyectos
									
										Tecnologías de la Información / Seguridad Informática
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Electrotecnia
									
										Tecnología e Innovación
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 25 Hasta 32 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Vendedor/a","www.buscojobs.com.uy/vendedora-ID-166955",2019-03-28 15:46:17,"Parque del Recuerdo",NA,"Montevideo","Atención al Cliente",NA,"Completa","Somos la principal empresa de Cementerio Parque y cremaciones de nuestro país. Durante los últimos 25 años miles de familias han confiado en nuestro servicio para homenajear y recordar sus afectos más queridos. El alto grado de satisfacción de nuestros clientes es el impulso para nuevas metas.Para ampliar nuestra capacidad de atención buscamos personas que sean capaces de lograr empatía con nuestra propuesta e incorporarse con alto grado de compromiso para continuar brindando el nivel de servicio que exigen nuestros clientes.El trabajo:Prestar un servicio de calidad estableciendo vínculos, comprendiendo las necesidades de los clientes y ofreciendo soluciones adecuadas. Incluye la concreción de entrevistas y el seguimiento personalizado a nuestros clientes.La tarea requiere dedicación completa.Requisitos:Indispensable excelente nivel de comunicación, perfil de servicio y potencial de ventas.Actitud proactiva enfocada en la atención y cumplimiento de objetivos. Pasión por aprender.Se valora experiencia en ventas.Se propone:Ser parte de una empresa reconocida y líder en su rubro.Sueldo mínimo asegurado, viáticos, excelentes comisiones, premios individuales y grupales por ventas y metas cumplidas.Excelente ambiente laboral y capacitación constante.Si te sientes identificado con nuestra propuesta te invitamos a postularte!","Atención al Cliente / Atención al Cliente
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: 35 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Front End Developer (UX/UI expert)","www.buscojobs.com.uy/front-end-developer-uxui-expert-ID-166971",2019-03-28 15:46:17,"Tavano Team","Montevideo","Montevideo","Consultoría",1,"Completa","Tavano Team is a fast growing eCommerce digital agency, Suite Commerce Partner of the year for Oracle Netsuite, building amazing shopping experiences to customers in the United States, Canada, Europe, Australia, and Latin America. Our team culture is built around innovation in the eCommerce space, continuing the adoption of the latest technologies, and sharing a friendly workplace. We look for positive and talented people that want to improve their skills and take on challenges. We are looking for a Front End Developer (UX/UI expert) to join our team of Suite Commerce front end developers and work in an environment that promotes creativity and innovation. If you are a Web Designer/Developer student or related field, this may be a good opportunity for you to join a dynamic environment and be part of building challenging business solutions with cutting edge technology. We offer good growth potential based on performance and an excellent working environment.Requirements:- Solid UX/UI experience (mandatory)- Solid HTML & CSS experience (mandatory)- Solid JavaScript experience (mandatory)- Sass or Less (mandatory)- Solid responsive design and mobile first thinking (mandatory)- Oracle Netsuite Suite Commerce experience is a huge plus- Backbone is a plus- GIT knowledge is a plus- NodeJS knowledge- Gulp knowledge- Good communication skills in English - verbal and written.- Must be a self-starter, with a great working attitude and a team player. The ideal candidate will have to be a problem-solver profile with an analytical mind who can work directly with international clients building their e-commerce websites and providing creative solutions to solve their existing problems or requests.- An interest in learning and understanding every aspect of our customer's e-commerce, digital marketing, CRM and ERP.","Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / Diseño Gráfico / Web
									
										Tecnologías de la Información / Gestión de Proyectos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								CSS (Cascading Style Sheets)
									
										HTML
									
										JavaScript
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"ENCARGADO DE ZONA VIGILANCIA","www.buscojobs.com.uy/encargado-de-zona-vigilancia-ID-166969",2019-03-28 15:46:17,"(Confidencial)",NA,"Montevideo","Casero",1,"Completa","Empresa de vigilancia busca un encargado de zona DIURNO  para visita de los lugares de trabajo de nuestros funcionarios.  El cargo implica la inspección de cada puesto de trabajo observando comportamiento , presencia , actitud  y dando las indicaciones correspondientes en cada caso. Se valorará EXPERIENCIA  en trabajos similares así como también una  formación militar o policial otorgará una consideración especial en la selección. Capacidad de relacionamiento con el cliente, objetividad , dinamismo y experiencia en cargos similares o en vigilancia serán considerados en la selección , SE REQUIERE LIBRETA DE CONDUCIR AUTOS AMATEUR para el cargo. Rogamos a los que no cumplan las condiciones de edad abstenerse de enviar sus curriculums.","Seguridad – Vigilancia / Casero
									
										Seguridad – Vigilancia / Portero
									
										Seguridad – Vigilancia / Personal de Seguridad
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Seguridad y Vigilancia
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 40 Hasta 60 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-03-26,"martes"
"Senior Financial Analyst, Reporting","www.buscojobs.com.uy/senior-financial-analyst-reporting-ID-166942",2019-03-28 15:46:17,"Altisource","Montevideo","Montevideo","Contaduría",NA,"Completa","Responsibilities include:- Analyzing the segment’s P&L in relation to Expense – related items.- Participate in Month – End reporting and providing support in completing Monthly consolidation process.- Planning, preparation and issuance of all Securities and Exchange Commission (SEC) filings, including filings on Forms 10Q, 10K, 8K and press releases as well as financial statement schedules and disclosures.- Ensure timeliness and accuracy in all the analysis performed. Preparing various supporting schedules, reconciliations and analysis, including coordination with segment accountants and others in the organization to assist as necessary (review of workpaper packages prepared by those individuals).- Supporting interactions with external and internal auditors with respect to financial reporting and debt compliance functions & maintaining a system of internal controls that is Sarbanes – Oxley compliant.- Completion of ad-hoc special projects as requested by supervisor, including certain management reporting projects.- Maintaining timely communication with supervisors; keeping them informed o all material financial and reporting issues.Technical and Behavioral Requirements:-Accounting student.-Analytical thinking.-Strong skill set in Microsoft Office package preferred (Outlook, Excel, and Word).-Ability to work effectively with cross-functional groups, providing them guidance and support.-Excellent organizational and follow –up skills are required as well as close attention to detail.-Ability to work well under pressure and tight timelines.-Organize and manage priorities effectively, while operating independently.-Strong oral and written communication skills.","Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 22 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Analyst, Payroll and Expense Management","www.buscojobs.com.uy/analyst-payroll-and-expense-management-ID-166941",2019-03-28 15:46:17,"Altisource","Montevideo","Montevideo","Administración de Empresas",NA,"Completa","The Analyst, Payroll and Expense Management will be responsible for: -Execute expense reimbursement payments. -Coordinate and overview cash advance process. -Prepare daily journal entries. -Prepare ad-hoc reports for different business units. -Support internal and external audits related to expense reimbursements. -Internal clients assistance. -Provide support in Payroll Accounting tasks during end-month closing.Qualifications:- Accounting student with 2nd year completed.- Highly organized / self-motivated - Analytical thinking - Strong skill set in Microsoft Office package preferred (Outlook, Excel, Word) - Ability to work effectively with cross-functional groups, providing them guidance and support - Excellent organizational and follow-up skills are required as well as close attention to detail - Ability to work well under pressure and tight timelines.- Organize and manage priorities effectively, while operating independently.- Strong oral and written communication skills.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración de Empresas
									
										Auxiliar Contable
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 23 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
"Financial Analyst, Accounts Receivable","www.buscojobs.com.uy/financial-analyst-accounts-receivable-ID-166939",2019-03-28 15:46:17,"Altisource","Montevideo","Montevideo","Contaduría",NA,"Medio turno tarde","The Accounts Receivable Analyst will be in charge of the following but not limited to: • Process billing and credit note requests for all business units across the company ensuring no requests are missed or left unattended. • Reconciliation and recording of all payments received in the bank ensuring accurate application.• Respond to customer and business units queries on a timely manner. • Deal with internal and external audit requests making sure all the relevant documentation is obtained and presented in due time. • Generate several AR reports such as Billing, Collections and Others. Experience/Qualifications:• 1st/2nd year Accounting student• Accounting Background • Ability to multi-task and work under pressure • Dynamic and Proactive • Excellent Customer Service Skills","Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 25 Años
							
							
							
								
							
						

						
					
					
				",2019-03-26,"martes"
