"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Desarrollador .Net sSr-Sr","www.buscojobs.com.uy/desarrollador-net-ssr-sr-ID-168310",2019-05-05 19:54:54,"COMBEAS S.A.","Montevideo","Montevideo","Programación",2,"Completa","Somos una empresa joven en pleno crecimiento, con un excelente ambiente laboral, y excelentes oportunidades de desarrollo personal. Trabajamos en un producto de gran porte, el cual apunta al mercado local como regional.BuscamosBuscamos desarrolladores .net para proyecto de gran porte, basado en aplicacion móvil asi como aplicacion web.Preferiblemente estudiantes de las carreras de Ingenieria en Computación, Analista en Sistemas, Licenciado en Sistemas o afines, con solidos conocimientos en tecnologias Microsoft (asp.net, WebApi, SqlServer), preferiblemente con conocimiento en framework Ionic, que le apasione los nuevos desafíos, investigacion de nuevas tecnologias, y formar parte en un equipo de desarrollo el cual trabaja con tecnologias de punta, innovador y descontracturado.Tareas a desarrollarParticipacion activa en equipo de desarrollo, realizando tareas referidas al backend y Web.Requerimientos:Educación Mínima: UniversidadAsp.Net MVCWebApi 2SQLServerHTMLJavaScriptCSSAngularJSNivel intermedio de inglésDeseables:FirebaseIonic 4NodeTypeScriptGitMetodologías ágiles (scrum)","Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								CSS (Cascading Style Sheets)
									
										HTML
									
										JavaScript
									
										SQL Server
									
										Node.js
									
										Asp.NET MVC 4+
									
										Asp.NET WebAPI
									
										AngularJs 1.X
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"Auxiliar Administrativo","www.buscojobs.com.uy/auxiliar-administrativo-ID-168204",2019-05-05 19:54:54,"NYR","Montevideo","Montevideo","Auxiliar Administrativo",1,"Completa","Gracias por considerar NYR para tu próxima etapa laboral! Te invitamos a ser parte de un equipo de fabricantes con experiencia y con amor por el oficio. Buscamos una persona para el puesto de Auxiliar Administrativo. Las tareas a llevar cabo son: - Atención telefónica a clientes- Recepción de clientes que entran al local- Coordinación entregas con clientes- Facturación de ventas- Procesamiento planillas de Excel (Ordenes, facturas y recibos)Requisitos Excluyentes:- Buen manejo de Excel (fundamental)- Experiencia previa en area administrativaDejanos tu CV en Buscojobs or mandalo por nuestra web.Te esperamos!","Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Secretaría
									
										Atención al Cliente / Atención al Cliente
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Atención al Cliente
									
										Microsoft Excel
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"Recepcionista","www.buscojobs.com.uy/recepcionista-ID-168309",2019-05-05 19:54:54,"Atento Uruguay",NA,"Montevideo","Administración Contable y Financiera",3,"Indiferente","Esta es tu oportunidad para formar parte de una empresa líder y el único Contact Center dentro del Ranking de Great Place To Work. Contamos con diversos beneficios pensados para ti y una línea de carrera para que puedas crecer con nosotros.Funciones:-  Brindar la bienvenida a los visitantes, proveedores y clientes de la empresa. - Responsables de la apertura y cierre del local.- Monitoreo de las cámaras de seguridad.- Recepción de llamadas de la central telefónica.Requisitos: - Secundario completo.- Experiencia en atención al cliente como recepcionista.- Conocimiento de Ms. Office.- Excelente nivel de comunicación oral y escrita.- Disponibilidad para trabajar de lunes a sábados en jornadas de 36 horas semanales.- Jornadas de 6 horas en la franja horaria de 07:00 a 01:00 horas.Beneficios:- Salario $17,351.- Actividades extra programáticas para festividades especiales.- Premiación por desempeño.- Convenios con universidades e institutos y descuentos en complejos recreacionales.- Excelente clima laboral, somos unas de las mejores empresas para trabajar.","Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Secretariado
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"Programador / Diseñador","www.buscojobs.com.uy/programador-disenador-ID-168305",2019-05-05 19:54:54,"(Confidencial)","Montevideo","Montevideo","Programación",NA,"Completa","Importante empresa líder en el mercado se encuentra en la selección de programador y diseñador  de sistemas para área de E-Commerce.Nos orientamos en la búsqueda de personas con gran iniciativa, proactividad, excelente nivel de comunicación y trabajo en equipo.Principales tareas : Armar, crear y diseñar nuevas herramientas  para el área de E - commerce , adecuándolas a las necesidades del negocio.Comunicación constante con las diferentes áreas por relevamiento y mejora de procesos  .Programación de páginas web .Planificaciones estratégicas de sistema para  eventos comerciales .Propuestas constantes de mejora .Programar integración del diferentes sistemas con las  áreas de la empresa . Requisitos:• Programador / Diseñador• Profesional / Técnico / Estudiante avanzado en sistemas o a fin.• Experiencia en la administración, configuración y desarrollo de portales de electrónico • Experiencia en Gestión de proyectos • Manejo de KPI´s• Conocimiento de metodologías agiles (no excluyente)• Conocimiento de la Herramienta GeneXus (no excluyente)• Lenguaje de programación PHP (2 años de experiencia)• Programación de páginas Web (HTML, CSS, JS) (2 años de experiencia)• Base de datos (Oracle, MySQL, SQL server,) • Frameworks para PHP• Uso de API´s• Lenguaje de programación JavaSe valorará:Experiencia en integraciones.","Tecnologías de la Información / Programación
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Programación
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"vendedor de call center","www.buscojobs.com.uy/vendedor-de-call-center-ID-168274",2019-05-05 19:54:54,"Mensare S.A.",NA,"Montevideo","Call Center",NA,"Completa","VENDEDOR PARA CALL CENTEREstamos buscando una persona con experiencia en el rubro.Dinámica, audaz, perseverante y con ganas de superarse y alcanzar objetivos.","Teletrabajo – Call Center / Call Center
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de servicios
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-02-04,"lunes"
"URUDATA SOFTWARE: Analista Programador .NET","www.buscojobs.com.uy/urudata-software-analista-programador-net-ID-168299",2019-05-05 19:54:54,"Urudata Software","Montevideo","Montevideo","Análisis de Sistemas",5,"Indiferente","Urudata Software está buscando egresados o estudiantes próximos a recibirse de la carrera Ingeniería en Computación o afines.Experiencia mínima de 2 años trabajando en .Net, Javascript, HTML, CSS y bases de datos relacionales.Orientamos nuestra búsqueda a personas talentosas y apasionadas por la tecnología.Formarás parte de un equipo joven participando en todo el ciclo de vida de una solución. Son valoradas las capacidades de comunicación, análisis y diseño de soluciones utilizando metodologías ágiles.La carga horaria es full time, o part time con horario flexible.Gracias a un entorno de trabajo amigable y colaborativo, trabajamos todos juntos mirando hacia un mismo objetivo: obtener resultados de alta calidad.Si estás buscando tu primera experiencia laboral, también podés postularte y quedar registrado para nuestro programa de 20 horas semanales.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
										JavaScript
									
										SQL
									
										ASP.NET
									
										Web Services
									
										jQuery
									
										Asp.NET MVC 4+
									
										Asp.NET WebAPI
									
										Entity Framework
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"Analista Contable Senior","www.buscojobs.com.uy/analista-contable-senior-ID-168282",2019-05-05 19:54:54,"Compañía Cooperativa de Seguros SURCO","Montevideo","Montevideo","Contaduría",1,"Completa","La posición:Tendrá como objetivo central llevar adelante diversos procesos del área administrativa-contable de la Cía. Participa activamente en la realización y seguimiento de obligaciones contables (cierres mensuales y fiscales). Lleva adelante la gestión contable (imputación, análisis, ajustes, conciliaciones de rubros contables). Brinda soporte calificado (contable y administrativo) a diferentes sectores de A&F. Elabora informes y reportes diversos para organismos de contralor (BCU, Auditorias u otros) entre otras tareas inherentes a la función.La persona:Excluyente acredite formación avanzada en ciencias económicas  (FCEA). Cuente con experiencia excluyente (2 años mínima) en posiciones de similar responsabilidad dentro de empresas organizadas (valorándose especialmente Cías de seguros) con interacción frecuente en las actividades implicadas en el cargo. Posea muy buen dominio de herramientas informáticas, incluido programas contables. Siendo competencias clave de la persona a incorporar: integridad, vocación de servicio, calidad de trabajo, orientación a resultados (organización, resolución, enfoque global y atención en detalles, con adecuado manejo del tiempo/plazos), iniciativa y habilidades interpersonales favorables a un adecuado trabajo en equipo.La Propuesta:Se trata de una excelente oportunidad de incorporarse a una compañía aseguradora reconocida, con muy buen ambiente laboral y una remuneración acorde a las responsabilidades del cargo.","Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Administración de Empresas
									
										Auditoría bancaria y contable
									
										Finanzas corporativas
									
										Liquidación de Impuestos
									
										Docencia en contabilidad, comercio y secretariado
									
										Memory Conty
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-04,"lunes"
"Profesionales para clínica neuropedriática","www.buscojobs.com.uy/profesionales-para-clinica-neuropedriatica-ID-168262",2019-05-05 19:54:54,"ESCUELA NACIONAL DE ENFERMERIA","Montevideo","Montevideo","Capacidades Diferentes",12,"Indiferente","Estamos seleccionando el mejor staff  de Uruguay para la NeuClinica que pretende cambiar la historia! Nuestro enfoque son profesionales de cada rama y en especial PSICOPEDAGOGIA, FONOAUDIOLOGIA, PSICOMOTRICISTAS, PSICOLOGOS, MAESTROS,NEUROLOGOS Y PSIQUIATRAS con gran vocación clínica y de investigación. Enviar curriculum vitae completos que incluyan certificados de las actividades mas relevantes y referencias concretas. Se garantiza reserva y protección de los datos personales conforme a la legislación de Uruguay.","Educación – Docencia / Capacidades Diferentes
									
										Educación – Docencia / Educación Preescolar
									
										Educación – Docencia / Educación Primaria
									
										Educación – Docencia / Psicopedagogía
									
										Salud / Medicina
									
										Salud / Psicología
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Docencia primaria
									
										Doctor en Medicina
									
										Psicología
									
										Fonoaudiología
									
										Psicomotricidad
									
										Psicopedagogía
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 22 Hasta 60 Años
							
							
							
								
							
						

						
					
					
				",2019-01-05,NA
"cocinera","www.buscojobs.com.uy/cocinera-ID-168261",2019-05-05 19:54:54,"(Confidencial)","Montevideo","Montevideo","Gastronomía",2,"Completa","COCINERA PARA FAMILA. Tendrá a su cargo la totalidad de las tareas afines. Selección y compra de ingredientes, Lavado y acondicionamiento de ingredientes, preparaciones y alimentos listos para su consumo. Preparación de menú diario y semanal respetando criterios. Ejecución integral del menú dia a día. Emplatado cuando esta dentro de su horario. Eventual limpieza integral de útiles y cocina en los casos de no contar con apoyo a estos efectos. Sera responsable integral de mantener el orden e higiene de la cocina. La mas estricta higiene y aplicación de criterios sera exigida.","Turismo – Hotelería – Gastronomía / Gastronomía
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Cocina 
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 24 Hasta 55 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-01-05,NA
"Desarrollador Senior - Testing","www.buscojobs.com.uy/desarrollador-senior-testing-ID-168255",2019-05-05 19:54:54,"GoNova Asesoria y Outsourcing en RRHH","Montevideo","Montevideo","Calidad de Sistemas",2,"Completa","Importante empresa en el área de IT (zona de Carrasco) selecciona para integrarse a su equipo - Desarrollador Senior y Desarrollador Junior- Tareas: • Desarrollo y mantenimiento de aplicaciones.• Testing de aplicaciones y documentación correspondiente. SQACompetencias esperadas;? Responsabilidad y compromiso.? Orientación a resultados.? Capacidad para trabajo en equipo.? Proactividad.? Capacidad resolutiva.? Capacidad de planificación y organización.? Capacidad de atención y concentración.Educación requerida:Necesaria:? Terciario completo o próximo a finalizar. Ingenierio o analista en sistemas.? Buen dominio de programación.? Es excluyente contar con un amplio dominio de Java, JPA, JSF, JEE y tecnologías relacionadas. Serequiere contar con experiencia previa mínima de 3 años en java.? Conocimientos de testing (se valorará formación en el área y/o experiencia)Valorada:? Se valorarán conocimientos de html 5, Angular y Bootstrap.? Dominio de SQL para desarrollo con motores de bases como SQL Server y postgres.Idiomas: Inglés (deseado)Experiencia: Deseable mayor a 3 años.Se ofrece incorporarse a una empresa de renombre en el ramo, con un excelente clima laboral y posibilidades de crecimiento profesional.","Tecnologías de la Información / Calidad de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Testing de Sistemas
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								HTML
									
										Java
									
										SQL
									
										JSP (JavaServer Pages)
									
										PostgreSQL
									
										AngularJs 1.X
									
										Bootstrap framework
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Completo
							
							
							Edad: Desde 25 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2018-12-06,"jueves"
