"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Auxiliar Administrativo","www.buscojobs.com.uy/auxiliar-administrativo-ID-169330",2019-05-30 14:44:40,"(Confidencial)","Montevideo","Montevideo","Administración de Empresas",1,"Completa","Importante Empresa Selecciona:Auxiliar AdministrativoRequisitos:Estudiante de 2do.año de CC.EE, EDA o similar con sólidos conocimientos contables.Experiencia en tareas de inventario y control de stock de mercaderias.Buen manejo de herramientas informáticas.Se valorará conocimiento en liquidaciones de haberes salariales.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Administración Contable y Financiera
								","
					
						
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-05-29,"miércoles"
"Agente de Service Desk","www.buscojobs.com.uy/agente-de-service-desk-ID-169366",2019-05-30 14:44:40,"SONDA Uruguay","Montevideo","Montevideo","HelpDesk / Soporte Técnico",1,"Completa","Se trata de una posición como Agente de Service Desk para trabajar los Sábados y Domingos de 22:00 a 06:00 hs.Requisitos:•	Bachillerato completo. Formación en curso o completa en carrera técnica de nivel terciario en informática o afines (no excluyente)•	Experiencia comprobable en la atención a usuarios y soporte técnico de al menos 1 año (excluyente).Se valorará conocimientos de portugués. •	Contar con marcada vocación de servicio•	Excelente trato interpersonal•	Excelentes habilidades de comunicación tanto oral como escrita•	Buena presencia•	Metódico, capacidad de seguir pautas y procedimientos de trabajo•	Capacidad de trabajo en equipo•	Capacidad de aprendizaje•	Se valorarán certificaciones técnicas: •	Certificación en ITIL•	Sistemas operativos Windows•	Herramientas de ofimática•	Telefonía IP y móvil•	Video conferencias•	Sharepoint•	Impresión•	Herramientas de control remoto•	Instalación de software para diagnóstico y solución de falla","Tecnologías de la Información / HelpDesk / Soporte Técnico
								","
					
						
							
							
							Conocimientos: 
							
								Tecnologías de la Información
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 23 Hasta 50 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Junior en Venta de Publicidad","www.buscojobs.com.uy/junior-en-venta-de-publicidad-ID-169349",2019-05-30 14:44:40,"(Confidencial)","Montevideo","Montevideo","Comercial / Ventas",1,"Indiferente","Empresa en Montevideo, busca personal para desempeñarse como Junior en venta depublicidad para programas de tv, radio y redes.Requisitos:- Femenino hasta 40 años, educación terciaria- Habilidades de comunicación- Ingles- Iniciativa y creatividad- Manejo de redes sociales. - Manejo de informes.- Manejo de herramientas informáticas (principalmente planillas electrónicas).- Preferiblemente con experiencia.- Sin carga horaria fija.- Sueldo básico y comisiones.","Comercio – Mercadeo – Ventas / Comercial / Ventas
								","
					
						
							
							
							Conocimientos: 
							
								Publicidad
										Venta a Empresas
										Redes Sociales
								Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 18 Hasta 40 Años
									Sexo: Femenino
						

						
					
					
				",2019-05-29,"miércoles"
"Promotor de Afiliaciones para Dpto. de Lavalleja","www.buscojobs.com.uy/promotor-de-afiliaciones-para-dpto-de-lavalleja-ID-169365",2019-05-30 14:44:40,"Dalfenur","Minas","Lavalleja","Atención al Cliente",1,"Completa","Seleccionamos: Promotor de Afiliaciones para el Departamento de Lavalleja!!! Este llamado es abierto y contempla lo establecido por la Ley 18.651 referida a personas con discapacidad y deberán expresarlo en su postulación.Si sos ambicioso, dinámico, responsable y con una fuerte orientación a cumplir metas, esta es la oportunidad de integrarte a nuestro equipo de trabajo. Recorriendo distintos barrios y comercios del departamento de Lavalleja, si te entusiasma el desafío de ofrecerles un servicio que contribuirá con los ingresos de su negocio y estás afín de capacitarte sobre producto y técnicas de venta… ¡Nos encantará conocerte!El Cargo: entre sus funciones se encuentran generar contactos para comercializar nuestros productos, captar nuevos clientes mediante la visita a comercios mediante una venta consultiva, contribuyendo en el proceso de aprendizaje del uso de la herramienta.  Requisitos: orientamos nuestra búsqueda a personas entusiastas que deseen incorporarse en un equipo de alto impacto, que cuenten con Bachillerato completo y se valoraran cursos de ventas. Ofrecemos: unirse a una empresa en crecimiento, con un salario base acorde a las responsabilidades con importantes desafíos a cumplir, así como un interesante plan de remuneración y plan de reconocimiento. Estabilidad laboral.Lugar de trabajo: Dpto. de Lavalleja, el desempeño del cargo implica recorrer distintos barrios.Dedicación: De lunes a viernes  09:00 a 18:45 hs.Importante: Las personas en situación de discapacidad deberán estar inscriptas en la Comisión Nacional Honoraria de la Discapacidad.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
										Atención al Cliente
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 19 Hasta 65 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Administración y Logística","www.buscojobs.com.uy/administracion-y-logistica-ID-169327",2019-05-30 14:44:40,"(Confidencial)","Montevideo","Montevideo","Administración de Empresas",1,"Completa","Importante Empresa de Uruguay se encuentra en la búsqueda de personal para su Departamento de Administración y Logística. Nos orientamos a personas con marcado perfil analítico, sólidos conocimientos de herramientas Administrativas/Contables, Logística e Importaciones. Valoraremos perfiles con alta pro actividad, dinamismo, autonomía, creatividad e innovación.-Requisitos-Excluyente:•	Estudiante de carreras afines a Ciencias Económicas con conocimiento de paquete office.•	Formación en UTU Administrativo Contable (Culminada)•	Experiencia previa, en tareas contables en general en empresas de mediano porte•	Dominio de herramientas informáticas (Excel – Indispensable)•	Conocimientos contables en general -Descripción del Trabajo-•	Manejo del Sistema KORE de Numina•	Facturación, Créditos, Resguardos y Stock•	Compras y Gastos•	Tareas las asociadas a los Controles y seguimientos contable•	Bancos (Cheques, Saldos, Conciliaciones, Tramites y Transferencias)•	Custodia del archivo de documentación•	Proveedores, despachantes e Importaciones•	Preparación de la documentación mensual•	Generación de Informes para la Gerencia•	Sueldos, Nomina, Contratos, Altas, Bajas, Horarios y Licencias•	Coordinación de Logística•	Control, seguimiento y archivo de los rastreos de los envíos-OFRECEMOS-EstabilidadExcelente ambiente laboralFlexibilidad de horario para permitir continuación de estudios Capacitación y aprendizaje continuo.IMPORTANTE: Los interesados deberán enviar su currículum actualizado, mencionando además el interés por el puesto.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Facturación / Cobros / Pagos
										Administración – Secretariado / Gestión de Operaciones
										Administración – Secretariado / Impuestos
										Administración – Secretariado / Liquidación de Sueldos
										Administración – Secretariado / Secretaría
										Contabilidad – Auditoría – Finanzas / Contaduría
										Cadetería - Cobranzas / Gestión de Trámites
										Banca – Servicios Financieros / Banca Electrónica
										Banca – Servicios Financieros / Cambio de Moneda
										Banca – Servicios Financieros / Cuentas Corrientes
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Comercio Exterior/Aduanas
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Distribución – Logística – Almacenamiento / Compras / Proveedores
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
								","
					
						
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
										Administración de Empresas
										Auxiliar Administrativo
										Caja y/o Facturación
										Liquidación de Sueldos
										Auditoría bancaria y contable
										Logística y almacén
										Gestión de Compras
										Distribución, logística, depósito.
										Administración
										Administración de Personal
										Administración salarios y documentación legal
										Microsoft Office
										Auxiliar Contable
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 25 Hasta 45 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Administrativo","www.buscojobs.com.uy/administrativo-ID-169340",2019-05-30 14:44:40,"(Confidencial)","Montevideo","Montevideo","Auditoría",1,"Indiferente","Estudiante avanzado de contador para tareas administrativas.El cargo se reporta al Jefe de Administración.Se busca persona proactiva en un principio para cargo temporal por 2 meses con posibilidad de extensión.","Contabilidad – Auditoría – Finanzas / Auditoría
										Contabilidad – Auditoría – Finanzas / Contaduría
								","
					
						
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
										Auxiliar Contable
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 25 Hasta 35 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Ejecutivo de Ventas corporativo","www.buscojobs.com.uy/ejecutivo-de-ventas-corporativo-ID-169303",2019-05-30 14:44:40,"Infoland","Montevideo","Montevideo","Comercial / Ventas",1,"Completa","Buscamos incorporar Ejecutivo de ventas con perfil corporativo para venta de soluciones informáticas.La posición implica:- Generar ventas corporativas (nuestros clientes son empresas de mediano y gran porte) - visitar clientes, generar vínculos y relevar oportunidades- Armar y enviar propuestas de soluciones en IT para los clientes- Hacer capacitaciones y participar de eventos- Uso de sistema SAP y CRM- Hacer reportes y armar ofertas - Ser dinámico y pro activo","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
										Comercio – Mercadeo – Ventas / Venta de Insumos Informáticos
										Comercio – Mercadeo – Ventas / Venta de Servicios
								","
					
						
							
							
							Conocimientos: 
							
								Análisis comercial
										Tecnología e Innovación
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 25 Hasta 55 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Auxiliar de Créditos Cajero para Las Piedras Shopping","www.buscojobs.com.uy/auxiliar-de-creditos-cajero-para-las-piedras-shopping-ID-169360",2019-05-30 14:44:40,"CASH","LasPiedras","Canelones","Administración de Capitales",NA,"Completa","Nos encontramos en la búsqueda de personal para el área de créditos, orientada a personas dinámicas, responsables, comprometidas, pro activas, con gran espíritu colaborador, con buen relacionamiento interpersonal. Debiendo tener marcado perfil comercial y vendedor. Alto grado de vocación de servicio y con clara orientación al cliente. Orientado al logro de objetivos individuales como colectivos.Tendrá como tareas principales la atención al cliente de forma presencial como telefónica, asesorando, ofreciendo, y vendiendo nuestros productos, servicios, beneficios que posee la empresa. Manejo de valores, cobranza y pagos.Se trata de una oportunidad de integrarse a una empresa nacional, en constante crecimiento, que brinda posibilidades de capacitación permanente, y desarrollo para sus colaboradores. Ofreciendo un excelente clima de trabajo, estabilidad e importante paquete de beneficios.","Banca – Servicios Financieros / Administración de Capitales
								","
					
						
							
							
							Conocimientos: 
							
								Microsoft Office
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 38 Años
						

						
					
					
				",2019-05-29,"miércoles"
"MERCHANDISER","www.buscojobs.com.uy/merchandiser-ID-169277",2019-05-30 14:44:40,"SANTIAGO ALOY S.A",NA,"Montevideo","Comercial / Ventas",1,"Completa","SE OFRECE LA POSIBILIDAD DE INGRESAR A UNA EMPRESA SOLIDA, EN PROCESO DE EXPANSIÓN, LÍDER EN SU RUBRO.LA PERSONA CONTARA CON CAPACITACIÓN EN CUANTO A LOS PRODUCTOS DE VENTA.ES IMPORTANTE CONTAR CON EXPERIENCIA DE AL MENOS 1 AÑO","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Merchandiser
								","
					
						
							
							
							Conocimientos: 
							
								Atención al Cliente
										Venta a supermercados
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 25 Hasta 35 Años
						

						
					
					
				",2019-05-29,"miércoles"
"VENDEDOR/A TECNICO EXTERNO","www.buscojobs.com.uy/vendedora-tecnico-externo-ID-169359",2019-05-30 14:44:40,"TASK","Montevideo","Montevideo","Venta Agroindustria",NA,"Completa","Empresa Multinacional dedicada a la fabricacion y venta de componentes y sistemas hidraulicos busca VENDEDOR TÉCNICO EXTERNOSe requiere experiencia no menor de 5 años en venta de componentes oleo hidráulicos.Disponibilidad para realizar frecuentes viajes al interior así como viajes al exterior por capacitaciones específicas, en este caso el período mínimo de estadía será de 60 días.Se valorará poseer vehiculo propio.El candidato tendrá la responsabilidad de incrementar y mejorar la cartera de clientes así como también realizar el cobro a los mismos.Enviar CV con aspiraciones salariales (excluyente)","Comercio – Mercadeo – Ventas / Venta Agroindustria
										Comercio – Mercadeo – Ventas / Venta de Insumos Industriales
								","
					
						
							
							
							Conocimientos: 
							
								Venta de productos en general
										Venta Industrial
										Venta a Empresas
										Hidráulica
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 25 Hasta 40 Años
						

						
					
					
				",2019-05-29,"miércoles"
"Asistente Administrativo","www.buscojobs.com.uy/asistente-administrativo-ID-169345",2019-05-30 14:44:40,"(Confidencial)","Montevideo","Montevideo","Auxiliar Administrativo",1,"Completa","Asistente Administrativo para nuestro Departamento de Administración Comercial:El cargo reportará a nuestro Gerente de Administración Comercial, será la encargada de realizar los procesos administrativos comerciales necesarios para que el cliente reciba en tiempo y forma la mercadería, cuidará a través de un trato cordial la coordinación y resolución de las inquietudes que tengan nuestros clientes así como nuestras fuerza de venta y asistirá a la responsable de área en todo lo que refiere a los trabajos del sector.Competencias:- acreditada experiencia en el cargo no menor a dos años.- manejo de programas de facturación- buen manejo de herramientas informáticas - actitud de servicio- metódica, eficiente y eficaz- pro activa en búsqueda de soluciones - capacidad de trabajo en equipo- excelente relaciona miento interpersonal Será excluyente tener aprobado Bachillerato, se valorará estudios específicos en el áreaHorario : Lunes a viernes de 9: 15 a 18 y un sábado al mes de 09 a 13 hrs","Administración – Secretariado / Auxiliar Administrativo
								","
					
						
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 25 Hasta 40 Años
									Sexo: Femenino
						

						
					
					
				",2019-05-29,"miércoles"
