"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Técnico Eléctrico","www.buscojobs.com.uy/tecnico-electrico-ID-166110",2019-03-07 12:23:25,"(Confidencial)","Durazno","Durazno","Electricidad",NA,"Completa","Nos orientamos a personas con formación técnica y experiencia justificada en tareas relacionadas. Principales responsabilidades: ejecutar tareas de mantenimiento preventivo y correctivo de equipos y sistemas eléctricos de subestaciones.Imprescindible formación técnica en electrónica, eléctrica y/o electromecánica.Valoramos experiencia en trabajos de media tensión y alta tensión y uso de equipamiento de ensayos.Residencia en la ciudad de Durazno o zonas cercanas.","Oficios – Servicios Varios / Electricidad
									
										Oficios – Servicios Varios / Electrónica
									
										Especializaciones / Electricidad
									
										Especializaciones / Electrónica
									
										Construcción – Arquitectura / Obras Civiles
									
										Construcción – Arquitectura / Personal de Obra
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Electricidad
									
										Electrónica
									
										Electromecánica
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-07,"jueves"
"Jefe de Obra - Calderas","www.buscojobs.com.uy/jefe-de-obra-calderas-ID-166106",2019-03-07 12:23:25,"BERKES","Montevideo","Montevideo","Mecánica Industrial",NA,"Completa","DESCRIPCIÓN DEL PUESTORepresentar a la empresa ante el cliente promoviendo relaciones de largo plazo y de mutuo beneficio.Definir en base al estudio de pliegos, recaudos gráficos, el presupuesto definido y lo estipulado en el contrato, las características y requerimientos específicos, así como su viabilidad, solicitando la revisión de los elementos en los que haya desajustes para asegurar su correcta realización.Determinar los permisos especiales que se puedan requerir tanto del Estado como del propio Cliente y asegurar su gestión.Elaborar el cronograma de actividades de obra, plan de calidad, plan de seguridad y previsión de recursos humanos, insumos, materiales y equipos, de forma de poder cumplir con las actividades previstas, la normativa vigente y la calidad y plazos acordados con el cliente.Gestionar y controlar la provisión de dinero para gastos cotidianos y pequeños durante la realización de la obra ante la unidad de Administración.Establecer rutinas en obra referentes a recepción de materiales, vehículos, entrada y salida del personal, herramientas, vestuarios y servicios higiénicos.Realizar el seguimiento del proyecto, analizando posibles desfasajes con lo planificado, orientándose a la solución de las dificultades que se presenten.Controlar y aprobar gastos por compras y contrataciones para la obra, asegurando la disponibilidad de materiales y recursos para la realización de los trabajos.Controlar y asegurar la actividad de los subcontratos de acuerdo al cumplimiento de las normativas de la empresa.Realizar modificaciones, cuando entiende necesario, al proyecto original, durante la realización de la obra, solicitando la elaboración de un anteproyecto al área de Proyectocorrespondiente.Acordar por escrito trabajos adicionales, ampliaciones de plazo o modificaciones de proyecto.Coordinar con la unidad de Presupuestación (Industria/Construcción/Energía) la elaboración de un presupuesto de adicionales cuando se realizan  al proyecto original con una magnitud que amerite ser tratado por dicha oficina durante la realización de la obra. Realizar el IEFO, informe de análisis de riesgo, análisis de estado de subcontratos, curva S,  control de mano de obra y estado contractual de plazos  de la obra a su cargo,  validándolo con el Director de Proyecto, previo a la presentación ante el Comité de Dirección.Controlar y dejar registro de rendimientos para su evaluación y toma de acciones correctivas en caso de que sea necesario. Enviar periódicamente dicha información a la oficina de Presupuestación.Coordinar y asegurar flujo información entre todas las áreas que tienen impacto en la ejecución del proyecto, procurando el aprendizaje de toda la organización de los procesos recorridos (Subcontratos, Compras, Presupuestación, etc).Certificar los avances de obra ya sean  del contrato básico o adicionales  y negociar el pago de los mismos.Contribuir a un buen relacionamiento con los diferentes actores sindicales para asegurar el normal funcionamiento de la obra, instrumentado acciones en conjunto con Recursos Humanos y el Director de Proyecto a los efectos de evitar o minimizar perjuicios en el resultado final del proyecto.Verificar durante el desarrollo y cierre del proyecto que se hayan cumplido con los requisitos definidos para cada una de las etapas en calidad, seguridad, rentabilidad, satisfacción del cliente y plazos. Confirmando que se cuenta con la información y registros necesarios. Documentar toda aquella información relevante que permita a la Empresa defender lo actuado en todo momento.Promover una gestión alineada con la Misión, Visión y Políticas de BERKES, asegurando el cumplimiento y mantenimiento del Sistema de Gestión de Calidad y proponiendo mejoras en métodos y procedimientos que fomenten la mejora continua, la productividad y el logro de los resultados en su área.Gestionar el desempeño de sus colaboradores participando de forma activa en su selección, inducción, capacitación, evaluación y desarrollo profesional, alineándolos en el cumplimiento de las normas y políticas de la empresa, siendo el principal referente y motivador de su equipo de trabajo. REQUISITOSPara postularte deberás cumplir con los siguientes requisitos:Ser Ingeniero Industrial Mecánico Contar con experiencia en piping, así como gestión técnica de calderas Poseer un manejo avanzado de Excel así como también de Project Management.Contar con experiencia en posiciones similares de al menos 5 años dentro de la industria, habiendo liderado proyectos de mediano a gran porte.Manejo fluido de idiomas.Como competencias personales serán valoradas: capacidad de planificación, organización, toma de decisiones y adaptabilidad ante la adversidad. BENEFICIOSTe proponemos formar parte de una organización, que cuenta con proyectos en Uruguay y en el exterior, en la que podrás desarrollar y construir tu carrera.  En Berkes promovemos un ambiente de responsabilidad y compromiso en el que te invitamos a dar lo mejor y a disfrutar de los resultados.","Industria – Producción / Mecánica Industrial
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Energias Renovables
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-03-07,"jueves"
"Comprador","www.buscojobs.com.uy/comprador-ID-166104",2019-03-07 12:23:25,"BERKES","Montevideo","Montevideo","Compras / Proveedores",NA,"Completa","DESCRIPCIÓN DEL PUESTORealizar una búsqueda constante de alternativas (productos y servicios) tanto locales como internacionales, buscando generar nuevas oportunidades que permitan mejorar la competitividad de la empresa.Monitorear la relación con los proveedores, asegurando construir relaciones beneficiosas para ambas partes a largo plazo.Realizar un análisis sistemático de las compras ejecutadas, identificando oportunidades e implementando estrategias para ser más competitivos a través de la compra de suministros y servicios.Asegurar que los procesos operativos del área se realicen en tiempo y forma, fomentando el análisis y mejora continua de los mismos para lograr buenos resultados, optimizando los recursos. REQUISITOSLa búsqueda se orienta a estudiantes de Administración de Empresas, Ciencias Económicas o carreras a fines que cuenten con experiencia en el área de compras.Será necesario contar con manejo fluido del idioma inglés.   BENEFICIOSTe proponemos formar parte de una organización, que cuenta con proyectos en Uruguay y en el exterior, en la que podrás desarrollar y construir tu carrera. En Berkes promovemos un ambiente de responsabilidad y compromiso en el que te invitamos a dar lo mejor y a disfrutar de los resultados.","Distribución – Logística – Almacenamiento / Compras / Proveedores
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Compras
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-07,"jueves"
"Controlador Linea de produccion- Barros Blancos","www.buscojobs.com.uy/controlador-linea-de-produccion-barros-blancos-ID-166099",2019-03-07 12:23:25,"Randstad Uruguay ","BarrosBlancos","Canelones","Producción",NA,"Completa","Para importante multinacional de alimentos nos encontramos en la búsqueda de perfiles con experiencia en control de calidad en linea de producción- responsable del aseguramiento de cumplimiento de los controles realizados en línea vinculados a la calidad y seguridad alimentaria.Principales competencias:Relaciones interpersonales  ya que deberá interactuar con personal de línea, controles de calidad. Manejo de herramientas informáticas nivel básicoIdioma inglés nivel básico a medioCapacidad analíticaComunicación eficienteSe valorara experiencia previa en tareas similares.Horarios Rotativos- Lunes a Sabado- Zona de Barros Blancos","Industria – Producción / Producción
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Producción
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Operario de Balanza- Paysandu","www.buscojobs.com.uy/operario-de-balanza-paysandu-ID-166098",2019-03-07 12:23:25,"Randstad Uruguay ",NA,"Paysandú","Administración Contable y Financiera",1,"Completa","Para nuestro importante cliente del rubro indutria en el departamento de Paysandu nos encontramos en la busqueda de perfiles con experiencia comprobada en tareas de industria.Será responsable de realizar el registro, control y seguimiento de pesadas vinculadas a los ingresos-egresos de materias primas, productos y subproductos. Ingresará los datos al software y planillas correspondientes. Emisión de remitos y envío de stock en software. Deberá controlar y archivar documentación.Tendrá a su cargo la revisión periódica de equipos e instalaciones del área. Dará soporte a las tareas de logística, entre otras tareas relativas al cargo.Requisitos deseables:•	Bachillerato completo.•	Estudios y/o experiencia en tareas vinculadas a la Administración y/o Logística.•	Manejo de herramientas informáticas, con énfasis en Excel.•	Disponibilidad para trabajar en horarios rotativos, de lunes a sábado.Competencias:•	Compromiso y responsabilidad•	Iniciativa y creatividad•	Trabajo en equipo•	Logro de resultados•	Atención al detalle•	Tolerancia a la rutina","Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Logística y almacén
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"telemarketer ventas telefonicas","www.buscojobs.com.uy/telemarketer-ventas-telefonicas-ID-166097",2019-03-07 12:23:25,"TOTALSHOP","Montevideo","Montevideo","Call Center",10,"Medio turno tarde","Somos una empresa distribuidora de productos en general. En esta oportunidad nos encontramos en la búsqueda de Operadores telefónicos con perfil ejecutivos, es muy importante que cada operador cuente con un perfil dinámico, pro activo, positivo ademas del manejo de las frustraciones.","Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de productos en general
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 20 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Customer Service Representative","www.buscojobs.com.uy/customer-service-representative-ID-166096",2019-03-07 12:23:25,"Alorica ",NA,"Montevideo","Atención al Cliente",NA,"Completa","We’re a global leader in customer service and experience, serving the world’s biggest brands with tens of thousands of employees in hundreds of locations around the globe.We are looking for Associates to join the project, people willing to learn new things, with passion for finding solutions to problems on a daily basis and above all help our customers.RESPONSIBILITIES Offer customer support through phone, email or online chat to customers who have questions, concerns or confusion around a particular product or service.Maintains and updates customer information as necessary.Troubleshoot and communicate technical answers clearly and concisely.Take accountability for and resolve all customer issues and follow up when appropriate.Determine the appropriate solution based on diagnosis and executes the most logical fix providing verbal instruction to customer at a level of detail commensurate with customer PC knowledge and experience.Be the voice of the brand, develop and keep up and a strong relationship between our clients and their customers.KEY JOB RESPONSIBILITIESTalks to customers over the phone, email, online chat or social media to resolve their questions or concerns.QUALIFICATIONSAdvanced English communications skills, both oral and writtenStrong fluency with Web Technologies and Internet.Comfortable in a fast-paced, dynamic environment.","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Telefonísta
									
										Teletrabajo – Call Center / Call Center
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención al Cliente
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"AUXILIAR DE DEPÓSITO","www.buscojobs.com.uy/auxiliar-de-deposito-ID-166095",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Almacén / Depósito / Stock",NA,"Completa","Orientamos la búsqueda a personas jóvenes y dinámicas.Se valorará experiencia en tareas de depósito y estudios de electricidad o logística.Remuneración acorde a las responsabilidades más incentivos.Buen ambiente laboral y posibilidades de crecimiento.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Distribución – Logística – Almacenamiento / Compras / Proveedores
									
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
									
										Distribución – Logística – Almacenamiento / Transporte / Carga
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Distribución, logística, depósito.
									
										Stocks e inventarios de mercaderías
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 18 Hasta 25 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-03-06,"miércoles"
"MONITOR DE CALIDAD","www.buscojobs.com.uy/monitor-de-calidad-ID-166049",2019-03-07 12:23:25,"(Confidencial)",NA,"Montevideo","Calidad",1,"Completa","Importante empresa Nacional del rubro alimenticio ubicada en las inmediaciones del barrio Peñarol, selecciona:ASISTENTE DE CALIDADNos orientamos hacia personas responsables, ordenadas, proactivas, metódica, dinámica y flexible a los cambios. Carné de salud y manipulación de alimentos vigente.Requisitos: - Formación técnica avanzada o experiencia en industria alimentaria relevante en el área de calidad e inocuidad - Conocimientos de SSOP – GMP - HACCP- Capacidad para trabajar en equipo - Capacidad para la comunicación y relacionamiento interpersonalTareas:- Controlar y asegurar que se cumpla con las especificaciones preestablecidas desde el ingreso de materia prima hasta la expedición del producto terminado.- Monitoreo y control del correcto cumplimiento de los procesos productivos.- Asegurar el cumplimiento de las GMP del personal de producción.- Verificar la higiene y limpieza preoperativa y supervisar el personal de limpieza operativa.  - Llevar registros relativos al sistema de gestión de calidad: SSOP, GMP y HACCP y a la producción - Gestionar los recursos con el fin de optimizar los procesos productivos en todas sus etapas.  - Horario: lunes a viernes de 6 a 14 sábado de 7 a 11 hrs.- Salario nominal $ 36.311.- más beneficios.","Industria – Producción / Calidad
									
										Industria – Producción / Higiene Industrial
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Calidad
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
"Coordinador de producción- Paysandu- contrato a termino","www.buscojobs.com.uy/coordinador-de-produccion-paysandu-contrato-a-termino-ID-166094",2019-03-07 12:23:25,"Randstad Uruguay ",NA,"Paysandú","Administración Contable y Financiera",NA,"Completa","Para destacado cliente nacional ubicado en Paysandu nos encontramos en la búsqueda de coordinador de producción forestal.El contrato será a término con una duración de 7 meses.Requisitos deseables Bachillerato completo  Experiencia en plantas industriales y /o sector forestalesExperiencia con personas a cargoManejo de herramientas informáticasLas tareas a realizar en la posición son. Supervisión de planta, coordinación de horarios y licencias, Seguimientos de planes de producción, Coordinación de actividades, supervisión de tareas de mantenimiento y limpieza, inventarios de planta, seguimiento de stock de productos.Horarios de Lunes a Viernes de 09:00 a 18:00Remuneración acorde al puesto- Contrato a término por 7 meses","Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Producción
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-03-06,"miércoles"
