"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"AUXILIAR TÉCNICO PARA TALLER DE MAQUINAS","www.buscojobs.com.uy/auxiliar-tecnico-para-taller-de-maquinas-ID-171217",2019-07-31 04:38:24,"CAFEMAX","Montevideo","Montevideo","Mecánica Industrial",1,"Completa","Empresa líder en Área servicios Vending y GastronomíaBusca personal para incorporar a su departamento técnico, preferentemente estudiantes de las carreras tecnólogo mecánico, bachillerato de electromecánica, Bachiller Tecnológico – Auxiliar Técnico en Electromecánica y carreras afines. Requisitos Excluyentes: Estudios técnicos en área de electricidad, mecánica o electrónica. Ser Ordenado, organizado, buena disposición al trabajo en equipo, carnet de salud vigente.La empresa ofrece: estabilidad laboral, premios por objetivos, salario acorde a tareas a realizar, buen clima laboral.","Industria – Producción / Mecánica Industrial
								","
					
						
							
							
							Conocimientos: 
							
								Ingeniería Eléctrica
										Ingeniería Electrónica   
										Ingeniería Industrial Mecánica
										Electromecánica
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 20 Hasta 45 Años
						

						
					
					
				",2019-07-30,"martes"
"Vendedor para Call Center","www.buscojobs.com.uy/vendedor-para-call-center-ID-171174",2019-07-31 04:38:24,"ZonaCall",NA,"Montevideo","Venta de Servicios",6,"Completa","BUSCAMOS A LOS MEJORES VENDEDORESExcluyente contar con experiencia comprobada en venta de servicios. Se valorará estudios en Marketing.Personas proactivas y competitivas a nivel comercial.Vendedores que logren la superación económica a través de las comisiones.OFRECEMOSSueldo básico más comisiones.Un excelente ambiente laboral.Capacitación permanente.Régimen horario 6 hs de Lunes a viernes y sábados rotativos.Turno Vespertino de 15 a 21 hs.","Comercio – Mercadeo – Ventas / Venta de Servicios
										Teletrabajo – Call Center / Call Center
										Teletrabajo – Call Center / Telemarketing
								","
					
						
							
							
							Conocimientos: 
							
								Telemarketing
										Venta de servicios
										Call Center
								Idiomas: 
							
							Español
							Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 18 Hasta 60 Años
						

						
					
					
				",2019-07-30,"martes"
"Médico en psiquiatría","www.buscojobs.com.uy/medico-en-psiquiatria-ID-171213",2019-07-31 04:38:24,"CPA Empleo","Montevideo","Montevideo","Medicina",1,"Medio turno mañana","Estamos en búsqueda de Medico en Psiquiatría para trabajar de lunes a viernes 6 horas dentro del horario de 8:00 a 18: 00. Ente PúblicoRequisitos Excluyemtes: -Título de MEDICO EN PSIQUIATRÍA emitidos por la UDELAR o Institutos reconocidos por el MEC. Con respecto a los títulos obtenidos en el extranjero, serán válidos siempre y cuando los mismos estén revalidados por la UDELAR. -Currículum Vitae con documentación probatoria (méritos y antecedentes) que respalde - Cursos de especialización en medicina laboral - Otros Cursos de especialización - Experiencia en el ejercicio de su profesión en los últimos dos años, preferentemente en juntas médicas o pericias. Se deben presentar fotocopias de los documentos que acrediten la formación establecida para cada candidato (Títulos universitarios, especializaciones, y antecedentes laborales).","Salud / Medicina
								","
					
						
							
							
							Conocimientos: 
							
								Psiquiatría
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-07-30,"martes"
"Ingeniero Civil-JEFE DE PROYECTOS","www.buscojobs.com.uy/ingeniero-civil-jefe-de-proyectos-ID-171218",2019-07-31 04:38:24,"Grupo Cresiendo RRHH",NA,"Montevideo","Construcción",NA,"Completa","NUEVA BÚSQUEDA PARA IMPORTANTE EMPRESA DE CONSULTORIA ESPECIALIZADA EN INGENIERIA ESTRUCTURAL EN URUGUAY! Full time. De lunes a viernes 9 a 13 hs. y 14 a 18 hs. Experiencia de 3 a 5 años en puestos similares. Incorporación inmediata. Nos orientamos a Ingenieros Civiles graduados, con experiencia en desarrollo de proyectos ejecutivos de estructuras metálicas, hormigón prefabricado, edificios en altura y/o puentes. También que cuente con experiencia en la coordinación de equipos de trabajo y posea autonomía. Su función será la de ejecutar proyectos que se le asignen y desarrollarlos en tiempo y forma. Tareas principales: Analizar el proyecto designado para su desarrollo. Seguimiento y ejecución del mismo, desde su inicio hasta la finalización. Realizar el abordaje preliminar del proyecto: Definición de solución estructural. Comunicar las tareas, plazos y metodología al equipo de trabajo involucrado en el proyecto. Supervisar en forma directa al equipo de trabajo involucrado en el proyecto y Reportar avances de proyecto al Coordinador de Proyectos. Entre otras tareas que se irán asignando.","Construcción – Arquitectura / Construcción
										Construcción – Arquitectura / Obras Civiles
										Especializaciones / Metalúrgica
								","
					
						
							
							
							Conocimientos: 
							
								Ingeniería Civil
								Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 30 Hasta 50 Años
						

						
					
					
				",2019-07-30,"martes"
"vendedor de call center","www.buscojobs.com.uy/vendedor-de-call-center-ID-171185",2019-07-31 04:38:24,"Mensare S.A.",NA,"Montevideo","Call Center",NA,"Completa","VENDEDOR PARA CALL CENTEREstamos buscando una persona con experiencia en el rubro.Dinámica, audaz, perseverante y con ganas de superarse y alcanzar objetivos.","Teletrabajo – Call Center / Call Center
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
								Estudio Mínimo Necesario: Terciario Incompleto
								Sexo: Masculino
						

						
					
					
				",2019-07-30,"martes"
"Administrativo para depósito","www.buscojobs.com.uy/administrativo-para-deposito-ID-171210",2019-07-31 04:38:24,"(Confidencial)","Montevideo","Montevideo","Auxiliar Administrativo",1,"Completa","ADMINISTRATIVO PARA DEPOSITOSe requiere un perfil:Bachiller, de entre 25 a 40 años de edad. Preferentemente con estudios  de administración de empresas.Experiencia tres años en facturación y demás tareas administrativas dentro sector de logística.ResponsabilidadesIngresos de stock al sistema, control y orden  del stock, realizar  y controlar remitos de entrada y salida de stock, recuentos de inventario  y presentar informes relacionados.Facturación.Trabajo de lunes a viernesSe ofrece sueldo acorde a las responsabilidades","Administración – Secretariado / Auxiliar Administrativo
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
								","
					
						
							
							
							Conocimientos: 
							
								Logística y almacén
										Administración
								Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 25 Hasta 40 Años
								Sexo: Masculino
						

						
					
					
				",2019-07-30,"martes"
"Técnico Linux","www.buscojobs.com.uy/tecnico-linux-ID-171212",2019-07-31 04:38:24,"Arnaldo C. Castro.","Montevideo","Montevideo","Sistemas Operativos",2,"Completa","Orientamos nuestra búsqueda a profesionales de carreras o cursos técnicos terciarios de tecnologías de la información con sólidos y comprobados conocimientos de Linux. Se requiere: •	Formación universitaria o técnica en informática: graduado o estudiante avanzado.•	Probada experiencia en instalación, soporte y administración de servidores Linux: mínimo 2 años. •	Manejo del idioma ingles técnicoSe valorará conocimientos de: •	Productos Red Hat •	JBoss •	Ansible•	Apache•	MySQL•	MongoDB•	PostgreSQL•	Herramientas de monitoreo•	Herramientas de respaldoHabilidades: •	Comunicación efectiva, •	Habilidades de trabajo en equipo e individual, •	Organización, •	Planificación, •	Capacidad de análisis y flexibilidad. Se ofrece: Una gran oportunidad de integrarse a una empresa líder regional en el sector de Tecnología, con un equipo humano altamente capacitado, en un excelente ambiente laboral. Salario acorde complementado con una excelente oportunidad de desarrollo personal y crecimiento profesional.El presente aviso de búsqueda alcanza a personas comprendidas dentro de la Ley 19.691","Tecnologías de la Información / Sistemas Operativos
								","
					
						
							
							
							Conocimientos: 
							
								Linux
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 25 Hasta 45 Años
						

						
					
					
				",2019-07-30,"martes"
"Operario para empresa ubicada en zona Playa Pascual","www.buscojobs.com.uy/operario-para-empresa-ubicada-en-zona-playa-pascual-ID-171211",2019-07-31 04:38:24,"DCA Contadores y Asociados","PlayaPascual","SanJosé","Almacén / Depósito / Stock",1,"Completa","DCA selecciona Operario para trabajar de manera tercerizada en industria del rubro plástico, ubicada en Ruta 1.Es requisito excluyente residir próximo a  zona de Playa Pascual, Ciudad del Plata, o Libertad y disponer de transporte propio.La persona seleccionada trabajará en régimen de jornalero y deberá contar con flexibilidad horaria para cubrir turnos rotativos.Tareas:Armado de cajas de cartón Limpieza y armado de jaulas de metalTransporte de cajas con elevadorCarga y descarga de camionesAsistir al Jefe de Turno en lo que necesite.Se requiere experiencia y/o cursos en manejo de autoelevador.(excluyente)Se valoran conocimientos de SAP. Horario: Lunes a sábado, 8 horas, turnos rotativos semanalmente.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
										Distribución – Logística – Almacenamiento / Transporte / Carga
								","
					
						
							
							
							Conocimientos: 
							
								Distribución, logística, depósito.
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-07-30,"martes"
"Bilingual call center agent","www.buscojobs.com.uy/bilingual-call-center-agent-ID-171206",2019-07-31 04:38:24,"Advice","Montevideo","Montevideo","Atención al Cliente",1,"Completa","We are looking for an important technology company which connects services, devices and people through automation and business processes. We are looking for: Candidates with a bilingual English language proficiency. It is required to have baccalaureate completed. University studies are valued. Working experience (1 year) in similar roles and, especially in call center is also valued.Responsibilities include: The purpose of the role is to respond to inbound calls or written inquiries from clients. The person will be responsible for answering technical requirements from clients. Agents will have at their disposal a range of tools, processes and systems to address the customers inquiries with speed and efficiency.The mainly contact will be by telephone, e-mail or chat.Schedule: Monday to Friday (9 to 18 h).","Atención al Cliente / Atención al Cliente
										Tecnologías de la Información / Administración / Instalación de Redes
										Tecnologías de la Información / Administración de Base de datos
										Teletrabajo – Call Center / Call Center
								","
					
						
							
							
							Conocimientos: 
							
								Call Center
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 35 Años
						

						
					
					
				",2019-07-30,"martes"
"Bilingual call center agent for the weekend","www.buscojobs.com.uy/bilingual-call-center-agent-for-the-weekend-ID-171205",2019-07-31 04:38:24,"Advice","Montevideo","Montevideo","Administración / Instalación de Redes",1,"Completa","We are looking for an important technology company which connects services, devices and people through automation and business processes. We are looking for: Candidates with a bilingual English language proficiency. It is required to have baccalaureate completed. University studies are valued. Working experience (1 year) in similar roles and, especially in call center is also valued.Responsibilities include: The purpose of the role is to respond to inbound calls or written inquiries from clients. The person will be responsible for answering technical requirements from clients. Agents will have at their disposal a range of tools, processes and systems to address the customers inquiries with speed and efficiency.The mainly contact will be by telephone, e-mail or chat.Schedule: Saturday and Sunday (9 to 18 h).","Tecnologías de la Información / Administración / Instalación de Redes
										Tecnologías de la Información / Administración de Base de datos
										Tecnologías de la Información / HelpDesk / Soporte Técnico
										Teletrabajo – Call Center / Call Center
								","
					
						
							
							
							Conocimientos: 
							
								Call Center
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Secundaria Completa
							Edad: Desde 20 Hasta 35 Años
						

						
					
					
				",2019-07-30,"martes"
"vendedor/a con experiencia en electricidad, iluminacion y ferreteria","www.buscojobs.com.uy/vendedora-con-experiencia-en-electricidad-iluminacion-y-ferreteria-ID-171203",2019-07-31 04:38:24,"electrolapaz","LaPaz","Canelones","Comercial / Ventas",1,"Completa","buscamos una persona con marcado perfil de ventas, proactivo, debe poseer habilidad para la comunicacion y relacionamiemto  interpersonal.EXPERIENCIA EN VENTAS, conocimientos de informatica y redes sociales Marcada vocacion de servicio.Se brindara entrenamiento y apoyo para realizar su gestion.","Comercio – Mercadeo – Ventas / Comercial / Ventas
								","
					
						
							
							
							Conocimientos: 
							
								Barracas y Ferretería
										Electricidad
										Electrónica
								Estudio Mínimo Necesario: Ciclo Básico Completo
							Edad: Desde 21 Hasta 55 Años
						

						
					
					
				",2019-07-30,"martes"
"Auxiliar de ventas para Panadería en Minas","www.buscojobs.com.uy/auxiliar-de-ventas-para-panaderia-en-minas-ID-171202",2019-07-31 04:38:24,"Pagnifique","Minas","Lavalleja","Atención al Cliente",NA,"Completa","Principales responsabilidades:• Realizar la atención al público y venta de productos de las panaderías Pagnifique ubicadas en las principales cadenas de supermercados de Minas.• Hornear los productos de acuerdo al plan de horneado de cada local, para asegurar la disponibilidad de producto y minimizar los desperdicios.• Realizar la correcta manipulación de los productos de acuerdo a las normas de manipulación de alimentos, así como el seguimiento de los procedimientos internos para la cocción de los mismos.• Mantener el orden del local, así como el cumplimiento de los lineamientos del manual de limpieza, incluyendo su cronograma.• Recepcionar y controlar la mercadería recibida.• Dar apoyo en la realización del recuento físico de productos, así como en completar los diferentes registros relativos a la documentación necesaria a enviar a la administración.Competencias: Orientación a resultados, Iniciativa, Trabajo en equipo, Orientación al cliente, Orientación a la calidad.Excluyente: • Contar con disponibilidad horaria para turnos de 8 horas diarias, sábados y domingos inclusive, con descanso semanal fijo durante la semana.Se trata a de una oportunidad a termino para cubrir una certificación médica durante un periodo de 3 semanas.","Atención al Cliente / Atención al Cliente
										Comercio – Mercadeo – Ventas / Comercial / Ventas
										Supermercados – Autoservices / Reposición de Mercaderia
										Supermercados – Autoservices / Panadería
								","
					
						
							
							
							Conocimientos: 
							
								Venta en mostrador
										Atención al Cliente
										Panadería, confitería y afines
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-07-30,"martes"
"Art Director - Full Time Remote","www.buscojobs.com.uy/art-director-full-time-remote-ID-171200",2019-07-31 04:38:24,"Konsus Inc",NA,NA,"Gestión de Operaciones",NA,"Completa","Partner with Account Managers to scope complex projects, speak to creative capabilities and present designs on client calls.Experienced conceptual and creative designer, skilled in from-scratch design work across all of our categories (Visual Identity design, Presentation Design, Graphic Design and Web Design).Set creative direction and lead designers on large scale projects by providing guidance and feedback across all work to elevate the creative bar.No need to spend time looking for work or discussing with clients, you will receive a constant flow of projects while others take care of the administrative work.As part of our Specialist team, your job will be to work on premium projects across all our Graphic Design Services, Web Design and PowerPoint Services.We work for premium corporate clients including large global corporations. We learn our client's style preferences and develop their branding.Be part of dedicated client teams responsible for building long-lasting client relationships, and a community of top-tier specialists that work, learn, build and have fun together. Over time you will be aligned with several accounts as their dedicated Art Director.Work from wherever you want and manage your own schedule. REQUIREMENTS: Art Director experience in a professional business context.Excellent design skills and understanding of modern style conventions and techniques.Excellent communication skills in English with the expectation of joining client calls.Must be able to provide constructive and clear creative feedback to designers. Design management experience is a plus.   Always deliver pixel-perfect quality on time and on budget.Interest in learning and sharing about new design trends and tools.Fast and stable internet connection.Be available to work a minimum of 25-30 hours per week. ABOUT KONSUS: We are a community of highly qualified talent, not an open freelancer platformWe are a fast-growing San Francisco-based startup, with solid funding from highly reputable Silicon Valley-investorsKonsus is the worlds' fastest on-demand service for Graphic Design, Web Design, Presentation Design and Visual IdentityWe have a fully remote set-up with freelancers in more than 50 countriesBusinesses around the world send us projects that are given to our team members based on availabilityUnlike any other online workplace, Konsus offers a long term career path as well as product specializationThe Konsus application process is highly competitive, we receive several hundred applications per monthGENERAL TERMS:You get paid by Konsus two times per month for all the hours you work.When on a project, you must be available until completion.","Administración – Secretariado / Gestión de Operaciones
										Diseño – Decoración / Diseño Gráfico
										Directivos – Ejecutivos / Directivos
								","
					
						
							
							
							Conocimientos: 
							
								Microsoft Office
										Adobe Illustrator
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-07-30,"martes"
"Profesionales Informáticos","www.buscojobs.com.uy/profesionales-informaticos-ID-171198",2019-07-31 04:38:24,"Adecco",NA,"Montevideo","Programación",NA,"Completa","Nos encontramos en búsqueda de profesionales informáticos para reconocida empresa de tecnologíaSe requiere•	Personal con formación en carreras relacionadas al área de sistemas.•	Se valorará conocimiento y experiencia en desarrollo de nuevas tecnologías¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Tecnologías de la Información / Programación
										Tecnologías de la Información / Testing de Sistemas
								","
					
						
							
							
							Conocimientos: 
							
								Java
										JavaScript
										ASP.NET
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-07-30,"martes"
