"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Asistente de RRHH","www.buscojobs.com.uy/asistente-de-rrhh-ID-169939",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Administración de Empresas",1,"Completa","Orientamos la búsqueda a una persona egresado de la carrera de Relaciones Laborales. Se valorará experiencia de 2 años en gestión en medianas empresas. Condiciones Laborales44 horas semanales de lunes a viernes de 7 a 15 hs. Aclarar aspiraciones salariales.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Auxiliar Administrativo
										Administración – Secretariado / Administración Contable y Financiera
										Recursos Humanos / Administración de Personal
								","
					
						
							
							
							Conocimientos: 
							
								Relaciones Laborales
										Recursos humanos
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-06-17,"lunes"
"Accountant","www.buscojobs.com.uy/accountant-ID-169903",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Contaduría",1,"Completa","Main Duties and ResponsibilitiesThe Accountant shall be responsible for providing accounting services for internal group companies (as needed), clients’ companies and investment funds.  He or she will also provide administrative support to outside accounting and audit firms in regards to clients’ companies to ensure timely reporting to the company’s country of incorporation authorities .Principal Activities:?	Prepare financial reports (annual accounts - including balance sheet, profit and loss statement, cash flow, and accounting principles and notes) according to International Accounting Standards for client companies and investment funds.?	Manage communication with client to obtain periodic financial information necessary to prepare the Financial Reports.?	Perform other tasks related to the accounting of client companies.?	Interface with clients having companies in countries where an outside or local accountant is necessary, assisting the local accountant to obtain timely and accurate information.?	Review NAV calculation for clients’ investment funds.?	Assist Relationship Managers in the preparation of supporting corporate documents, communication with international suppliers maintenance and incorporation of client’s entities..The position reports to the Montevideo Office Manager.Skills:?	3-4 years accounting experience?	Accounting-corporate knowledge, and accounting-financial knowledge (financial instruments)?	Knowledge of corporate structures, estate and tax planning will be considered a plus.?	Extensive knowledge of IFRS?	Proficient in English?	Portuguese will be considered a plus?	Advanced computer skills in Excel","Contabilidad – Auditoría – Finanzas / Contaduría
								","
					
						
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
								Idiomas: 
							
							Inglés
								Portugués
							Estudio Mínimo Necesario: Terciario Completo
							Edad: Desde 25 Hasta 35 Años
						

						
					
					
				",2019-06-17,"lunes"
"Analista Genexus Senior","www.buscojobs.com.uy/analista-genexus-senior-ID-169859",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Análisis de Sistemas",1,"Completa","Descripción:Estamos en la búsqueda de un programador Genexus Senior con experiencia.La persona estará a cargo de continuar mejorando el desarrollo de aplicaciones que la empresa actualmente comercializa. Deberá organizar y supervisar los proyectos para trabajar en equipo con el analista Genexus que actualmente trabaja en esos proyectos.Requisitos:- Profesionales o estudiantes de carreras de Ingeniería o Licenciatura en Sistemas.- Experiencia de 3 años mínimo como programador Genexus Ev3 en adelante, generando .NET  - Conocimiento de SLQ-ServerDesafíos:Obtener productos de calidad en constante evolución para mantener el alto grado se satisfacción de nuestros clientes.Mejorar la productividad en el desarrollo y en la organización de proyectos, que permitan a la empresa seguir creciendo en los sectores donde nos enfocamos.","Tecnologías de la Información / Análisis de Sistemas
										Tecnologías de la Información / Gestión de Proyectos
										Tecnologías de la Información / Programación
										Tecnologías de la Información / Desarrollo
								","
					
						
							
							
							Conocimientos: 
							
								GeneXus
										Programación
										Base de datos
								Estudio Mínimo Necesario: Secundaria Completa
						

						
					
					
				",2019-06-17,"lunes"
"Responsable de Planeamiento y Control de Gestión","www.buscojobs.com.uy/responsable-de-planeamiento-y-control-de-gestion-ID-169933",2019-06-17 17:15:02,"Advice","Canelones","Canelones","Auditoría",NA,"Completa","Importante Industria ubicada en Canelones.Buscamos:Profesionales egresados de la carrera de Contador Público, Administración o Economía. Muy buen dominio de herramientas informáticas.Se valora experiencia laboral en posiciones de responsabilidad en el planeamiento y control de gestión de empresas de gran porte. Objetivo de la posición:La posición implica el análisis del negocio. Diseñar, dirigir y controlar el proceso de planificación, así como el control de la gestión.Incluye:Administrar la gestión, a través del análisis y seguimiento de la información de las distintas áreas involucradasMonitorear y asegurar el cumplimiento de los gastos de la compañía.Coordinar los procesos de Planeamiento Estratégico, Presupuesto Anual y Mensual de la compañía.Plantear, diseñar e implementar mejoras a los procesos y herramientas, que posibiliten incrementar la eficiencia en las operaciones.Realizar proyecciones y evaluaciones financieras de proyectos de inversión.","Contabilidad – Auditoría – Finanzas / Auditoría
										Contabilidad – Auditoría – Finanzas / Contaduría
										Contabilidad – Auditoría – Finanzas / Economía
								","
					
						
							
							
							Conocimientos: 
							
								Planificación de Proyectos
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-06-17,"lunes"
"Ingeniero de Procesos","www.buscojobs.com.uy/ingeniero-de-procesos-ID-169932",2019-06-17 17:15:02,"Advice","Canelones","Canelones","Mecánica Industrial",1,"Completa","Seleccionamos para Importante Industria ubicada en Canelones, profesionales egresados de la carrera Ingeniero Industrial Mecánico. Deberá contar con dominio avanzado en herramientas informáticas, valorándose el manejo del idioma inglés.Experiencia laboral en posiciones de similar responsabilidad, con experiencia en empresas industriales de gran porte. La posición implica la responsabilidad sobre la optimización de los recursos de la organización. Incluye:Estar a cargo de desarrollar mejores prácticas, rutinas y soluciones innovadoras para mejorar las tasas de eficiencia de producción y la calidad del producto.Realizar mapeos de procesos para identificar y minimizar pérdidas productivas/ costos.","Industria – Producción / Mecánica Industrial
										Industria – Producción / Montaje Industrial
										Industria – Producción / Operaciones
										Industria – Producción / Producción
								","
					
						
							
							
							Conocimientos: 
							
								Reingeniería de Procesos
										Gestión de Producción
										Ingeniería Industrial, Organización y Métodos
										Ingeniería Industrial Mecánica
										Mecánica industrial
										Logística de producción
								Estudio Mínimo Necesario: Terciario Completo
						

						
					
					
				",2019-06-17,"lunes"
"Vendedor a la orden","www.buscojobs.com.uy/vendedor-a-la-orden-ID-169929",2019-06-17 17:15:02,"Coca-Cola FEMSA de Uruguay",NA,"Montevideo","Comercial / Ventas",1,"Completa","Nuestra búsqueda se orienta a estudiantes universitarios de las carreras de Contador, Lic. en Administración de Empresas, Marketing o afines, que cuenten preferentemente con experiencia previa en tareas similares, con el objetivo de crear y capturar el crecimiento rentable para nuestro negocio, a través de la eficiente ejecución de estrategias de precio, empaque, merchandising y promociones por marca, cliente y canal, manejando y monitoreando las variables precio y volumen en los puntos de venta.¿Cuáles son sus principales tareas?:•	Gestionar la venta en nuestros clientes, planificando el volumen de venta diario y la ejecución de promociones en el comercio.•	Planificar y ejecutar la Ejecución de la Foto del Éxito y programar las actividades de merchandising asociadas.•	Implementar las acciones derivadas de la gestión del desarrollador.•	Desarrollar relaciones con los clientes y solucionar problemas.•	Controlar y corregir condiciones de acuerdo con el cliente.•	Gestionar el espacio en el local del cliente.•	Controlar los Inventarios.•	Realizar actividades de soporte a la gestión de ventas.•	Realizar negociación y control de elementos de la companía que están activados en los clientes.•	Asegurar el cumplimiento de requerimientos legales, corporativos y de los sistemas de gestión: calidad, seguridad alimentaria, seguridad y medio ambiente. ¿Cuáles son los requisitos de la posición?:•	Formación académica: estudiante universitario.•	Experiencia de 1 año en puesto similar, en industria de consumo masivo.•	Conocimientos básicos en áreas comerciales o como Vendedor.•	Manejo de indicadores comerciales.•	Zona de trabajo: Montevideo•	Horario de trabajo: Lun a Vie 8 a 17hs y Sab 8 a 12hs Es una excelente oportunidad para estudiantes universitarios que quieran desarrollarse en una empresa de Primer Nivel, reconocida internacionalmente.","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Merchandiser
								","
					
						
							
							
							Conocimientos: 
							
								Stocks e inventarios de mercaderías
										Merchandising
								Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-17,"lunes"
"Asistente de auditoría","www.buscojobs.com.uy/asistente-de-auditoria-ID-169928",2019-06-17 17:15:02,"DCA Contadores y Asociados","Montevideo","Montevideo","Administración Contable y Financiera",2,"Completa","La persona seleccionada tendrá a su cargo asistir en procesos de auditoria de empresas nacionales e internacionales. La búsqueda se orienta hacia estudiantes de CCEE, cursando al menos 3er año de facultad y que cuenten con buen manejo de Office. Se valorará contar con experiencia en firma de Auditoria.Se debe tener disponibilidad para viajar al exterior por períodos cortos de tiempo.Horario de trabajo: De lunes a viernes de 9 a 18 hs.Lugar de trabajo: Parque de las Ciencias.","Administración – Secretariado / Administración Contable y Financiera
										Contabilidad – Auditoría – Finanzas / Auditoría
										Contabilidad – Auditoría – Finanzas / Contaduría
										Contabilidad – Auditoría – Finanzas / Economía
								","
					
						
							
							
							Conocimientos: 
							
								Auditoría bancaria y contable
								Estudio Mínimo Necesario: Terciario Incompleto
							Edad: Desde 19 Hasta 25 Años
						

						
					
					
				",2019-06-17,"lunes"
"Operario/a de Planta - Planta Metalúrgica","www.buscojobs.com.uy/operarioa-de-planta-planta-metalurgica-ID-169931",2019-06-17 17:15:02,"Consultora Eventuales","Montevideo","Montevideo","Operaciones",1,"Completa","Seleccionamos para Importante Planta Metalúrgica ubicada en Peñarol Operario/a de Planta La persona: Nuestra búsqueda se orienta a personas mayores de 25 años, que cuenten con formación Industrial en Metalúrgica, de UTU o Don Bosco. Será necesaria experiencia en cargos similares en Plantas Industriales. Las tareas: Abastecimiento y control de línea de producción, movimientos y acomodación de mercadería. HORARIO NOCTURNO Lunes a Viernes: 21.30 a 06.15hs. FIJO SEMANAL (25% salario nominal Nocturnidad) El Salario: $ 176,66 Valor Hora + Partida por Presentismo $ 2.000.","Industria – Producción / Operaciones
										Industria – Producción / Operario Industrial
										Industria – Producción / Producción
								","
					
						
							
							
							Conocimientos: 
							
								Metalúrgica
										Operario Industrial
								Estudio Mínimo Necesario: Secundaria Incompleta
							Edad: 25 Años
						

						
					
					
				",2019-06-17,"lunes"
"Técnicos Jr para soporte IT  PART TIME","www.buscojobs.com.uy/tecnicos-jr-para-soporte-it-part-time-ID-169936",2019-06-17 17:15:02,"Bookshop","Montevideo","Montevideo","Administración / Instalación de Redes",2,"Indiferente","PART TIME MATUTINO / VESPERTINOLunes a viernes 5 horas y sábados rotativos. Guardias: Fines de semana, rotativas de dos veces al mesRequisitos* Residencia en Montevideo (Excluyente)* Formación en curso o completa en carrera técnica de nivel terciario en informática o afines* Conocimientos de herramienta informáticas (Office) a nivel de usuario* Se valorarán conocimientos en soporte a usuarios* Disponibilidad para viajar al interior* Disponibilidad horaria ante urgencias* Se ofrece un puesto estable con formación continuaResponsabilidades* Atención telefónica, vía mail y presencial de clientes (internos y externos)* Registrar tickets en la herramienta de gestión , realizar el seguimiento y control de los mismos* Confeccionar informes de actividad y de servicio* Realizar tareas administrativas pertenecientes al área que se consideren necesariasHabilidades* Facilidad para la comunicación* Capacidad para el correcto manejo de las situaciones de alta presión, manteniendo un trato correcto y amable* Trabajo en equipo. Buen relacionamiento interpersonal.","Tecnologías de la Información / Administración / Instalación de Redes
										Tecnologías de la Información / Arquitectura de Sistemas
										Tecnologías de la Información / Hardware / Reparación PC
										Tecnologías de la Información / Sistemas Operativos
								","
					
						
							
							
							Conocimientos: 
							
								Configuración de Sistemas Hardware
										TCP/IP
										Sistema operativo Windows
										Soporte a Sistemas de Ofimática
										Soporte de Sistemas Periféricos
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-17,"lunes"
"Administrativa de Atención al Socio","www.buscojobs.com.uy/administrativa-de-atencion-al-socio-ID-169924",2019-06-17 17:15:02,"MEDICINA PERSONALIZADA","Montevideo","Montevideo","Administración de Empresas",1,"Completa","El cargo tiene como mayor responsabilidad asesorar a los asociados sobre los servicios prestados por la empresa así como la realización de tareas administrativas vinculadas al área.Nos encontramos en la búsqueda de jóvenes estudiantes Universitarios  y/o con formación secretarial, con buen nivel cultural y excelente presencia. Se requiere experiencia de al menos un año en cargos de Atención al Cliente en forma personal y telefónica.Requisito excluyente: Dominio de Inglés nivel avanzadoCompetencias requeridas: proactividad, autonomía, capacidad de trabajo en equipo, buena capacidad de comunicación y relacionamiento interpersonal.","Administración – Secretariado / Administración de Empresas
										Administración – Secretariado / Secretaría
										Atención al Cliente / Atención al Cliente
								","
					
						
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
										Atención al Cliente
								Idiomas: 
							
							Inglés
							Estudio Mínimo Necesario: Terciario Incompleto
						

						
					
					
				",2019-06-17,"lunes"
"Cajero residentes en Piedras Blancas y Cerro","www.buscojobs.com.uy/cajero-residentes-en-piedras-blancas-y-cerro-ID-169923",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Atención al Cliente",NA,"Indiferente","Se selecciona personal para apertura de nueva tienda del rubro limpieza, pañales y perfumes.Tareas:-Atención al publico-Reposición-CobroRequisitos:-Vivir en la zona del cerro o Piedras Blancas-Disponibilidad para trabajar en el horario comprendido entre las 8:00 a 20:00hs.(incluyendo los fines de semana)-4to año de bachillerato completo.","Atención al Cliente / Atención al Cliente
										Atención al Cliente / Recepción
										Atención al Cliente / Caja
								","
					
						
							
							
							Conocimientos: 
							
								Caja y/o Facturación
										Venta al por Menor
										Atención al Cliente
								Estudio Mínimo Necesario: Ciclo Básico Completo
						

						
					
					
				",2019-06-17,"lunes"
"Vendedor Call Center","www.buscojobs.com.uy/vendedor-call-center-ID-169914",2019-06-17 17:15:02,"(Confidencial)","Montevideo","Montevideo","Comercial / Ventas",4,"Indiferente","Buscamos los MEJORES ASESORES TELEFONICOS, con ganas de HACER CARRERA en nuestra EMPRESA y ganar MUCHO DINERO.Si te gusta alcanzar tus objetivos y tienes un espíritu comercial esta es tu oportunidad de unirte a nuestro equipo de trabajo.Valoramos: - Actitud emprendedora y experiencia en el área de Call Center.- Que estén dispuestos a Pertenecer a un equipo MOTIVADO y en pleno Crecimiento.* Ofrecemos Excelentes comisiones SIN TOPE, Interesantes Premios e INCENTIVOS en el MEJOR CLIMA LABORAL.Un cómodo horario de Trabajo de Lunes a Viernes en turnos de 6 horas","Comercio – Mercadeo – Ventas / Comercial / Ventas
										Comercio – Mercadeo – Ventas / Venta de Servicios
										Teletrabajo – Call Center / Call Center
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
								","
					
						
							
							
							Conocimientos: 
							
								Venta de servicios
										Venta de productos financieros
								Estudio Mínimo Necesario: Secundaria Incompleta
							Edad: Desde 25 Hasta 50 Años
						

						
					
					
				",2019-06-17,"lunes"
