"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Vendedor telefónico","www.buscojobs.com.uy/vendedor-telefonico-ID-167663",2019-04-14 04:43:21,"(Confidencial)","Montevideo","Montevideo","Atención al Cliente",3,"Medio turno tarde","Orientamos la búsqueda a personas con experiencia previa en ventas telefónicas (excluyente) valorándose las mismas en el ámbito financiero (no excluyente)Procuramos vocación de servicio, buena atención, gusto por las ventas. Persona ordenada, capaz de brindar seguimiento a diferentes temas.Tendrá a su cargo la venta de servicios de importante proyecto en el rubro de la salud.Brindará atención, asesoramiento y seguimiento de casos.Se ofrece incorporarse a reconocida empresa que brinda buen ambiente laboral, estabilidad y posibilidades de crecimiento. Salario competitivo para el mercado, conformado por un fijo más comisiones.HORARIO: Lunes a sábados 9 a 15hs o 15 a 21hs.","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Telefonísta
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Telemarketing
									
										Venta de servicios
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Desarrolladores Senior .Net y/o PHP/Mysql","www.buscojobs.com.uy/desarrolladores-senior-net-yo-phpmysql-ID-167658",2019-04-14 04:43:21,"Ebizmarts",NA,"Montevideo","Análisis de Sistemas",4,"Completa","En ebizmarts desarrollamos software para la industria de retail en 28 paises con UK/USA/Australia como pricipales mercados. Somos emprendedores Endeavor partners de Magento, Sage y Mailchimp.Nos encontramos en periodo de crecimiento por lo cual buscamos personas con las que nos guste trabajar y tengan experiencia en tecnologias .Net usando C# y desarrolladores PHP/Mysql para integrarse al equipo de desarrollo de nuestros productos.Si sos una persona dinamica, con iniciativa y te gusta trabajar en equipo te ofrecemos la posibilidad de integrarte al nuestro, en el cual tenemos un excelente ambiente laboral, oportunidades de viajes de corta duracion, capacitaciónes periodicas, beneficios y remuneración competitiva.Para PHP/MYSQL Ref: #soyphpero- PHP- MySQL- GIT- Linux- Se valoraran conocimientos de Symfony y/o Magento y Magento 2Para .NET Ref: #soydotnetero:- C#- GIT- Se valoraran conocimientos de Xamarin para iOS y de Objective C","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
										Tecnologías de la Información / Aplicaciones para Celular
									
										Tecnologías de la Información / Desarrollador iOS
									
										Tecnologías de la Información / Objective-C
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
										PHP
									
										MySQL
									
										Symfony
									
										Android
									
										iOS
									
										Microsoft .NET
									
										Magento
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Analista Programador Senior","www.buscojobs.com.uy/analista-programador-senior-ID-167397",2019-04-14 04:43:21,"Id Retail Sys",NA,"Montevideo","Análisis de Sistemas",1,"Completa","Función, obligaciones y responsabilidades:-	Análisis y Desarrollo de Sistemas-	Testing-	Documentación de sistemas-	Apoyo técnico al equipo de Desarrollo-	Establece fechas de compromiso junto con el equipo de Desarrollo-	Llevar el registro sistemático de fallas en sistemas puestos en producciónConocimientos y habilidades requeridas:- Conocimientos de Base de Datos. - Conocimientos avanzados de Genexus. - Experiencia en Testing y documentación de Sistemas.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Calidad de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Testing de Sistemas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								GeneXus
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Desarrollador Mobile Senior","www.buscojobs.com.uy/desarrollador-mobile-senior-ID-167649",2019-04-14 04:43:21,"(Confidencial)","Montevideo","Montevideo","Análisis de Sistemas",2,"Completa","Sr Mobile DeveloperExperiencia en alguna de las siguientes:iPhone / Android / React Native","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
										Tecnologías de la Información / Aplicaciones para Celular
									
										Tecnologías de la Información / Desarrollador iOS
									
										Tecnologías de la Información / Android
									
										Tecnologías de la Información / Objective-C
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Java
									
										iPhone
									
										Android
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 18 Hasta 45 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Auxiliar Administrativo Contable","www.buscojobs.com.uy/auxiliar-administrativo-contable-ID-167621",2019-04-14 04:43:21,"(Confidencial)","Montevideo","Montevideo","Administración Contable y Financiera",1,"Medio turno mañana","Se busca personal para desempeñarse como Auxiliar Administrativo Contable part time. La búsqueda se orienta a personas con estudios y experiencia demostrable en contabilidad y liquidación de sueldos.Requisitos:- Tecnicatura en Administración de Empresas o similar - Buen manejo de herramientas informáticas- Conocimientos en liquidación de sueldos, relaciones laborales, contabilidad y documentos comercialesCompetencias requeridas:- Actitud de Responsabilidad- Atención sostenida- Habilidad analítica, criterio lógico, sentido común- Planificación y Organización","Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Liquidación de Sueldos
									
										Administración
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-04-11,"jueves"
"Pasantes- Agentes de Service Desk","www.buscojobs.com.uy/pasantes-agentes-de-service-desk-ID-167645",2019-04-14 04:43:21,"SONDA Uruguay","Montevideo","Montevideo","HelpDesk / Soporte Técnico",1,"Completa","Se trata de una pasantía con contrato a termino por un año.Descripción del cargo:Escuchar al cliente activamente entendiendo sus necesidades y atendiendo sus requerimientos, Comprender cuáles son sus expectativas. Responder todas sus inquietudes acerca de la adquisición y mejor uso del producto o servicio.Aclarar sus dudas y objeciones, comprometer con el cliente un seguimiento de satisfacción, Brindar continuidad y seguimiento a la relación con el cliente, tanto se trate de sugerencias sobre el uso del sistema.Requisitos del reclutamiento:Primera experiencia laboral (excluyente)Educación Media en curso.Atención al Detalle, responsabilidad, motivación, escuchar activo y expresión verbal, pensamiento asertivo.","Tecnologías de la Información / HelpDesk / Soporte Técnico
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							Edad: Desde 18 Hasta 25 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"RESPONSABLE FUNCIONAL DE INFORMATICA MEDICA","www.buscojobs.com.uy/responsable-funcional-de-informatica-medica-ID-167644",2019-04-14 04:43:21,"(Confidencial)","Montevideo","Montevideo","Seguridad Informática",1,"Completa","La función está orientada a colaborar en la gestión para el cambio e implantación y mantenimiento de la Historia Clínica Electrónica.La posición reporta a la Dirección Técnica de la institución e interactúa con el Dpto. de Registros Médicos y el área de Sistemas Dentro de sus responsabilidades se encuentran: planificación de actividades, coordinación entre los diferentes actores involucrados en el proceso, análisis de datos y relacionamiento directo con el equipo médico.Orientamos la búsqueda a profesionales egresados de la carrera de la Licenciatura en Registros Médicos u otros técnicos afines con experiencia en el área de Informática Médica.Son requisitos fundamentales: buen manejo de herramientas informáticas, especialmente Excel avanzado y tablas dinámicas. Se valorará nivel de inglés avanzado y experiencia en gestión de proyectos.Serán competencias claves de la persona: capacidad de planificación, proactividad, dinamismo, habilidades de relacionamiento, comunicación y trabajo en equipo. PropuestaSe trata de una excelente oportunidad de integrarse a una prestigiosa empresa en el área médica con una remuneración acorde a las responsabilidades del cargo.","Tecnologías de la Información / Seguridad Informática
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Registros Médicos
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"ENCARGADAS/CAJERAS Y VENDEDORAS PARA LOCALES EN SHOPPINGS","www.buscojobs.com.uy/encargadascajeras-y-vendedoras-para-locales-en-shoppings-ID-167640",2019-04-14 04:43:21,"(Confidencial)",NA,"Montevideo","Atención al Cliente",8,"Completa","Encargadas-cajeras y vendedoras/es con experiencia en ventas en locales comerciales . Requisitos:*Contar con secundaria completa*Experiencia en atención al cliente *Disponibilidad horaria y poder trabajar durante los fines de semana.*Adjuntar foto y aspiraciones económicas al curriculum.*Shoppings de Montevideo y Canelones","Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
										Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Venta de Indumentaria
									
										Diseño – Decoración / Diseño de Interiores
									
										Marketing – Publicidad / Desarrollo de Producto / Marca
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Logística y almacén
									
										Venta en mostrador
									
										Venta de productos en general
									
										Venta al por Menor
									
										Atención de Postventa
									
										Distribución, logística, depósito.
									
										Logística de ventas
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 22 Hasta 45 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-04-11,"jueves"
"GUARDIA DE SEGURIDAD ENCARGADO DE TURNO PARA BARRIO PRIVADO","www.buscojobs.com.uy/guardia-de-seguridad-encargado-de-turno-para-barrio-privado-ID-167604",2019-04-14 04:43:21,"(Confidencial)","BarrosBlancos","Canelones","Administración de Personal",2,"Completa","Buscamos persona con experiencia en seguridad para portero encargado de turno en barrio privado ubicado próximo a pando y aeropuerto. Deberá contar con experiencia comprobable en el área de seguridad física, electrónica y manejo de personalTareas: Sera responsable de velar por la seguridad del predio y las personas que habitan en el.Deberá cumplir y hacer cumplir con los protocolos establecidosSe encargara de la organización  y supervision del personal de su turno.Se encargara de la gestión diaria de la portería, atención de visitas, propietarios, proveedores, etcSe encargara del monitoreo central de los sistemas de seguridad electrónica, alarmas, cámaras, etc.Deberá realizar la gestión de acceso y novedades diarias sobre Pc, tablet, windows, excel, word, mail. etcRealizara informes solicitados por su superiorReportara al jefe de seguridadDeberá contar con excelente presencia y nivel de comunicación. Se valorara experiencia en trabajos similares y experiencia técnica en seguridad electrónica, redes de datos, etc.HABILIDADES:Trabajo bajo presiónHabilidades comunicacionalesCapacidad de análisisOrientación al clienteSe valorara competencias tales como: organización, orden, atención al detalle, flexibilidad horaria, proactividad, así como autonomía para desempeñar exitosamente la posición. Se trata de una interesante oportunidad de incorporarse a una exclusiva urbanización, que ofrece estabilidad y un buen ambiente laboral con compensaciones salariales acordes a las responsabilidades que requiere el cargo.","Recursos Humanos / Administración de Personal
									
										Seguridad – Vigilancia / Casero
									
										Seguridad – Vigilancia / Portero
									
										Seguridad – Vigilancia / Alarmas
									
										Seguridad – Vigilancia / Personal de Seguridad
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Seguridad
									
										Seguridad y Vigilancia
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							Edad: Desde 25 Hasta 60 Años
							
							
							
								
							
						

						
					
					
				",2019-04-11,"jueves"
"AUXILIAR CON EXPERIENCIA O CR JUNIOR PARA ESTUDIO CONTABLE","www.buscojobs.com.uy/auxiliar-con-experiencia-o-cr-junior-para-estudio-contable-ID-167635",2019-04-14 04:43:21,"(Confidencial)",NA,"Montevideo","Administración Contable y Financiera",1,"Completa","ESTUDIO CONTABLE, requiere personal femenino. Posibilidades de crecimiento profesional en buen ambiente laboral.EXPERIENCIA PREVIA es requisito indispensable para tener en cuenta su currículum en cargo similar en Estudio Contable. Buscamos Contador Junior, Estudiante de Ciencias Económicas o idóneo con conocimientos detallados a continuación.CONTABLES: pasaje de contabilidad en sistema Memory, cierres mensuales de impuestos y Cierre de Balances Contables de empresas en diversos rubros, confección y presentación de declaraciones juradas ante DGI.LABORALES Y SUELDOS: Liquidación de sueldos (diferentes rubros) en sistema GNS, generación de nóminas y pagos ante BPS. Actualizacion de planillas de trabajoTRAMITES. Gestion de tramites ante BPS y DGIESPECIFICAR ASPIRACIONES SALARIALES (indispensable)Horario lunes a viernes de 9 a 17hs","Administración – Secretariado / Administración Contable y Financiera
									
										Contabilidad – Auditoría – Finanzas / Auditoría
									
										Contabilidad – Auditoría – Finanzas / Contaduría
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Liquidación de Sueldos
									
										Liquidación de Impuestos
									
										Gestión de Trámites
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 45 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-04-11,"jueves"
