"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"COMMUNITY MANAGER-FOREVER21","www.buscojobs.com.uy/community-manager-forever21-ID-165459",2019-02-20 23:52:00,"FOREVER21","Montevideo","Montevideo","Marketing",1,"Completa","Realizar y programar los contenidos en redes sociales Twitter, Facebook e Instagram de F21.","Marketing – Publicidad / Marketing
									
										Marketing – Publicidad / Publicidad
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño Digital
									
										Diseño Gráfico
									
										Marketing al consumidor
									
										Fotografía
									
										Redes Sociales
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Programador GeneXus / Estudiante de Informática","www.buscojobs.com.uy/programador-genexus-estudiante-de-informatica-ID-165372",2019-02-20 23:52:00,"(Confidencial)",NA,"Montevideo","Análisis de Sistemas",3,"Indiferente","Buscamos estudiantes del área de informática para el desarrollo de Sistemas en GeneXus 8 o superior para entidades financieras de primera línea.Se trata de una excelente oportunidad de aprendizaje con posibilidades de crecimiento en una empresa pujante.Se ofrece flexibilidad horaria.Competencias requeridas:Conocimiento en GeneXus para los generadores Java y .Net (curso o taller realizado)Se valorará conocimientos en Ms SQL Server, Oracle y DB2/400.Buena disposición para el trabajo en equipo, iniciativa y gusto por el aprendizaje.No se requiere experiencia previaNivel de Estudio:Buscamos estudiantes con segundo año cursado de las carreras:• Analista en Computación • Analista en Tecnología• Ingeniería en Computación• Licenciatura en Informática• SimilaresConocimientos excluyentes: GeneXusConocimientos no excluyentes:DB2/400Ms SQL ServerOracleReact.NET Framework (C# - ASP.net)JQuery  Javascript HTML 5CSS 3Metodologías ágilesPara postularse favor adjuntar:CV completo con fotoEscolaridadIndicar aspiraciones salariales","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Consultoría
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Tecnologías de la Información
									
										Investigación y Desarrollo
									
										Sistemas
									
										Programación
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 25 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Consultor para Taller (Freelance)","www.buscojobs.com.uy/consultor-para-taller-freelance-ID-165454",2019-02-20 23:52:00,"Adecco",NA,"Montevideo","Administración de Empresas",NA,"Indiferente","Nos encontramos en la búsqueda de un consultor para dictar talleres sobre Gestoría en apertura de empresas unipersonales en BPS y DGI. Nos orientamos a profesionales Contadores, Lic. en Administración preferentemente con experiencia en el área de la docencia.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Gestión de Operaciones
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Ventas Telefónicas","www.buscojobs.com.uy/ventas-telefonicas-ID-165453",2019-02-20 23:52:00,"Italcred",NA,"Montevideo","Créditos",1,"Medio turno tarde","Buscamos nuevos talentos para sumar a nuestro equipo de telemarketing! Nos encontramos en la búsqueda de vendedoras/es telefónicos.Orientamos la búsqueda a personas de 20 a 25 años de edad. Los postulantes deberán tener un marcado perfil comercial y orientación a resultados.Tendrá como objetivos: Venta de tarjetas de crédito & servicios adicionales.La propuesta: Horario vespertino (franja horaria de 14 a 19).29 horas semanales (lunes a sábados).Salario fijo + comisiones.Son requisitos excluyentes: Experiencia en ventas.Bachillerato completo.Office a nivel usuario.Se valoraran las siguientes competencias: Habilidades de comunicación y negociación.Pro actividad y dinamismo. Simpatía, cordialidad y excelente relacionamiento interpersonal. Se ofrece incorporarse a una empresa sólida, con posibilidades de crecimiento y un excelente clima laboral. Adjuntar CV preferentemente con foto **De no contar con los requisitos mencionados, no será tomado en cuenta para esta selección**","Banca – Servicios Financieros / Créditos
									
										Banca – Servicios Financieros / Cuentas Corrientes
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Comercio – Mercadeo – Ventas / Ejecutivo de Cuentas
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Comercio – Mercadeo – Ventas / Venta de Servicios Financieros
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta de productos financieros
									
										Call Center
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 20 Hasta 25 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Recepcionista - administrativa","www.buscojobs.com.uy/recepcionista-administrativa-ID-165451",2019-02-20 23:52:00,"(Confidencial)","Montevideo","Montevideo","Administración de Empresas",NA,"Completa","Agencia de viajes selecciona Recepcionista administrativa.La búsqueda se orienta a personas con experiencia en tareas administrativas, caja, recepción y atención al público. Conocimientos de ingles no excluyente. Tareas a realizar:Caja, arqueos diariosRecepción y atención telefónicaTareas administrativas variasHorario: lunes a viernes de 9.30 a 18.30 / sábados 9.30 a 13hs.Zona: CarrascoInteresados enviar cv con foto y aspiraciones salariales.Ingreso inmediato.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Administración Contable y Financiera
									
										Turismo – Hotelería – Gastronomía / Turismo
									
										Turismo – Hotelería – Gastronomía / Agencia de Viajes
									
										Turismo – Hotelería – Gastronomía / Recepción y Registro
									
										Turismo – Hotelería – Gastronomía / Atención al Viajero
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Auxiliar Administrativo
									
										Recepción y registro
									
										Administración
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Administrativo Contable","www.buscojobs.com.uy/administrativo-contable-ID-165452",2019-02-20 23:52:00,"Pagnifique","Montevideo","Montevideo","Administración de Empresas",NA,"Indiferente","Principales Responsabilidades: • Realizar la registración de documentos.• Llevar a cabo la confección de pagos. • Efectuar el manejo de valores. • Conciliaciones bancarias• Análisis de balances Las competencias requeridas para el cargo: • Orientación a resultados• Proactividad • Capacidad analítica• Trabajo en equipoNos encontramos en búsqueda de candidatos que cuenten con: • Estudios avanzados en Ciencias Económicas• Conocimientos de paquete Office • Se valorará experiencia previa en cargos similares (NO EXCLUYENTE). • Disponibilidad para trabajar de lunes a viernes en el horario de 09.00 a 18.00 horas • Zona: Nuevo París Te ofrecemos la posibilidad de incorporarte a una organización líder en el mercado que te puede brindar oportunidades de crecimiento profesional y una remuneración acorde a las responsabilidades del cargo.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Administración
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Analista de Auditoría","www.buscojobs.com.uy/analista-de-auditoria-ID-165429",2019-02-20 23:52:00,"Republica Microfinanzas","Montevideo","Montevideo","Administración Contable y Financiera",1,"Completa","Responsable de evaluar el cumplimiento de políticas, procedimientos, normas y reglamentos de la empresa, proponiendo mejoras en los procesos. Colaborará en el desarrollo de programas de trabajo, definición de objetivos, alcance metodología  e informes. Generará muestras a partir de la base de datos. Elaboración de Informes a partir de las pruebas realizadas.Efectuar seguimiento periódico de las observaciones de Auditoría Interna.  Ejecución de pruebas de seguimiento en controles de prevención de L.A. y F.T.  Colaborará en la elaboración de informes periódicos a presentar. Visitas a clientes, tanto en Montevideo como en el Interior del País.Requisitos para postular al cargo:Excluyentes:Contador Público o estudiante próximo a recibirse.Experiencia en Auditoría interna o externa.Experiencia y conocimiento del sector financiero y normas Banco Centralistas.Muy buen dominio de herramientas informáticas (Office) principalmente Excel y Word.Se valorará:Gusto por las tareas de finalidad socialExperiencia y conocimiento de la normativa de Administradoras de Crédito.Conocimiento y experiencia en aplicación en metodología del informe C.O.S.O.Conocimiento de metodología de evaluación de riesgos, enfoque C.E.R.T.Conocimiento de Sistema informático Bantotal.Conocimiento de prevención de Lavado de Activos y financiamiento del TerrorismoConocimiento y manejo de Base de Datos.Experiencia en elaboración de consultas SQL.","Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Gestión de Operaciones
									
										Contabilidad – Auditoría – Finanzas / Auditoría
									
										Contabilidad – Auditoría – Finanzas / Contaduría
									
										Banca – Servicios Financieros / Análisis Financiero
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auditoría bancaria y contable
									
										Lavado de Dinero
									
										Prevención del Financiamiento al Terrorismo
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 21 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"INGENIERO/A AGRONOMO ANALISTA DE RIESGO","www.buscojobs.com.uy/ingenieroa-agronomo-analista-de-riesgo-ID-165447",2019-02-20 23:52:00,"PROACTIVA Recursos Humanos",NA,"Montevideo","Agricultura",1,"Completa","Buscamos para importante empresa del sector financiero. Tareas a desempeñar:- Análisis y gestión técnica (multicultivo)- Viajes al interior y exterior del país.- Tareas administrativas.Requisitos- Egresado o Estudiante avanzado (4to año aprobado)- Licencia de conducir- Experiencia administrativa","Agroindustria / Agricultura
									
										Agroindustria / Ganadería
									
										Agroindustria / Forestal
									
										Agroindustria / Agronomía
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería Agronómica   
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Cajero","www.buscojobs.com.uy/cajero-ID-165446",2019-02-20 23:52:00,"(Confidencial)","Pocitos","Montevideo","Gastronomía",1,"Completa","Importante empresa del rubro gastronómico ubicada en zona de Pocitos, necesita cajero.La búsqueda esta orientada a personas que tengan experiencia en el rubro y que conozcan el programa Soft Restaurante, no excluyente. Será responsable del manejo de fondos, recaudación, facturación y el control de pagos que se realicen en el local,  así como también del trabajo de los deliverys.Horarios de trabajo, de lunes a viernes de 17hs hasta el cierre del local.  Sábado y domingo de 11 a 16hs y de 19hs hasta el cierre.Descanso un día  fijo a la semana.","Turismo – Hotelería – Gastronomía / Gastronomía
									
										Turismo – Hotelería – Gastronomía / Recepción y Registro
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Caja y/o Facturación
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 24 Hasta 36 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Diseño gráfico y Community Management","www.buscojobs.com.uy/diseno-grafico-y-community-management-ID-165334",2019-02-20 23:52:00,"(Confidencial)",NA,"Montevideo","Diseño Gráfico",1,"Medio turno tarde","Buscamos diseñador gráfico con conocimientos de Community Manager, una persona activa, que trabaje en equipo para el armado de posteoss, promociones y mailing. A su vez estaría encargado del diseño de las diferentes piezas de comunicación tanto offline como online. Se valora conocimientos en Google Ads.","Diseño – Decoración / Diseño Gráfico
									
										Marketing – Publicidad / Marketing
									
										Marketing – Publicidad / Promociones
									
										Marketing – Publicidad / Publicidad
									
										Tecnologías de la Información / Diseño Gráfico / Web
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Adobe Photoshop
									
										CorelDraw
									
										Adobe Illustrator
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 20 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"REPONEDOR CON MOTO","www.buscojobs.com.uy/reponedor-con-moto-ID-165441",2019-02-20 23:52:00,"Mode Marketing","Montevideo","Montevideo","Atención al Cliente",1,"Completa","Tendra como principal responsabilidadla visita a ciertos locales asignados (CADENAS) donde debera reponer la mercaderia faltante, supervisar la correcta exposicion de los productos y gestionar acciones de venta e informes.REQUISITOS EXCLUYENTES: Poseer moto y libreta de conducir al dia. Utilizar la moto para trabajar. Poseer carnet de salud","Atención al Cliente / Atención al Cliente
									
										Comercio – Mercadeo – Ventas / Merchandiser
									
										Comercio – Mercadeo – Ventas / Venta de Servicios
									
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Oficios – Servicios Varios / Distribuidor de Mercadería
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Reposición de mercadería
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							Edad: Desde 20 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"DISEÑADOR/A TEXTIL","www.buscojobs.com.uy/disenadora-textil-ID-165445",2019-02-20 23:52:00,"(Confidencial)",NA,"Montevideo","Diseño de Indumentaria",NA,"Completa","Somos una empresa textil especializada en ropa interior y lencería.Busamos: Un diseñador/a Junior para incorporarse a nuestro equipo de trabajo.Tareas a realizar:• Asistencia en desarrollo de colecciones• Elaboración de fichas técnicas • Seguimiento de la producción de las órdenes a cargo• Contacto con proveedores y clientes• Control de muestras, supervisión de producción y producto finalRequisitos:Experiencia comprobable en tareas similares Estudios cursados: Estudiante avanzado o egresado de las carreras de Diseño Textil.Conocimientos: Programas de diseño como ser Corel Draw,  Adobe Ilustrator, Adobe Photoshop.Inglés a nivel técnico.Se valoraran conocimientos de portugués.Sexo: IndistintoDedicación de lunes a viernes.","Diseño – Decoración / Diseño de Indumentaria
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Diseño Gráfico
									
										Desarrollo de Producto
									
										Diseño de Moda
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Educador para Centro Juvenil","www.buscojobs.com.uy/educador-para-centro-juvenil-ID-165443",2019-02-20 23:52:00,"(Confidencial)","Montevideo","Montevideo","Gestón Cultural",1,"Medio turno tarde","Buscamos educador pro activo/a y con alta sensibilidad social que pueda contribuir a una formación integral en diferentes niveles. Deberá brindar apoyo en actividades formativas, educativas y lúdico-recreativas con el objetivo de potenciar los intereses de los adolescentes.El perfil debe ser el de Educador social.Se valora experiencia de trabajo con adolescentesExperiencia de trabajo en equipo y en programas socio-educativos.","Arte – Cultura – Comunicación / Gestón Cultural
									
										Educación – Docencia / Gestión de Proyecto Educativo
									
										Deporte – Tiempo Libre – Recreación / Animadores
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Gestión de Centro Educativo
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"React.js Developer","www.buscojobs.com.uy/reactjs-developer-ID-165081",2019-02-20 23:52:00,"Oktana",NA,"Montevideo","Programación",NA,"Completa","La persona seleccionada trabajará en proyectos para clientes americanos realizando tareas de desarrollo en lenguaje de programación  Javascript, React.jsSe requiere contar con al menos 2 años de experiencia en desarrollo con React.jsManejo de idioma inglés oral y escrito a nivel intermedio-avanzadoOfrecemos un excelente ambiente laboral, flexibilidad horaria total, muy buenos beneficios, constante crecimiento y aprendizaje, posibilidad de entrenarse y certificarse en distintas tecnologías, posibilidad de trabajar en proyectos de gran porte a nivel global con metodología de trabajo SCRUM.","Tecnologías de la Información / Programación
									
								","
					
						
							
							
							
							Conocimientos: 
							
								JavaScript
									
								Estudio Mínimo Necesario: Terciario Completo
							
							
							
							
								
							
						

						
					
					
				",2019-02-14,"jueves"
"Desarrolladores Senior y Semi Senior","www.buscojobs.com.uy/desarrolladores-senior-y-semi-senior-ID-165437",2019-02-20 23:52:00,"Advice",NA,"Montevideo","Desarrollo",NA,"Completa","Personas con formación en carreras vinculadas a Sistemas.Será valorado el conocimiento del Framework Kaltura y los conocimientos de React.Deberán contar con manejo de inglés técnico.Se requiere poseer una experiencia mínima de dos años en desarrollo en Django y Python (excluyente).Trabajarán en el desarrollo y supervisión de desarrollo de aplicaciones audiovisuales, utilizando las tecnologías arriba mencionadas.","Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Python
									
										Django
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Encargada de Turno","www.buscojobs.com.uy/encargada-de-turno-ID-165435",2019-02-20 23:52:00,"Chacra Bilu",NA,"Montevideo","Administración Contable y Financiera",1,"Completa","Empresa de primer nivel en Produccion y Distribucion de Frutas y hortalizas Facturación y control de  pedidos,Control y supervisión de Tareas del personal Atención telefónica  a clientes Supervisar y manejo de las zonas de elaboración, empaque y expediciónEsta a su cargo el correcto armado de los pedidos, en el tiempo estipulado, correcta facturación y armado de rutas  Controla todas las áreas de producción de la empresa en el turno, coordina entregas, carga y armado de pedidos  Es un cargo de confianza que reporta directamente al Director Horario: lunes a Sábados de 4am a 12pm , Sueldo + comisiones + canasta de alimentos","Administración – Secretariado / Administración Contable y Financiera
									
										Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Industria – Producción / Automatismos
									
										Supermercados – Autoservices / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 25 Hasta 40 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"RECEPCIONISTA PARA EMPRESA EN EXPANSIÓN","www.buscojobs.com.uy/recepcionista-para-empresa-en-expansion-ID-165413",2019-02-20 23:52:00,"SOLER HR CONSULTING",NA,"Montevideo","Auxiliar Administrativo",1,"Completa","SOLER HR CONSULTINGSELECCIONA PARA EMPRESA EN EXPANSIÓNRECEPCIONISTA- TELEFONISTA	El cargo: Tiene como responsabilidad la atención de la central telefónica así como la derivación de llamadas, atención a público interno,  externo y proveedores, manejo de agenda, asistencia a gerencia y tareas administrativas. Lunes a viernes de 8 a 18, descanso al medio díaRequisitos:•	Secundaria completa, se valora formación secretarial•	Dominio de Office•	Experiencia no menor a 3 años en cargos similares","Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Secretaría
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Auxiliar Administrativo
									
										Secretariado
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 23 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Administrativa - Atención al Cliente","www.buscojobs.com.uy/administrativa-atencion-al-cliente-ID-165326",2019-02-20 23:52:00,"(Confidencial)",NA,"Montevideo","Administración de Empresas",NA,"Completa","Reconocida empresa de gran trayectoria nacional, busca administrativas para sector de atención al cliente y manejo de personal.Ofrecemos trabajo estable con capacitación previa, oportunidad para ingresar a una empresa sólida en constante crecimiento.Jornada de 8 horas de trabajo, remuneracón acorde, presentismo.","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Auxiliar Administrativo
									
										Administración – Secretariado / Secretaría
									
										Atención al Cliente / Atención al Cliente
									
										Atención al Cliente / Recepción
									
										Atención al Cliente / Telefonísta
									
										Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
										Atención al Cliente / Caja
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Atención Telefónica y/o Recepción
									
										Administración
									
										Operador PC
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 60 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Instructor / Instructora de manejo.","www.buscojobs.com.uy/instructor-instructora-de-manejo-ID-165434",2019-02-20 23:52:00,"Academia de choferes ""Alvaro""",NA,"Montevideo","Instructor de Manejo",3,"Completa","Chofer profesional con libreta categoría D, E, y/o F, para cargo de Instructor / Instructora de Choféres. Requisitos:                  Dos años de antiguedad en libreta profesional (D,E,F)                  No poseer multas de alcoholemia                  No poseer antecedentes penales                  Buena presencia.                  Buen carácter , buen témple y paciencia, para el buen trato                   con los clientes.                  Disonibilidad de horario.                  (se valorará experiencia en el ramo)","Oficios – Servicios Varios / Instructor de Manejo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Chofer de Automóviles
									
										atención al cliente
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 28 Hasta 55 Años
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Asistente de Recursos Humanos","www.buscojobs.com.uy/asistente-de-recursos-humanos-ID-165432",2019-02-20 23:52:00,"(Confidencial)","Montevideo","Montevideo","Administración Contable y Financiera",1,"Completa","Liquidación de Sueldos, trámites ante Bps y Mtss. Conocimiento normativa Laboral vigente, procesamiento de contabilidad y conciliaciones. Capacidad analítica, trabajo en equipo, organizado, pro activo, con ganas de superarse.Se valorara experiencia previa en Estudio Contable (2 años) y conocimiento en  Sistema GNS Personal.","Administración – Secretariado / Administración Contable y Financiera
									
										Administración – Secretariado / Liquidación de Sueldos
									
										Recursos Humanos / Administración de Personal
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Liquidación de Sueldos
									
										Liquidación de Impuestos
									
										Recursos humanos
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 30 Años
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"CARGO MOZA","www.buscojobs.com.uy/cargo-moza-ID-165433",2019-02-20 23:52:00,"viaaqua spa","Montevideo","Montevideo","Servicio en Barra",1,"Completa","Se solicita moza con experiencia en el área gastronómica, de preferencia en cafetería.Marcada aptitud de comunicación, vocación de servicio, y dinamismo, y disponibilidad horaria para trabajar fines de semana.Ingreso a una empresa de trayectoria líder en el área de servicios, estabilidad y muy buen clima laboral.Se exige carné de  salud y de manipulación de alimentos .","Turismo – Hotelería – Gastronomía / Servicio en Barra
									
										Turismo – Hotelería – Gastronomía / Servicio en Mesa
									
										Turismo – Hotelería – Gastronomía / Gastronomía
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Servicio en Barra
									
										Servicio en mesa
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 25 Hasta 35 Años
							
							
							
								
									Sexo: Femenino
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Administrador Linux *Senior*","www.buscojobs.com.uy/administrador-linux-senior-ID-165428",2019-02-20 23:52:00,"Geocom Uruguay SA",NA,"Montevideo","HelpDesk / Soporte Técnico",NA,"Completa","Buscamos una persona proactiva, orientada al cliente, con capacidad de trabajar bajo presión y con ganas de aprender y crecer en una empresa Uruguaya Líder en Tecnología.Qué buscamos?- Mínimo 3 años de experiencia brindando soporte en Linux- EXCLUYENTE- Conocimientos en MySQL, Oracle, Informix- EXCLUYENTE- Conocimientos Tomcat , Jboss (Valorado)Disponibilidad y flexibilidad horariaTAREAS:- Soporte/Instalación de software interno en JAVA con Linux (Nivel 2 principalmente)- Análisis en Base de Datos ( Datos y Performance)- Instalación de Servidores de Aplicaciones- Diagnóstico y prevención de incidencias.- Automatización de procesos- Programación en lenguajes de scripting principalmente bash y Python.Qué proponemos?•	El desafío de participar en proyectos (nacionales e internacionales) de alto impacto•	Estabilidad y excelente ambiente laboral•	Estacionamiento Vigilado•	Cancha de fútbol y zona deportiva•	Acuerdos con universidades para carreras de grado y posgradoAcerca de nosotros:GEOCOM es una empresa con más de 20 años en el mercado, dedicada a brindar servicios informáticos globales. Nos desarrollamos en diferentes sectores: Gobierno, Finanzas, Industria, Salud, Retail. A sus más de 300 colaboradores en Uruguay, se le suman sus oficinas en Argentina, Chile y Colombia.Estamos certificados en ISO y evaluado en CMMI nivel 3.POR FAVOR ADJUNTAR CV CON ASPIRACIONES SALARIALES.","Tecnologías de la Información / HelpDesk / Soporte Técnico
									
										Tecnologías de la Información / Sistemas Operativos
									
								","
					
						
							
							
							
							Conocimientos: 
							
								SQL
									
										Linux
									
										Oracle
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Asistente de Recursos Humanos","www.buscojobs.com.uy/asistente-de-recursos-humanos-ID-165427",2019-02-20 23:52:00,"Goddard Catering Group Uruguay","PasoCarrasco","Montevideo","Evaluación de Personal",1,"Completa","Tareas:* Elaborar el reclutamiento y la selección de personal de acuerdo a los procedimientos establecidos, asi como la aplicación de pruebas psicotécnicas.* Colaborar con el área en aspectos administrativos como ser redacción de cartas, seguimiento de certificaciones médicas en BPS, escaneo de documentos, aplicación de sanciones según reglamento interno, etc.* Eventualmente, podrá colaborar en otros procesos de gestión como ser inducciones y evaluaciones del personal, coaching.Requisitos:Deberá ser estudiante avanzado o recién recibido de la carrera de Lic. En Psicología, con interés en área Laboral. Será valorada la experiencia en selección de personal y aplicación de pruebas psicotécnicas o contar con cursos asociados.","Recursos Humanos / Evaluación de Personal
									
										Recursos Humanos / Organización Interna
									
										Recursos Humanos / Pruebas Psicotécnicas
									
										Recursos Humanos / Selección de Personal
									
										Especializaciones / Psicología
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Psicología
									
										Recursos humanos
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"OPERADOR LABORAL","www.buscojobs.com.uy/operador-laboral-ID-165422",2019-02-20 23:52:00,"Centro Martinez Visca","Montevideo","Montevideo","Capacidades Diferentes",NA,"Indiferente","Llamado a Operador Laboral.Se busca persona proactiva, creativa, con ganas de trabajar, para incorporarse a institución que trabaja con personas con discapacidad psíquica.","Educación – Docencia / Capacidades Diferentes
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Rehabilitación 
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
"Personal administrativo","www.buscojobs.com.uy/personal-administrativo-ID-165395",2019-02-20 23:52:00,"Gente Consultoria",NA,"Montevideo","Administración de Personal",NA,"Completa","Personal administrativo para empresa de SaludLa búsqueda se orienta a estudiantes de Derecho, Recursos Humanos o Relaciones Laborales.Será el punto de contacto con el personal de la Institución, realizando  la cobertura de guardias médicas, recepción de llamados telefónicos , consultas, etc.-Brindará atención al público, legajos,  trámites administrativos en general, etc.Requisitos:-Manejo fluido de sistema informático (paquete office)-Buen relacionamiento y nivel de comunicación  -Gusto por aprender nuevos sistemas y generalidades administrativas-Se requiere organización  y buen manejo de la presión-Proactividad en la tarea","Recursos Humanos / Administración de Personal
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
									
										Relaciones Laborales
									
										Recursos humanos
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-02-13,"miércoles"
