"puesto","ID","fechaScraping","empresa","barrioCiudad","dpto","area","puestos","jornada","detalles","subareas","requisitos","fpub","dia"
"Vendedor mostrador","www.buscojobs.com.uy/vendedor-mostrador-ID-164226",2019-01-07 17:57:56,"(Confidencial)","LasPiedras","Canelones","Comercial / Ventas",1,"Completa","Buscamos vendedor de mostrador para local comercial  Se valorará experiencia en ventas, vocación por la venta y la atención al cliente. Remuneración fija más variable por ventas. Lunes a viernes 9 a 17 hs. Sábados de 9 a 13hs.","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Microsoft Excel
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 30 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"OPERARIO PARA INDUSTRIA ALIMENTICIA","www.buscojobs.com.uy/operario-para-industria-alimenticia-ID-164225",2019-01-07 17:57:56,"TASK",NA,"Montevideo","Operario Industrial",NA,"Completa","Buscamos OPERARIOS DE PRODUCCIÓN para IMPORTANTE INDUSTRIA ALIMENTICIA ubicada en zona CASAVALLE.Se requiere ciclo básico, carne de salud vigente y experiencia laboral en producción no menor a un año en Industria con referencias comprobables.Se valora que la persona viva en zonas cercanas.Horario de Lunes a Viernes de 7 a 16.30hs.","Industria – Producción / Operario Industrial
									
										Industria – Producción / Producción
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Operario Industrial
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							Edad: Desde 20 Hasta 45 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-07,"lunes"
"Developer .Net en Back End","www.buscojobs.com.uy/developer-net-en-back-end-ID-164221",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Desarrollo",NA,"Completa","Sumate a nuestro equipo!Buscamos personas apasionadas por la tecnología, con gusto por la investigación, compartir conocimiento y trabajar en equipo. Conocimientos requeridos:•	ASP.NET Web API•	Entity Framework•	SQL ServerSe valorará:o	SCRUMo	Unit TestingRequerimos que los interesados cuenten con una experiencia laboral comprobada en Programación .Net de mínimo 3 añosLa propuesta:Se trata de una excelente oportunidad de ingresar a una organización con un buen ambiente laboral, trabajando en proyectos con las últimas tecnologías. El horario será de Lunes a viernes de 9:00 a 18:00 hrs en la zona de la Aguada.","Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								ASP.NET
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
".NET Developer","www.buscojobs.com.uy/net-developer-ID-164216",2019-01-07 17:57:56,"OneTree",NA,"Montevideo","Arquitectura de Sistemas",3,"Completa","Buscamos desarrollador .NET con experiencia mínima de 5 años, para trabajar junto con un equipo norteamericano en el desarrollo de una plataforma de gran porte, trabajando con metodologías ágiles y tecnologías modernas.La persona tendrá la responsabilidad de llevar a cabo el diseño de soluciones de software, siguiendo prácticas de mejora de calidad de código y proponer constantes mejoras a las soluciones actuales de manera proactiva.Se requiere comunicación diaria y constante con el cliente y el equipo mediante daily standups, así como seguir los procesos del cliente aplicando metodologías ágiles. Es un cliente moderno que se basa en la utilización de las últimas tecnologías para el desarrollo de sus productos, y en innovar e investigar nuevas tecnologías constantemente. Requisitos técnicos EXCLUYENTES- Experiencia mínima de 5 años en .Net- C#- ASP.Net- SQL server - Manejo Fluido del Idioma Inglés Se valorará experiencia en el uso de metodologías ágiles, Scrum, TDD, Git, Javascript, Unit Testing.","Tecnologías de la Información / Arquitectura de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C++
									
										JavaScript
									
										ASP.NET
									
										SQL Server
									
										C#
									
										Asp.NET WebAPI
									
										Azure
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 22 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Angular - Frontend Developer","www.buscojobs.com.uy/angular-frontend-developer-ID-164215",2019-01-07 17:57:56,"OneTree","Montevideo","Montevideo","Análisis de Sistemas",3,"Completa","Buscamos desarrollador Angular que combine el gusto por la experiencia de usuario con la programación, con experiencia mínima de 3 años para integrar en nuestro equipo de trabajo. La persona seleccionada ingresará en una empresa con estupendo ambiente laboral y oportunidades de crecimiento profesional.Lllevará adelante tareas de desarrollo, integrado con el equipo asignado al proyecto, trabajando en conjunto con el cliente.Requisitos técnicos excluyentes:- Experiencia mínima de 3 años en JavaScript, HTML5, y CSS3.- Experiencia con Angular.- Experiencia en uso de Rest APIs- Manejo Fluido del Idioma Inglés.Se valorará:- Conocimientos en Asp.Net y C#- Se valorará experiencia en SASS- Se valorará experiencia en el uso de metodologías ágiles, Scrum, Pair Programming, TDD.- Se valorarán ejemplos previos de maquetado responsive.","Tecnologías de la Información / Análisis de Sistemas
									
										Tecnologías de la Información / Arquitectura de Sistemas
									
										Tecnologías de la Información / Programación
									
										Tecnologías de la Información / Desarrollo
									
								","
					
						
							
							
							
							Conocimientos: 
							
								C#
									
										CSS (Cascading Style Sheets)
									
										HTML
									
										JavaScript
									
										ASP.NET
									
										AngularJs 1.X
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 22 Hasta 50 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Asistente de Ventas para Panadería","www.buscojobs.com.uy/asistente-de-ventas-para-panaderia-ID-164223",2019-01-07 17:57:56,"Pagnifique","Montevideo","Montevideo","Atención al Cliente",1,"Indiferente","Principales responsabilidades:• Realizar la atención al público y venta de productos de las panaderías Pagnifique ubicadas en las principales cadenas de supermercados.• Hornear los productos de acuerdo al plan de horneado de cada local, para asegurar la disponibilidad de producto y minimizar los desperdicios.• Realizar la correcta manipulación de los productos de acuerdo a las normas de manipulación de alimentos, así como el seguimiento de los procedimientos internos para la cocción de los mismos.• Mantener el orden del local, así como el cumplimiento de los lineamientos del manual de limpieza, incluyendo su cronograma.• Recepcionar y controlar la mercadería recibida.• Dar apoyo en la realización del recuento físico de productos, así como en completar los diferentes registros relativos a la documentación necesaria a enviar a la administración.Competencias: Orientación a resultados, Iniciativa, Innovación, Trabajo en equipo, Orientación al cliente, Adherencia a las normas, Orientación a la calidad y a la productividad.Experiencia y formación:• Educación secundaria (deseable bachillerato completo)• Valoramos experiencia previa en posiciones similares Otros:• La posición implica trabajar sábados y domingos 8 horas por día, con descanso semanal•  Requerimos amplia disponibilidad horaria para turnos rotativos en distintas zonas de trabajo","Atención al Cliente / Atención al Cliente
									
										Turismo – Hotelería – Gastronomía / Gastronomía
									
										Supermercados – Autoservices / Panadería
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Limpieza en General
									
										atención al cliente
									
										Panadería
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 18 Hasta 65 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Peón C/Experiencia para Importadora de Alimentos","www.buscojobs.com.uy/peon-cexperiencia-para-importadora-de-alimentos-ID-164211",2019-01-07 17:57:56,"Pingakol",NA,"Montevideo","Almacén / Depósito / Stock",NA,"Completa","Se selecciona peón para empresa importadora de alimentos perecederos. Sus tareas consistirán en armado de pedidos, movimiento de mercadería, pallets, descarte de basura y apoyo en demás tareas del sector.Se busca una persona dinámica, proactiva, ordenada,  responsable y que pueda trabajar bajo presión.IMPORTANTE:Horario: Lunes a Viernes de 4.00 a 12.00hs y Sábados de 4.00 a 08.00hs.Zona: Mercado Modelo.Salario: $19.061 nominales.Contar con experiencia previa, de lo contrario no postularse.","Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
									
										Distribución – Logística – Almacenamiento / Distribución / Logística / Abastecimiento
									
										Distribución – Logística – Almacenamiento / Transporte / Carga
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Logística y almacén
									
										Distribución, logística, depósito.
									
								Estudio Mínimo Necesario: Ciclo Básico Completo
							
							
							Edad: Desde 20 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Aprendiz Adelantado","www.buscojobs.com.uy/aprendiz-adelantado-ID-164214",2019-01-07 17:57:56,"(Confidencial)","Montevideo","Montevideo","Mecánica General",1,"Completa","Importante Taller de Plaza.ZONA PASO CARRASCO selecciona:Aprendiz de mecánico adelantado.Experiencia en el cargo.Conocimiento de Mecánica Ligera.Responsable y pro-activo.Se ofrece integrarse a un reconocido taller de plaza, que ofrece estabilidad laboral.","Oficios – Servicios Varios / Mecánica General
									
										Oficios – Servicios Varios / Mecánica Ligera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Mecánica automotriz
									
										Electromecánica
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							Edad: Desde 20 Hasta 30 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-07,"lunes"
"¡Atención Salto! Buscamos experta en Cosmetología, perfumería","www.buscojobs.com.uy/atencion-salto-buscamos-experta-en-cosmetologia-perfumeria-ID-164209",2019-01-07 17:57:56,"Farmashop","Salto","Salto","Análisis de Negocios",NA,"Completa","Nos encontramos en la búsqueda de una Experta en Perfumería• Tenés entre 22 y 60 años• Tenés al menos Bachillerato Completo• Tenés experiencia en ventas de productos de categoría perfumería y cosmética• Tenés disponibilidad para trabajar en la tarde a partir de las 14:00¿Cuáles van a ser tus tareas?•	Responsable por la atención y asesoramiento a clientes en todo lo que respecta a sector de Perfumería y Cosmética y otros productos del sector no farmacia•	Asegurar el cumplimiento de los 7 Pasos de Atención al cliente en el salón de ventas.•	Responsable por el control, recepción y reposición de mercadería del sector Perfumería•	Control e ingreso de facturas (proveedores de artículos de perfumería) en el sistema.•	Responsable de la exhibición de todo el lineario, respetando los lineamientos establecidos•	Estar en conocimiento y comprender acerca de todas las acciones llevadas a cabo y comunicadas por parte de la compañía. •	Realizar controles de stock y auditoría de precios del sector•	Responder a las tareas asignadas por el encargado.¿Por qué elegirnos?• Tenemos programas de capacitación constante• Tenemos planes de desarrollo de carrera pensados para vos• Somos una empresa comprometida con nuestro entorno• Tenemos beneficios corporativos súper copados","Comercio – Mercadeo – Ventas / Análisis de Negocios
									
										Comercio – Mercadeo – Ventas / Comercial / Ventas
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Venta al por Menor
									
										Cosmética capilar
									
								Estudio Mínimo Necesario: Secundaria Incompleta
							
							
							
							
								
							
						

						
					
					
				",2019-01-07,"lunes"
"Auxiliar de Producción","www.buscojobs.com.uy/auxiliar-de-produccion-ID-164099",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Producción",1,"Completa","Orientamos la búsqueda a jóvenes egresados de la Escuela Naval y/o estudiantes de Ingeniería Naval, Mecánica o Industrial; para incorporarse como Auxiliar en el equipo de trabajo de nuestro Departamento de Producción.Se requiere domino del idioma Inglés, Herramientas informáticas y Dibujo técnico (AUTOCAD, no excluyente). Se valorará experiencia previa en cargos similares y conocimientos en SGC-ISO 9001.Tareas principales: Gestión de inventarios, stocks, planes de mantenimiento preventivo y correctivo. Registros de Calidad. Manejo de documentación y archivos.","Industria – Producción / Producción
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Ingeniería Industrial, Organización y Métodos
									
										Ingeniería Industrial Mecánica
									
										Ingeniería Naval
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 20 Hasta 35 Años
							
							
							
								Sexo: Masculino
							
						

						
					
					
				",2019-01-04,"viernes"
"AUXILIAR CONTABLE","www.buscojobs.com.uy/auxiliar-contable-ID-164193",2019-01-07 17:57:56,"TASK",NA,"Montevideo","Administración de Empresas",1,"Completa","Nos abocamos a la búsqueda de AUXILIAR CONTABLE para IMPORTANTE EMPRESA DE LOGÍSTICA Y TRANSPORTE TERRESTRE.Deberá realizar tareas de análisis contable, gestión y control de cobranzas, coordinación de pagos, conciliaciones bancarias a nivel nacional e internacional, y tareas administrativas varias.Se requiere experiencia en cargos similares mayor a tres años.Favor indicar aspiraciones salariales","Administración – Secretariado / Administración de Empresas
									
										Administración – Secretariado / Facturación / Cobros / Pagos
									
										Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Administración Contable y Financiera
									
										Auxiliar Contable
									
								Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 30 Hasta 40 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Vendedores y Operadores de Telemarketing zafrales","www.buscojobs.com.uy/vendedores-y-operadores-de-telemarketing-zafrales-ID-164191",2019-01-07 17:57:56,"Bookshop","Montevideo","Montevideo","Comercial / Ventas",NA,"Completa","BOOKSHOP selecciona VENDEDORES ZAFRALES para todos sus puntos de venta y OPERADORES DE TELEMARKETING ZAFRALES. Se trata de oportunidades laborales con contrato a término por 3 MESES.VENDEDORESRequisitos excluyentes:-Experiencia en ventas-Conocimientos de inglés-Conocimientos de informática-Amplia disponibilidad horariaOPERADORES DE TELEMARKETINGRequisitos:-buen relacionamiento interpersonal-conocimientos de inglés (excluyente)-conocimientos de informática-experiencia en call center","Comercio – Mercadeo – Ventas / Comercial / Ventas
									
										Marketing – Publicidad / Marketing
									
										Marketing – Publicidad / Mercadotecnia
									
										Teletrabajo – Call Center / Call Center
									
										Teletrabajo – Call Center / Telemarketing
									
										Comercio – Mercadeo – Ventas / Venta por Catálogo
									
										Pasantías / Pasantías
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Coordinación de telemarketing
									
										Telemarketing
									
										Venta en mostrador
									
										Venta al por Menor
									
										Atención al Cliente
									
										Logística de ventas
									
								Idiomas: 
							
							Inglés
								
							Estudio Mínimo Necesario: Terciario Incompleto
							
							
							Edad: Desde 21 Hasta 35 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
"Administrativo Contable","www.buscojobs.com.uy/administrativo-contable-ID-164162",2019-01-07 17:57:56,"(Confidencial)",NA,"Montevideo","Administración Contable y Financiera",1,"Completa","Manejo del programa Conty y Worky, Ingreso de facturas , recibos ,estados Contables , realizar mayores Analiticos ,  , ingreso de cheques emitidos . emisión de cheques , archivo de facturas y recibos , manejo de Excel y Windows .Liquidación de sueldos , quincenas , licencias y salario vacacional . Indispensable presentar foto .Se priorizara a postulantes con experiencia previa .","Administración – Secretariado / Administración Contable y Financiera
									
								","
					
						
							
							
							
							Conocimientos: 
							
								Auxiliar Administrativo
									
								Estudio Mínimo Necesario: Secundaria Completa
							
							
							Edad: Desde 23 Hasta 32 Años
							
							
							
								
							
						

						
					
					
				",2019-01-04,"viernes"
