"empresa","area","n_puestos","jornada","detalles","subareas","requisitos","ID","fecha_pub","puesto","fecha_scraping","h_pub","dia_pub","barrio_ciudad","dpto"

"RSM","Administración Contable y Financiera",5,"Completa","Orientamos nuestra búsqueda para el cargo de Account Manager en una empresa internacional.Tareas y responsabilidades:Atención a clientes de forma telefónica y por email.Asistir a los clientes en consultas sobre sus cuentas.Realizar el seguimiento del cliente sobre la experiencia usando el software.Informar a los clientes de las actualizaciones de la empresa, promociones, seminarios y eventos importantes.Se valorará contar con experiencia en atención al cliente.Las habilidades requeridas son la comunicación fluida, actitud de servicio y tener interés en el sector financiero.Es excluyente contar con inglés y portugués fluido.","Administración – Secretariado / Administración Contable y Financiera
Atención al Cliente / Atención al Cliente
Atención al Cliente / Telefonísta
Banca – Servicios Financieros / Administración de Capitales
Banca – Servicios Financieros / Banca Electrónica
","




Conocimientos: 

Atención al Cliente
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 22 Hasta 32 Años





","www.buscojobs.com.uy/account-manager-ID-173926",2019-10-18,"Account Manager",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Contaduría",1,"Completa","The Junior Accountant (or Advanced Student)  shall be responsible for providing support to the Montevideo office, particularly for accounting services during our busy period. Principal Activities:Convert bank statements to accounting ledgers and do preliminary analysisDo preliminary analysis of statements and portfolios Communicate with clients in order to obtain periodic financial information necessary to prepare the accounts.Assist the accountants in the preparation of financial reports (annual accounts.  including balance sheet, profit and loss statement, cash flow, and accounting principles and notes) according to International Accounting Standards for client companies and investment funds.Assist the compliance department in their da. t. day tasks, if necessary","Contabilidad – Auditoría – Finanzas / Contaduría
","




Conocimientos: 

XSL
Auxiliar Contable
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 20 Hasta 25 Años





","www.buscojobs.com.uy/accountant-student-temporary-ID-174202",2019-10-30,"Accountant Student - Temporary",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Deloitte.","Administración Contable y Financiera",4,"Completa","PosiciónLa posición tiene como objetivo central dar soporte al equipo de finanzas del centro de servicios. Entre sus principales responsabilidades, se destacan: realizar el procesamiento diario de las transacciones de las cuentas por pagar verificar la validez de las transacciones y archivos adjuntos en conformidad con las políticas de la empresa, normas de información financiera y requisitos de gestión; responder a consultas internas y externas de forma oportuna, así como también a los problemas que puedan surgir; monitorear las cuentas de los proveedores para asegurar que los pagos estén al día; realizar la conciliación del proveedor según se considere necesario; asistir en la creación, actualización y mantenimiento de master data del proveedor; participar en proyectos especiales, entre otras tareas inherentes al cargo.PersonaOrientamos la búsqueda hacia estudiantes de tecnicatura (UTU, EDA), de grado (Contador, Administración de Empresas), o idóneos, con experiencia de al menos un año en el procesamiento de cuentas por pagar. Se valorará los conocimientos en el idioma inglés y portugués, así como el manejo de herramientas SAP, Oracle o Ariba. Serán competencias clave de la persona a incorporar: responsabilidad y compromiso, iniciativa, proactividad, comunicación efectiva, foco en el detalle y trabajo en equipo.PropuestaSe trata de una oportunidad para integrarse a una organización de sólida trayectoria en nuestro medio, con interesantes desafíos y remuneración acorde a las responsabilidades del cargo.Deloitte considera a la Ley N° 19.691 y al Decreto 73/019 en sus procesos de selección, tanto en aquéllos que se realizan para Deloitte, como en los procesos de selección que se llevan a cabo para sus Clientes. Todos los candidatos calificados que reúnan las condiciones solicitadas serán considerados en los procesos de selección sin distinción.","Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Administración Contable y Financiera
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/accounts-payable-ID-173809",2019-10-11,"Accounts Payable",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración / Instalación de Redes",1,"Completa","Importante empresa de Retail selecciona Administrador de Servidores LinuxResponsabilidades:.  Será responsable por la gestión y mejora continua en virtualización, replica y contingencia, backup y recovery, troublesshooting, etc..  Realizará mantenimiento, implementación y soporte en la producción de sistemas y servicio. Trabajará de forma integrada con otras áreas Requisitos.  Técnico con certificaciones en Linux Server (excluyente.  Experiencia mínimo tres años en administración de servidores corporativos Linux (RedHat, Suse, Ubuntu)..  Se valorará experiencia previa en proyectos de gran porte.Este llamado es abierto y contempla lo establecido por la ley 19.691 referida a personas con discapacidad y deberán expresarlo en su postulación al enviar  su CV","Tecnologías de la Información / Administración / Instalación de Redes
Tecnologías de la Información / HelpDesk / Soporte Técnico
","




Conocimientos: 

Linux
Idiomas: 

Inglés
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 25 Hasta 70 Años





","www.buscojobs.com.uy/administrador-de-servidores-linux-ID-173892",2019-10-17,"Administrador de Servidores Linux",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración / Instalación de Redes",NA,"Completa","Seleccionamos para incorporarse a nuestro equipo de trabajo: Administrador de Sistemas.La búsqueda se orienta a jóvenes estudiantes o egresados de las carreras de Licenciatura en Sistemas, Ingeniería en Computación y/o Técnico en Redes y Sistemas Operativos.Requisitos:. Conocimiento Firewall Fortine. Virtualización de data center con vmwar.        Windows Server / Exchange / A.        Servidores Web IIS / Tomcat / File server / Wsus. SQL Server (2005,2008,2012) y Oracle (10g) DB. Administración de Router, Switch, VLAN, MPL. Experiencia en retail (conectividad casa central y sucursales)","Tecnologías de la Información / Administración / Instalación de Redes
Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Seguridad Informática
Tecnologías de la Información / Sistemas Operativos
","




Conocimientos: 

Instalación y Administración de Firewall
Exchange
IIS (Internet Information Server)
SQL Server
Oracle
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrador-de-sistemas-ID-174092",2019-10-23,"ADMINISTRADOR DE SISTEMAS",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración / Instalación de Redes",1,"Completa","Buscamos personas dinámicas, con disponibilidad horaria y buena disposición, con gran capacidad de relacionamiento interpersonal y elevado nivel de compromiso, adaptables a una organización en pleno proceso de expansión.El candidato deberá estar enfocado a la tecnología y formar parte de un equipo IT local integrado al equipo IT corporativo global, manteniéndose actualizado con las novedades del mercado. Tendrá como foco principal el mantenimiento en operación y el correcto funcionamiento de la infraestructura y sistemas de la empresa, al igual que el soporte a usuarios finales.PRINCIPALES RESPONSABILIDADES· Administrar y mantener servidores (Windows) y plataforma de virtualización (replicación, respaldo y recuperación).· Administrar y mantener aplicaciones y bases de datos (operación local mínima).· Administrar y mantener redes de computadoras.· Administrar el directorio corporativo y gestionar la seguridad de los recursos.· Instalar, mantener y dar soporte de software y hardware.· Prestar soporte técnico y entrenamiento al usuario.· Generar y mantener actualizada la documentación.REQUISITOS:· Al menos 3 años de experiencia en administración de servidores Windows (AD, Fileserver, DNS, etc).· Disponibilidad para trabajar fuera de hora, inclusive fines de semana.· Experiencia previa en Virtualización de servidores (cualquier plataforma) y herramientas de respaldo, recuperación y/o replicación.· Inglés nivel intermedio para lectura y escritura, se interactuará con área IT corporativo global de forma constante.Conocimientos requeridos· Microsoft Active Directory· Administración de redes (routers, switches – cisco – y firewalls)· Virtualización de servidores (Preferentemente HyperV)· Respaldo y recuperación de datos (p.ej. Veeam)SE VALORARÁ:· Carreras terciarias o universitarias vinculadas a Tecnologías de la Información.· Estudios o certificaciones de especialización en tecnologías IT· Formación específica en tecnologías Microsoft.Conocimientos valorados· MS SQL Server· IIS (Internet Information Server)· Seguridad de DatosLA ORGANIZACIÓNCon trayectoria en el mercado local e internacional y gran crecimiento en el mercado europeo, ofrece la posibilidad de integrarse a un staff joven, con un muy buen ambiente laboral y remuneración acorde a las responsabilidadesHORARIO: Lunes a Viernes 9 a 18 con guardias semanales rotativasNIVEL DE ESTUDIO: Terciario Incompleto","Tecnologías de la Información / Administración / Instalación de Redes
Tecnologías de la Información / Administración de Base de datos
Tecnologías de la Información / Análisis de Sistemas
Tecnologías de la Información / Arquitectura de Sistemas
Tecnologías de la Información / Business Intelligence (BI) / DataWarehousing
Tecnologías de la Información / Calidad de Sistemas
Tecnologías de la Información / Consultoría
Tecnologías de la Información / Diseño Gráfico / Web
Tecnologías de la Información / ERP/CRM
Tecnologías de la Información / Gestión de Proyectos
Tecnologías de la Información / Hardware / Reparación PC
Tecnologías de la Información / HelpDesk / Soporte Técnico
Tecnologías de la Información / Operador Internet / Operador PC
Tecnologías de la Información / Programación
Tecnologías de la Información / Seguridad Informática
Tecnologías de la Información / Sistemas Operativos
Tecnologías de la Información / Telecomunicaciones
Tecnologías de la Información / Testing de Sistemas
Tecnologías de la Información / Videojuegos
Tecnologías de la Información / Desarrollo
Tecnologías de la Información / Aplicaciones para Celular
Tecnologías de la Información / Desarrollador iOS
Tecnologías de la Información / Android
Tecnologías de la Información / Objective-C
","




Conocimientos: 

Instalación y Administración de Firewall
Administración de Redes
Backup y Recuperación de Bases de Datos
Cisco Routers
Microsoft Active Directory
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrador-de-tecnologias-de-la-informacion-ti-ID-174101",2019-10-25,"Administrador de Tecnologías de la Informacion (TI)",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Auxiliar Administrativo",NA,"Medio turno tarde","Nos encontramos en la búsqueda de personal administrativo para tareas varias en horario part time.Se requiere buena presencia y conocimiento de herramientas informáticas.","Administración – Secretariado / Auxiliar Administrativo
","




Conocimientos: 

Administración
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 19 Hasta 27 Años
Sexo: Femenino





","www.buscojobs.com.uy/administrativa-ID-173792",2019-10-11,"Administrativa",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración de Empresas",NA,"Indiferente","Buscamos personal para tareas administrativas y atención al público, con manejo de herramientas informáticas, dinámicos, ambos sexos. Se valorará experiencia en trámites ante organismos del Estado. Horario de lunes a viernes 8 hrs. y los sábados 4 hrs. Ofrecemos excelente clima laboral, salario fijo + locomoción + presentismo, buscamos personal de 20 a 40 años","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Administración de Empresas
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 20 Hasta 40 Años





","www.buscojobs.com.uy/administrativa-ID-174033",2019-10-23,"ADMINISTRATIVA",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración Contable y Financiera",1,"Completa","BUSCAMOS una persona comprometida, con ganas de crecimiento que realice las siguientes tareas Ingreso de compras al sistema, Pago a Proveedores, conciliación de cuentas corrientes de proveedores, elaboración, de listas de precios, informes semanales vtas. vs compras , ventas, costo de ventas, margenes, control de entrada de mercadería, evaluación de precios buscamos una persona con experiencia en cargos similares,excluyente Cargo de Confianza del Directorestara a su cargo el cumplimiento de metas de marguen facturacion y reportes horario Lunes a Sábado de 8 a 16  Sueldo +, comisión por productividad + canasta de alimentos Importante distribuidora de frutas y verduras con mas de 200 clientes entre ellos hoteles, restaurantes, cruceros y grandes superficiesCON EXPERIENCIA EN CARGOS SIMILARES EXCLUYENTE","Administración – Secretariado / Administración Contable y Financiera
Contabilidad – Auditoría – Finanzas / Contaduría
Distribución – Logística – Almacenamiento / Almacén / Depósito / Stock
Supermercados – Autoservices / Supervisión
","




Conocimientos: 

Auxiliar Contable
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 25 Hasta 40 Años
Sexo: Femenino





","www.buscojobs.com.uy/administrativa-encargada-pago-proveedores-ID-173784",2019-10-11,"Administrativaencargada pago proveedores",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Arnaldo C. Castro.","Administración de Empresas",1,"Medio turno tarde","Orientamos nuestra búsqueda a personas con perfil administrativo para realizar tareas de operación sobre sistemas informáticos.Se requiere.  Buen manejo de herramientas Office (planillas Excel.  Se valorará experiencia previa en Call Centers o afines.  Proactividad y con sentido de responsabilidad.Se ofrece.  Una gran oportunidad de integrarse a una empresa líder, con un equipo humano altamente capacitado, en un excelente ambiente laboral.  Horario de lunes a viernes de 13:00 a 18:00 horas.El presente aviso de búsqueda alcanza a personas comprendidas dentro de la Ley 19.691","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
","




Conocimientos: 

Administración de Empresas
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 25 Años





","www.buscojobs.com.uy/administrativa-o-ID-174102",2019-10-23,"Administrativao",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Agricultura",1,"Medio turno mañana","Empresa que gira en el rubro Agro solicita administrativo/a preferentemente estudiante de Veterinaria o Agronomia. Sus tareas principales son de administración debiendo contar con conocimientos de paquete de Oficce.Buscamos una persona con iniciativa, auto exigente y con muchas ganas de trabajar incorporándose a una empresa reconocida en el medio y de trayectoria.","Agroindustria / Agricultura
Agroindustria / Ganadería
Agroindustria / Lechería
Agroindustria / Maquinaria
Agroindustria / Agronomía
","




Conocimientos: 

Auxiliar Administrativo
Agricultura 
Administración
Veterinaria
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 35 Años





","www.buscojobs.com.uy/administrativa-o-estudiante-de-veterinaria-o-agronomia-ID-173977",2019-10-25,"Administrativao  (Estudiante de Veterinaria o Agronomia)",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Randstad Uruguay ","Administración Contable y Financiera",1,"Completa","Para nuestro importante cliente del rubro INMOBILIARIA seleccionamos: ADMINISTRATIVASerán sus responsabilidades. Realización y procesamiento de contrato. Recabar la información necesaria para los mismo. Cobro de Gastos Comune. Trámites ante organismos público. Atención al público en general y reclamo. Control de todo lo relativo a alquileres: consumos, tributos, inventarios.Son requisitos excluyentes. Experiencia en tareas administrativas en relación al rubro inmobiliario. Excelente presenciaSe valora. Experiencia previa en inmobiliari. Residencia en barrio Prado / La BlanqueadaHorario: Lunes a viernes de 9 a 18 y sábados de 9 a 13Salario nominal por mes: 23.000 nominal","Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Agente inmobiliario
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrativa-para-inmobiliaria-ID-174171",2019-10-25,"Administrativa para Inmobiliaria",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"ASSIST","Administración de Empresas",2,"Completa","Persona dinámica , con conocimientos contables y manejo de sueldo.Con amplia experiencia  en recepción y administración, conocimiento excel, word y planillas dinámicas.Persona con buena presencia, responsable, productiva...Con ganas de progresar.","Administración – Secretariado / Administración de Empresas
Atención al Cliente / Atención al Cliente
Atención al Cliente / Recepción
Atención al Cliente / Telefonísta
Atención al Cliente / Caja
","




Conocimientos: 

Administración Contable y Financiera
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 27 Hasta 40 Años
Sexo: Femenino





","www.buscojobs.com.uy/administrativa-y-atencion-a-clientes-ID-174055",2019-10-22,"Administrativa y atención a Clientes.",2019-11-10 21:25:59,"21:25:59",NA,"aires puros","montevideo"

"ULTRASTAR","Administración de Empresas",1,"Completa","Se necesita auxiliar administrativo, con experiencia en facturación, pago a proveedores, sueldos y BPS. Preferente viva en Manga, Piedras Blancas o alrededores. ","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Dirección / Gerencia
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Gestión de Operaciones
Administración – Secretariado / Impuestos
Administración – Secretariado / Liquidación de Sueldos
Administración – Secretariado / Secretaría
Construcción – Arquitectura / Arquitectura
Construcción – Arquitectura / Construcción
Construcción – Arquitectura / Obras Civiles
Construcción – Arquitectura / Personal de Obra
","




Conocimientos: 

Microsoft Office
Idiomas: 

Inglés
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 34 Hasta 50 Años
Sexo: Femenino





","www.buscojobs.com.uy/administrativa-zona-piedras-blancas-ID-174531",2019-11-05,"Administrativa Zona Piedras Blancas",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Administración de Empresas",1,"Medio turno mañana","Descripción de la Empresa: Trading en desarrollo ubicada en Zonamerica.Objetivos generales del Puesto: Asistirá al responsable de ejecución con la preparación de documentación, seguimiento de embarques y control de las operaciones de trading. Manejará el sistema de reporte financiero y asistirá al Controller en el armado de Cash Flow, reportes, posición entre otras tareas de gestión Administrativa.Horario: PART TIME de Lunes a Viernes Remuneración: Enviar Aspiraciones SalarialesEstudios Requeridos: Estudiante avanzado o egresado reciente de las carreras de Contador Publico , Economía, Administración o afines.Idiomas: Inglés Avanzado, se valorará conocimiento de Portugués.Informatica : Excelente manejo de Excel. ","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Gestión de Operaciones
Contabilidad – Auditoría – Finanzas / Contaduría
Contabilidad – Auditoría – Finanzas / Economía
","




Conocimientos: 

Administración Contable y Financiera
Auxiliar Administrativo
Economía
Administración
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 23 Hasta 32 Años





","www.buscojobs.com.uy/administrativo-ID-173688",2019-10-11,"Administrativo",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Grupo Gino","Administración Contable y Financiera",NA,"Completa","Nos encontramos en la búsqueda de un Administrativo. Sus principales tareas serán.  Brindar soporte administrativo al secto.  Control e ingreso de pagos a la contabilida.  Evacuar consultas sobre estados de cuenta de los cliente.  Control y seguimientos de stoc.  Elaboración de reportes internos y externo.  Carga de información al sistema y revisión de documentació.  Registraciones contables, liquidación de impuestos, etc.","Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Microsoft Office
Memory Fígaro
Estudio Mínimo Necesario: Terciario Completo
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrativo-ID-174258",2019-10-28,"Administrativo",2019-11-10 21:25:59,"21:25:59",NA,"rincon de la bolsa","san jose"

"Adecco","Auxiliar Administrativo",1,"Completa","Nos encontramos en la búsqueda de un Administrativo/a contable para integrarse de forma efectiva en una empresa ubicada en el centro de Montevideo.Nuestra búsqueda se orienta a candidatos que se encuentren egresados de Aministración, ya sea de UTU o EDA. La persona seleccionada sera la responsable de realizar control de stock, conciliaciones bancarias, control de documentación, compras, pago a proveedores, entre otras tareas relacionadas al sector.Requisitos excluyentes.  Contar con dominio de herramientas informáticas.  Conocimientos de herramientas Offic.  Experiencia previa en tareas contables El horario de trabajo de la persona seleccionada sera de lunes a viernes de 08:30 a 16:30 hs¡TRANSFORMÁ TU TALENTO EN EXPERIENCIA!APOSTÁ AL CAMBIO, NOSOTROS APOSTAMOS POR VOSEl compromiso de Adecco, es promover y mantener la cultura del respeto e igualdad de oportunidades. No discriminamos en función del género, religión, etnia, nacionalidad, cultura, grupo social, discapacidad o enfermedad, orientación sexual, estado civil, edad u opinión política. Cuando elegimos el personal para un cliente, la decisión se basa única y exclusivamente en los méritos y capacidades de esa persona.","Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
","




Conocimientos: 

Microsoft Office
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrativo-a-contable-junior-ID-174649",2019-11-07,"Administrativoa Contable Junior",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Advice","Análisis de Negocios",1,"Completa","Seleccionamos para empresa internacional en expansiónBuscamos:Se valorará formación universitaria en publicidad, marketing o administración.Conocimientos de herramientas Office, ADOBE e COREL, InDesign, Photoshop, Illustrator y/o Corel Draw.Se valorará conocimientos de idioma portugués e inglés básico.Personas con experiencia de al menos dos años en posiciones de similar responsabilidad.Conocimientos y/o experiencia en áreas de ventas y/o comercialDisponibilidad para viajar.Objetivos de la posición:Fortalecer la presencia de la compañía en el mercado de Latam, incrementado la participación en clientes actuales e incorporado nuevos clientes.Analizar constantemente el  entorno competitivo y los mercados potenciales, entendiendo las particularidades de cada sector/cliente para luego ofrecer un producto acorde a sus necesidades.Planificar y gestionar las ventas del mercado de Latam, estableciendo estrategias y planes de acción coordinados con la Gerencia de Ventas.Fortalecer el trabajo en equipo entre los diferentes sectores de la compañía, con el propósito de garantizar el cumplimiento de compromisos asumidos con los clientes.Establecer vínculos fuertes con las principales empresas de Latam, de modo de generar relaciones comerciales rentables de largo plazo.","Comercio – Mercadeo – Ventas / Análisis de Negocios
Comercio – Mercadeo – Ventas / Comercial / Ventas
Comercio – Mercadeo – Ventas / Desarrollo de Negocios
","




Conocimientos: 

Coordinación de fuerza de ventas
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrativo-comercial-ID-173910",2019-10-18,"Administrativo Comercial",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"(Confidencial)","Auxiliar Administrativo",NA,"Completa","Nos encontramos en la búsqueda de personas para sumar a nuestro equipo Comercial.Las tareas a realizar son:Ejecución de estrategias comerciales.Gestión de licitacionesElaboración de propuestas Redacción de maiing Contacto con nuevos clientes Seguimiento de oportunidades de negocio Generar y coordinar reuniones comerciales Requerimos que los interesados cuenten con un perfil dinámico, compromiso y buena comunicación. La propuesta es para trabajar de lunes a viernes de 9:00 a 18:00 hrs.","Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Gestión de Operaciones
Comercio – Mercadeo – Ventas / Análisis de Negocios
Comercio – Mercadeo – Ventas / Comercial / Ventas
Comercio – Mercadeo – Ventas / Desarrollo de Negocios
Comercio – Mercadeo – Ventas / Venta de Servicios
","




Conocimientos: 

Auxiliar Administrativo
Coordinación de fuerza de ventas
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 50 Años





","www.buscojobs.com.uy/administrativo-comercial-ID-174249",2019-10-28,"Administrativo Comercial",2019-11-10 21:25:59,"21:25:59",NA,"montevideo","montevideo"

"Alejandra Gonzalez","Auxiliar Administrativo",1,"Completa","Buscamos una persona activa, con solidos conocimientos en el manejo PC, correo electronicos, planillas electronicas Se valorara el haber trabajado en equipo y tener capacitacion en administracion y contabilidad.  Tendra a su cargo el control de Caja y Banco, asi como de Deudores y Acreedores entre otras tareas.  Sera de su responsabilidad el archivo de la documentacion recibida, entre otras tareas.  Eventualmente deberá realizar trámites antes diversas oficinas","Administración – Secretariado / Auxiliar Administrativo
Administración – Secretariado / Facturación / Cobros / Pagos
Administración – Secretariado / Administración Contable y Financiera
Administración – Secretariado / Gestión de Operaciones
Administración – Secretariado / Secretaría
Contabilidad – Auditoría – Finanzas / Contaduría
Cadetería - Cobranzas / Gestión de Trámites
","




Conocimientos: 

Gestión Documental
Operador PC
Auxiliar Contable
Estudio Mínimo Necesario: Secundaria Completa
Edad: Desde 18 Hasta 70 Años





","www.buscojobs.com.uy/administrativo-comercial-ID-174651",2019-11-07,"Administrativo comercial",2019-11-10 21:25:59,"21:25:59",NA,"las piedras","canelones"

"RIVER PLATE OUTFITTERS","Administración de Empresas",1,"Completa","We are looking for computer engineering or accounting students to build our customer database and improve our existing systems. Support to other areas of the company is also needed.Requirements:Advanced English (will be evaluated), other languages (preferably Portuguese) are valued.At least 3rd year college levelTasks / Responsibilities: Management of the database and client portfolio.Group and classify customer information.Customer reports.Follow up with potential clients.Provide support to the various areas of the company.Good knowledge and use of computer tools (Microsoft Access or similar database programs) will help in the selection process. We offer:To join a company that has been for over 30 years in the market, with excellent growth salaries and opportunities in the . commerce sector.Schedule:Monday to Friday from 8:30 a.m. to 5:30 p.m.Offices are located in Carrasco, next to Arocena & Rivera.","Administración – Secretariado / Administración de Empresas
Administración – Secretariado / Auxiliar Administrativo
","




Conocimientos: 

Microsoft Office
Base de datos
Idiomas: 

Inglés
Portugués
Estudio Mínimo Necesario: Terciario Incompleto
Edad: Desde 18 Hasta 32 Años





","www.buscojobs.com.uy/administrativo-con-experiencia-en-base-de-datos-ID-174626",2019-11-06,"Administrativo con experiencia en base de datos",2019-11-10 21:25:59,"21:25:59",NA,"carrasco","montevideo"
