"link","puesto","empresa","nivel","area","fecha","detalle","dpto","fecha_scraping","Responsabilidades","Funciones","Requisitos"
"/anuncio/administrativa-46asm","ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 5 días "," ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 5 horas.  ","montevideo",2019-05-05 19:55:55,"
            ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 5 horas. ","
                    ",NA
"/anuncio/administrativa-comercio-exterior-7asm3","ADMINISTRATIVA - COMERCIO EXTERIOR","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 mes ","Se busca administrativa con experiencia en comercio exterior. Imprescindible contar con un buen dominio de herramientas informáticas. Jornada laboral : Lun ...","montevideo",2019-05-05 19:55:55,"
            Jornada laboral : Lunes a viernes de 9:00 a 18:00
Zona: Centro        ","
            Se busca administrativa con experiencia en comercio exterior.
Imprescindible contar con un buen dominio de herramientas informáticas.        ",NA
"/anuncio/administrativa-digitadora-6mjtz","ADMINISTRATIVA - DIGITADORA","Finvoy SA","Auxiliar","Administración - Secretariado","Hace 1 semana ","Recepcionará información que le brinde los integrantes del grupo y la procesará informáticamente, obteniendo informes significativos para el cliente (infor ...","montevideo",2019-05-05 19:55:55,"
            Obtener y procesar la información en tiempo y forma.
Cumplir con los plazos administrativos implícitos
Tener buena comunicación con las distintas partes actuantes        ","
            Recepcionará información que le brinde los integrantes del grupo y la procesará informáticamente, obteniendo informes significativos para el cliente (informes de precios, faltantes, frentes y gestión).
Será asistente del supervisor del grupo.
Cubrirá a la recepcionista en sus ausencias.
Lunes a viernes de 10:00 a 18:00 hs
Sábado cada 15 día en media jornada
Contar con carné de salud al día. Experiencia en cargos administrativos con similares responsabilidades. Fluidez en el manejo de herramientas informáticas (Excel, Word, Gmail) y facilidad para el aprendizaje de programas específicos. 
De 21 a 35 años de edad.        ","
                Bachillerato secundaria en asistente de gerencia / secretariado.                Experiencia de 2 años en el área de Administración - secretariado.                Manejo de programas:Excel a intermedio.Manejo de programas:Word a avanzado.Manejo de programas:Office a intermedio."
"/anuncio/administrativa-eavyy","ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," Auxiliar contable, cuentas corrientes Con experiencia  Sueldo $ 22.000 Full time Al postularse adjuntar foto","montevideo",2019-05-05 19:55:55,"
            Auxiliar contable, cuentas corrientes
Con experiencia 
Sueldo $ 22.000
Full time
Al postularse adjuntar foto        ","
                    ",NA
"/anuncio/administrativa-ez2hq","ADMINISTRATIVA","Nueva Era Pet Care and Food","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 mes ","Administracion, control cajas y facturacion Administrativas","montevideo",2019-05-05 19:55:55,"
            Administrativas        ","
            Administracion, control cajas y facturacion        ","
                Universitario en contabilidad."
"/anuncio/administrativa-qpqa7","ADMINISTRATIVA",NA,"Auxiliar","Administración - Secretariado","Hace 3 semanas "," ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 5 horas.","montevideo",2019-05-05 19:55:55,"
            ADMINISTRATIVA 25 a 45 años, con formacion en administracion, dominio de office, resida en Montevideo. lunes a viernes 8 horas sabados 5 horas.        ","
                    ",NA
"/anuncio/administrativa-u85ve","ADMINISTRATIVA","Empresa","Auxiliar","Administración - Secretariado","Hace 2 días "," RECEPCIONISTA / ADMINISTRATIVA.  Sexo femenino, edad de 30 a 50 a ños, buena presencia. Experiencia  en administración, conocimiento e n ventas.   S ...","montevideo",2019-05-05 19:55:55,"
            RECEPCIONISTA / ADMINISTRATIVA.
 Sexo femenino, edad de 30 a 50 a
ños, buena presencia. Experiencia
 en administración, conocimiento e
n ventas. 
Se valorara ingles y Excel .
De Lun. a Vier. de 9 a 18 y Sáb. 9 a 13
. 
Importante: Aptitud para atención al público.        ","
                    ",NA
"/anuncio/administrativa-ympn2","ADMINISTRATIVA","Importante Empresa de Servicios","Auxiliar","Administración - Secretariado","Hace 1 semana "," Importante empresa de Servicios, busca cubrir un puesto de trabajo en el sector administrativo. Ofrecemos: - Capacitación - Horario acotado en turno ve ...","montevideo",2019-05-05 19:55:55,"
            Importante empresa de Servicios, busca cubrir un puesto de trabajo en el sector administrativo.
Ofrecemos:
- Capacitación
- Horario acotado en turno vespertino
- Estabilidad laboral
- Excelente clima laboral
Requerimos:
- Secundaria completa
- Muy buen manejo de paquete Office
- Iniciativa","
                    ",NA
"/anuncio/administrativo-3e87g","ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 1 día "," ADMINISTRATIVO para empre sa de transporte.","montevideo",2019-05-05 19:55:55,"
            ADMINISTRATIVO para empre
sa de transporte.        ","
                    ",NA
"/anuncio/administrativo-6sm2g","ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 2 días "," ADMINISTRATIVA para supermercado con experiencia en Recursos humanos,","montevideo",2019-05-05 19:55:55,"
            ADMINISTRATIVA para supermercado con experiencia en Recursos humanos,        ","
                    ",NA
"/anuncio/administrativo-897ne","ADMINISTRATIVO","PU","Supervisor / Encargado","Administración - Secretariado","Hace 2 días ","f r","montevideo",2019-05-05 19:55:55,"
            r        ","
            f        ",NA
"/anuncio/administrativo-calificado-de83m","ENCARGADO LIMPIEZA Y MANTENIMIENTO CENTRO LOGÍSTICO","Zona Progreso","Supervisor / Encargado","Logística - Distribución","Hace 1 mes ","Importante centro logístico ubicado en Ruta Nº5 Progreso/Canelones, selecciona: Encargado para tareas de seguridad y mantenimiento. Excluyente: vivir en zo ...","canelones",2019-05-05 19:55:55,"
            -        ","
            Importante centro logístico ubicado en Ruta Nº5 Progreso/Canelones, selecciona:
Encargado para tareas de seguridad y mantenimiento.
Excluyente: vivir en zonas cercanas al centro (Progreso/ La Paz/ Las Piedras).
Mayor de 35 años. 
Secundaria o UTU finalizada.
Con amplia disponibilidad horaria y buena remuneración. 
Se valorará contar con experiencia laboral verificable en cargo similar.",NA
"/anuncio/administrativo-contable-marketing-dz952","ADMINISTRATIVO CONTABLE / MARKETING","CLINICAS ODONTOLOGICAS","Asistente","Finanzas - Contabilidad - Auditoria","Hace 3 semanas ","Se busca persona dinámica con experiencia y/o estudios en Contabilidad, marketing y administración de empresas en general para EMPRENDIMIENTOS ODONTOLÓGICO ...","montevideo",2019-05-05 19:55:55,"
            CONTABLE
 * Ingreso de transacciones y reconciliación de cuentas en sistema contable
 * Pago de cuentas y sueldos
 * Reconciliación y analysis de costos directos e indirectos, ingresos, producción, etc
 * Liquidación de IVA para contador
 * Proyecciones e informes 
MARKETING
 * Manejo de redes sociales, sitios web y anuncios. 
 * Analysis de resultados 
 * Diseño de avisos, posteos, etc
ADMINISTRACIÓN
 * Organización general de varios emprendimientos
 * Tareas administrativas","
            Se busca persona dinámica con experiencia y/o estudios en Contabilidad, marketing y administración de empresas en general para EMPRENDIMIENTOS ODONTOLÓGICOS.
Tareas variables según su demanda, trabajando en conjunto con el director de la empresa para establecer procedimientos para la mejora continua de eficiencia y eficacia en todos los sectores de varias empresas.
Horarios de 3 horas por día, flexibles. Remuneración atractiva.",NA
"/anuncio/administrativo-de-produccion-umz8y","ADMINISTRATIVO DE PRODUCCION","IMPRENTA","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Se busca cubrir un cargo de administrativo de producción para imprenta con las siguientes funciones: Ingreso y corrección de órdenes de trabajo. Colaborar  ...","montevideo",2019-05-05 19:55:55,"
            Dependiendo de la experencia y aprendizaje las responsabilidades que se le puedan asignar.        ","
            Se busca cubrir un cargo de administrativo de producción para imprenta con las siguientes funciones:
Ingreso y corrección de órdenes de trabajo.
Colaborar con cálculo de precios.
Compra de insumos.
Seguimiento de trabajos.
Soporte al sector de ventas.        ",NA
"/anuncio/administrativo-de-rrhh-zona-paso-de-la-arena-mj9rb","ADMINISTRATIVO DE RRHH ZONA PASO DE LA ARENA","Importante empresa","Auxiliar","Administración - Secretariado","Hace 3 semanas ","Descripción Orientamos nuestra busqueda a un administrativo de RRHH de entre 28 y 35 años preferiblemente de sexo masculino Se apreciara  formación y exper ...","montevideo",2019-05-05 19:55:55,"
            -Altas/bajas BPS
-Liquidación de sueldos
-Control de ausentismo
-Atención al personal
-Sanciones diciplinarias
-Tramites ante organismos públicos
-Comunicación diaria con encargados de secciones        ","
            Descripción
Orientamos nuestra busqueda a un administrativo de RRHH de entre 28 y 35 años preferiblemente de sexo masculino
Se apreciara  formación y experiencia en el área de RRHH, concocimiento de sistema de liquidación de sueldos Gente de Saico sistemas y domiño avanzado  de Excel.        ","
                Bachillerato secundaria en administración.                Experiencia de 1 año en el área de Recursos humanos.                Manejo de programas:Excel a intermedio."
"/anuncio/administrativo-e3eru","ADMINISTRATIVO","Estudio Varela","Auxiliar","Administración - Secretariado","Hace 1 mes ","Liquidación de sueldos con sistema GNS de industria y comercio y construcción, confección de nóminas en ATYRO, manejo del sistema online de BPS Y DGI. Buen ...","montevideo",2019-05-05 19:55:55,"
            Liquidación de sueldos con sistema GNS de industria y comercio y construcción, confección de nóminas en ATYRO, manejo del sistema online de BPS Y DGI. buen manejo de Excel.
Trámites ante BPS, DGI, MTSS etc
Con experiencia, excluyente.
Para suplencia por licencia maternal.","
            Liquidación de sueldos con sistema GNS de industria y comercio y construcción, confección de nóminas en ATYRO, manejo del sistema online de BPS Y DGI. Buen manejo de Excel.
Trámites ante BPS, DGI, MTSS etc
Con experiencia, excluyente.
Para suplencia por licencia maternal.",NA
"/anuncio/administrativo-hvrnt","ADMINISTRATIVO",NA,"Auxiliar","Administración - Secretariado","Hace 1 semana "," Para grupos de supermercados Con conocimientos contables y liquidación de sueldos Con experiencia.","montevideo",2019-05-05 19:55:55,"
            Para grupos de supermercados
Con conocimientos contables y liquidación de sueldos
Con experiencia.        ","
                    ",NA
"/anuncio/administrativo-industria-grafica-9yq9e","ADMINISTRATIVO INDUSTRIA GRÁFICA",NA,"Auxiliar","Administración - Secretariado","Hace 2 semanas "," con experiencia en el rubro y conocimientos de presupuestación","montevideo",2019-05-05 19:55:55,"
            con experiencia en el rubro y conocimientos de presupuestación        ","
                    ",NA
"/anuncio/administrativo-industria-grafica-ryhds","ADMINISTRATIVO INDUSTRIA GRÁFICA",NA,"Auxiliar","Administración - Secretariado","Hace 2 días "," con experiencia en el rubro y conocimientos de presupuestación","montevideo",2019-05-05 19:55:55,"
            con experiencia en el rubro y conocimientos de presupuestación        ","
                    ",NA
"/anuncio/administrativo-jr-rdta8","ADMINISTRATIVO JR","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Para empresa en el rubro de diseño. 6hs de Lunes a Viernes de 13 a 19hs y Sabados de 08 a 14hs Se busca seriedad y responsabilidad, y se ofrece estabilidad ...","montevideo",2019-05-05 19:55:55,"
            Facturación, control documental, seguimiento de cuentas. 
Manejo de proveedores, conciliación de cuentas.
Se valorará experiencia anterior.
Buen caracter, disposición, habilidades de sociabilización son elementos importantes que se tendran en cuenta.        ","
            Para empresa en el rubro de diseño.
6hs de Lunes a Viernes de 13 a 19hs y Sabados de 08 a 14hs
Se busca seriedad y responsabilidad, y se ofrece estabilidad y buen ambiente laboral.
Puesto de auxiliar, con salario inicial de $ 12.000 nominales más presentismo.        ","
                Universitario en administración.                Experiencia de 1 año en el área de Administración - secretariado.                Manejo de programas:Excel a avanzado.Manejo de programas:Contable a intermedio."
"/anuncio/administrativo-operativo-b9man","ADMINISTRATIVO OPERATIVO","ocs","Auxiliar","Administración - Secretariado","Hace 1 mes ","Debe manejar ecxel dos , buen trato, soportar la presion. depende el area opertativa de la empresa de este puesto","canelones",2019-05-05 19:55:55,"
            depende el area opertativa de la empresa de este puesto        ","
            Debe manejar ecxel dos , buen trato, soportar la presion.        ","
                Bachillerato secundaria en otros.                                Manejo de programas:Excel a avanzado.Manejo de programas:Word a avanzado.Manejo de programas:Html a avanzado."
"/anuncio/administrativo-promotor-tn4n6","ADMINISTRATIVO PROMOTOR",NA,"Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 3 días "," Personal para administracion y promocion para puntos de venta y promotores ambos sexos","montevideo",2019-05-05 19:55:55,"
            Personal para administracion y promocion para puntos de venta y promotores ambos sexos        ","
                    ",NA
"/anuncio/administrativo-y-cadeteria-pzmh8","ADMINISTRATIVO Y CADETERIA","ALEJANDRA SAAVEDRA SEGUROS","Auxiliar","Administración - Secretariado","Hace 1 mes ","manejo de base de datos, correo electronico y tramites en general constancia","montevideo",2019-05-05 19:55:55,"
            constancia        ","
            manejo de base de datos, correo electronico y tramites en general        ",NA
"/anuncio/administrativo-zlibra-s57ay","ADMINISTRATIVO ZLIBRA",NA,"Auxiliar","Administración - Secretariado","Hace 1 semana ","Imprescindible tener conocimientos del programa  de gestión ZLIBRA. Colaborará en la puesta a punto del programa e ingreso de documentos. ""No se tendrá en  ...","montevideo",2019-05-05 19:55:55,"
            Tendrá a cargo la puesta en funcionamiento del programa Zlibra en la empresa.        ","
            Imprescindible tener conocimientos del programa  de gestión ZLIBRA. Colaborará en la puesta a punto del programa e ingreso de documentos. ""No se tendrá en cuenta a quien no tenga conocimiento de ZLIBRA""        ","
                                Experiencia de 2 años en el área de Administración - secretariado.Experiencia de 2 años en el área de Ventas - comercial.Experiencia de 5 años a más en el área de Administración - secretariado.Experiencia de 2 años en el área de Administración - secretariado.Experiencia de 2 años en el área de Administración - secretariado."
"/anuncio/agente-de-ventas-b3v37","AGENTE DE VENTAS","Vibrando Infinito","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Buscamos jóvenes, con actitud emprendedora, energía positiva y pro activos.  Valoramos la responsabilidad, la puntualidad y la capacidad de superación pers ...","montevideo",2019-05-05 19:55:55,"
            Contamos con capacitaciones constantes acerca de los productos que comercializamos presenciales y virtuales. 
Por otra parte, ofrecemos la posibilidad de crecimiento dentro del negocio. 
Nuestra empresa es de multidesarrollo, manejamos ventas a nivel nacional e internacional.        ","
            Buscamos jóvenes, con actitud emprendedora, energía positiva y pro activos. 
Valoramos la responsabilidad, la puntualidad y la capacidad de superación personal. 
Buscamos jóvenes eficientes que estén dispuestos a cuidar los detalles en el proceso, alcanzando así el éxito. 
Las tareas a desempeñar se enfocan en el área de ventas. Se trabaja tanto por redes sociales como en venta directa al público. 
Contamos con un gran equipo de trabajo que se desenvuelva activamente en un ambiente positivo, de respeto, amabilidad y cordialidad. Se trabaja de manera dinámica, creativa y responsable.        ","
                Bachillerato secundaria en ventas.                Experiencia de 1 año en el área de Ventas - comercial.                Manejo de programas:Office a intermedio.Manejo de programas:Diseño grafico a basico."
"/anuncio/agente-de-ventas-hgqp5","AGENTE DE VENTAS","Possum Consulting","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Seleccionamos para importante empresa líder en su sector (especializada en servicios de distribución, E-Commerce y logística) un AGENTE DE VENTAS La posici ...","montevideo",2019-05-05 19:55:55,"
            La posición implica incrementar la cartera de clientes y ofrecer servicios integrales altamente eficaz en la administración y distribución de todo tipo de productos, incluyendo aquellos que requieren de un manejo seguro y confidencial. 
Para ello cuentan con un deposito ubica en un lugar estratégico de la ciudad, facilitando el acceso a las zonas de mayor densidad de Montevideo. La misma cuenta con los dispositivos de seguridad necesarios para proteger y custodiar todos los valores, mercadería y documentación de los clientes . Contando con puntos de entrega (pickup centers) ubicados estratégicamente tanto en Montevideo como el Interior del país.
Bachillerato Completo
Valoración de cursos y capacitación en rubro
Experiencia mínima tres años como vendedor de servicios integrales 
Competencias:
Proactivo
Orientación al cliente 
Marcada vocación de servicio
Habilidades de comunicación
Se ofrece oportunidad de crecimiento y un sueldo acorde a las responsabilidad        ","
            Seleccionamos para importante empresa líder en su sector (especializada en servicios de distribución, E-Commerce y logística) un AGENTE DE VENTAS        ","
                Bachillerato secundaria en ventas.Bachillerato secundaria en marketing.                Experiencia de 3 años en el área de Directivos - ejecutivos.                Manejo de programas:Excel a avanzado."
"/anuncio/agente-de-ventas-u9gnu","AGENTE DE VENTAS","IMPORTANTE EMPRESA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 semanas "," OPORTUNIDAD DE INGRESOS ADICIONALES Si  dispone de 4 horas diarias (imprescindible)      LA EMPRESA:  Uruguaya, reconocida con más de 40 años de activi ...","montevideo",2019-05-05 19:55:55,"
            OPORTUNIDAD DE INGRESOS ADICIONALES
Si  dispone de 4 horas diarias (imprescindible)
LA EMPRESA:  Uruguaya, reconocida con más de 40 años de actividad que produce y comercializa artículos de marcas prestigiosas con gran aceptación en el mercado ofrece oportunidad de ventas dirigida a empresas
EL POSTULANTE: 
Hombre o mujer, en actividad o jubilado (no del BPS), mayor de 30 años con secundaria completa, preferentemente con estudios en ventas y  conocimientos de Office e Internet. 
Debe ser ordenado, sistemático y tener un carácter proactivo y dinámico.                                                
Se valorará la experiencia en Ventas 
Imprescindible disponer de otro ingreso y un mínimo de 4 horas diarias para trabajar 
LA TAREA: Trabajará como agente de ventas. Contactará y visitará a potenciales clientes que le serán proporcionados, contando además con el apoyo de un Programa de Ventas Dirigidas a Empresas.          
Se incorporará formalmente a una sólida estructura comercial.","
                    ",NA
"/anuncio/agente-de-ventas-u9tsy","AGENTE DE VENTAS","IMPORTANTE EMPRESA","Ejecutivo Comercial","Ventas - Comercial","Hace 2 días "," OPORTUNIDAD DE INGRESOS ADICIONALES Si  dispone de 4 horas diarias (imprescindible)      LA EMPRESA:  Uruguaya, reconocida con más de 40 años de activi ...","montevideo",2019-05-05 19:55:55,"
            OPORTUNIDAD DE INGRESOS ADICIONALES
Si  dispone de 4 horas diarias (imprescindible)
LA EMPRESA:  Uruguaya, reconocida con más de 40 años de actividad que produce y comercializa artículos de marcas prestigiosas con gran aceptación en el mercado ofrece oportunidad de ventas dirigida a empresas
EL POSTULANTE: 
Hombre o mujer, en actividad o jubilado (no del BPS), mayor de 30 años con secundaria completa, preferentemente con estudios en ventas y  conocimientos de Office e Internet. 
Debe ser ordenado, sistemático y tener un carácter proactivo y dinámico.                                                
Se valorará la experiencia en Ventas 
Imprescindible disponer de otro ingreso y un mínimo de 4 horas diarias para trabajar 
LA TAREA: Trabajará como agente de ventas. Contactará y visitará a potenciales clientes que le serán proporcionados, contando además con el apoyo de un Programa de Ventas Dirigidas a Empresas.          
Se incorporará formalmente a una sólida estructura comercial.","
                    ",NA
"/anuncio/agente-inmobiliario-2n69d","AGENTE INMOBILIARIO","LEVEL Bienes Raices","Ejecutivo Comercial","Ventas - Comercial","Hace 1 mes ","Agente/Operador Inmobiliario  Requisitos:  - Contar con estudios en el rubro inmobiliario (deseable) - Experiencia previa en tareas de similar responsabili ...","montevideo",2019-05-05 19:55:55,"
            Ser encargado/a de realizar producción de propiedades, muestra de inmuebles, atención y administración de la relación con los clientes, realizar inventarios e inspección de fincas, tasaciones.        ","
            Agente/Operador Inmobiliario 
Requisitos: 
- Contar con estudios en el rubro inmobiliario (deseable)
- Experiencia previa en tareas de similar responsabilidad (excluyente)
- Nivel de inglés intermedio (excluyente)
- Conocimientos informáticos:
  - Microsoft Office.
  - Herramientas web.
- Manejo de portales inmobiliarios.
- Preferentemente hasta 35 años.
- Excelente presencia.
- Son competencias fundamentales buen nivel de comunicación, negociación y relacionamiento.        ","
                Bachillerato secundaria en otros.                Experiencia de 1 año en el área de Ventas - comercial.                Manejo de programas:Office a intermedio.                Idioma Inglés a intermedio."
